row_index,ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_tgn,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_wikidata,author_instance_of,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language_iso_639-3,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
826,,,,marc-xml,Q49115,NIC,5779397,,,,,,[ca. 1100-1135],1100^1135,12,http://vocab.getty.edu/aat/300404504,,,Bible.,,"Epistles of St. Paul, with commentary,",,Commentaries,,,,,,,,,,,,,,,,,,,,,,,Extent: 1 v. (60 leaves) ; 26 cm.,,2022-02-08T17:47:39-05:00,2014-12-29,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-010.xml
827,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 131.|3963933,,,"[Italy,",http://vocab.getty.edu/tgn/1000080,,between ca. 1470 and ca. 1520],1470^1520,15;16,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510,,,Breviarium historiae Romanae,,Historia Romana.,,Gothic scripts.|Humanistic scripts.|Early works|History,,Latin literature--History.|Latin literature--Rhetoric.|Rome--History--Early works to 1800.|Latin literature|Rome (Empire),,Eutropius.,Q314694,human,,,,,,,,,Text in Latin.,lat,,,,,,paper ;,Extent: 135 leaves : paper ; 206 x 154 (137-165 x 95-120) mm. bound to 216 x 165 mm.,,2022-02-08T17:47:39-05:00,2014-12-25,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-011.xml
828,,,,marc-xml,Q49115,NIC,8765 Bd. Ms. 1|13128245,,,,,,1550,1550,16,http://vocab.getty.edu/aat/300404510,,,Jónsbók.,,Jónsbók :,,,,Law--Iceland.|Law.|Iceland.,,Iceland.,Q189,organization,,,,,,,,,In Old Norse.,non,,"Fiske, Willard, 1831-1904,",,,,,Extent: 1 volume (approximately 306 pages) ; 20 cm.,,2022-02-08T17:47:39-05:00,2021-01-18,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-012.xml
829,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 60.|3977210,,,"[Southern France (?) or Italy],",http://vocab.getty.edu/tgn/4004037|http://vocab.getty.edu/tgn/1000080,,between ca. 1275 and ca. 1325.,1275^1325,13;14,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506,,,Otia imperialia,,Otia imperialia,,Gothic scripts.|Parchment.|Early works,,"History, Universal--Early works to 1800.|Curiosities and wonders.|Curiosities and wonders",,"Gervase, of Tilbury, approximately 1160-approximately 1211.",Q531883,human,,,,,,,,,Text in Latin.,lat,,,,,,parchment ;,Extent: 220 leaves : parchment ; 183 x 132 (125 x 90) mm. bound to 193 x 137 mm.,,2022-02-08T17:47:39-05:00,2016-03-17,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-013.xml
830,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 617.|2088162,,,"[Spain],",http://vocab.getty.edu/tgn/1000095,,late 14th century (before 1429).,1429,15,http://vocab.getty.edu/aat/300404465,,,,,Factorum et dictorum memorabilium libri IX ...et al.,,Gothic scripts.|Parchment.,,,,Valerius Maximus.,Q379991,human,,,,,,,,,Text in Latin.,lat,,,,,,paper (2 leaves parchment) ;,Extent: 134 leaves : paper (2 leaves parchment) ; 218 x 145 (138 x 85) mm. bound to 222 x 160 mm.,,2022-02-08T17:47:39-05:00,2014-08-19,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-014.xml
831,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 49.|3977168,,,"[Italy,",http://vocab.getty.edu/tgn/1000080,,between ca. 1300 and ca. 1400],1300^1400,14,http://vocab.getty.edu/aat/300404506,,,Miscellany,,Sermones,,Gothic scripts.|Parchment.|Early works,,Theology--Early works to 1800.|Theology,,,,,,,,,,,,,Text in Latin.,lat,,,,,,parchment ;,Extent: 160 leaves : parchment ; 210 x 145 (162 x 98) mm. bound to 219 x 159 mm.,,2022-02-08T17:47:39-05:00,2014-12-25,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-015.xml
832,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 115.|3816174,,,"Germany,",http://vocab.getty.edu/tgn/7000084,,1438.,1438,15,http://vocab.getty.edu/aat/300404465,,,Ars computistica,,Computus Cirometralis,,Gothic scripts.|Scientific illustrations.|Early works,,Calendar.|Mathematics--Early works to 1800.|Calendar|Mathematics,,,,,,,,,,,,,Text in Latin.,lat,,,,,,"paper, ill. ;","Extent: 30 leaves : paper, ill. ; 219 x 146 (167 x 112) mm., unbound.",,2022-02-08T17:47:39-05:00,2014-12-23,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-016.xml
833,,,,marc-xml,Q49115,NIC,8039 Bd. Ms. 5|6927495,,,,,,probably 1830s,1830,19,http://vocab.getty.edu/aat/300404513,,,Shānāmah,,Shānāmah :,,Early works,,"Epic poetry, Persian--Early works to 1800.|Persian poetry--Early works to 1800.|Manuscripts, Persian.|Islamic illumination of books and manuscripts--Iran.|Epic poetry, Persian|Islamic illumination of books and manuscripts|Manuscripts, Persian|Persian poetry|Iran",,Firdawsī.,Q43459,human,,,,,,,,,In Persian; written in a professional nastaʻlīq script in black ink; ʻunwān and illustrations in colors and gold ; text rubricated.,fas,,,,,,col. ill. ;,Extent: 1 volume (ca. 200 pages) : col. ill. ; 36 cm.,,2022-02-08T17:47:39-05:00,2015-01-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-017.xml
834,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 31.|3978587,,,"[Rougeval, Belgium (near Brussels),",http://vocab.getty.edu/tgn/1000063,,between ca. 1400 and ca. 1500],1400^1500,15,http://vocab.getty.edu/aat/300404465,,,Manual,,"Manuale in investionibus, professionibus, et iubileis monialium necessarium, ad usum prioris monasterii Rubee vallis.",,Gothic scripts.|Parchment.,,Monastic and religious life|Monastic and religious life,,,,,,,,,,,,,Text in Latin.,lat,,,,,,parchment ;,Extent: 52 leaves : parchment ; 145 x 109 (99 x 70) mm. bound to 153 x 118 mm.,,2022-02-08T17:47:39-05:00,2014-12-25,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-018.xml
835,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 145.|3963909,,,"[Italy,",http://vocab.getty.edu/tgn/1000080,,14th and 15th centuries],1350^1500,14;15,http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465,,,,,Rhetorica ad Herennium,,Gothic scripts.|Humanistic scripts.|Parchment.|Spurious and doubtful works,,"Rhetoric, Ancient.|Cicero, Marcus Tullius--Spurious and doubtful works.|Cicero, Marcus Tullius|Rhetoric, Ancient",,Pseudo-Cicero.,Q67405713,human,,,,,,,,,Text in Latin.,lat,,,,,,parchment ;,"Extent: 45 leaves (originally 48, but 3 leaves have been lost) : parchment ; 227 x 162 (175 x 115) mm. bound to 230 x 164 mm.",,2022-02-08T17:47:39-05:00,2014-12-25,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-019.xml
836,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 615.|3864164,,,"[Belgium, between ca. 1275 and ca. 1300]",http://vocab.getty.edu/tgn/1000063,,1275-1300,1275^1300,13,http://vocab.getty.edu/aat/300404505,,,Lives of the Saints.,,Vita beati Francisci ...et al.,,Gothic scripts.|Parchment.,,Franciscans.|Hagiography.|Franciscans|Hagiography,,,,,,,,,,,,,Text in Latin.,lat,,,,,,parchment ;,Extent: 180 leaves ; parchment ; 248 x 175 (172-180 x 110-115) mm. bound to 260 x 190 mm.,,2022-02-08T17:47:39-05:00,2014-12-23,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-020.xml
837,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 13.|3816610,,,"[France, probably between 1425 and 1450]",http://vocab.getty.edu/tgn/1000070,,1425-1450,1425^1450,15,http://vocab.getty.edu/aat/300404465,,,De consolatione philosohiae,,De consolatione philosophiae / Boetius.,,Gothic scripts.|Scientific illustrations.|Illuminations.|Vellum.|Early works|Poetry,,"Latin poetry.|Philosophy--Poetry.|Philosophy, Medieval.|Happiness--Early works to 1800.|Happiness|Latin poetry|Philosophy|Philosophy, Medieval",,"Boethius, -524.",Q1174068,human,,,,,,,,,Text in Latin.,lat,,,,,,"parchment, ill. ;","Extent: 132 leaves : parchment, ill. ; 214 x 151 (132 x 70) mm. bound to 222 x 163 mm.",,2022-02-08T17:47:39-05:00,2014-12-23,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-021.xml
838,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 616.|3864181,,,"[England,",http://vocab.getty.edu/tgn/7002445,,between ca. 1250 and ca. 1300],1250^1300,13,http://vocab.getty.edu/aat/300404505,,,,,"Latin Bible, with prologues attributed to St. Jerome and the interpretation of Hebrew names.",,Gothic scripts.|Parchment.,,,,,,,,,,,,,,,Text in Latin.,lat,,,,,,parchment ;,Extent: 429 (of 448) leaves : parchment ; 303 x 220 (223 x 141) mm. bound to 322 x 241 mm.,,2022-02-08T17:47:39-05:00,2014-08-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-022.xml
839,,,,marc-xml,Q49115,NIC,8765 Bd. Ms. 2|13128527,,,,,,1600-1699,1600^1699,17,http://vocab.getty.edu/aat/300404511,,,Jónsbók.,,Logbok islendinga :,,,,Law--Iceland.|Law.|Iceland.,,Iceland.,Q189,organization,,,,,,,,,In Icelandic.,isl,,,,,,illustrations ;,"Extent: 1 volume (2, 454 pages) : illustrations ; 21 cm.",,2022-02-08T17:47:39-05:00,2021-01-18,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-023.xml
840,,,,marc-xml,Q49115,NIC,Misc. Bd. Ms. 146.|3816453,,,"[Germany,",http://vocab.getty.edu/tgn/7000084,,ca. 1438],1438,15,http://vocab.getty.edu/aat/300404465,,,,,"Algorismus, cum glosa / John of Sacro Bosco",,Gothic scripts.,,Mathematics--Early works to 1800.|Science--Early works to 1800.,,"Sacro Bosco, Joannes de, active 1230.",Q433841,human,,,,,,,,,Text in Latin.,lat,,,,,,paper ;,"Extent: 28 leaves : paper ; 219 x 146 (160 x 112) mm., unbound.",,2022-02-08T17:47:39-05:00,2014-08-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/cornell/cornell-marc-024.xml
