item,itemLabel,description,DSID,manuscriptQID,recordQID,collection,identifiers
http://www.wikidata.org/entity/Q131965161,"New York, New York, New York University, Fragment 023",manuscript containing Commentariorum in Matthaeum Libri Octo,DS333,Q1960,Q1961,New York University,Fragment 023
http://www.wikidata.org/entity/Q131965163,"New York, New York, New York University, Fragment 031",manuscript containing Codex,DS334,Q1963,Q1964,New York University,Fragment 031
http://www.wikidata.org/entity/Q131965165,"New York, New York, New York University, Fragment 040",manuscript containing Homeliae de tempore,DS335,Q1966,Q1967,New York University,Fragment 040
http://www.wikidata.org/entity/Q131965168,"New York, New York, New York University, Fragment 048",manuscript containing Homeliae de tempore,DS336,Q1969,Q1970,New York University,Fragment 048
http://www.wikidata.org/entity/Q131965104,"New York, New York, New York University, Fragment 049","manuscript containing Bible, O. T.",DS337,Q1972,Q1973,New York University,Fragment 049
http://www.wikidata.org/entity/Q131965171,"New York, New York, New York University, Fragment 051","manuscript containing Codex, Liber Sextus",DS338,Q1975,Q1976,New York University,Fragment 051
http://www.wikidata.org/entity/Q131965106,"New York, New York, New York University, Fragment 116",manuscript containing,DS339,Q1978,Q1979,New York University,Fragment 116
http://www.wikidata.org/entity/Q131965107,"New York, New York, New York University, Fragment 117",manuscript containing,DS340,Q1981,Q1982,New York University,Fragment 117
http://www.wikidata.org/entity/Q131965172,"New York, New York, New York University, Fragment 001",manuscript containing Liber sententiarum,DS341,Q1984,Q1985,New York University,Fragment 001
http://www.wikidata.org/entity/Q131965174,"New York, New York, New York University, Fragment 002",manuscript containing Liber extra,DS342,Q1987,Q1988,New York University,Fragment 002
http://www.wikidata.org/entity/Q131965109,"New York, New York, New York University, Fragment 003",manuscript containing,DS343,Q1990,Q1991,New York University,Fragment 003
http://www.wikidata.org/entity/Q131965176,"New York, New York, New York University, Fragment 004",manuscript containing Sermons,DS344,Q1993,Q1994,New York University,Fragment 004
http://www.wikidata.org/entity/Q131965111,"New York, New York, New York University, Fragment 005","manuscript containing Bible, N. T. , glossed",DS345,Q1996,Q1997,New York University,Fragment 005
http://www.wikidata.org/entity/Q131965114,"New York, New York, New York University, Fragment 006",manuscript containing,DS346,Q1999,Q2000,New York University,Fragment 006
http://www.wikidata.org/entity/Q131965179,"New York, New York, New York University, Fragment 007",manuscript containing Scriptum super Sententiis,DS347,Q2002,Q2003,New York University,Fragment 007
http://www.wikidata.org/entity/Q131965180,"New York, New York, New York University, Fragment 008 and Fragment 009",manuscript containing Decretum,DS348,Q2005,Q2006,New York University,Fragment 008 and Fragment 009
http://www.wikidata.org/entity/Q131965117,"New York, New York, New York University, Fragment 016",manuscript containing Chronicle,DS349,Q2008,Q2009,New York University,Fragment 016
http://www.wikidata.org/entity/Q131965118,"New York, New York, New York University, Fragment 010",manuscript containing Sureties for peaceable behavior,DS350,Q2011,Q2012,New York University,Fragment 010
http://www.wikidata.org/entity/Q131965120,"New York, New York, New York University, Fragment 011",manuscript containing Notes of fines,DS351,Q2014,Q2015,New York University,Fragment 011
http://www.wikidata.org/entity/Q131965122,"New York, New York, New York University, Fragment 012",manuscript containing Notes of fines,DS352,Q2017,Q2018,New York University,Fragment 012
http://www.wikidata.org/entity/Q131965124,"New York, New York, New York University, Fragment 013",manuscript containing Notes of fines,DS353,Q2020,Q2021,New York University,Fragment 013
http://www.wikidata.org/entity/Q131965125,"New York, New York, New York University, Fragment 014",manuscript containing text 1,DS354,Q2023,Q2024,New York University,Fragment 014
http://www.wikidata.org/entity/Q131965127,"New York, New York, New York University, Fragment 017",manuscript containing Sermo de spiritu sancto,DS355,Q2026,Q2027,New York University,Fragment 017
http://www.wikidata.org/entity/Q131965129,"New York, New York, New York University, Fragment 018",manuscript containing Order for peaceable behavior,DS356,Q2029,Q2030,New York University,Fragment 018
