item,itemLabel,description,DSID,manuscriptQID,recordQID,collection,identifiers
http://www.wikidata.org/entity/Q131965132,"New York, New York, New York University, Fragment 019",manuscript containing Notes of fines,DS357,Q2032,Q2033,New York University,Fragment 019
http://www.wikidata.org/entity/Q131965135,"New York, New York, New York University, Fragment 020",manuscript containing Notes of fines,DS358,Q2035,Q2036,New York University,Fragment 020
http://www.wikidata.org/entity/Q131965136,"New York, New York, New York University, Fragment 021",manuscript containing Writ of Praecipe,DS359,Q2038,Q2039,New York University,Fragment 021
http://www.wikidata.org/entity/Q131965138,"New York, New York, New York University, Fragment 022",manuscript containing Writ of Praecipe,DS360,Q2041,Q2042,New York University,Fragment 022
http://www.wikidata.org/entity/Q131965182,"New York, New York, New York University, Fragment 024",manuscript containing Homeliarum in Ezechielem,DS361,Q2044,Q2045,New York University,Fragment 024
http://www.wikidata.org/entity/Q131965184,"New York, New York, New York University, Fragment 050",manuscript containing Graecismus,DS362,Q2047,Q2048,New York University,Fragment 050
http://www.wikidata.org/entity/Q131965140,"New York, New York, New York University, Fragment 60",manuscript containing Theological material,DS363,Q2050,Q2051,New York University,Fragment 60
http://www.wikidata.org/entity/Q131965142,"New York, New York, New York University, Fragment 059",manuscript containing Theological material,DS364,Q2053,Q2054,New York University,Fragment 059
http://www.wikidata.org/entity/Q131965187,"New York, New York, New York University, Fragment 058",manuscript containing De vita christiana,DS365,Q2056,Q2057,New York University,Fragment 058
http://www.wikidata.org/entity/Q131965143,"New York, New York, New York University, Fragment 057",manuscript containing Canon law,DS366,Q2059,Q2060,New York University,Fragment 057
http://www.wikidata.org/entity/Q131965145,"New York, New York, New York University, Fragment 104",manuscript containing Recipe against worms; For the Wormes,DS367,Q2062,Q2063,New York University,Fragment 104
http://www.wikidata.org/entity/Q131965147,"New York, New York, New York University, Fragment 099",manuscript containing,DS368,Q2065,Q2066,New York University,Fragment 099
http://www.wikidata.org/entity/Q131965150,"New York, New York, New York University, Fragment 079 and Fragment 080","manuscript containing Commentary on Aristotle, Analytica Priora (?); Ut autem non sillogizetur.",DS369,Q2068,Q2069,New York University,Fragment 079 and Fragment 080
http://www.wikidata.org/entity/Q131965153,"New York, New York, New York University, Fragment 086",manuscript containing Astrological material?,DS370,Q2071,Q2072,New York University,Fragment 086
http://www.wikidata.org/entity/Q131965154,"New York, New York, New York University, Fragment 084 and Fragment 085",manuscript containing Sermons,DS371,Q2074,Q2075,New York University,Fragment 084 and Fragment 085
http://www.wikidata.org/entity/Q131965190,"New York, New York, New York University, Fragment 083",manuscript containing Bonum universale de apibus,DS372,Q2077,Q2078,New York University,Fragment 083
http://www.wikidata.org/entity/Q131965191,"New York, New York, New York University, Fragment 082",manuscript containing Institutiones grammaticae,DS373,Q2080,Q2081,New York University,Fragment 082
http://www.wikidata.org/entity/Q131965193,"New York, New York, New York University, Fragment 081",manuscript containing Digest,DS374,Q2083,Q2084,New York University,Fragment 081
http://www.wikidata.org/entity/Q131965195,"New York, New York, New York University, Item 5.2",manuscript containing Philosophical material,DS375,Q2086,Q2087,New York University,Item 5.2
http://www.wikidata.org/entity/Q131965197,"New York, New York, New York University, Item 5.3","manuscript containing Florilegium, here ""Superbia""",DS376,Q2089,Q2090,New York University,Item 5.3
http://www.wikidata.org/entity/Q131965198,"New York, New York, New York University, Item 5.1",manuscript containing Sequentiary with commentary,DS377,Q2092,Q2093,New York University,Item 5.1
http://www.wikidata.org/entity/Q131965200,"New York, New York, New York University, Item 7.4",manuscript containing Breviary,DS378,Q2095,Q2096,New York University,Item 7.4
http://www.wikidata.org/entity/Q131965202,"New York, New York, New York University, Item 7.3",manuscript containing Lectio prima; Breviary,DS379,Q2098,Q2099,New York University,Item 7.3
http://www.wikidata.org/entity/Q131965205,"New York, New York, New York University, Item 7.2",manuscript containing Breviary or Sequentiary,DS380,Q2101,Q2102,New York University,Item 7.2
http://www.wikidata.org/entity/Q131965208,"New York, New York, New York University, Item 7.1",manuscript containing Breviary,DS381,Q2104,Q2105,New York University,Item 7.1
http://www.wikidata.org/entity/Q131965210,"New York, New York, New York University, Item 6.3",manuscript containing Wycliffite material (?),DS382,Q2107,Q2108,New York University,Item 6.3
http://www.wikidata.org/entity/Q131965212,"New York, New York, New York University, Item 6.2",manuscript containing Poem,DS383,Q2110,Q2111,New York University,Item 6.2
http://www.wikidata.org/entity/Q131965214,"New York, New York, New York University, Item 5.4",manuscript containing Psalter,DS384,Q2113,Q2114,New York University,Item 5.4
http://www.wikidata.org/entity/Q131965216,"New York, New York, New York University, Item 5.5",manuscript containing Postilla super totam Bibliam,DS385,Q2116,Q2117,New York University,Item 5.5
http://www.wikidata.org/entity/Q131965217,"New York, New York, New York University, Item 6.1",manuscript containing Synonyma,DS386,Q2119,Q2120,New York University,Item 6.1
http://www.wikidata.org/entity/Q131965219,"New York, New York, New York University, Large Item 5A",manuscript containing Pro Cluentio,DS387,Q2122,Q2123,New York University,Large Item 5A
http://www.wikidata.org/entity/Q131965221,"New York, New York, New York University, Item 4.23",manuscript containing Religious text,DS388,Q2125,Q2126,New York University,Item 4.23
http://www.wikidata.org/entity/Q131965225,"New York, New York, New York University, Item 4.22",manuscript containing Canon law (?),DS389,Q2128,Q2129,New York University,Item 4.22
http://www.wikidata.org/entity/Q131965228,"New York, New York, New York University, Item 4.21",manuscript containing Commentarii in Politicorum Aristotelis libris,DS390,Q2131,Q2132,New York University,Item 4.21
http://www.wikidata.org/entity/Q131965229,"New York, New York, New York University, Item 4.20",manuscript containing Philosophical material (?),DS391,Q2134,Q2135,New York University,Item 4.20
http://www.wikidata.org/entity/Q131965232,"New York, New York, New York University, Item 4.24",manuscript containing Glossary,DS392,Q2137,Q2138,New York University,Item 4.24
http://www.wikidata.org/entity/Q131965234,"New York, New York, New York University, Item 4.09 and 4.10",manuscript containing Elementarium doctrinae rudimentum,DS393,Q2140,Q2141,New York University,Item 4.09 and 4.10
http://www.wikidata.org/entity/Q131965236,"New York, New York, New York University, Item 4.18",manuscript containing Summa codicis,DS394,Q2143,Q2144,New York University,Item 4.18
http://www.wikidata.org/entity/Q131965237,"New York, New York, New York University, Item 4.17",manuscript containing Sermons,DS395,Q2146,Q2147,New York University,Item 4.17
http://www.wikidata.org/entity/Q131965239,"New York, New York, New York University, Item 4.15",manuscript containing Expositio in Job,DS396,Q2149,Q2150,New York University,Item 4.15
http://www.wikidata.org/entity/Q131965241,"New York, New York, New York University, Item 4.14",manuscript containing Grammatical text,DS397,Q2152,Q2153,New York University,Item 4.14
http://www.wikidata.org/entity/Q131965244,"New York, New York, New York University, Item 4.13",manuscript containing Breviary,DS398,Q2155,Q2156,New York University,Item 4.13
http://www.wikidata.org/entity/Q131965247,"New York, New York, New York University, Item 4.12",manuscript containing Gospel lectionary,DS399,Q2158,Q2159,New York University,Item 4.12
http://www.wikidata.org/entity/Q131965248,"New York, New York, New York University, Item 4.11",manuscript containing [No Title for Display},DS400,Q2161,Q2162,New York University,Item 4.11
http://www.wikidata.org/entity/Q131965250,"New York, New York, New York University, Fragment 71 BIS --CHANGE THIS!!",manuscript containing Manipulus florum,DS401,Q2164,Q2165,New York University,Fragment 71 BIS --CHANGE THIS!!
http://www.wikidata.org/entity/Q131965252,"New York, New York, New York University, Item 4.06",manuscript containing Accounts of William Pawlett in Dorset,DS402,Q2167,Q2168,New York University,Item 4.06
http://www.wikidata.org/entity/Q131965254,"New York, New York, New York University, Item 4.04",manuscript containing Breviary,DS403,Q2170,Q2171,New York University,Item 4.04
http://www.wikidata.org/entity/Q131965255,"New York, New York, New York University, Item 4.03",manuscript containing Historia scholastica,DS404,Q2173,Q2174,New York University,Item 4.03
http://www.wikidata.org/entity/Q131965257,"New York, New York, New York University, Item 4.02",manuscript containing Writ to require security,DS405,Q2176,Q2177,New York University,Item 4.02
http://www.wikidata.org/entity/Q131965259,"New York, New York, New York University, Item 4.01",manuscript containing Writ to require security,DS406,Q2179,Q2180,New York University,Item 4.01
http://www.wikidata.org/entity/Q131965262,"New York, New York, New York University, Item 4.07",manuscript containing,DS407,Q2182,Q2183,New York University,Item 4.07
http://www.wikidata.org/entity/Q131965156,"New York, New York, New York University, Fragment 108",manuscript containing Will of Johanna Girard,DS408,Q2185,Q2186,New York University,Fragment 108
http://www.wikidata.org/entity/Q131965158,"New York, New York, New York University, Fragment 056",manuscript containing Roman law,DS409,Q2188,Q2189,New York University,Fragment 056
http://www.wikidata.org/entity/Q131965265,"New York, New York, New York University, Fragment 037",manuscript containing Liber II Meteorum,DS410,Q2191,Q2192,New York University,Fragment 037
http://www.wikidata.org/entity/Q131965266,"New York, New York, New York University, Fragment 054",manuscript containing Viaticum,DS411,Q2194,Q2195,New York University,Fragment 054
http://www.wikidata.org/entity/Q131965268,"New York, New York, New York University, Fragment 029",manuscript containing Peri Hermenias,DS412,Q2197,Q2198,New York University,Fragment 029
http://www.wikidata.org/entity/Q131965160,"New York, New York, New York University, Fragment 036",manuscript containing,DS413,Q2200,Q2201,New York University,Fragment 036
http://www.wikidata.org/entity/Q131965270,"New York, New York, New York University, Fragment 030",manuscript containing Distinctiones alphabeticae,DS414,Q2203,Q2204,New York University,Fragment 030
http://www.wikidata.org/entity/Q131965272,"New York, New York, New York University, Fragment 028",manuscript containing Physica,DS415,Q2206,Q2207,New York University,Fragment 028
http://www.wikidata.org/entity/Q131965273,"New York, New York, New York University, Fragment 025",manuscript containing Homilies on Ezechiel,DS416,Q2209,Q2210,New York University,Fragment 025
http://www.wikidata.org/entity/Q131965085,"New York, New York, New York University, Fragment 026",manuscript containing Isti sunt accusandi in placito christianitatis et in ecclesia quando fuerit necessarium,DS417,Q2212,Q2213,New York University,Fragment 026
http://www.wikidata.org/entity/Q131965087,"New York, New York, New York University, Fragment 027",manuscript containing,DS418,Q2215,Q2216,New York University,Fragment 027
http://www.wikidata.org/entity/Q131965088,"New York, New York, New York University, Fragment 052",manuscript containing Biblical concordance,DS419,Q2218,Q2219,New York University,Fragment 052
http://www.wikidata.org/entity/Q131965090,"New York, New York, New York University, Fragment 053",manuscript containing,DS420,Q2221,Q2222,New York University,Fragment 053
http://www.wikidata.org/entity/Q131965092,"New York, New York, New York University, Fragment 032, 033, 034, 035","manuscript containing Sermon-writing aid, in alphabetical order",DS421,Q2224,Q2225,New York University,"Fragment 032, 033, 034, 035"
http://www.wikidata.org/entity/Q131965275,"New York, New York, New York University, Large Fragment 1",manuscript containing Tractatus iudiciarii ordinis divisus in octo partes sive subtractatus,DS422,Q2227,Q2228,New York University,Large Fragment 1
http://www.wikidata.org/entity/Q131965278,"New York, New York, New York University, Large Fragment 2",manuscript containing Register of accounts,DS423,Q2230,Q2231,New York University,Large Fragment 2
http://www.wikidata.org/entity/Q131965281,"New York, New York, New York University, Large Fragment 3 and Large Fragment 4","manuscript containing Liber Sextus Decretalium, commentary on",DS424,Q2233,Q2234,New York University,Large Fragment 3 and Large Fragment 4
http://www.wikidata.org/entity/Q131965284,"New York, New York, New York University, Large Fragment 6",manuscript containing Register of accounts,DS425,Q2236,Q2237,New York University,Large Fragment 6
http://www.wikidata.org/entity/Q131965285,"New York, New York, New York University, Item 7",manuscript containing Breviary,DS426,Q2239,Q2240,New York University,Item 7
http://www.wikidata.org/entity/Q131965095,"New York, New York, New York University, Fragment 015",manuscript containing Writ of Praecipe,DS427,Q2242,Q2243,New York University,Fragment 015
http://www.wikidata.org/entity/Q131965098,"New York, New York, New York University, Item 4.25",manuscript containing Medulla Grammatice,DS428,Q2245,Q2246,New York University,Item 4.25
http://www.wikidata.org/entity/Q131965287,"New York, New York, New York University, Fragment 061 and Fragment 062",manuscript containing De miseria condicionis humane,DS429,Q2248,Q2249,New York University,Fragment 061 and Fragment 062
http://www.wikidata.org/entity/Q131965289,"New York, New York, New York University, Fragment 068",manuscript containing Decretals,DS430,Q2251,Q2252,New York University,Fragment 068
http://www.wikidata.org/entity/Q131965291,"New York, New York, New York University, Fragment 063, 064, 065, 066",manuscript containing Sermons; Dominica 20 post festum trinitatis,DS431,Q2254,Q2255,New York University,"Fragment 063, 064, 065, 066"
http://www.wikidata.org/entity/Q131965292,"New York, New York, New York University, Fragment 067",manuscript containing Summa contra gentiles,DS432,Q2257,Q2258,New York University,Fragment 067
http://www.wikidata.org/entity/Q131965294,"New York, New York, New York University, Fragment 069 and Fragment 070",manuscript containing Historia scholastica,DS433,Q2260,Q2261,New York University,Fragment 069 and Fragment 070
http://www.wikidata.org/entity/Q131965296,"New York, New York, New York University, Fragment 055",manuscript containing De potentia,DS434,Q2263,Q2264,New York University,Fragment 055
http://www.wikidata.org/entity/Q131965099,"New York, New York, New York University, Fragment 071",manuscript containing Alphabetical dictionary (of legal terms?),DS435,Q2266,Q2267,New York University,Fragment 071
http://www.wikidata.org/entity/Q131965299,"New York, New York, New York University, Fragment 042 and Fragment 043",manuscript containing Novellae,DS436,Q2269,Q2270,New York University,Fragment 042 and Fragment 043
http://www.wikidata.org/entity/Q131965301,"New York, New York, New York University, Fragment 044",manuscript containing Compendium theologicae veritatis,DS437,Q2272,Q2273,New York University,Fragment 044
http://www.wikidata.org/entity/Q131965101,"New York, New York, New York University, Fragment 100",manuscript containing Fine for physical injury,DS438,Q2275,Q2276,New York University,Fragment 100
