item,itemLabel,description,DSID,manuscriptQID,recordQID,collection,identifiers
http://www.wikidata.org/entity/Q133307739,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 2",manuscript containing De regimine principum,DS16505,Q69207,Q69208,Bryn Mawr College,MS 2
http://www.wikidata.org/entity/Q133307740,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 3",manuscript containing Mariale; De laudibus beatae mariae virginis,DS16506,Q69210,Q69211,Bryn Mawr College,MS 3
http://www.wikidata.org/entity/Q133307741,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 4","manuscript containing Canon medicinae, liber V",DS16507,Q69213,Q69214,Bryn Mawr College,MS 4
http://www.wikidata.org/entity/Q133307742,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 5",manuscript containing Commentarius in librum II sententiarum petri lombardi,DS16508,Q69216,Q69217,Bryn Mawr College,MS 5
http://www.wikidata.org/entity/Q133307743,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 6","manuscript containing Epistolae ad familiares; Rime, Trionfi, etc.",DS16509,Q69219,Q69220,Bryn Mawr College,MS 6
http://www.wikidata.org/entity/Q133307744,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 7",manuscript containing Constitutiones clementinae,DS16510,Q69222,Q69223,Bryn Mawr College,MS 7
http://www.wikidata.org/entity/Q133307690,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 8",manuscript containing Jewel roll of Edward I for the years 1300-1,DS16511,Q69225,Q69226,Bryn Mawr College,MS 8
http://www.wikidata.org/entity/Q133307745,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 9",manuscript containing De evangelica praeparatione,DS16512,Q69228,Q69229,Bryn Mawr College,MS 9
http://www.wikidata.org/entity/Q133307746,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 10","manuscript containing Epistolae; Vita s. martini, etc.",DS16513,Q69231,Q69232,Bryn Mawr College,MS 10
http://www.wikidata.org/entity/Q133307747,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 11",manuscript containing Homeliae decem super extremam partem ezechielis,DS16514,Q69234,Q69235,Bryn Mawr College,MS 11
http://www.wikidata.org/entity/Q133307748,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 12",manuscript containing Homeliae in johannis evangelium,DS16515,Q69237,Q69238,Bryn Mawr College,MS 12
http://www.wikidata.org/entity/Q133307749,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 13",manuscript containing Journal de sainct voyage pour visiter le sainct sepulcre,DS16516,Q69240,Q69241,Bryn Mawr College,MS 13
http://www.wikidata.org/entity/Q133307750,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 14",manuscript containing Antidotarium,DS16517,Q69243,Q69244,Bryn Mawr College,MS 14
http://www.wikidata.org/entity/Q133307751,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 15",manuscript containing Historiae adversus paganos,DS16518,Q69246,Q69247,Bryn Mawr College,MS 15
http://www.wikidata.org/entity/Q133307752,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 16","manuscript containing Treatise on the gods, commentary on Virgil's Aeneid",DS16519,Q69249,Q69250,Bryn Mawr College,MS 16
http://www.wikidata.org/entity/Q133307753,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 17","manuscript containing Vita s. martini, etc.",DS16520,Q69252,Q69253,Bryn Mawr College,MS 17
http://www.wikidata.org/entity/Q133307754,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 18","manuscript containing Canticum canticorum, with glossa ordinaria",DS16521,Q69255,Q69256,Bryn Mawr College,MS 18
http://www.wikidata.org/entity/Q133307700,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 20","manuscript containing Castle Hours #2, Use of Rouen",DS16522,Q69258,Q69259,Bryn Mawr College,MS 20
http://www.wikidata.org/entity/Q133307701,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 21","manuscript containing Castle hours #3, use uncertain",DS16523,Q69261,Q69262,Bryn Mawr College,MS 21
http://www.wikidata.org/entity/Q133307702,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 22","manuscript containing Castle Hours # 5, Use of Paris",DS16524,Q69264,Q69265,Bryn Mawr College,MS 22
http://www.wikidata.org/entity/Q133307703,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 23","manuscript containing Book of Hours, Use of Le Mans (""Leighton Hours"")",DS16525,Q69267,Q69268,Bryn Mawr College,MS 23
http://www.wikidata.org/entity/Q133307691,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 24","manuscript containing Lawrence hours, use of Cambrai",DS16526,Q69270,Q69271,Bryn Mawr College,MS 24
http://www.wikidata.org/entity/Q133307730,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 25","manuscript containing Book of Hours, Use of Rome (""Marquand Hours"")",DS16527,Q69273,Q69274,Bryn Mawr College,MS 25
http://www.wikidata.org/entity/Q133307732,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 26","manuscript containing Book of Hours, Use of Rome (""Mongan Hours"")",DS16528,Q69276,Q69277,Bryn Mawr College,MS 26
http://www.wikidata.org/entity/Q133307733,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 27","manuscript containing Book of Hours, Use of Sarum (""Streeter-Piccard Hours"")",DS16529,Q69279,Q69280,Bryn Mawr College,MS 27
