item,itemLabel,description,DSID,manuscriptQID,recordQID,collection,identifiers
http://www.wikidata.org/entity/Q133307734,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 28",manuscript containing Chew psalter,DS16530,Q69282,Q69283,Bryn Mawr College,MS 28
http://www.wikidata.org/entity/Q133307735,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 29","manuscript containing Chew Breviary, Use of Poitiers",DS16531,Q69285,Q69286,Bryn Mawr College,MS 29
http://www.wikidata.org/entity/Q133307736,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 30","manuscript containing Havens hours, use uncertain",DS16532,Q69288,Q69289,Bryn Mawr College,MS 30
http://www.wikidata.org/entity/Q133307737,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 31","manuscript containing Havens Breviary, Franciscan Use",DS16533,Q69291,Q69292,Bryn Mawr College,MS 31
http://www.wikidata.org/entity/Q133307755,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 32","manuscript containing Radnor Hours, Use of Rome",DS16534,Q69294,Q69295,Bryn Mawr College,MS 32
http://www.wikidata.org/entity/Q133307756,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 33","manuscript containing Radnor hours #2, use uncertain",DS16535,Q69297,Q69298,Bryn Mawr College,MS 33
http://www.wikidata.org/entity/Q133307761,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 34",manuscript containing Radnor Missal,DS16536,Q69300,Q69301,Bryn Mawr College,MS 34
http://www.wikidata.org/entity/Q133307762,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 35",manuscript containing De miseria conditionis humanae,DS16537,Q69303,Q69304,Bryn Mawr College,MS 35
http://www.wikidata.org/entity/Q133307738,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 37",manuscript containing Castle Liturgical Psalter,DS16538,Q69306,Q69307,Bryn Mawr College,MS 37
http://www.wikidata.org/entity/Q133307763,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 39",manuscript containing De fide ad gratianum augustum libri quinque,DS16539,Q69309,Q69310,Bryn Mawr College,MS 39
http://www.wikidata.org/entity/Q133307758,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 40","manuscript containing Oratio in laudem rei publicae venetorum; Vita caroli magni, etc.",DS16540,Q69312,Q69313,Bryn Mawr College,MS 40
http://www.wikidata.org/entity/Q133307759,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 41","manuscript containing Orationes ad nicolaum V, etc.",DS16541,Q69315,Q69316,Bryn Mawr College,MS 41
http://www.wikidata.org/entity/Q133307760,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 42","manuscript containing Commentarius rerum suo tempore gestarum, oratio heliogabali ad meretrices",DS16542,Q69318,Q69319,Bryn Mawr College,MS 42
http://www.wikidata.org/entity/Q133307764,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 43","manuscript containing De bello italico adversus gothos, etc.",DS16543,Q69321,Q69322,Bryn Mawr College,MS 43
http://www.wikidata.org/entity/Q133307765,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 44",manuscript containing Epistolae familiares,DS16544,Q69324,Q69325,Bryn Mawr College,MS 44
http://www.wikidata.org/entity/Q133307766,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 45",manuscript containing Epistolae familiares,DS16545,Q69327,Q69328,Bryn Mawr College,MS 45
http://www.wikidata.org/entity/Q133307767,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 46","manuscript containing De temporibus pauli II, liber V",DS16546,Q69330,Q69331,Bryn Mawr College,MS 46
http://www.wikidata.org/entity/Q133307768,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 47",manuscript containing De miseria conditionis humanae,DS16547,Q69333,Q69334,Bryn Mawr College,MS 47
http://www.wikidata.org/entity/Q133307769,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 48","manuscript containing De nobilitate, etc.",DS16548,Q69336,Q69337,Bryn Mawr College,MS 48
http://www.wikidata.org/entity/Q133307704,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 49","manuscript containing Epistulae; De Clementia; Sermo de corpore Christi; Meditationes; Epistula de morte S. Hireronymi; De quatuor virtutibus; Epistula ad Cyrillum; Epistula ad Augustinum, etc.",DS16549,Q69339,Q69340,Bryn Mawr College,MS 49
http://www.wikidata.org/entity/Q133307692,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 50","manuscript containing Liturgical Miscellany with Prayers, Office of St. Catherine, Mass of the Virgin, and Biblical Readings, etc.",DS16550,Q69342,Q69343,Bryn Mawr College,MS 50
http://www.wikidata.org/entity/Q133307694,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 51",manuscript containing Processional (Use of the Dominican nuns of Poissy),DS16551,Q69345,Q69346,Bryn Mawr College,MS 51
http://www.wikidata.org/entity/Q133307705,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 52",manuscript containing Traite de la vanite des choses mondaines,DS16552,Q69348,Q69349,Bryn Mawr College,MS 52
http://www.wikidata.org/entity/Q133307706,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 53",manuscript containing Libro de optimo imperatore,DS16553,Q69351,Q69352,Bryn Mawr College,MS 53
http://www.wikidata.org/entity/Q133307696,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 54",manuscript containing Sequentiary (Prosar) for Dominican Use,DS16554,Q69354,Q69355,Bryn Mawr College,MS 54
http://www.wikidata.org/entity/Q133307707,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 55",manuscript containing Epistulae; Adversus Vigilantium; and De Perpetua virginitate beatae mariae adversus Helvidium,DS16555,Q69357,Q69358,Bryn Mawr College,MS 55
http://www.wikidata.org/entity/Q133307708,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 56",manuscript containing Middle Dutch Prayer Book,DS16556,Q69360,Q69361,Bryn Mawr College,MS 56
http://www.wikidata.org/entity/Q133307709,"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 57","manuscript containing Antonius de Vercellis, Tractatus de virtutibus",DS16557,Q69363,Q69364,Bryn Mawr College,MS 57
http://www.wikidata.org/entity/Q133307710,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 47",manuscript containing al-Mazāmīr al-muqaddasah.,DS16558,Q69366,Q69367,Bryn Mawr College,BV 47
http://www.wikidata.org/entity/Q133307697,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 48",manuscript containing Devotional book.,DS16559,Q69369,Q69370,Bryn Mawr College,BV 48
http://www.wikidata.org/entity/Q133307711,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 49",manuscript containing Subḥat al-abrār.,DS16560,Q69372,Q69373,Bryn Mawr College,BV 49
http://www.wikidata.org/entity/Q133307712,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 50",manuscript containing Gulistān.,DS16561,Q69375,Q69376,Bryn Mawr College,BV 50
http://www.wikidata.org/entity/Q133307713,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 51",manuscript containing Khamsah.,DS16562,Q69378,Q69379,Bryn Mawr College,BV 51
http://www.wikidata.org/entity/Q133307714,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 52",manuscript containing al-Qurʼān.,DS16563,Q69381,Q69382,Bryn Mawr College,BV 52
http://www.wikidata.org/entity/Q133307715,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 53",manuscript containing Devotional book.,DS16564,Q69384,Q69385,Bryn Mawr College,BV 53
http://www.wikidata.org/entity/Q133307716,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 54",manuscript containing Hādhā kitāb sharḥ Mashāriq.,DS16565,Q69387,Q69388,Bryn Mawr College,BV 54
http://www.wikidata.org/entity/Q133307717,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 55",manuscript containing Vaṣiyyet.,DS16566,Q69390,Q69391,Bryn Mawr College,BV 55
http://www.wikidata.org/entity/Q133307698,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 56",manuscript containing Notebook of magical formulae.,DS16567,Q69393,Q69394,Bryn Mawr College,BV 56
http://www.wikidata.org/entity/Q133307718,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 57",manuscript containing Sīrat al-Nabī Muḥammad.,DS16568,Q69396,Q69397,Bryn Mawr College,BV 57
http://www.wikidata.org/entity/Q133307719,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 58",manuscript containing Calligraphic album.,DS16569,Q69399,Q69400,Bryn Mawr College,BV 58
http://www.wikidata.org/entity/Q133307699,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 60",manuscript containing al-Qurʼān.,DS16570,Q69402,Q69403,Bryn Mawr College,BV 60
http://www.wikidata.org/entity/Q133307721,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 62",manuscript containing Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār.,DS16571,Q69405,Q69406,Bryn Mawr College,BV 62
http://www.wikidata.org/entity/Q133307722,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 65",manuscript containing Shāhnāmah.,DS16572,Q69408,Q69409,Bryn Mawr College,BV 65
http://www.wikidata.org/entity/Q133307723,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 67",manuscript containing Syriac-English dictionary.,DS16573,Q69411,Q69412,Bryn Mawr College,BV 67
http://www.wikidata.org/entity/Q133307724,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 68",manuscript containing al-Ḥawḍ.,DS16574,Q69414,Q69415,Bryn Mawr College,BV 68
http://www.wikidata.org/entity/Q133307725,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 69",manuscript containing Muṣḥaf jalīl fīhi ....,DS16575,Q69417,Q69418,Bryn Mawr College,BV 69
http://www.wikidata.org/entity/Q133307726,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 70",manuscript containing al-Qurʼān.,DS16576,Q69420,Q69421,Bryn Mawr College,BV 70
http://www.wikidata.org/entity/Q133307727,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 71",manuscript containing Devotional book.,DS16577,Q69423,Q69424,Bryn Mawr College,BV 71
http://www.wikidata.org/entity/Q133307728,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 72",manuscript containing Tables for the risings and settings of the moon and planets.,DS16578,Q69426,Q69427,Bryn Mawr College,BV 72
http://www.wikidata.org/entity/Q133307729,"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 201",manuscript containing Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār.,DS16579,Q69429,Q69430,Bryn Mawr College,BV 201
