item,itemLabel,description,DSID,searchURL,manuscriptQID,recordQID,collection,identifiers
http://www.wikidata.org/entity/Q138235164,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T387",manuscript containing Life of Saint Wendelin,DS18397,https://search.digital-scriptorium.org/catalog/DS18397,Q76915,Q76916,Free Library of Philadelphia,Lewis T387
http://www.wikidata.org/entity/Q138233789,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T388","manuscript containing Gratian, Decretum, Causa XXIV, with later marginal glosses",DS18398,https://search.digital-scriptorium.org/catalog/DS18398,Q76918,Q76919,Free Library of Philadelphia,Lewis T388
http://www.wikidata.org/entity/Q138233795,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T389","manuscript containing Canon Law, Commentary",DS18399,https://search.digital-scriptorium.org/catalog/DS18399,Q76921,Q76922,Free Library of Philadelphia,Lewis T389
http://www.wikidata.org/entity/Q138230631,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T390",manuscript containing Monastic Rule of the Carthusians,DS18400,https://search.digital-scriptorium.org/catalog/DS18400,Q76924,Q76925,Free Library of Philadelphia,Lewis T390
http://www.wikidata.org/entity/Q138233797,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T391","manuscript containing Codex Justinianus, Book III, with marginal glosses",DS18401,https://search.digital-scriptorium.org/catalog/DS18401,Q76927,Q76928,Free Library of Philadelphia,Lewis T391
http://www.wikidata.org/entity/Q138233798,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T392","manuscript containing Codex Justinianus, Book III, with marginal glosses",DS18402,https://search.digital-scriptorium.org/catalog/DS18402,Q76930,Q76931,Free Library of Philadelphia,Lewis T392
http://www.wikidata.org/entity/Q138233800,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T393","manuscript containing Civil Law, with marginal commentary",DS18403,https://search.digital-scriptorium.org/catalog/DS18403,Q76933,Q76934,Free Library of Philadelphia,Lewis T393
http://www.wikidata.org/entity/Q138233802,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T394",manuscript containing Medical Treatise,DS18404,https://search.digital-scriptorium.org/catalog/DS18404,Q76936,Q76937,Free Library of Philadelphia,Lewis T394
http://www.wikidata.org/entity/Q138233806,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T395","manuscript containing Thomas Aquinas, Commentary on Aristotle's Ethics, Book X, Chapter 2",DS18405,https://search.digital-scriptorium.org/catalog/DS18405,Q76939,Q76940,Free Library of Philadelphia,Lewis T395
http://www.wikidata.org/entity/Q138233807,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T396",manuscript containing Philosophical Text: De Definitione,DS18406,https://search.digital-scriptorium.org/catalog/DS18406,Q76942,Q76943,Free Library of Philadelphia,Lewis T396
http://www.wikidata.org/entity/Q138233808,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T397","manuscript containing Treatise on Greek Philosophy: On the Vaccuum, according to Leucippus, etc.",DS18407,https://search.digital-scriptorium.org/catalog/DS18407,Q76945,Q76946,Free Library of Philadelphia,Lewis T397
http://www.wikidata.org/entity/Q138230200,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T398","manuscript containing Life of Terence, Introduction to his Plays, and Play Fragment",DS18408,https://search.digital-scriptorium.org/catalog/DS18408,Q76948,Q76949,Free Library of Philadelphia,Lewis T398
http://www.wikidata.org/entity/Q138235172,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T399",manuscript containing Letter to the Church of Cologne,DS18409,https://search.digital-scriptorium.org/catalog/DS18409,Q76951,Q76952,Free Library of Philadelphia,Lewis T399
http://www.wikidata.org/entity/Q138230203,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T399a",manuscript containing Letter to the Church of Cologne,DS18410,https://search.digital-scriptorium.org/catalog/DS18410,Q76954,Q76955,Free Library of Philadelphia,Lewis T399a
http://www.wikidata.org/entity/Q138235173,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T400","manuscript containing Charter of Indenture, England",DS18411,https://search.digital-scriptorium.org/catalog/DS18411,Q76957,Q76958,Free Library of Philadelphia,Lewis T400
http://www.wikidata.org/entity/Q138235176,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T401","manuscript containing Charter of Indenture, England",DS18412,https://search.digital-scriptorium.org/catalog/DS18412,Q76960,Q76961,Free Library of Philadelphia,Lewis T401
http://www.wikidata.org/entity/Q138235178,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T402","manuscript containing Court Record, Pemsey and Langney, England",DS18413,https://search.digital-scriptorium.org/catalog/DS18413,Q76963,Q76964,Free Library of Philadelphia,Lewis T402
http://www.wikidata.org/entity/Q138235180,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T403",manuscript containing Will of Richard Rigbye (in English) and Probate Notice of William Drury (in Latin),DS18414,https://search.digital-scriptorium.org/catalog/DS18414,Q76966,Q76967,Free Library of Philadelphia,Lewis T403
http://www.wikidata.org/entity/Q138235181,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T404","manuscript containing Recognizance, England",DS18415,https://search.digital-scriptorium.org/catalog/DS18415,Q76969,Q76970,Free Library of Philadelphia,Lewis T404
http://www.wikidata.org/entity/Q138235183,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T405","manuscript containing Recognizance, England",DS18416,https://search.digital-scriptorium.org/catalog/DS18416,Q76972,Q76973,Free Library of Philadelphia,Lewis T405
http://www.wikidata.org/entity/Q138230206,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T406","manuscript containing Recognizance, England",DS18417,https://search.digital-scriptorium.org/catalog/DS18417,Q76975,Q76976,Free Library of Philadelphia,Lewis T406
http://www.wikidata.org/entity/Q138235185,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T409","manuscript containing Recognizance, England",DS18418,https://search.digital-scriptorium.org/catalog/DS18418,Q76978,Q76979,Free Library of Philadelphia,Lewis T409
http://www.wikidata.org/entity/Q138233809,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T411",manuscript containing Bible: Jeremiah 30:7-36:32,DS18419,https://search.digital-scriptorium.org/catalog/DS18419,Q76981,Q76982,Free Library of Philadelphia,Lewis T411
http://www.wikidata.org/entity/Q138230207,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T412","manuscript containing Bible: Baruch, Chapter 6",DS18420,https://search.digital-scriptorium.org/catalog/DS18420,Q76984,Q76985,Free Library of Philadelphia,Lewis T412
http://www.wikidata.org/entity/Q138230218,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T413",manuscript containing Bible: Ezekiel,DS18421,https://search.digital-scriptorium.org/catalog/DS18421,Q76987,Q76988,Free Library of Philadelphia,Lewis T413
http://www.wikidata.org/entity/Q138230220,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T414","manuscript containing Bible: End of Ezekiel, Beginning of Jerome's Prologue",DS18422,https://search.digital-scriptorium.org/catalog/DS18422,Q76990,Q76991,Free Library of Philadelphia,Lewis T414
http://www.wikidata.org/entity/Q138233810,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T415","manuscript containing Bible: Haggai 1:9-end, Preface to Zechariah",DS18423,https://search.digital-scriptorium.org/catalog/DS18423,Q76993,Q76994,Free Library of Philadelphia,Lewis T415
http://www.wikidata.org/entity/Q138233811,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T416",manuscript containing Bible: Romans,DS18424,https://search.digital-scriptorium.org/catalog/DS18424,Q76996,Q76997,Free Library of Philadelphia,Lewis T416
http://www.wikidata.org/entity/Q138233812,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T417",manuscript containing Bible: Apocrypha,DS18425,https://search.digital-scriptorium.org/catalog/DS18425,Q76999,Q77000,Free Library of Philadelphia,Lewis T417
http://www.wikidata.org/entity/Q138233813,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T418","manuscript containing Bede, Exposition on Luke",DS18426,https://search.digital-scriptorium.org/catalog/DS18426,Q77002,Q77003,Free Library of Philadelphia,Lewis T418
http://www.wikidata.org/entity/Q138230221,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T419","manuscript containing Jerome, Homily on Luke",DS18427,https://search.digital-scriptorium.org/catalog/DS18427,Q77005,Q77006,Free Library of Philadelphia,Lewis T419
http://www.wikidata.org/entity/Q138233814,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T420",manuscript containing Sermons,DS18428,https://search.digital-scriptorium.org/catalog/DS18428,Q77008,Q77009,Free Library of Philadelphia,Lewis T420
http://www.wikidata.org/entity/Q138233815,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T421",manuscript containing Antiphonary: Feast of the Epiphany,DS18429,https://search.digital-scriptorium.org/catalog/DS18429,Q77011,Q77012,Free Library of Philadelphia,Lewis T421
http://www.wikidata.org/entity/Q138233816,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T422","manuscript containing Antiphonary: Feast of Saints John and Paul, June 26",DS18430,https://search.digital-scriptorium.org/catalog/DS18430,Q77014,Q77015,Free Library of Philadelphia,Lewis T422
http://www.wikidata.org/entity/Q138233817,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T423",manuscript containing Antiphonary,DS18431,https://search.digital-scriptorium.org/catalog/DS18431,Q77017,Q77018,Free Library of Philadelphia,Lewis T423
http://www.wikidata.org/entity/Q138233818,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T424","manuscript containing Breviary: Office of Saint Anthony of Padua, June 13",DS18432,https://search.digital-scriptorium.org/catalog/DS18432,Q77020,Q77021,Free Library of Philadelphia,Lewis T424
http://www.wikidata.org/entity/Q138230224,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T425",manuscript containing Book of Hours: Little Office of the Virgin Mary,DS18433,https://search.digital-scriptorium.org/catalog/DS18433,Q77023,Q77024,Free Library of Philadelphia,Lewis T425
http://www.wikidata.org/entity/Q138233819,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T426",manuscript containing Gradual,DS18434,https://search.digital-scriptorium.org/catalog/DS18434,Q77026,Q77027,Free Library of Philadelphia,Lewis T426
http://www.wikidata.org/entity/Q138233820,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T427",manuscript containing Gradual,DS18435,https://search.digital-scriptorium.org/catalog/DS18435,Q77029,Q77030,Free Library of Philadelphia,Lewis T427
http://www.wikidata.org/entity/Q138233821,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T428",manuscript containing Gradual,DS18436,https://search.digital-scriptorium.org/catalog/DS18436,Q77032,Q77033,Free Library of Philadelphia,Lewis T428
http://www.wikidata.org/entity/Q138233822,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T429",manuscript containing Gradual,DS18437,https://search.digital-scriptorium.org/catalog/DS18437,Q77035,Q77036,Free Library of Philadelphia,Lewis T429
http://www.wikidata.org/entity/Q138233823,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T430",manuscript containing Gradual,DS18438,https://search.digital-scriptorium.org/catalog/DS18438,Q77038,Q77039,Free Library of Philadelphia,Lewis T430
http://www.wikidata.org/entity/Q138230226,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T431",manuscript containing Gradual,DS18439,https://search.digital-scriptorium.org/catalog/DS18439,Q77041,Q77042,Free Library of Philadelphia,Lewis T431
http://www.wikidata.org/entity/Q138230686,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T432",manuscript containing Gradual: Tuesday after Pentecost,DS18440,https://search.digital-scriptorium.org/catalog/DS18440,Q77044,Q77045,Free Library of Philadelphia,Lewis T432
http://www.wikidata.org/entity/Q138230688,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T433",manuscript containing Gradual: Friday and Saturday after Pentecost,DS18441,https://search.digital-scriptorium.org/catalog/DS18441,Q77047,Q77048,Free Library of Philadelphia,Lewis T433
http://www.wikidata.org/entity/Q138230690,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T434",manuscript containing Gradual: First and Second Sundays after Pentecost,DS18442,https://search.digital-scriptorium.org/catalog/DS18442,Q77050,Q77051,Free Library of Philadelphia,Lewis T434
http://www.wikidata.org/entity/Q138230692,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T435",manuscript containing Gradual: Second and Third Sundays after Pentecost,DS18443,https://search.digital-scriptorium.org/catalog/DS18443,Q77053,Q77054,Free Library of Philadelphia,Lewis T435
http://www.wikidata.org/entity/Q138230702,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T436",manuscript containing Gradual: Fourth and Fifth Sundays after Pentecost,DS18444,https://search.digital-scriptorium.org/catalog/DS18444,Q77056,Q77057,Free Library of Philadelphia,Lewis T436
http://www.wikidata.org/entity/Q138230704,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T438",manuscript containing Sermons or Missal,DS18445,https://search.digital-scriptorium.org/catalog/DS18445,Q77059,Q77060,Free Library of Philadelphia,Lewis T438
http://www.wikidata.org/entity/Q138230705,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T439","manuscript containing Missal: Feasts of Saint Sylvester and the Circumcision, December 31 - January 1",DS18446,https://search.digital-scriptorium.org/catalog/DS18446,Q77062,Q77063,Free Library of Philadelphia,Lewis T439
http://www.wikidata.org/entity/Q138230708,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T440","manuscript containing Missal: November 29, February 2, with most missing in between",DS18447,https://search.digital-scriptorium.org/catalog/DS18447,Q77065,Q77066,Free Library of Philadelphia,Lewis T440
http://www.wikidata.org/entity/Q138230714,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T486",manuscript containing Coptic Gospel Lectionary,DS18448,https://search.digital-scriptorium.org/catalog/DS18448,Q77068,Q77069,Free Library of Philadelphia,Lewis T486
http://www.wikidata.org/entity/Q138230711,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T487","manuscript containing John Lydgate, Fall of Princes (in English)",DS18449,https://search.digital-scriptorium.org/catalog/DS18449,Q77071,Q77072,Free Library of Philadelphia,Lewis T487
http://www.wikidata.org/entity/Q138230712,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T488","manuscript containing John Lydgate, Secreta Secretorum (in English)",DS18450,https://search.digital-scriptorium.org/catalog/DS18450,Q77074,Q77075,Free Library of Philadelphia,Lewis T488
http://www.wikidata.org/entity/Q138235187,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T489","manuscript containing Charter of Indenture, England",DS18451,https://search.digital-scriptorium.org/catalog/DS18451,Q77077,Q77078,Free Library of Philadelphia,Lewis T489
http://www.wikidata.org/entity/Q138230717,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T490","manuscript containing Giovanni Boccaccio, Les Nobles et Cleres Dames (in French)",DS18452,https://search.digital-scriptorium.org/catalog/DS18452,Q77080,Q77081,Free Library of Philadelphia,Lewis T490
http://www.wikidata.org/entity/Q138235194,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T491","manuscript containing Charter, Normandy",DS18453,https://search.digital-scriptorium.org/catalog/DS18453,Q77083,Q77084,Free Library of Philadelphia,Lewis T491
http://www.wikidata.org/entity/Q138235196,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T492","manuscript containing Deposition, Antwerp",DS18454,https://search.digital-scriptorium.org/catalog/DS18454,Q77086,Q77087,Free Library of Philadelphia,Lewis T492
http://www.wikidata.org/entity/Q138230718,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T493",manuscript containing Account Book (in French),DS18455,https://search.digital-scriptorium.org/catalog/DS18455,Q77089,Q77090,Free Library of Philadelphia,Lewis T493
http://www.wikidata.org/entity/Q138230728,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T494",manuscript containing Bible: Jeremiah (in Hebrew),DS18456,https://search.digital-scriptorium.org/catalog/DS18456,Q77092,Q77093,Free Library of Philadelphia,Lewis T494
http://www.wikidata.org/entity/Q138230730,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T506","manuscript containing Breviary: July, Feasts of Saints Henry, Praxeda, Kilian, and the Visitation",DS18457,https://search.digital-scriptorium.org/catalog/DS18457,Q77095,Q77096,Free Library of Philadelphia,Lewis T506
http://www.wikidata.org/entity/Q138230731,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T507","manuscript containing Missal: From the Canon, 'Te Igitur...'",DS18458,https://search.digital-scriptorium.org/catalog/DS18458,Q77098,Q77099,Free Library of Philadelphia,Lewis T507
http://www.wikidata.org/entity/Q138230734,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T508","manuscript containing Saint Bonaventure, Commentary on the Sentences of Peter Lombard",DS18459,https://search.digital-scriptorium.org/catalog/DS18459,Q77101,Q77102,Free Library of Philadelphia,Lewis T508
http://www.wikidata.org/entity/Q138233737,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T509",manuscript containing Theological Treatise,DS18460,https://search.digital-scriptorium.org/catalog/DS18460,Q77104,Q77105,Free Library of Philadelphia,Lewis T509
http://www.wikidata.org/entity/Q138235198,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T510","manuscript containing Dominicus de Sancto Geminiano, Lecturae",DS18461,https://search.digital-scriptorium.org/catalog/DS18461,Q77107,Q77108,Free Library of Philadelphia,Lewis T510
http://www.wikidata.org/entity/Q138230736,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T511",manuscript containing Greek Text,DS18462,https://search.digital-scriptorium.org/catalog/DS18462,Q77110,Q77111,Free Library of Philadelphia,Lewis T511
http://www.wikidata.org/entity/Q138233824,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis C 1",manuscript containing Quran Leaf,DS3989,https://search.digital-scriptorium.org/catalog/DS3989,Q18757,Q18758,Free Library of Philadelphia,Lewis C 1
http://www.wikidata.org/entity/Q138233825,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis C 2",manuscript containing Quran Leaves,DS3990,https://search.digital-scriptorium.org/catalog/DS3990,Q18760,Q18761,Free Library of Philadelphia,Lewis C 2
http://www.wikidata.org/entity/Q138233826,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis C 6",manuscript containing Quran Leaf,DS3991,https://search.digital-scriptorium.org/catalog/DS3991,Q18763,Q18764,Free Library of Philadelphia,Lewis C 6
http://www.wikidata.org/entity/Q138233827,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis C 16",manuscript containing Four Lines of Calligraphy from the Qasidat al-Burda,DS3992,https://search.digital-scriptorium.org/catalog/DS3992,Q18766,Q18767,Free Library of Philadelphia,Lewis C 16
