item,itemLabel,description,DSID,collection,identifiers
http://www.wikidata.org/entity/Q131964593,"Ithaca, New York, Cornell University, Archives 4600-1562 Folder in Box 29",manuscript containing Commentaria in Obadiam prophetam,DS12098,Cornell University,10982769|Archives 4600-1562 Folder in Box 29
http://www.wikidata.org/entity/Q131964594,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 11",manuscript containing De sacra religione / Bernardinus de Senis [...et al.,DS12099,Cornell University,3815026|Archives 4600 Bd. Ms. 11
http://www.wikidata.org/entity/Q131964598,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 115 +",manuscript containing Computus Cirometralis,DS12100,Cornell University,3816174|Archives 4600 Bd. Ms. 115 +
http://www.wikidata.org/entity/Q131964601,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 123 +",manuscript containing De oratore ; Orator ; Brutus,DS12101,Cornell University,3964034|Archives 4600 Bd. Ms. 123 +
http://www.wikidata.org/entity/Q131964607,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 124",manuscript containing Paradoxa ; De senectute ; De amicitia,DS12102,Cornell University,3964021|Archives 4600 Bd. Ms. 124
http://www.wikidata.org/entity/Q131964609,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 125 +",manuscript containing De officiis ; De amicitia ; De senectute ; Paradoxa,DS12103,Cornell University,3964026|Archives 4600 Bd. Ms. 125 +
http://www.wikidata.org/entity/Q131964611,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 126 +",manuscript containing Tusculanarum Quaestionum Libri [Quinque,DS12104,Cornell University,3964019|Archives 4600 Bd. Ms. 126 +
http://www.wikidata.org/entity/Q131964612,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 127",manuscript containing Ly romans de vraye amour ; [Le pleur de sainte am̂e,DS12105,Cornell University,3963950|Archives 4600 Bd. Ms. 127
http://www.wikidata.org/entity/Q131964602,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 128 +",manuscript containing Ly romans de vraye amour ; [Le pleur de sainte am̂e,DS12106,Cornell University,3963950|Archives 4600 Bd. Ms. 128 +
http://www.wikidata.org/entity/Q131964604,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 13",manuscript containing De consolatione philosophiae] / Boetius,DS12107,Cornell University,3816610|Archives 4600 Bd. Ms. 13
http://www.wikidata.org/entity/Q131964606,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 138 +",manuscript containing Saturae / D. Iuni Iuvenalis et A. Persi Flacci,DS12108,Cornell University,3963947|Archives 4600 Bd. Ms. 138 +
http://www.wikidata.org/entity/Q131964616,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 139 +",manuscript containing Saturae / D. Iuni Iuvenalis et A. Persi Flacci,DS12109,Cornell University,3963947|Archives 4600 Bd. Ms. 139 +
http://www.wikidata.org/entity/Q131964620,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 14 +",manuscript containing The Mirrour of the Blessed Lyf of Jesu Christi / Nicholas Love,DS12110,Cornell University,3817329|Archives 4600 Bd. Ms. 14 +
http://www.wikidata.org/entity/Q131964621,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 142",manuscript containing Naturalis Historia,DS12111,Cornell University,3963913|Archives 4600 Bd. Ms. 142
http://www.wikidata.org/entity/Q131964623,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 145",manuscript containing Rhetorica ad Herennium,DS12112,Cornell University,3963909|Archives 4600 Bd. Ms. 145
http://www.wikidata.org/entity/Q131964625,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 146 + Bd. Ms. 146","manuscript containing Algorismus, cum glosa / John of Sacro Bosco",DS12113,Cornell University,3816453|Archives 4600 Bd. Ms. 146 + Bd. Ms. 146
http://www.wikidata.org/entity/Q131964626,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 146 + Bd. Ms. 146 suppl.","manuscript containing Algorismus, cum glosa / John of Sacro Bosco",DS12114,Cornell University,3816453|Archives 4600 Bd. Ms. 146 + Bd. Ms. 146 suppl.
http://www.wikidata.org/entity/Q131964628,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 15",manuscript containing Expositiones vocabulorum totius Biblie / [Guillelmus Brito,DS12115,Cornell University,3820245|Archives 4600 Bd. Ms. 15
http://www.wikidata.org/entity/Q131964630,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 16",manuscript containing Antiphonarium,DS12116,Cornell University,3817793|Archives 4600 Bd. Ms. 16
http://www.wikidata.org/entity/Q131964631,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 228 ++",manuscript containing Sermones,DS12117,Cornell University,5829109|Archives 4600 Bd. Ms. 228 ++
http://www.wikidata.org/entity/Q131964635,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 23",manuscript containing Horae Beatae Mariae Virginis,DS12118,Cornell University,3823929|Archives 4600 Bd. Ms. 23
http://www.wikidata.org/entity/Q131964638,"Ithaca, New York, Cornell University, Archives 4600 Bd. Ms. 26",manuscript containing Horae Beatae Mariae Virginis,DS12119,Cornell University,3314123|Archives 4600 Bd. Ms. 26
