item,itemLabel,description,DSID,collection,identifiers
http://www.wikidata.org/entity/Q131086745,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 203",manuscript containing Library stamp (partial),DS10276,University of Missouri,Fragmenta Manuscripta 203
http://www.wikidata.org/entity/Q131086746,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 204",manuscript containing Chronogram,DS10277,University of Missouri,Fragmenta Manuscripta 204
http://www.wikidata.org/entity/Q131086569,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 205",manuscript containing Notes,DS10278,University of Missouri,Fragmenta Manuscripta 205
http://www.wikidata.org/entity/Q131086571,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 206",manuscript containing Note; Letter,DS10279,University of Missouri,Fragmenta Manuscripta 206
http://www.wikidata.org/entity/Q131086579,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 207","manuscript containing Receipt, invoice",DS10280,University of Missouri,Fragmenta Manuscripta 207
http://www.wikidata.org/entity/Q131086581,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 208",manuscript containing,DS10281,University of Missouri,Fragmenta Manuscripta 208
http://www.wikidata.org/entity/Q131086585,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 209",manuscript containing Monogram,DS10282,University of Missouri,Fragmenta Manuscripta 209
http://www.wikidata.org/entity/Q131086586,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 210","manuscript containing Calendar May, June",DS10283,University of Missouri,Fragmenta Manuscripta 210
http://www.wikidata.org/entity/Q131086587,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 211",manuscript containing Concession of land,DS10284,University of Missouri,Fragmenta Manuscripta 211
http://www.wikidata.org/entity/Q131086582,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 212",manuscript containing Book of hours,DS10285,University of Missouri,Fragmenta Manuscripta 212
http://www.wikidata.org/entity/Q131086583,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 213",manuscript containing Book of hours,DS10286,University of Missouri,Fragmenta Manuscripta 213
http://www.wikidata.org/entity/Q131086584,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 214",manuscript containing Legal document,DS10287,University of Missouri,Fragmenta Manuscripta 214
http://www.wikidata.org/entity/Q131086588,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 215",manuscript containing Legal document,DS10288,University of Missouri,Fragmenta Manuscripta 215
http://www.wikidata.org/entity/Q131086594,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 216",manuscript containing Psalter,DS10289,University of Missouri,Fragmenta Manuscripta 216
http://www.wikidata.org/entity/Q131086597,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 217",manuscript containing Lectionary,DS10290,University of Missouri,Fragmenta Manuscripta 217
http://www.wikidata.org/entity/Q131086869,"Columbia, Missouri, University of Missouri, RARE RES PA6624.A4 1150",manuscript containing On Diphthongs; Institutiones grammaticae,DS10291,University of Missouri,RARE RES PA6624.A4 1150
http://www.wikidata.org/entity/Q131086871,"Columbia, Missouri, University of Missouri, RARE RES BX1757.R39 1200",manuscript containing Summa de matrimonio; Summa de poenitentiae,DS10292,University of Missouri,RARE RES BX1757.R39 1200
http://www.wikidata.org/entity/Q131086747,"Columbia, Missouri, University of Missouri, RARE FO Z113.P3 item 7",manuscript containing Breviary,DS10293,University of Missouri,RARE FO Z113.P3 item 7
http://www.wikidata.org/entity/Q131086874,"Columbia, Missouri, University of Missouri, RARE RES UNCATALOGUED folder 4",manuscript containing Missal,DS10294,University of Missouri,RARE RES UNCATALOGUED folder 4
http://www.wikidata.org/entity/Q131086876,"Columbia, Missouri, University of Missouri, RARE RES BS70.B5 1300",manuscript containing Lectionary of gospel and epistle readings; Bible; Antiphonal,DS10295,University of Missouri,RARE RES BS70.B5 1300
http://www.wikidata.org/entity/Q131086877,"Columbia, Missouri, University of Missouri, RARE RES QB41.F5 1499","manuscript containing Bible, NT",DS10296,University of Missouri,RARE RES QB41.F5 1499
http://www.wikidata.org/entity/Q131086878,"Columbia, Missouri, University of Missouri, RARE RES BX8064.C46 1591",manuscript containing Lectionary for the office?,DS10297,University of Missouri,RARE RES BX8064.C46 1591
http://www.wikidata.org/entity/Q131086748,"Columbia, Missouri, University of Missouri, RARE RES UNCATALOGUED folder 5",manuscript containing Breviary,DS10298,University of Missouri,RARE RES UNCATALOGUED folder 5
http://www.wikidata.org/entity/Q131086750,"Columbia, Missouri, University of Missouri, RARE FO Z113.P3 item 8",manuscript containing Register of writs,DS10299,University of Missouri,RARE FO Z113.P3 item 8
http://www.wikidata.org/entity/Q131086879,"Columbia, Missouri, University of Missouri, RARE RES UNCATALOGUED folder 2",manuscript containing Antiphonal,DS10300,University of Missouri,RARE RES UNCATALOGUED folder 2
http://www.wikidata.org/entity/Q131086754,"Columbia, Missouri, University of Missouri, RARE RES UNCATALOGUED folder 1",manuscript containing Missal,DS10301,University of Missouri,RARE RES UNCATALOGUED folder 1
http://www.wikidata.org/entity/Q131086880,"Columbia, Missouri, University of Missouri, RARE RES UNCATALOGUED folder 10",manuscript containing Antiphonal,DS10302,University of Missouri,RARE RES UNCATALOGUED folder 10
http://www.wikidata.org/entity/Q131086882,"Columbia, Missouri, University of Missouri, RARE RES PA8520.F5 E6",manuscript containing Digest,DS10303,University of Missouri,RARE RES PA8520.F5 E6
http://www.wikidata.org/entity/Q131086883,"Columbia, Missouri, University of Missouri, RARE RES BX2015.9 T7",manuscript containing Missal,DS10304,University of Missouri,RARE RES BX2015.9 T7
http://www.wikidata.org/entity/Q131086884,"Columbia, Missouri, University of Missouri, RARE RES BR65.A87 1433",manuscript containing Soliloquia; Contentio animae et corporis defuncti,DS10305,University of Missouri,RARE RES BR65.A87 1433
http://www.wikidata.org/entity/Q131086885,"Columbia, Missouri, University of Missouri, RARE FO Z113.P3 item 9",manuscript containing Sermons,DS10306,University of Missouri,RARE FO Z113.P3 item 9
http://www.wikidata.org/entity/Q131086756,"Columbia, Missouri, University of Missouri, RARE FO Z113.P3 item 10",manuscript containing Book of hours,DS10307,University of Missouri,RARE FO Z113.P3 item 10
http://www.wikidata.org/entity/Q131086887,"Columbia, Missouri, University of Missouri, RARE RES BS1254.L3M6 1450","manuscript containing Bible, OT",DS10308,University of Missouri,RARE RES BS1254.L3M6 1450
http://www.wikidata.org/entity/Q131087316,"Columbia, Missouri, University of Missouri, RARE RES BV4647.C5A4 1460","manuscript containing De virginibus ad Marcellinam sororem suam De viduis; Sermon 117, ""De Gedeon""; Sermon ""De quadragesima""",DS10309,University of Missouri,RARE RES BV4647.C5A4 1460
http://www.wikidata.org/entity/Q131087317,"Columbia, Missouri, University of Missouri, RARE RES BX2080.A1 1500",manuscript containing Book of hours,DS10310,University of Missouri,RARE RES BX2080.A1 1500
http://www.wikidata.org/entity/Q131087318,"Columbia, Missouri, University of Missouri, RARE RES BX2015.A2 1501",manuscript containing Antiphonal?; Missal,DS10311,University of Missouri,RARE RES BX2015.A2 1501
http://www.wikidata.org/entity/Q131087319,"Columbia, Missouri, University of Missouri, RARE RES DC95.A2N6 1383",manuscript containing Notarial register,DS10312,University of Missouri,RARE RES DC95.A2N6 1383
http://www.wikidata.org/entity/Q131087320,"Columbia, Missouri, University of Missouri, RARE RES D221.C3L4 1517",manuscript containing Papal bull,DS10313,University of Missouri,RARE RES D221.C3L4 1517
http://www.wikidata.org/entity/Q131087321,"Columbia, Missouri, University of Missouri, RARE RES PA6519.M2 1550",manuscript containing Metamorphoses,DS10314,University of Missouri,RARE RES PA6519.M2 1550
http://www.wikidata.org/entity/Q131087322,"Columbia, Missouri, University of Missouri, RARE RES KK276.K56 1560",manuscript containing Auszug aus allerley Rechtsbuchern,DS10315,University of Missouri,RARE RES KK276.K56 1560
http://www.wikidata.org/entity/Q131087323,"Columbia, Missouri, University of Missouri, RARE RES JC393.B3P4",manuscript containing De la manera che se havia de governar en la privanza,DS10316,University of Missouri,RARE RES JC393.B3P4
http://www.wikidata.org/entity/Q131086758,"Columbia, Missouri, University of Missouri, RARE RES PC1121.I82 1600",manuscript containing Phrasebook; Memorandum; Poetry,DS10317,University of Missouri,RARE RES PC1121.I82 1600
