item,itemLabel,description,DSID,manuscriptQID,recordQID,collection,identifiers
http://www.wikidata.org/entity/Q134415024,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, 102312a",manuscript containing Miscellany with St. Patrick's Purgatory,DS10000,Q44003,Q44004,"The Huntington Library, Art Museum, and Botanical Gardens",.b18622331|102312a
http://www.wikidata.org/entity/Q134415146,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, 103317a","manuscript containing Petrus Aureoli, Compendium sacre scripture",DS10001,Q44006,Q44007,"The Huntington Library, Art Museum, and Botanical Gardens",.b18622343|103317a
http://www.wikidata.org/entity/Q134415147,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, 103501a",manuscript containing Pastoral miscellany,DS10002,Q44009,Q44010,"The Huntington Library, Art Museum, and Botanical Gardens",.b18622355|103501a
http://www.wikidata.org/entity/Q134415148,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, 103533a",manuscript containing Commentaries on Peter Lombard,DS10003,Q44012,Q44013,"The Huntington Library, Art Museum, and Botanical Gardens",.b18622367|103533a
http://www.wikidata.org/entity/Q134415149,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, 104537a",manuscript containing Evidentiae contra Durandum,DS10004,Q44015,Q44016,"The Huntington Library, Art Museum, and Botanical Gardens",.b18622379|104537a
http://www.wikidata.org/entity/Q134415150,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, 104566a",manuscript containing Sermons and selections from Meditationes de passione Christi,DS10005,Q44018,Q44019,"The Huntington Library, Art Museum, and Botanical Gardens",.b18622380|104566a
http://www.wikidata.org/entity/Q134415151,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 83694",manuscript containing Book of John Mandeville,DS10006,Q44021,Q44022,"The Huntington Library, Art Museum, and Botanical Gardens",.b18635519|mssHM 83694
http://www.wikidata.org/entity/Q134415025,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 83695",manuscript containing Crypto-Catholic Shrewsbury prayer book,DS10007,Q44024,Q44025,"The Huntington Library, Art Museum, and Botanical Gardens",.b18644971|mssHM 83695
http://www.wikidata.org/entity/Q134415211,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 56796",manuscript containing Jernegan family book of hours,DS9586,Q42499,Q42510,"The Huntington Library, Art Museum, and Botanical Gardens",.b1060117x|mssHM 56796
http://www.wikidata.org/entity/Q134415213,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 63330",manuscript containing Liber ruralium commodorum,DS9587,Q42501,Q42511,"The Huntington Library, Art Museum, and Botanical Gardens",.b16299425|mssHM 63330
http://www.wikidata.org/entity/Q134415214,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 71897",manuscript containing Horoscope for Sultan Amir Zadeh Rustam,DS9588,Q42503,Q42512,"The Huntington Library, Art Museum, and Botanical Gardens",.b17881249|mssHM 71897
http://www.wikidata.org/entity/Q134415215,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 75077",manuscript containing Commentarii in Libros VIII Aristotelis de Physica,DS9589,Q42505,Q42513,"The Huntington Library, Art Museum, and Botanical Gardens",.b17974768|mssHM 75077
http://www.wikidata.org/entity/Q134415216,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 177",manuscript containing Natural y General Hystoria de las Indias,DS9590,Q42507,Q42514,"The Huntington Library, Art Museum, and Botanical Gardens",.b18002808|mssHM 177
http://www.wikidata.org/entity/Q134415218,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 167",manuscript containing Relación del descubrimiento y conquista Delos Reinos del Piru...,DS9591,Q42509,Q42515,"The Huntington Library, Art Museum, and Botanical Gardens",.b18103121|mssHM 167
http://www.wikidata.org/entity/Q134415028,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 80478",manuscript containing Almanac,DS9592,Q42517,Q42518,"The Huntington Library, Art Museum, and Botanical Gardens",.b18171084|mssHM 80478
http://www.wikidata.org/entity/Q134415026,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 80514",manuscript containing Medical treatise,DS9593,Q42520,Q42521,"The Huntington Library, Art Museum, and Botanical Gardens",.b18183475|mssHM 80514
http://www.wikidata.org/entity/Q134415220,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 111",manuscript containing Poems,DS9594,Q42523,Q42524,"The Huntington Library, Art Museum, and Botanical Gardens",.b18201210|mssHM 111
http://www.wikidata.org/entity/Q134415221,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 160",manuscript containing Heroica eulogia,DS9595,Q42526,Q42527,"The Huntington Library, Art Museum, and Botanical Gardens",.b18228173|mssHM 160
http://www.wikidata.org/entity/Q134415222,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 744",manuscript containing Didactic pieces,DS9596,Q42791,Q42792,"The Huntington Library, Art Museum, and Botanical Gardens",.b18235177|mssHM 744
http://www.wikidata.org/entity/Q134415031,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 140",manuscript containing Prose and poetry,DS9597,Q42794,Q42795,"The Huntington Library, Art Museum, and Botanical Gardens",.b18235451|mssHM 140
http://www.wikidata.org/entity/Q134415225,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssEL 26 A 13",manuscript containing Regiment of princes,DS9598,Q42797,Q42798,"The Huntington Library, Art Museum, and Botanical Gardens",.b18235827|mssEL 26 A 13
http://www.wikidata.org/entity/Q134415032,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 142",manuscript containing Religious prose and verse,DS9599,Q42800,Q42801,"The Huntington Library, Art Museum, and Botanical Gardens",.b18235839|mssHM 142
http://www.wikidata.org/entity/Q134415223,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 268",manuscript containing Fall of princes; manuscript,DS9600,Q42803,Q42804,"The Huntington Library, Art Museum, and Botanical Gardens",.b18235840|mssHM 268
http://www.wikidata.org/entity/Q134415224,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssEL 26 C 9",manuscript containing Canterbury tales; manuscript,DS9601,Q42806,Q42807,"The Huntington Library, Art Museum, and Botanical Gardens",.b18252655|mssEL 26 C 9
http://www.wikidata.org/entity/Q134415030,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 47641",manuscript containing Portable calendar,DS9602,Q42809,Q42810,"The Huntington Library, Art Museum, and Botanical Gardens",.b18295149|mssHM 47641
http://www.wikidata.org/entity/Q134415226,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 81170",manuscript containing Register Brevium,DS9603,Q42812,Q42813,"The Huntington Library, Art Museum, and Botanical Gardens",.b18328787|mssHM 81170
http://www.wikidata.org/entity/Q134415227,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 83",manuscript containing Cosmography; astrological medicine,DS9604,Q42815,Q42816,"The Huntington Library, Art Museum, and Botanical Gardens",.b1837329x|mssHM 83
http://www.wikidata.org/entity/Q134415033,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 64",manuscript containing Astrological and medical compilation,DS9605,Q42818,Q42819,"The Huntington Library, Art Museum, and Botanical Gardens",.b1841462x|mssHM 64
http://www.wikidata.org/entity/Q134415035,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHU 1051","manuscript containing Alchemical, medical and technical compilation",DS9606,Q42821,Q42822,"The Huntington Library, Art Museum, and Botanical Gardens",.b18414631|mssHU 1051
http://www.wikidata.org/entity/Q134415037,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 29",manuscript containing Portolan atlas; cartographic material,DS9607,Q42824,Q42825,"The Huntington Library, Art Museum, and Botanical Gardens",.b18427856|mssHM 29
http://www.wikidata.org/entity/Q134415228,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 45",manuscript containing Portolan chart; cartographic material; manuscript,DS9608,Q42827,Q42828,"The Huntington Library, Art Museum, and Botanical Gardens",.b1842787x|mssHM 45
http://www.wikidata.org/entity/Q134415230,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 1165","manuscript containing Book of Hours, use of Rome",DS9609,Q42830,Q42831,"The Huntington Library, Art Museum, and Botanical Gardens",.b18448318|mssHM 1165
http://www.wikidata.org/entity/Q134415038,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 30313","manuscript containing Ripley (?), alchemical scroll",DS9610,Q42833,Q42834,"The Huntington Library, Art Museum, and Botanical Gardens",.b1844832x|mssHM 30313
http://www.wikidata.org/entity/Q134415231,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 1130","manuscript containing Book of Hours, use of Paris",DS9611,Q42836,Q42837,"The Huntington Library, Art Museum, and Botanical Gardens",.b18489928|mssHM 1130
http://www.wikidata.org/entity/Q134415232,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 136",manuscript containing Brut chronicle,DS9612,Q42839,Q42840,"The Huntington Library, Art Museum, and Botanical Gardens",.b18498711|mssHM 136
http://www.wikidata.org/entity/Q134415233,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 114",manuscript containing Piers Plowman; Mandeville; Troilus; etc.,DS9613,Q42842,Q42843,"The Huntington Library, Art Museum, and Botanical Gardens",.b18498723|mssHM 114
http://www.wikidata.org/entity/Q134415039,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 144",manuscript containing Prose and poetry,DS9614,Q42845,Q42846,"The Huntington Library, Art Museum, and Botanical Gardens",.b18498760|mssHM 144
http://www.wikidata.org/entity/Q134415234,"San Marino, California, The Huntington Library, Art Museum, and Botanical Gardens, mssHM 27",manuscript containing Portolan atlas; cartographic material,DS9615,Q42848,Q42849,"The Huntington Library, Art Museum, and Botanical Gardens",.b18499818|mssHM 27
