item,itemLabel,description,DSID,manuscriptQID,recordQID,collection,identifiers
http://www.wikidata.org/entity/Q131467852,"Wellesley, Massachusetts, Wellesley College, MS Arabic 2",manuscript containing Ḥilyat al-rijāl,DS12769,Q55389,Q55390,Wellesley College,in00000671672|MS Arabic 2
http://www.wikidata.org/entity/Q131467853,"Wellesley, Massachusetts, Wellesley College, MS 15",manuscript containing Regulations for the establishment of the Confadria de Santa Maria de la ho[pital] de Recomador,DS12770,Q55392,Q55393,Wellesley College,MS 15|in00000625540
http://www.wikidata.org/entity/Q131467854,"Wellesley, Massachusetts, Wellesley College, MS Greek 1",manuscript containing Compilation of Greek texts,DS12771,Q55395,Q55396,Wellesley College,in00000671653|MS Greek 1
http://www.wikidata.org/entity/Q131467855,"Wellesley, Massachusetts, Wellesley College, MS Greek 2",manuscript containing Compilation of Greek liturgical texts,DS12772,Q55398,Q55399,Wellesley College,in00000671654|MS Greek 2
http://www.wikidata.org/entity/Q131467856,"Wellesley, Massachusetts, Wellesley College, MS Arabic 3","manuscript containing Arabic manuscript about a waqf, from the Mamluk Sultanate, Cairo, Egypt",DS12773,Q55401,Q55402,Wellesley College,in00000671684|MS Arabic 3
http://www.wikidata.org/entity/Q131467858,"Wellesley, Massachusetts, Wellesley College, P900",manuscript containing Paradiso,DS12774,Q55404,Q55405,Wellesley College,P900|in00000626089
http://www.wikidata.org/entity/Q131467859,"Wellesley, Massachusetts, Wellesley College, MS 3",manuscript containing Gradual,DS12775,Q55407,Q55408,Wellesley College,in00000625707|MS 3
http://www.wikidata.org/entity/Q131467860,"Wellesley, Massachusetts, Wellesley College, MS 13",manuscript containing Carta de hidalguia,DS12776,Q55410,Q55411,Wellesley College,in00000625539|MS 13
http://www.wikidata.org/entity/Q131467861,"Wellesley, Massachusetts, Wellesley College, P946",manuscript containing De vita solitaria /,DS12777,Q55413,Q55414,Wellesley College,P946|in00000626431
http://www.wikidata.org/entity/Q131467862,"Wellesley, Massachusetts, Wellesley College, MS 7",manuscript containing Interpretationes Vergilianae,DS12778,Q55416,Q55417,Wellesley College,in00000626049|MS 7
http://www.wikidata.org/entity/Q131467846,"Wellesley, Massachusetts, Wellesley College, MS 1","manuscript containing Lectionary, for Augustinian use",DS12779,Q55419,Q55420,Wellesley College,MS 1|in00000624338
http://www.wikidata.org/entity/Q131467863,"Wellesley, Massachusetts, Wellesley College, MS 14",manuscript containing Carta de hidalguia,DS12780,Q55422,Q55423,Wellesley College,MS 14|in00000625538
