item,itemLabel,description,DSID,manuscriptQID,recordQID,collection,identifiers
http://www.wikidata.org/entity/Q131750015,"Lawrence, Kansas, University of Kansas, MS B18",manuscript containing Abbreviatio Summae Guillelmi Altissiodorensis /,DS1180,Q6399,Q6400,University of Kansas,2961259|MS B18
http://www.wikidata.org/entity/Q131750016,"Lawrence, Kansas, University of Kansas, MS B16","manuscript containing De miseria humane conditionis, and 20 other tracts or poems",DS1181,Q6402,Q6403,University of Kansas,2961261|MS B16
http://www.wikidata.org/entity/Q131750018,"Lawrence, Kansas, University of Kansas, MS B91",manuscript containing La scientia chiamata Arismetrica,DS1182,Q6405,Q6406,University of Kansas,2961264|MS B91
http://www.wikidata.org/entity/Q131750019,"Lawrence, Kansas, University of Kansas, MS C18",manuscript containing The voyages and travels of Sir John Mandeville /,DS1183,Q6408,Q6409,University of Kansas,2961302|MS C18
http://www.wikidata.org/entity/Q131750020,"Lawrence, Kansas, University of Kansas, MS C19",manuscript containing Itinerarius,DS1184,Q6411,Q6412,University of Kansas,2961303|MS C19
http://www.wikidata.org/entity/Q131750021,"Lawrence, Kansas, University of Kansas, MS C20",manuscript containing Itinerarius,DS1185,Q6414,Q6415,University of Kansas,2961304|MS C20
http://www.wikidata.org/entity/Q131750022,"Lawrence, Kansas, University of Kansas, MS B90",manuscript containing Chronicle of popes and emperors,DS1186,Q6417,Q6418,University of Kansas,2961305|MS B90
http://www.wikidata.org/entity/Q131750023,"Lawrence, Kansas, University of Kansas, MS B89",manuscript containing Rime,DS1187,Q6420,Q6421,University of Kansas,2961832|MS B89
http://www.wikidata.org/entity/Q131749811,"Lawrence, Kansas, University of Kansas, MS C212","manuscript containing Collection of documents from Abbaye Saint-Sulpice-en-Bugey, mostly relating to the foundation of Abbaye de Chassagne-en-Bresse",DS1188,Q6423,Q6424,University of Kansas,2961868|MS C212
http://www.wikidata.org/entity/Q131750024,"Lawrence, Kansas, University of Kansas, MS G1",manuscript containing Aureli Augustini beatissimi de civitate Dei,DS1189,Q6426,Q6427,University of Kansas,2962539|MS G1
http://www.wikidata.org/entity/Q131750025,"Lawrence, Kansas, University of Kansas, MS J4:2",manuscript containing Steinhardt Gradual,DS1190,Q6429,Q6430,University of Kansas,2962543|MS J4:2
http://www.wikidata.org/entity/Q131750026,"Lawrence, Kansas, University of Kansas, MS J6:1:2",manuscript containing Fragments written in alternate Hebrew and Aramaic,DS1191,Q6432,Q6433,University of Kansas,2962545|MS J6:1:2
http://www.wikidata.org/entity/Q131750027,"Lawrence, Kansas, University of Kansas, MS J6:3:A2",manuscript containing Beneventan fragment 3. Apocrypha,DS1192,Q6435,Q6436,University of Kansas,2962547|MS J6:3:A2
http://www.wikidata.org/entity/Q131750028,"Lawrence, Kansas, University of Kansas, MS J6:3:A4",manuscript containing In Johannis Evangelium tractatus : homilies 51-52,DS1193,Q6438,Q6439,University of Kansas,2962567|MS J6:3:A4
http://www.wikidata.org/entity/Q131750029,"Lawrence, Kansas, University of Kansas, MS E36",manuscript containing Rule of St. Augustine /,DS1194,Q6441,Q6442,University of Kansas,2962578|MS E36
http://www.wikidata.org/entity/Q131750030,"Lawrence, Kansas, University of Kansas, MS E126 item 1",manuscript containing Abridged Latin translation of the Nichomachean ethics and some commentaries on Aristotle,DS1195,Q6444,Q6445,University of Kansas,2962628|MS E126 item 1
http://www.wikidata.org/entity/Q131750031,"Lawrence, Kansas, University of Kansas, MS E232",manuscript containing Opera omnia,DS1196,Q6447,Q6448,University of Kansas,2962653|MS E232
http://www.wikidata.org/entity/Q131750032,"Lawrence, Kansas, University of Kansas, Pryce MS P4",manuscript containing La sfera /,DS1197,Q6450,Q6451,University of Kansas,2962660|Pryce MS P4
http://www.wikidata.org/entity/Q131750033,"Lawrence, Kansas, University of Kansas, MS E15",manuscript containing Reisen durch das gelobte Land,DS1198,Q6453,Q6454,University of Kansas,2962679|MS E15
http://www.wikidata.org/entity/Q131750034,"Lawrence, Kansas, University of Kansas, MS J6:3:B1",manuscript containing A collection of uncatalogued leaves,DS1199,Q6456,Q6457,University of Kansas,2962733|MS J6:3:B1
http://www.wikidata.org/entity/Q131750035,"Lawrence, Kansas, University of Kansas, MS E35",manuscript containing De contractibus mercatorum and other legal and theological texts /,DS1200,Q6459,Q6460,University of Kansas,2962985|MS E35
http://www.wikidata.org/entity/Q131750036,"Lawrence, Kansas, University of Kansas, MS E18",manuscript containing Divinae institutiones; De ira Dei; De opificio Dei /,DS1201,Q6462,Q6463,University of Kansas,2962986|MS E18
http://www.wikidata.org/entity/Q131750037,"Lawrence, Kansas, University of Kansas, MS E16",manuscript containing Itinerarium,DS1202,Q6465,Q6466,University of Kansas,2962993|MS E16
http://www.wikidata.org/entity/Q131750038,"Lawrence, Kansas, University of Kansas, MS E12",manuscript containing Epistulae ad lucilium,DS1203,Q6468,Q6469,University of Kansas,2962999|MS E12
http://www.wikidata.org/entity/Q131750039,"Lawrence, Kansas, University of Kansas, MS E34",manuscript containing Summarium totius Biblie distinctum per libros et capitula,DS1204,Q6471,Q6472,University of Kansas,2963006|MS E34
http://www.wikidata.org/entity/Q131750040,"Lawrence, Kansas, University of Kansas, MS E71",manuscript containing Virgilii Aeneidos,DS1205,Q6474,Q6475,University of Kansas,2963020|MS E71
http://www.wikidata.org/entity/Q131750041,"Lawrence, Kansas, University of Kansas, MS E22","manuscript containing Lectionary, incomplete",DS1206,Q6477,Q6478,University of Kansas,2963025|MS E22
http://www.wikidata.org/entity/Q131750042,"Lawrence, Kansas, University of Kansas, MS E89",manuscript containing Notarial formulae,DS1207,Q6480,Q6481,University of Kansas,2963146|MS E89
http://www.wikidata.org/entity/Q131750043,"Lawrence, Kansas, University of Kansas, MS E17",manuscript containing Cicero Rhetorica,DS1208,Q6483,Q6484,University of Kansas,2963163|MS E17
http://www.wikidata.org/entity/Q131750044,"Lawrence, Kansas, University of Kansas, MS E77",manuscript containing Liber excusationum in causis criminalibus,DS1209,Q6486,Q6487,University of Kansas,2963231|MS E77
http://www.wikidata.org/entity/Q131750045,"Lawrence, Kansas, University of Kansas, MS E256",manuscript containing Hippiatria,DS1210,Q6489,Q6490,University of Kansas,2963300|MS E256
http://www.wikidata.org/entity/Q131750046,"Lawrence, Kansas, University of Kansas, MS D84",manuscript containing Sermones de sanctis,DS1211,Q6492,Q6493,University of Kansas,2963311|MS D84
http://www.wikidata.org/entity/Q131750047,"Lawrence, Kansas, University of Kansas, MS C236",manuscript containing Tractatus juris,DS1212,Q6495,Q6496,University of Kansas,2963883|MS C236
http://www.wikidata.org/entity/Q131750048,"Lawrence, Kansas, University of Kansas, MS C243",manuscript containing Tessoro,DS1213,Q6498,Q6499,University of Kansas,2963897|MS C243
http://www.wikidata.org/entity/Q131750049,"Lawrence, Kansas, University of Kansas, MS C246",manuscript containing A collection of devotional tracts,DS1214,Q6501,Q6502,University of Kansas,2963901|MS C246
http://www.wikidata.org/entity/Q131750050,"Lawrence, Kansas, University of Kansas, MS C247",manuscript containing Dominici Capranici Card. Vita ad Card. Papien /,DS1215,Q6504,Q6505,University of Kansas,2963902|MS C247
http://www.wikidata.org/entity/Q131750051,"Lawrence, Kansas, University of Kansas, MS C251",manuscript containing Regulae grammaticales,DS1216,Q6507,Q6508,University of Kansas,2963910|MS C251
http://www.wikidata.org/entity/Q131750052,"Lawrence, Kansas, University of Kansas, MS C260","manuscript containing Vita del Re Alfonso d'Aragona, Re di Napoli",DS1217,Q6510,Q6511,University of Kansas,2963914|MS C260
http://www.wikidata.org/entity/Q131750053,"Lawrence, Kansas, University of Kansas, MS C264",manuscript containing De notariis et tabellionibus,DS1218,Q6513,Q6514,University of Kansas,2963915|MS C264
http://www.wikidata.org/entity/Q131750054,"Lawrence, Kansas, University of Kansas, MS D2",manuscript containing Epigrammata /,DS1219,Q6516,Q6517,University of Kansas,2964321|MS D2
http://www.wikidata.org/entity/Q131750055,"Lawrence, Kansas, University of Kansas, MS D3",manuscript containing Expositio beati Ambrosii archiepiscopi Mediolanensis civitatis super psalmum,DS1220,Q6519,Q6520,University of Kansas,2964324|MS D3
http://www.wikidata.org/entity/Q131749921,"Lawrence, Kansas, University of Kansas, MS D9",manuscript containing Initiales literae ex liturgiae voluminibus depromptae caenobitarum curis calamo atque minio exornatae ad instaurandam Italam picturam priusquam torculi tiipografici exortae,DS1221,Q6522,Q6523,University of Kansas,2964346|MS D9
http://www.wikidata.org/entity/Q131749922,"Lawrence, Kansas, University of Kansas, MS D13",manuscript containing Collection of biographies of illustrious men,DS1222,Q6525,Q6526,University of Kansas,2964387|MS D13
http://www.wikidata.org/entity/Q131749923,"Lawrence, Kansas, University of Kansas, MS D14",manuscript containing Lexicon (Manuscript Kenneth Spencer Research Library. MS D14),DS1223,Q6528,Q6529,University of Kansas,2964390|MS D14
http://www.wikidata.org/entity/Q131749924,"Lawrence, Kansas, University of Kansas, MS D31","manuscript containing Sermons of Barnardine Ochine of Sena ... [Christopher Hegendorff, and John Oecolampadius",DS1224,Q6531,Q6532,University of Kansas,2964491|MS D31
http://www.wikidata.org/entity/Q131749925,"Lawrence, Kansas, University of Kansas, MS D34",manuscript containing Expositio missae (Manuscript Kenneth Spencer Research Library. MS D34),DS1225,Q6534,Q6535,University of Kansas,2964495|MS D34
http://www.wikidata.org/entity/Q131749926,"Lawrence, Kansas, University of Kansas, MS D35",manuscript containing Cronaca di Venezia,DS1226,Q6537,Q6538,University of Kansas,2964496|MS D35
http://www.wikidata.org/entity/Q131749927,"Lawrence, Kansas, University of Kansas, MS D37",manuscript containing Liber meditationum sive orationum /,DS1227,Q6540,Q6541,University of Kansas,2964499|MS D37
http://www.wikidata.org/entity/Q131749928,"Lawrence, Kansas, University of Kansas, MS D40","manuscript containing Gospel of Matthew, incomplete",DS1228,Q6543,Q6544,University of Kansas,2964500|MS D40
http://www.wikidata.org/entity/Q131749929,"Lawrence, Kansas, University of Kansas, MS D38",manuscript containing Tractatus optimus de arte bene moriendi,DS1229,Q6546,Q6547,University of Kansas,2964502|MS D38
http://www.wikidata.org/entity/Q131749930,"Lawrence, Kansas, University of Kansas, MS D39","manuscript containing Annuntiatio Sacri Jubilaei instantis anni centesimi, et declaratio quod prosequenda illius plenissima indulgentia a christifidelibus fieri debeat",DS1230,Q6549,Q6550,University of Kansas,2964503|MS D39
http://www.wikidata.org/entity/Q131749931,"Lawrence, Kansas, University of Kansas, MS D63",manuscript containing In canticum canticorum,DS1231,Q6552,Q6553,University of Kansas,2964547|MS D63
http://www.wikidata.org/entity/Q131749932,"Lawrence, Kansas, University of Kansas, MS D66",manuscript containing Protocol-book B.,DS1232,Q6555,Q6556,University of Kansas,2964769|MS D66
http://www.wikidata.org/entity/Q131749933,"Lawrence, Kansas, University of Kansas, MS D113",manuscript containing Arezzo Laude,DS1233,Q6558,Q6559,University of Kansas,2964992|MS D113
http://www.wikidata.org/entity/Q131749934,"Lawrence, Kansas, University of Kansas, MS P368",manuscript containing Tractatus de veneno spirituali,DS1234,Q6561,Q6562,University of Kansas,2985994|MS P368
http://www.wikidata.org/entity/Q131749935,"Lawrence, Kansas, University of Kansas, Pryce MS C2",manuscript containing Legend of the Cross,DS1235,Q6564,Q6565,University of Kansas,2987943|Pryce MS C2
http://www.wikidata.org/entity/Q131749936,"Lawrence, Kansas, University of Kansas, MS Pryce C2 item 2",manuscript containing De uno confessore,DS1236,Q6567,Q6568,University of Kansas,2987944|MS Pryce C2 item 2
http://www.wikidata.org/entity/Q131749937,"Lawrence, Kansas, University of Kansas, MS P474",manuscript containing Consilium,DS1237,Q6570,Q6571,University of Kansas,2987995|MS P474
http://www.wikidata.org/entity/Q131749938,"Lawrence, Kansas, University of Kansas, MS P489",manuscript containing De medicina equorum,DS1238,Q6573,Q6574,University of Kansas,2988012|MS P489
http://www.wikidata.org/entity/Q131749939,"Lawrence, Kansas, University of Kansas, MS P493:1","manuscript containing ""A viro prudente...""",DS1239,Q6576,Q6577,University of Kansas,2988487|MS P493:1
http://www.wikidata.org/entity/Q131749940,"Lawrence, Kansas, University of Kansas, MS P541",manuscript containing Receipt against sickness that comes of cold,DS1240,Q6579,Q6580,University of Kansas,2989138|MS P541
http://www.wikidata.org/entity/Q131749941,"Lawrence, Kansas, University of Kansas, MS P571",manuscript containing Regulae parvorum; gramalicales,DS1241,Q6582,Q6583,University of Kansas,2989567|MS P571
http://www.wikidata.org/entity/Q131749942,"Lawrence, Kansas, University of Kansas, MS P579",manuscript containing Chronicle fragments (Fragment Kenneth Spencer Research Library. MS P579),DS1242,Q6585,Q6586,University of Kansas,2989582|MS P579
http://www.wikidata.org/entity/Q131749812,"Lawrence, Kansas, University of Kansas, MS C299",manuscript containing Treatise on conveyancing,DS1243,Q6588,Q6589,University of Kansas,2990668|MS C299
http://www.wikidata.org/entity/Q131749943,"Lawrence, Kansas, University of Kansas, MS 9:2.24",manuscript containing Leaf apparently from a harmony of the Gospels,DS1244,Q6591,Q6592,University of Kansas,2999090|MS 9:2.24
http://www.wikidata.org/entity/Q131749944,"Lawrence, Kansas, University of Kansas, MS 9:2.14",manuscript containing Pantheon,DS1245,Q6594,Q6595,University of Kansas,2999114|MS 9:2.14
http://www.wikidata.org/entity/Q131749945,"Lawrence, Kansas, University of Kansas, MS 9:2.31","manuscript containing Latin fragment ""gaudio""",DS1246,Q6597,Q6598,University of Kansas,2999100|MS 9:2.31
http://www.wikidata.org/entity/Q131749946,"Lawrence, Kansas, University of Kansas, MS 9:2.4",manuscript containing Leaf from a book of hours containing Psalms 44 (45) and 45 (46),DS1247,Q6600,Q6601,University of Kansas,2999055|MS 9:2.4
http://www.wikidata.org/entity/Q131749947,"Lawrence, Kansas, University of Kansas, MS 9:2.5",manuscript containing Leaf from a book of hours containing a miniature of the Crucifixion,DS1248,Q6603,Q6604,University of Kansas,2999058|MS 9:2.5
http://www.wikidata.org/entity/Q131749948,"Lawrence, Kansas, University of Kansas, MS 9:2.6",manuscript containing Leaf from a book of hours containing the fifteen joys of Mary (Doulce dame de misericorde),DS1249,Q6606,Q6607,University of Kansas,2999072|MS 9:2.6
http://www.wikidata.org/entity/Q131749949,"Lawrence, Kansas, University of Kansas, MS 9:2.7",manuscript containing Leaf of a litany,DS1250,Q6609,Q6610,University of Kansas,2999073|MS 9:2.7
http://www.wikidata.org/entity/Q131749950,"Lawrence, Kansas, University of Kansas, MS 9:2.8",manuscript containing Leaf containing Psalm 141 leaf 10 to Psalm 143 leaf 8,DS1251,Q6612,Q6613,University of Kansas,2999074|MS 9:2.8
http://www.wikidata.org/entity/Q131749951,"Lawrence, Kansas, University of Kansas, MS 9:2.9",manuscript containing Leaf from a Book of Hours,DS1252,Q6615,Q6616,University of Kansas,2999075|MS 9:2.9
http://www.wikidata.org/entity/Q131749952,"Lawrence, Kansas, University of Kansas, MS 9:2:13",manuscript containing One leaf of a 13th century Latin Bible,DS1265,Q6618,Q6619,University of Kansas,2999113|MS 9:2:13
http://www.wikidata.org/entity/Q131749953,"Lawrence, Kansas, University of Kansas, MS 9:2:15",manuscript containing Panormia,DS1267,Q6621,Q6622,University of Kansas,2999116|MS 9:2:15
http://www.wikidata.org/entity/Q131749954,"Lawrence, Kansas, University of Kansas, MS D131",manuscript containing Sportula fragmentorum /,DS1268,Q6624,Q6625,University of Kansas,3010157|MS D131
http://www.wikidata.org/entity/Q131749955,"Lawrence, Kansas, University of Kansas, MS D132",manuscript containing Capitoli e ordinamenti [1354,DS1269,Q6627,Q6628,University of Kansas,3010162|MS D132
http://www.wikidata.org/entity/Q131749956,"Lawrence, Kansas, University of Kansas, MS D133",manuscript containing Capitoli e ordinamenti [1422,DS1270,Q6630,Q6631,University of Kansas,3010164|MS D133
http://www.wikidata.org/entity/Q131749957,"Lawrence, Kansas, University of Kansas, MS D134",manuscript containing Sermones dominicales,DS1271,Q6633,Q6634,University of Kansas,3010166|MS D134
http://www.wikidata.org/entity/Q131749958,"Lawrence, Kansas, University of Kansas, MS D199",manuscript containing Canon law collection,DS1272,Q6636,Q6637,University of Kansas,3010332|MS D199
http://www.wikidata.org/entity/Q131749959,"Lawrence, Kansas, University of Kansas, Pryce MS J1","manuscript containing Genealogical roll chronicle from Lucius Septimius Severus to Uther Pendragon, incomplete",DS1273,Q6639,Q6640,University of Kansas,9499113|Pryce MS J1
http://www.wikidata.org/entity/Q131749961,"Lawrence, Kansas, University of Kansas, MS E20",manuscript containing Bucolica; Georgica; Aeneis /,DS1274,Q6642,Q6643,University of Kansas,9572366|MS E20
http://www.wikidata.org/entity/Q131749962,"Lawrence, Kansas, University of Kansas, MS C318",manuscript containing Le livre de bonnes meurs /,DS1275,Q6645,Q6646,University of Kansas,9719743|MS C318
http://www.wikidata.org/entity/Q131749963,"Lawrence, Kansas, University of Kansas, MS E282",manuscript containing Historia destructionis Troiae and other works on the fall of Troy /,DS1276,Q6648,Q6649,University of Kansas,9719744|MS E282
http://www.wikidata.org/entity/Q131749964,"Lawrence, Kansas, University of Kansas, MS Q80:10",manuscript containing Confirmation,DS1277,Q6651,Q6652,University of Kansas,9852351|MS Q80:10
http://www.wikidata.org/entity/Q131749965,"Lawrence, Kansas, University of Kansas, MS Q80:11",manuscript containing Confirmation of grants,DS1278,Q6654,Q6655,University of Kansas,9852352|MS Q80:11
http://www.wikidata.org/entity/Q131749966,"Lawrence, Kansas, University of Kansas, MS Q80:12",manuscript containing Deed of exchange,DS1279,Q6657,Q6658,University of Kansas,9852353|MS Q80:12
http://www.wikidata.org/entity/Q131749967,"Lawrence, Kansas, University of Kansas, MS Q80:13",manuscript containing Quit claim,DS1280,Q6660,Q6661,University of Kansas,9852354|MS Q80:13
http://www.wikidata.org/entity/Q131749968,"Lawrence, Kansas, University of Kansas, MS Q80:14",manuscript containing Grant in frankalmoigne,DS1281,Q6663,Q6664,University of Kansas,9852355|MS Q80:14
http://www.wikidata.org/entity/Q131749969,"Lawrence, Kansas, University of Kansas, MS Q80:15",manuscript containing Quit claim,DS1282,Q6666,Q6667,University of Kansas,9852356|MS Q80:15
http://www.wikidata.org/entity/Q131749970,"Lawrence, Kansas, University of Kansas, MS Q80:2",manuscript containing Confirmation of sale,DS1283,Q6669,Q6670,University of Kansas,9852357|MS Q80:2
http://www.wikidata.org/entity/Q131749971,"Lawrence, Kansas, University of Kansas, MS Q80:7",manuscript containing Grant,DS1284,Q6672,Q6673,University of Kansas,9852358|MS Q80:7
http://www.wikidata.org/entity/Q131749972,"Lawrence, Kansas, University of Kansas, MS Q80:8",manuscript containing Grant in frankalmoigne,DS1285,Q6675,Q6676,University of Kansas,9852359|MS Q80:8
http://www.wikidata.org/entity/Q131749973,"Lawrence, Kansas, University of Kansas, MS Q80:9",manuscript containing Grant,DS1286,Q6678,Q6679,University of Kansas,9852360|MS Q80:9
http://www.wikidata.org/entity/Q131749974,"Lawrence, Kansas, University of Kansas, MS 220C:1",manuscript containing Transfer of goods,DS1287,Q6681,Q6682,University of Kansas,9852361|MS 220C:1
http://www.wikidata.org/entity/Q131749975,"Lawrence, Kansas, University of Kansas, MS 9/1:A1",manuscript containing Homeliae in Evangelia,DS1288,Q6684,Q6685,University of Kansas,9852362|MS 9/1:A1
http://www.wikidata.org/entity/Q131749976,"Lawrence, Kansas, University of Kansas, MS 9/1:A11",manuscript containing Glossary encyclopedia,DS1289,Q6687,Q6688,University of Kansas,9852363|MS 9/1:A11
http://www.wikidata.org/entity/Q131749977,"Lawrence, Kansas, University of Kansas, MS 9/1:A12",manuscript containing Quaestiones quodlibetales,DS1290,Q6690,Q6691,University of Kansas,9852364|MS 9/1:A12
http://www.wikidata.org/entity/Q131749978,"Lawrence, Kansas, University of Kansas, MS 9/1:A13","manuscript containing Bible, N.T., Gospel of Matthew, glossed",DS1291,Q6693,Q6694,University of Kansas,9852365|MS 9/1:A13
http://www.wikidata.org/entity/Q131749979,"Lawrence, Kansas, University of Kansas, MS 9/1:A17",manuscript containing Sermon material,DS1292,Q6696,Q6697,University of Kansas,9852366|MS 9/1:A17
http://www.wikidata.org/entity/Q131749980,"Lawrence, Kansas, University of Kansas, MS 9/1:A18",manuscript containing Philosophical text,DS1293,Q6699,Q6700,University of Kansas,9852367|MS 9/1:A18
http://www.wikidata.org/entity/Q131749981,"Lawrence, Kansas, University of Kansas, MS 9/1:A2",manuscript containing Lectionary of Epistle and Gospel readings,DS1294,Q6702,Q6703,University of Kansas,9852368|MS 9/1:A2
http://www.wikidata.org/entity/Q131749982,"Lawrence, Kansas, University of Kansas, MS Q37:1",manuscript containing On buying and selling,DS1295,Q6705,Q6706,University of Kansas,9852369|MS Q37:1
http://www.wikidata.org/entity/Q131749983,"Lawrence, Kansas, University of Kansas, MS 9/1:A22",manuscript containing Historia Regum Britanniae,DS1296,Q6708,Q6709,University of Kansas,9852370|MS 9/1:A22
http://www.wikidata.org/entity/Q131749984,"Lawrence, Kansas, University of Kansas, MS 9/1:A3",manuscript containing Sacramentary,DS1297,Q6711,Q6712,University of Kansas,9852371|MS 9/1:A3
http://www.wikidata.org/entity/Q131749985,"Lawrence, Kansas, University of Kansas, MS 9/1:A4",manuscript containing Hexaemeron,DS1298,Q6714,Q6715,University of Kansas,9852372|MS 9/1:A4
http://www.wikidata.org/entity/Q131749986,"Lawrence, Kansas, University of Kansas, MS 9/1:A5",manuscript containing Canon law summa,DS1299,Q6717,Q6718,University of Kansas,9852373|MS 9/1:A5
http://www.wikidata.org/entity/Q131749987,"Lawrence, Kansas, University of Kansas, MS 9/1:A6",manuscript containing Breviary,DS1300,Q6720,Q6721,University of Kansas,9852374|MS 9/1:A6
http://www.wikidata.org/entity/Q131749989,"Lawrence, Kansas, University of Kansas, MS 9/1:A7",manuscript containing Fragment of a homily written in the late 13th century,DS1301,Q6723,Q6724,University of Kansas,9852375|MS 9/1:A7
http://www.wikidata.org/entity/Q131749990,"Lawrence, Kansas, University of Kansas, MS 9/1:B1",manuscript containing Tabula Ethicorum Aristotelis,DS1302,Q6726,Q6727,University of Kansas,9852376|MS 9/1:B1
http://www.wikidata.org/entity/Q131749814,"Lawrence, Kansas, University of Kansas, MS 9/1:B10",manuscript containing Commentary on the Pauline Epistles,DS1303,Q6729,Q6730,University of Kansas,9852377|MS 9/1:B10
http://www.wikidata.org/entity/Q131749815,"Lawrence, Kansas, University of Kansas, MS 9/1:B7",manuscript containing Dominica IIII [verso,DS1304,Q6732,Q6733,University of Kansas,9852378|MS 9/1:B7
http://www.wikidata.org/entity/Q131749816,"Lawrence, Kansas, University of Kansas, MS 9/1:C1",manuscript containing Lectionary of the gospels,DS1305,Q6735,Q6736,University of Kansas,9852379|MS 9/1:C1
http://www.wikidata.org/entity/Q131749817,"Lawrence, Kansas, University of Kansas, MS C21",manuscript containing Chur Psalter,DS1306,Q6738,Q6739,University of Kansas,9852380|MS C21
