item,itemLabel,description,DSID,searchURL,manuscriptQID,recordQID,collection,identifiers
http://www.wikidata.org/entity/Q137918702,"Boston, Massachusetts, Boston Public Library, MS f Med.92",manuscript containing L'arbre des batailles ... [etc.,DS25470,https://search.digital-scriptorium.org/catalog/DS25470,Q98136,Q98137,Boston Public Library,MS f Med.92|8444693
http://www.wikidata.org/entity/Q137918703,"Boston, Massachusetts, Boston Public Library, MS f Med.92",manuscript containing The lyble of Englysh polecie,DS25471,https://search.digital-scriptorium.org/catalog/DS25471,Q98139,Q98140,Boston Public Library,8444695|MS f Med.92
http://www.wikidata.org/entity/Q137918704,"Boston, Massachusetts, Boston Public Library, MS pb Med.217",manuscript containing Deed granting use of half acre of land to widow of Hugh Marshal in return for one rose at midsummer : in Latin,DS25472,https://search.digital-scriptorium.org/catalog/DS25472,Q98142,Q98143,Boston Public Library,8483973|MS pb Med.217
http://www.wikidata.org/entity/Q137918410,"Boston, Massachusetts, Boston Public Library, MS q Med.297",manuscript containing Book of hours; use of Rome : in Latin,DS25473,https://search.digital-scriptorium.org/catalog/DS25473,Q98145,Q98146,Boston Public Library,8711227|MS q Med.297
http://www.wikidata.org/entity/Q137918411,"Boston, Massachusetts, Boston Public Library, MS f Med.298",manuscript containing Inventory of the estate of Nicoló de Lazara; in Latin,DS25474,https://search.digital-scriptorium.org/catalog/DS25474,Q98148,Q98149,Boston Public Library,8712933|MS f Med.298
http://www.wikidata.org/entity/Q137918706,"Boston, Massachusetts, Boston Public Library, MS f Med.299",manuscript containing Single leaf from a Beneventan missal; in Latin,DS25475,https://search.digital-scriptorium.org/catalog/DS25475,Q98151,Q98152,Boston Public Library,8820897|MS f Med.299
http://www.wikidata.org/entity/Q137918412,"Boston, Massachusetts, Boston Public Library, MS pf Med.300","manuscript containing Iulia gens ab dis [?] est a Venere, item a regibus Anco silicet Martio Martii Trahere originem perhibuntur",DS25476,https://search.digital-scriptorium.org/catalog/DS25476,Q98154,Q98155,Boston Public Library,8823464|MS pf Med.300
http://www.wikidata.org/entity/Q137918413,"Boston, Massachusetts, Boston Public Library, MS pb Med.301",manuscript containing Fragments from a Beneventan homiliary; in Latin,DS25477,https://search.digital-scriptorium.org/catalog/DS25477,Q98157,Q98158,Boston Public Library,8894456|MS pb Med.301
http://www.wikidata.org/entity/Q137918414,"Boston, Massachusetts, Boston Public Library, MS q Med.302",manuscript containing Astronomical calendar; in Latin and Italian,DS25478,https://search.digital-scriptorium.org/catalog/DS25478,Q98160,Q98161,Boston Public Library,8960851|MS q Med.302
http://www.wikidata.org/entity/Q137918707,"Boston, Massachusetts, Boston Public Library, MS q Med.303",manuscript containing Book of hours; use of Rome : in Latin,DS25479,https://search.digital-scriptorium.org/catalog/DS25479,Q98163,Q98164,Boston Public Library,9033661|MS q Med.303
http://www.wikidata.org/entity/Q137920221,"Boston, Massachusetts, Boston Public Library, H.41.8 endleaves",manuscript containing 2 leaves from the Etymologiae; in Latin,DS3314,https://search.digital-scriptorium.org/catalog/DS3314,Q16723,Q16724,Boston Public Library,8444647|H.41.8 endleaves
http://www.wikidata.org/entity/Q137920222,"Boston, Massachusetts, Boston Public Library, MS f Med.101",manuscript containing Le livre des trois vertus,DS3315,https://search.digital-scriptorium.org/catalog/DS3315,Q16726,Q16727,Boston Public Library,8444648|MS f Med.101
http://www.wikidata.org/entity/Q137920236,"Boston, Massachusetts, Boston Public Library, MS f Med.10",manuscript containing De civitate Dei,DS3316,https://search.digital-scriptorium.org/catalog/DS3316,Q16729,Q16730,Boston Public Library,8444649|MS f Med.10
http://www.wikidata.org/entity/Q137920237,"Boston, Massachusetts, Boston Public Library, MS f Med.103",manuscript containing Arithmetica theorica,DS3317,https://search.digital-scriptorium.org/catalog/DS3317,Q16732,Q16733,Boston Public Library,8444650|MS f Med.103
http://www.wikidata.org/entity/Q137918470,"Boston, Massachusetts, Boston Public Library, MS f Med.109",manuscript containing Missal; in Latin,DS3318,https://search.digital-scriptorium.org/catalog/DS3318,Q16735,Q16736,Boston Public Library,8444651|MS f Med.109
http://www.wikidata.org/entity/Q137918471,"Boston, Massachusetts, Boston Public Library, MS f Med.11",manuscript containing De Genesi ad litteram,DS3319,https://search.digital-scriptorium.org/catalog/DS3319,Q16738,Q16739,Boston Public Library,8444652|MS f Med.11
http://www.wikidata.org/entity/Q137918473,"Boston, Massachusetts, Boston Public Library, MS f Med.111",manuscript containing Regula et catalogus fratrum et sororum congregationis S. Bernardini Senensis; in Latin and Italian,DS3320,https://search.digital-scriptorium.org/catalog/DS3320,Q16741,Q16742,Boston Public Library,8444653|MS f Med.111
http://www.wikidata.org/entity/Q137918474,"Boston, Massachusetts, Boston Public Library, MS f Med.112",manuscript containing Tragedies; in Latin,DS3321,https://search.digital-scriptorium.org/catalog/DS3321,Q16744,Q16745,Boston Public Library,8444654|MS f Med.112
http://www.wikidata.org/entity/Q137918475,"Boston, Massachusetts, Boston Public Library, MS f Med.114","manuscript containing Letter, 1528 May 14, Valencia to Rodrigo Ponce de Leon, Duke of Arcos",DS3322,https://search.digital-scriptorium.org/catalog/DS3322,Q16747,Q16748,Boston Public Library,8444655|MS f Med.114
http://www.wikidata.org/entity/Q137920223,"Boston, Massachusetts, Boston Public Library, MS f Med.117","manuscript containing Carta ejecutoria, Sancho de Almazán and Juan de la Cámara vs. the Town Council of Arenas; in Spanish",DS3323,https://search.digital-scriptorium.org/catalog/DS3323,Q16750,Q16751,Boston Public Library,8444656|MS f Med.117
http://www.wikidata.org/entity/Q137918383,"Boston, Massachusetts, Boston Public Library, MS f Med.1",manuscript containing Bible; Old and New Testament : in Latin,DS3324,https://search.digital-scriptorium.org/catalog/DS3324,Q16753,Q16754,Boston Public Library,8444657|MS f Med.1
http://www.wikidata.org/entity/Q137920224,"Boston, Massachusetts, Boston Public Library, MS f Med.122",manuscript containing Allen christen getrewen und recht gelobigen ...,DS3325,https://search.digital-scriptorium.org/catalog/DS3325,Q16756,Q16757,Boston Public Library,8444658|MS f Med.122
http://www.wikidata.org/entity/Q137920225,"Boston, Massachusetts, Boston Public Library, MS f Med.125",manuscript containing La sfera,DS3326,https://search.digital-scriptorium.org/catalog/DS3326,Q16759,Q16760,Boston Public Library,8444659|MS f Med.125
http://www.wikidata.org/entity/Q137920226,"Boston, Massachusetts, Boston Public Library, MS f Med.12",manuscript containing Historia scholastica,DS3327,https://search.digital-scriptorium.org/catalog/DS3327,Q16762,Q16763,Boston Public Library,8444660|MS f Med.12
http://www.wikidata.org/entity/Q137920227,"Boston, Massachusetts, Boston Public Library, MS f Med.13",manuscript containing Lectura super firmiter credimus / Konrad von Soltau. De miseria humanae conditionis / Innocent III and others,DS3328,https://search.digital-scriptorium.org/catalog/DS3328,Q16765,Q16766,Boston Public Library,8444661|MS f Med.13
http://www.wikidata.org/entity/Q137918384,"Boston, Massachusetts, Boston Public Library, MS f Med.133",manuscript containing Das Leiden unsers Herren Ihesu Christi,DS3329,https://search.digital-scriptorium.org/catalog/DS3329,Q16768,Q16769,Boston Public Library,8444662|MS f Med.133
http://www.wikidata.org/entity/Q137920228,"Boston, Massachusetts, Boston Public Library, MS f Med.134",manuscript containing Summa de casibus poenitentia,DS3330,https://search.digital-scriptorium.org/catalog/DS3330,Q16771,Q16772,Boston Public Library,8444663|MS f Med.134
http://www.wikidata.org/entity/Q137920230,"Boston, Massachusetts, Boston Public Library, MS f Med.140",manuscript containing La regla de las hermanas de la horden de Sancta Clara,DS3331,https://search.digital-scriptorium.org/catalog/DS3331,Q16774,Q16775,Boston Public Library,8444664|MS f Med.140
http://www.wikidata.org/entity/Q137920231,"Boston, Massachusetts, Boston Public Library, MS f Med.14",manuscript containing Divinae institutiones,DS3332,https://search.digital-scriptorium.org/catalog/DS3332,Q16777,Q16778,Boston Public Library,8444665|MS f Med.14
http://www.wikidata.org/entity/Q137920232,"Boston, Massachusetts, Boston Public Library, MS f Med.151",manuscript containing Missal; use of York : in Latin,DS3333,https://search.digital-scriptorium.org/catalog/DS3333,Q16780,Q16781,Boston Public Library,8444666|MS f Med.151
http://www.wikidata.org/entity/Q137920233,"Boston, Massachusetts, Boston Public Library, MS f Med.15",manuscript containing Libellus cuiusda[m] ignoti auctoris de anima cont[ra] que[n] Claudianus trib[us] seq[uen]tib[us] libris disputat Claudiam De statu anime,DS3334,https://search.digital-scriptorium.org/catalog/DS3334,Q16783,Q16784,Boston Public Library,8444667|MS f Med.15
http://www.wikidata.org/entity/Q137920234,"Boston, Massachusetts, Boston Public Library, MS q Med.16",manuscript containing Aurora,DS3335,https://search.digital-scriptorium.org/catalog/DS3335,Q16786,Q16787,Boston Public Library,8444668|MS q Med.16
http://www.wikidata.org/entity/Q137920235,"Boston, Massachusetts, Boston Public Library, MS f Med.17",manuscript containing Summarium de vitiis et virtutibus,DS3336,https://search.digital-scriptorium.org/catalog/DS3336,Q16789,Q16790,Boston Public Library,8444669|MS f Med.17
http://www.wikidata.org/entity/Q137918476,"Boston, Massachusetts, Boston Public Library, MS f Med.18",manuscript containing Martyrologium,DS3337,https://search.digital-scriptorium.org/catalog/DS3337,Q16792,Q16793,Boston Public Library,8444670|MS f Med.18
http://www.wikidata.org/entity/Q137918477,"Boston, Massachusetts, Boston Public Library, MS f Med.19",manuscript containing De officiis,DS3338,https://search.digital-scriptorium.org/catalog/DS3338,Q16795,Q16796,Boston Public Library,8444671|MS f Med.19
http://www.wikidata.org/entity/Q137918478,"Boston, Massachusetts, Boston Public Library, MS f Med.21",manuscript containing Epigrammata,DS3339,https://search.digital-scriptorium.org/catalog/DS3339,Q16798,Q16799,Boston Public Library,8444672|MS f Med.21
