ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 16|9949282643503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949282643503681,,"[Paris?, France,",,ca. 1400],1400,http://vocab.getty.edu/aat/300404465,,,Speculum historiale.,"","Speculum historiale, Books 25-28","","Chronicles.|Encyclopedias.|Manuscripts, Latin--14th century.|Manuscripts, Latin--15th century.|Manuscripts, Medieval.",,World history--Early works to 1800.|Encyclopedias and dictionaries--Early works to 1600.,,"Vincent, of Beauvais, -1264.","",,"","",,"","",,Latin.,lat,"Libri, Guillaume, 1803-1869,|Phillipps, Thomas, Sir, 1792-1872,|Creswick, H. R., 1902-1988,|Schoenberg, Lawrence J.,",|||,,,"parchment, ill. ;","Extent: 176 leaves : parchment, ill. ; 370 x 255 (254 x 155) mm. bound to 381 x 275 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 124|9949349953503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949349953503681,,"",,"",1400,http://vocab.getty.edu/aat/300404465,,,Speculum historiale.,"","Manuscript leaf from Speculum historiale, Book 29,","","Fragments.|Excerpts.|Manuscripts, Latin--14th century.|Manuscripts, Latin--15th century.|Manuscripts, Medieval.",,Abbots--Early works to 1800.|Bishops--Early works to 1800.,,"Vincent, of Beauvais, -1264.","",,"","",,"","",,Latin.,lat,"Libri, Guillaume, 1803-1869,|Phillipps, Thomas, Sir, 1792-1872,|Creswick, H. R., 1902-1988,|Masson, Irvine, 1887-1962,|Schoenberg, Lawrence J.,",||||,,,parchment ;,Extent: 1 item (1 leaf) : parchment ; 368 x 262 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 266|9949525113503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949525113503681,,"[France,",,between 1440 and 1460?],1425-1450,http://vocab.getty.edu/aat/300404465,,,"","",La generacion de Adam,"","Codices.|Chronicles.|Genealogies.|Manuscripts, French--15th century.|Manuscripts, Medieval.",,World history--Early works to 1800.|France--Kings and rulers--Genealogy--Early works to 1800.|Great Britain--Kings and rulers--Genealogy--Early works to 1800.,,"","",,"","",,"","",,Middle French.,frm,"Austin, Jehan,|Auslin, Johan,|Molac, Sébastien de Rosmadec, marquis de, d. 1693,|Schoenberg, Lawrence J.,",|||,,,"parchment, col. ill. ;","Extent: 45 leaves : parchment, col. ill. ; 352 x 185 (240 x 95) mm. bound to 365 x 188 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 231|9949875283503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949875283503681,,"Barga,",,[after 1346],1346,http://vocab.getty.edu/aat/300404506,,,"","",Statutum habelle communum et terrarum Barge,"","Codices.|Laws (documents)|Manuscripts, Latin--14th century.|Manuscripts, Medieval.",,Taxation--Italy--Barga.|Barga (Italy)--History.|Tuscany (Italy)--Commerce--Early works to 1800.|Tuscany (Italy)--Economic conditions--Early works to 1800.,,"","",,"","",,"","",,Latin.,lat,"Feltrinelli, Giannalisa,|Schoenberg, Lawrence J.,",|,,,paper ;,Extent: 28 leaves : paper ; 297 x 208 (221 x 105) mm. bound to 298 x 212 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 115|9949879143503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949879143503681,,"",,"",1225-1275,http://vocab.getty.edu/aat/300404505,,,Summa de poenitentia et matrimonio.,"","Manuscript leaf from Summa de poenitentia et matrimonio,","","Fragments.|Manuals (instructional materials)|Manuscripts, Latin--13th century.|Manuscripts, Medieval.",,"Confession--Catholic Church--Handbooks, manuals, etc.--Early works to 1800.|Penance (Canon law)|Usury--Early works to 1800.",,"Raymond, of Peñafort, Saint, 1175?-1275.","",,"","",,"","",,Latin.,lat,"Schoenberg, Lawrence J.,","",,,parchment ;,Extent: 1 item (1 leaf) : parchment ; 178 x 120 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 238|9949939943503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949939943503681,,"",,"",1500-1599,http://vocab.getty.edu/aat/300404510,,,"","",Assise of all manner of breade :,"","Manuscripts, English--16th century.|Manuscripts, Renaissance.",,Bakers--England--Early works to 1800.|Bread--England--Early works to 1800.|Weights and measures--England--Early works to 1800.|Winchester (England)--History.,,"","",,"","",,"","",,"",eng,"Fenn, John, 1739-1794,|Phillipps, Thomas, Sir, 1792-1872,|Lansburgh, Mark,|Schoenberg, Lawrence J.,",|||,,,parchment ;,Extent: 1 item (1 leaf) : parchment ; 443 x 338 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 110|9949945603503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949945603503681,,"",,"",1358,http://vocab.getty.edu/aat/300404506,,,"","",John Elys deed :,"","Deeds.|Indentures.|Legal documents.|Manuscripts, Latin--14th century.|Manuscripts, Medieval.",,"Elys, John.|Beeleye, John de.|Beeleye, Margery de.|Real property--England--Warwickshire.|Warwickshire (England)--History.",,"","",,"","",,"","",,In Latin.,lat,"Schoenberg, Lawrence J.,","",,,parchment ;,Extent: 1 parchment ; 170 x 245 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 211|9949956063503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949956063503681,,"",,"",1201-1205,http://vocab.getty.edu/aat/300404505,,,"","",Roger Bigod deed :,"","Deeds.|Legal documents.|Seals (artifacts)|Manuscripts, Latin--13th century.|Manuscripts, Medieval.",,Real property--England--Suffolk.|Windmills--England--History.,,"Bigod, Roger, Earl of Norfolk, d. 1221.","",,"","",,"","",,In Latin.,lat,"Phillipps, Thomas, Sir, 1792-1872,|Grinke, Paul,|Stanitz, John D.,|Schoenberg, Lawrence J.,",|||,,,parchment ;,Extent: 1 parchment ; 111 x 167 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 119|9949967773503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949967773503681,,"",,"",1300-1399,http://vocab.getty.edu/aat/300404506,,,"","","Manuscript leaf from a collection of papal decretals,","","Fragments.|Commentaries.|Decretals.|Manuscripts, Latin--14th century.|Manuscripts, Medieval.",,Canon law--Early works to 1800.,,Catholic Church.,"",,"","",,"","",,In Latin.,lat,"Schoenberg, Lawrence J.,","",,,parchment ;,Extent: 1 parchment ; 210 x 116 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 271|9950003033503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950003033503681,,"",,"",1531,http://vocab.getty.edu/aat/300404510,,,"","","Niccolò di Giovanni Machiavelli receipt,","","Receipts (financial records)|Manuscripts, Italian--16th century.|Manuscripts, Renaissance.",,"Soderini, Giovanni di Luigi.|Textile industry--Italy--Early works to 1800.",,"Machiavelli, Niccolò di Giovanni.","",,"","",,"","",,In Italian.,ita,"Schoenberg, Lawrence J.,","",,,paper ;,Extent: 1 paper ; 330 x 228 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 188|9950289983503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950289983503681,,"[England],",,circa 1540.,1540,http://vocab.getty.edu/aat/300404510,,,"","",Ynstruction of the ephimeredes,"","Codices.|manuals (instructional materials)|tables (documents)|Manuscripts, English--16th century.|Manuscripts, Renaissance.",,Astronomy--Early works to 1800.|Ephemerides--Early works to 1800.,,"Schöner, Johann, 1477-1547.","",,"","",,"","",,Middle English.,enm,"Alleyn, James,|Stanitz, John D.,",|,,,paper ;,Extent: 20 leaves : paper ; 188 x 142 (146-156 x 107) mm. bound to 196 x 152 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 174|9950293063503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950293063503681,,"[Prague],",,1401-1404.,1401-1404,http://vocab.getty.edu/aat/300404465,,,Alphonsine Tables.,"",Tabule illustrissimi principis regis alfonsii ... etc.,"","Codices.|Tables (documents)|Manuscripts, Latin--15th century.|Manuscripts, Medieval.|Manuscripts, Renaissance.",,"Astronomy--Early works to 1800.|Astronomy, Medieval.",,"","",,"","",,"","",,Latin.,lat,"Stanitz, John D.,","",,,paper ;,Extent: 142 leaves : paper ; 295 x 225 mm. bound to 295 x 236 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 191|9950320043503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950320043503681,,"[England],",,[circa 1496],1496,http://vocab.getty.edu/aat/300404465,,,"","",Commentary on the Ephemerides of Regiomontanus,"","codices (bound manuscripts)|commentaries.|tables (documents)|treatises.|Manuscripts, English (Middle)--15th century.|Manuscripts, Renaissance.",,Astrology--Early works to 1800.|Astronomy--Early works to 1800.|Ephemerides--Early works to 1800.,,"Mariensüss, Bartholomäus, -1504.","",,"","",,"","",,Middle English.,eng|enm,"Alleyn, James,|Stanitz, John D.,",|,,,paper ;,Extent: 18 leaves : paper ; 190 x 140 (170 x 112) mm bound to 197 x 150 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 215|9950345623503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950345623503681,,"[France],",,1511.,1511,http://vocab.getty.edu/aat/300404510,,,"","",Scientific miscellany,"","Codices.|Anthologies.|Diagrams.|Tables (documents)|Manuscripts, French--16th century.|Manuscripts, Latin--16th century.|Manuscripts, Renaissance.",,"Astrolabes--Early works to 1800.|Astrology--Early works to 1800.|Astronomy--Early works to 1800.|Dyes and dyeing--Early works to 1800.|Medicine--Formulae, receipts, prescriptions--Early works to 1800.",,"Feutrier, Imbert,","",,"","",,"","",,Middle French and Latin.,frm,"Migieu, Anthelme-Michel-Laurent de, marquis de Savigny, 1723-1788,|Stanitz, John D.,",|,,,paper ;,Extent: 283 leaves : paper ; 101 x 70 (80 x 53) mm. bound to 105 x 76 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 226|9950511113503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950511113503681,,"[England and Spain,",,ca. 1410],1410,http://vocab.getty.edu/aat/300404465,,,"","",Certain astrological and astronomical figures,"","Codices.|Fragments.|Diagrams.|Manuscripts, Latin--15th century.|Manuscripts, Medieval.|Manuscripts, Renaissance.",,Astrology--Early works to 1800.|Astronomy--Early works to 1800.|Booksellers and bookselling--Early works to 1800.|Cabala--Early works to 1800.|Magic--Early works to 1800.|Labyrinths--Early works to 1800.,,"","",,"","",,"","",,"Latin, with a few words in Spanish (f. 7r).",lat|spa,"Lethe, Johannes,|Chetwode, John, Sir, 1764-1845,",|,,,parchment ;,Extent: 7 leaves : parchment ; 170-208 x 130 mm. bound to 187 x 145 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 235|9950569233503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950569233503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3zm0w/manifest,"",,[between 1500 and 1599?],1500-1599,http://vocab.getty.edu/aat/300404510,,,Adwār,ادوار,Kitāb al-Adwār fī al-mūsīqá.,كتاب الادوار في الموسيقى.,"Manuscripts, Arabic.|Manuscripts, 16th century.|Manuscripts, Renaissance.|Codices (bound manuscripts)|Commentaries.|Diagrams.|Treatises.|Stamps (Provenance)",,Music--Early works to 1800.|Music theory--Arab countries--Early works to 1800.,,"Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294.",ارموي، عبد المؤمن بن يوسف، اپرxمتلي 12161294.,,"","",,"","",,Arabic.,ara,"Schoenberg, Lawrence J.,","",,,"paper, illustrations ;","Extent: 12 leaves : paper, illustrations ; 235 x 165 (200 x 135) mm bound to 244 x 176 mm.",,2022-02-08T17:47:37-05:00,2021-10-08
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 268|9950583033503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950583033503681,,"[Spain],",,A.H. 783 (1381),1381,http://vocab.getty.edu/aat/300404506,,,Almagest.,"",Kitāb al-Majisṭī.,كتاب المجسطي.,"Manuscripts, Arabic.|Manuscripts, 14th century.|Manuscripts, Medieval.|Codices (bound manuscripts)|Diagrams.|Tables (documents)|Treatises.|Annotations (Provenance)",,Astronomy--Early works to 1800.,,"Ptolemy, active 2nd century.",بطليموس، active 2nd century.,,"","",,"","",,Arabic.,ara,"Aḥmad ibn Mubārak Luṭf Allāh,|Muḥammad al-Raʼīs,|Muḥammad ʻAbd al-Ḥayy ibn ʻAbd al-Kabīr al-Kinānī al-Ḥasanī,|Schoenberg, Lawrence J.,",احمد بن مبارك لطف الله،|محمد الرأيس،|محمد عبد الحي بن عبد الكبير الكناني الحسني،|,,,paper ;,"Extent: i, 174, i leaves : paper ; 280 x 215 (220 x 145) mm. bound to 280 x 225 mm.",,2022-02-08T17:47:37-05:00,2021-10-08
,,,marc-xml,Q49117,University of Pennsylvania,LJS 101|9951865503503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9951865503503681,,"[France,",,ca. 850],0850,http://vocab.getty.edu/aat/300404501,,,"","",Periermenias Aristotelis ... etc.,"","Codices.|Commentaries.|Diagrams.|Illuminations (visual works)|Poems.|Translations (documents)|Treatises.|Manuscripts, Latin--9th century.|Manuscripts, Latin--11th century.|Manuscripts, Medieval.",,"Aristotle.--De interpretatione.|Aristotle--Criticism and interpretation--Early works to 1800.|Illumination of books and manuscripts, Carolingian--Specimens.|Logic--Early works to 1800.",,"Boethius, -524.","",,"","",,"","",,Latin.,lat,"Phillipps, Thomas, Sir, 1792-1872,|Beck, Helmut, 1919-2001,|Saint-Benoît-sur-Loire (Abbey),",||,,,parchment ;,Extent: 64 leaves : parchment ; 204-206 x 172-174 (136-148 x 100-128) mm. bound to 219 x 190 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9951865803503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9951865803503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,Vedas.,"","Vāmanasūkta,","वामनसूक्त,","Hymns.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Hindu hymns, Sanskrit.|Vāmana (Hindu deity)",,"","",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 12 x 17 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9951866203503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9951866203503681,,"",,"",1814,http://vocab.getty.edu/aat/300404513,,,"","","Agnihotrahomaprayoga,","अग्निहोत्रहोमप्रयोग,","Manuals (instructional materials)|Manuscripts, Sanskrit--19th century.|Manuscripts--India--19th century.",,Hinduism--Rituals--Texts.,,"Rudradeva, 18th cent.","",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 11 x 25 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9951882013503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9951882013503681,,"",,"",1830,http://vocab.getty.edu/aat/300404513,,,"","","Dhūrtasvāmibhāṣyatīkā,","धूर्तस्वामिभाष्यतीका,","Commentaries.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--19th century.",,Dhūrtasvāmī.--Āpastambaśrautasūtra dhūtasvāmibhāṣya.|Hinduism--Rituals--Texts.|Sacrifice--Hinduism.,,Kauśikarāma.,"",,"","",,"Madhubhaṭṭa Cātudhāra,","",,In Sanskrit,san,"Rājārāmabhaṭṭa,","",,,paper ;,Extent: 1 paper ; 12 x 26 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9951882743503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9951882743503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,"","","Bodhāyanacayanaprayoga,","भोधायनचयनप्रयोग,","Manuals (instructional materials).|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,Hinduism--Rituals--Texts.,,Baudhāyana.,"",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 11 x 23 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 24|9952666523503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9952666523503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p37w6764x/manifest,"[Paris,",,between 1225 and 1275],1225-1275,http://vocab.getty.edu/aat/300404505,,,"","",Medical miscellany,"","Codices.|Illuminations.|Treatises.|Manuscripts, Latin--13th century.|Manuscripts, Medieval.",,"Dominicans--In art.|Medicine--Early works to 1800.|Medicine, Medieval.|Fever--Early works to 1800.",,"Israeli, Isaac, approximately 832-approximately 932.","",,"","",,"","",,Latin.,lat,"Dysart, Lionel Tollemache, Earl of, 1708-1770,|Tollemache, Bentley Lyonel John Tollemache, Baron, 1883-1955,|Robinson, Philip,",||,,,parchment ;,Extent: 149 leaves : parchment ; 278 x 196 (188 x 125-127) mm. bound to 293 x 211 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 198|9953161073503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9953161073503681,,"[Spain,",,between 1350 and 1380],1350-1380,http://vocab.getty.edu/aat/300404506,,,"","",De simplicibus,"","Codices.|Treatises.|Manuscripts, Latin--14th century.|Manuscripts, Medieval.",,"Materia medica, Vegetable--Early works to 1800.|Medicinal plants--Early works to 1800.|Medicine--Early works to 1800.|Medicine, Medieval.",,"Arnaldus, de Villanova, d. 1311.","",,"","",,"","",,Latin.,lat,"Stanitz, John D.,","",,,parchment ;,Extent: 21 leaves : parchment ; 178 x 135 (143 x 95) mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 204|9953161123503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9953161123503681,,"[Italy],",,1509.,1509,http://vocab.getty.edu/aat/300404510,,,"","",Shesh kenafayim,"","Codices.|Tables (documents)|Manuscripts, Hebrew--16th century.|Manuscripts, Renaissance.",,"Astronomy--Early works to 1800.|Astronomy, Medieval.|Jewish astronomy--Early works to 1800.",,"Bonfils, Immanuel ben Jacob, 14th cent.","",,"","",,"Gallico, Joseph ben Isaac, 16th century,","",,Hebrew.,heb,"Sassoon, David Solomon, 1880-1942,|Stanitz, John D.,",|,,,parchment ;,Extent: 27 leaves : parchment ; 164 x 116 (111 x 81) mm. bound to 172 x 127 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 242|9954084983503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9954084983503681,,"[Paris],",,1470.,1470,http://vocab.getty.edu/aat/300404465,,,"","",Basis grammatice,"","Codices.|Commentaries.|Treatises.|Manuscripts, Latin--15th century.|Manuscripts, Renaissance.",,Latin language--Grammar--Early works to 1500.,,"Tardif, Guillaume, b. 1440.","",,"","",,"","",,"Latin, with some French translations in the first conjugation table (f. 8r-9r).",lat|fre,"Marriette, Charles, 15th cent.,","",,,parchment ;,Extent: 20 leaves : parchment ; 198 x 138 (138 x 75) mm. bound to 205 x 148 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 422|9954448733503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9954448733503681,,"[Iran],",,[between 1500 and 1599],1500-1599,http://vocab.getty.edu/aat/300404510,,,"","",Haft paykar.,هفت پيکر.,"Manuscripts, Persian--16th century.|Manuscripts, Renaissance.|Codices (bound manuscripts)|Romances (document genre)|Fiction.|History.",,"Bahrām--V,--King of Iran,---438.|Bahrām--V,--King of Iran,---438.|Storytelling.|Iran--History--To 640--Poetry.|Iran.",,"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203.",‏نظامى گنجوى،‏ 1140 یا 1141-1202 یا 1203.,,"","",,"","",,Persian.,per,"Phillipps, Thomas, Sir, 1792-1872,|Schoenberg, Lawrence J.,",|,,,"paper, color illustrations ;","Extent: 68 leaves : paper, color illustrations ; 248 x 158 (166 x 88) mm bound to 248 x 166 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 108|9957602663503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9957602663503681,,"",,"",1220,http://vocab.getty.edu/aat/300404505,,,Interpretationes Hebraicorum nominum.,"","Manuscript leaf from Interpretationes Hebraicorum nominum,","","Fragments.|Excerpts.|Etymological dictionaries.|Glossaries.|Manuscripts, Latin--13th century.|Manuscripts, Medieval.",,Hebrew language--Etymology--Early works to 1800.,,"","",,"","",,"","",,Latin.,lat,"Leeche, John, 14th century,|Barker-Benfield, B. C.,|Lanthony Priory (Gloucestershire, England),",||,,,parchment ;,Extent: 1 item (1 leaf) : parchment ; 206 x 150 (145 x 115) mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 212|9957604903503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9957604903503681,,"",,"",1380,http://vocab.getty.edu/aat/300404506,,,"","","Manuscript leaf from expense records,","","Fragments.|Accounts.|Manuscripts, French--14th century.|Manuscripts, Medieval.",,Accounting--France--14th century.|Mills and mill-work--Early works to 1800.|Textile industry--France--Early works to 1800.|Poligny (France),,"","",,"","",,"","",,Middle French.,frm,"Stanitz, John D.,","",,,parchment ;,Extent: 1 parchment ; 430 x 298 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 264|9957607433503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9957607433503681,,"[France,",,ca. 1400],1400,http://vocab.getty.edu/aat/300404465,,,Image du monde.,"",Ymage du monde,"","Codices.|Diagrams.|Illuminations.|Poems.|Manuscripts, French--14th century.|Manuscripts, French--15th century.|Manuscripts, Medieval.|Manuscripts, Renaissance.",,"Astronomy--Early works to 1800.|Cosmology--Early works to 1800.|Geography--Early works to 1800.|Geography, Medieval.",,"","",,"","",,"","",,Middle French.,frm,"Court, Benoît de,|Court, Antoine de, 16th cent.,|Gaignières, Jehan de, 16th cent.,",||,,,parchment ;,Extent: 132 leaves : parchment ; 210 x 153 (144 x 80) mm. bound to 220 x 160 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 177|9958279783503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958279783503681,,"[Italy,",,ca. 1586-1760],1586-1760,http://vocab.getty.edu/aat/300404510-http://vocab.getty.edu/aat/300404511-http://vocab.getty.edu/aat/300404512,,,"","",Paludi Pontine,"","Codices.|Accounts.|Maps.|Reports.|Finding tabs.|Hybrid books.|Manuscripts, Italian--16th century.|Manuscripts, Italian--17th century.|Manuscripts, Italian--18th century.|Manuscripts, Renaissance.|Manuscripts, European.",,Rome (Italy).--Maestri delle Strade.|Aqueducts--Italy--Rome--Early works to 1800.|City planning--Italy--Rome--Early works to 1800.|Pontine Marshes (Italy)|Sermoneta (Italy)|Cisterna di Latina (Italy),,"","",,"","",,"","",,Italian and Latin.,ita|lat,"Millini, Pietro,|North, Frederick, Earl of Guilford, 1766-1827,|Phillipps, Thomas, Sir, 1792-1872,|Stanitz, John D.,",|||,,,parchment and paper ;,Extent: 356 leaves : parchment and paper ; 275 x 205 mm. bound to 292 x 215 mm. (with fold-out documents and maps up to 427 x 600 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 184|9958452103503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958452103503681,,"[Catalonia],",,[between 1265 and 1299],1265-1299,http://vocab.getty.edu/aat/300404505,,,Etymologiae,"",Liber ethimologiarum,"","Codices.|Encyclopedias.|Illuminations.|Manuscripts, Latin--13th century.|Manuscripts, Medieval.",,Encyclopedias and dictionaries--Early works to 1600.,,"Isidore, of Seville, Saint, d. 636.","",,"","",,"","",,Latin.,lat,"Horblit, Harrison D.,|Stanitz, John D.,|Schoenberg, Lawrence J.,|Poblet (Monastery),",|||,,,parchment ;,Extent: 184 leaves : parchment ; 356 x 242 (234 x 160) mm. bound to 357 x 246 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 195|9958589513503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958589513503681,,"[Germany,",,between 1450 and 1499],1450-1499,http://vocab.getty.edu/aat/300404465,,,"","",Medical miscellany,"","Codices.|Anthologies.|Manuscripts, German--15th century.|Manuscripts, Medieval.|Manuscripts, Renaissance.",,"Medicine--Early works to 1800.|Medicine--Formulae, receipts, prescriptions--Early works to 1800.|Medicine, Medieval.|Pigments--Early works to 1800.|Plague--Early works to 1800.",,"","",,"","",,"","",,"Middle High German, with some Latin.",gmh|lat,"Fugger, Ulricus, 1526-1584,|Stanitz, John D.,",|,,,paper ;,Extent: 326 leaves : paper ; 148 x 96 (119-124 x 75-80) mm. bound to 155 x 116 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 172|9958778333503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958778333503681,,"[Austria or Hungary,",,circa 1476],1476,http://vocab.getty.edu/aat/300404465,,,"","",Tabulae directionum et profectionum,"","Codices.|Tables (documents)|Manuscripts, Latin--15th century.|Manuscripts, Renaissance.",,Astronomy--Early works to 1800.|Astronomy--Tables.,,"Regiomontanus, Joannes, 1436-1476.","",,"","",,"Kuppferberg, Johannes de,","",,Latin.,lat,"Horblit, Harrison D.,|Stanitz, John D.,",|,,,parchment and paper ;,Extent: 95 leaves : parchment and paper ; 214 x 142 mm. bound to 220 x 152 (170 x 98) mm.,,2022-02-08T17:47:37-05:00,2021-10-11
