row_index,workflow_history,subject_as_recorded,source_authority_uri,authorized_label,structured_value
170,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Spain,,Spain,http://id.worldcat.org/fast/1204303
171,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z","Spain--History--Charles I, 1516-1556",,Spain;History;1516-1556,http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1355580
172,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z","Spain--History--Philip II, 1556-1598",,Spain;History;1556-1598,http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1355603
173,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Spiritual life--Catholic Church,,Spiritual life--Catholic Church,http://id.worldcat.org/fast/1130109
174,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Spiritual life--Catholic Church--Early works to 1800,,Spiritual life--Catholic Church;Early works,http://id.worldcat.org/fast/1130109;http://id.worldcat.org/fast/1411636
175,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Šibenik (Croatia),,Croatia--Šibenik,http://id.worldcat.org/fast/1224473
176,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Taxation,,Taxation,http://id.worldcat.org/fast/1143876
177,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Taxation--Italy--Barga,,Taxation;Italy;Italy--Barga,http://id.worldcat.org/fast/1143876;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1235479
178,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Textile industry,,Textile industry,http://id.worldcat.org/fast/1148828
179,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Textile industry--France--Early works to 1800,,Textile industry;France;Early works,http://id.worldcat.org/fast/1148828;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636
180,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Textile industry--Italy--Early works to 1800,,Textile industry;Italy;Early works,http://id.worldcat.org/fast/1148828;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636
181,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Time measurements,,Time measurements,http://id.worldcat.org/fast/1151135
182,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Time measurements--Early works to 1800,,Time measurements;Early works,http://id.worldcat.org/fast/1151135;http://id.worldcat.org/fast/1411636
183,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Tuscany (Italy)--Commerce--Early works to 1800,,Italy--Tuscany;Commerce;Early works,http://id.worldcat.org/fast/1204477;http://id.worldcat.org/fast/869279;http://id.worldcat.org/fast/1411636
184,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Tuscany (Italy)--Economic conditions--Early works to 1800,,Italy--Tuscany;Early works,http://id.worldcat.org/fast/1204477;http://id.worldcat.org/fast/1411636
185,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Usury,,Usury,http://id.worldcat.org/fast/1163232
186,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Usury--Early works to 1800,,Usury;Early works,http://id.worldcat.org/fast/1163232;http://id.worldcat.org/fast/1411636
187,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Warwickshire (England)--History,,England--Warwickshire;History,http://id.worldcat.org/fast/1212375;http://id.worldcat.org/fast/1411628
188,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Weights and measures,,Weights and measures,http://id.worldcat.org/fast/1173497
189,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Weights and measures--England--Early works to 1800,,Weights and measures;England;Early works,http://id.worldcat.org/fast/1173497;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636
190,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Winchester (England)--History,,England--Winchester;History,http://id.worldcat.org/fast/1207401;http://id.worldcat.org/fast/1411628
191,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Windmills,,Windmills,http://id.worldcat.org/fast/1175762
192,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",Windmills--England--History,,Windmills;England;History,http://id.worldcat.org/fast/1175762;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411628
193,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.669208700Z",World history,,World history,http://id.worldcat.org/fast/1181345
194,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T14:03:58.925582500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-12-21T14:04:41.395677800Z | SUBJECT RECON, STEP 12: FINALIZED 2022-12-21T14:07:44.670216200Z",World history--Early works to 1800,,World history;Early works,http://id.worldcat.org/fast/1181345;http://id.worldcat.org/fast/1411636
