row_index,workflow_history,material_as_recorded,authorized_label,structured_value
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z",[],undetermined,http://vocab.getty.edu/aat/300379012
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""Chancery 2° paper""]",paper,http://vocab.getty.edu/aat/300014109
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""paper""]",paper,http://vocab.getty.edu/aat/300014109
11,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""paper, color illustrations""]",paper,http://vocab.getty.edu/aat/300014109
12,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""paper, illustrations""]",paper,http://vocab.getty.edu/aat/300014109
13,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""papyrus""]",papyrus,http://vocab.getty.edu/aat/300014127
14,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""parchment""]",parchment,http://vocab.getty.edu/aat/300011851
15,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""parchment, ill""]",parchment,http://vocab.getty.edu/aat/300011851
16,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""parchment, illustration""]",parchment,http://vocab.getty.edu/aat/300011851
17,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""parchment, illustrations""]",parchment,http://vocab.getty.edu/aat/300011851
18,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""parchment, illustrations, maps""]",parchment,http://vocab.getty.edu/aat/300011851
19,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-17T14:58:38.130477Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-17T14:58:50.036662800Z","[""parchment, paper""]",parchment;paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109
