row_index,workflow_history,place_as_recorded,authorized_label,structured_value
12,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.110761200Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.721671800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.433794Z","Avignon?, France",Avignon|France,http://vocab.getty.edu/tgn/7008799|http://vocab.getty.edu/tgn/1000070
13,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.110761200Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.721671800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.433794Z","Bamberg?, Germany",Bamberg|Germany,http://vocab.getty.edu/tgn/7004325|http://vocab.getty.edu/tgn/7000084
14,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.110761200Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.721671800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Bavaria,Bavaria,http://vocab.getty.edu/tgn/7003669
15,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.110761200Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.721671800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Belgium,Belgium,http://vocab.getty.edu/tgn/1000063
16,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.110761200Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.721671800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Benelux countries,Low Countries,http://vocab.getty.edu/tgn/7029439
17,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.110761200Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z","Berat, Albania",Berat|Albania,http://vocab.getty.edu/tgn/7006419|http://vocab.getty.edu/tgn/7006417
18,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.110761200Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Bohemia,Bohemia,http://vocab.getty.edu/tgn/7006470
19,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.110761200Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Bologna,Bologna,http://vocab.getty.edu/tgn/7004847
20,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.110761200Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Bordeaux,Bordeaux,http://vocab.getty.edu/tgn/7008161
21,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.110761200Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Brescia,Brescia,http://vocab.getty.edu/tgn/7005764
22,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z","Bressanone, Italy",Bressanone|Italy,http://vocab.getty.edu/tgn/7005433|http://vocab.getty.edu/tgn/1000080
23,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Burgundy (France),Burgundy|France,http://vocab.getty.edu/tgn/7029372|http://vocab.getty.edu/tgn/1000070
24,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Cancon,Cancon,http://vocab.getty.edu/tgn/1032406
25,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Castello di Romena,Pratovecchio,http://vocab.getty.edu/tgn/5002845
26,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Catalonia,Catalonia,http://vocab.getty.edu/tgn/7030216
27,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Città di Castello (Italy),Città di Castello|Italy,http://vocab.getty.edu/tgn/7005039|http://vocab.getty.edu/tgn/1000080
28,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z","Città di Castello, Italy",Città di Castello|Italy,http://vocab.getty.edu/tgn/7005039|http://vocab.getty.edu/tgn/1000080
29,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z",Cologne,Cologne,http://vocab.getty.edu/tgn/7004446
30,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.434793300Z","Cologne?, Germany",Cologne|Germany,http://vocab.getty.edu/tgn/7004446|http://vocab.getty.edu/tgn/7000084
31,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Dauphiné,Dauphiné,http://vocab.getty.edu/tgn/7007764
32,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Eastern Mediterranean,Eastern Mediterranean,http://vocab.getty.edu/tgn/7593196
33,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Egypt,Egypt,http://vocab.getty.edu/tgn/7016833
34,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Egypt or Syria,Egypt|Syria,http://vocab.getty.edu/tgn/7016833|http://vocab.getty.edu/tgn/1000140
35,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.473015200Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z","Egypt, Iraq, or Syria",Egypt|Iraq|Syria,http://vocab.getty.edu/tgn/7016833|http://vocab.getty.edu/tgn/1000118|http://vocab.getty.edu/tgn/1000140
36,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Eichstätt,Landkreis Eichstätt,http://vocab.getty.edu/tgn/7077299
37,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",England,England,http://vocab.getty.edu/tgn/7002445
38,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",England or Wales,England|Wales,http://vocab.getty.edu/tgn/7002445|http://vocab.getty.edu/tgn/7002443
39,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Ethiopia,Ethiopia,http://vocab.getty.edu/tgn/7000489
40,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Écija (Andalusia),Écija|Andalusia,http://vocab.getty.edu/tgn/7007091|http://vocab.getty.edu/tgn/7024275
41,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Ferrara,Ferrara,http://vocab.getty.edu/tgn/7004264
42,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z","Ferrara?, Italy",Ferrara|Italy,http://vocab.getty.edu/tgn/7004264|http://vocab.getty.edu/tgn/1000080
43,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Fivizzano,Fivizzano,http://vocab.getty.edu/tgn/1044626
44,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.111761300Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Flanders,Flanders,http://vocab.getty.edu/tgn/7024097
45,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Florence,Florence,http://vocab.getty.edu/tgn/7000457
46,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",France,France,http://vocab.getty.edu/tgn/1000070
47,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",France or Germany,France|Germany,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7000084
48,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",France or Spain,France|Spain,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/1000095
49,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Friuli,Friuli,http://vocab.getty.edu/tgn/7008895
50,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Genoa,Genoa,http://vocab.getty.edu/tgn/7008546
51,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Germany,Germany,http://vocab.getty.edu/tgn/7000084
52,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Germany or Bohemia,Germany|Bohemia,http://vocab.getty.edu/tgn/7000084|http://vocab.getty.edu/tgn/7006470
53,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.722672Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.435792300Z",Germany or Italy and Prague or Austria,Germany|Italy|Prague|Austria,http://vocab.getty.edu/tgn/7000084|http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7006464|http://vocab.getty.edu/tgn/1000062
54,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.723672700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.436792900Z",Germany? or Netherlands,Germany|Netherlands,http://vocab.getty.edu/tgn/7000084|http://vocab.getty.edu/tgn/7016845
55,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.723672700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.474015100Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.436792900Z",Granada,Granada,http://vocab.getty.edu/tgn/7007703
56,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.723672700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.475015300Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.436792900Z",Gratz,Graz,http://vocab.getty.edu/tgn/7003097
57,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.723672700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.475015300Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.436792900Z","Herat, Afghanistan",Herāt|Afghanistan,http://vocab.getty.edu/tgn/7002243|http://vocab.getty.edu/tgn/7016612
58,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.723672700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.475015300Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.436792900Z","Ingolstadt (Bavaria, Germany)",Ingolstadt|Bavaria|Germany,http://vocab.getty.edu/tgn/7017035|http://vocab.getty.edu/tgn/7003669|http://vocab.getty.edu/tgn/7000084
59,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.723672700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.475015300Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.436792900Z",Iran,Iran,http://vocab.getty.edu/tgn/7000231
60,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.723672700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.475015300Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.436792900Z",Italy,Italy,http://vocab.getty.edu/tgn/1000080
61,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-02T22:36:45.112764600Z | PLACE RECON, STEP 3: START RECON 2023-01-02T22:42:20.723672700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-01-02T22:51:28.475015300Z | PLACE RECON, STEP 6: FINALIZED 2023-01-03T20:15:22.436792900Z",Italy and England,Italy|England,http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002445
