name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"Krumbhaar, E. B. 1882-1966",former owner,,http://id.loc.gov/authorities/names/n83825912,human,E.B. Krumbhaar,Q93241098
"Kuzi, Yitzhak Nahum",former owner,,,human,Yitzhak Nahum Kuzi,Q116452995
"La Serna Santander, Carlos Antonio de, 1752-1813",former owner,,http://id.loc.gov/authorities/names/no98040987,human,Antonio Laserna,Q2410483
"La Vallière, Louis César de LaBaume LeBlanc de, 1708-1780",former owner,,http://id.loc.gov/authorities/names/n94101565,human,Louis César de La Baume Le Blanc,Q1158739
"Labbey-de-Billy, Nicolas-Antoine, 1753-1825",former owner,,http://id.loc.gov/authorities/names/no2011112789,human,Nicolas Antoine Labbey de Billy,Q60840320
"Lambert, Frederick Arthur Heygate, 1857-1929",former owner,,,human,Frederick Arthur Heygate Lambert,Q116452905
"Lamberto, Pietro, Bishop of Caserta",author,,,human,Pietro Lamberti,Q64777442
"Laurent, d'Orléans, active 1279",author,,http://id.loc.gov/authorities/names/n87872047,human,Laurent d'Orleans,Q85418306
"Laurie, James",former owner,,http://id.loc.gov/authorities/names/n92065694,human,James Laurie,Q116181679
"Le Strange, Hamon, 1840-1918",former owner,,http://id.loc.gov/authorities/names/no2020122399,human,Hamon le Strange,Q19357033
"Lea, Henry Charles, 1825-1909",former owner,,http://id.loc.gov/authorities/names/n50041341,human,Henry Charles Lea,Q325867
"Leconfield, Henry Wyndham, Baron, 1830-1901",former owner,,http://id.loc.gov/authorities/names/nb2009018042,human,"Henry Wyndham, 2nd Baron Leconfield",Q5730572
"Lee, John, 1783-1866",former owner,,http://id.loc.gov/authorities/names/n81071656,human,John Lee,Q6244369
"Lee, William",author,,http://id.loc.gov/authorities/names/n86858829,human,William Lee,Q116447028
"Lempereur, Jacques",author,,,human,Jacques Lempereur,Q116172313
"Leo X, Pope, 1475-1521",author,,http://id.loc.gov/authorities/names/n50080601,human,Leo X,Q49237
"Lessi, P",artist,,,human,P. Lessi,Q116181757
"Leutsch, Ernst von, 1808-1887",former owner,,http://id.loc.gov/authorities/names/nr97037151,human,Ernst Ludwig von Leutsch,Q74282
"Lewis, John Frederick, 1860-1932",former owner,,http://id.loc.gov/authorities/names/nr92037490,human,John Frederick Lewis,Q78163033
"Léon, Michel de, 1727-1800",former owner,,,human,Michel de Léon,Q116447053
"Libri, Guillaume, 1803-1869",former owner,,http://id.loc.gov/authorities/names/n91076026,human,Guglielmo Libri Carucci dalla Sommaja,Q1251586
"Lichtenberger, Johannes, active 15th century",author,,http://id.loc.gov/authorities/names/n91052263,human,Johannes Lichtenberger,Q1697953
"Lippi, Carlo",scribe,,,human,Carlo Lippi,Q116452921
"Llull, Ramon, 1232?-1316",author,,http://id.loc.gov/authorities/names/n79142616,human,Ramon Llull,Q193660
"Lockwood, Dean Putnam, 1883-",former owner,,http://id.loc.gov/authorities/names/n85801139,human,Dean Putnam Lockwood,Q112279956
"Lothian, Philip Henry Kerr, Marquis of, 1882-1940",former owner,,http://id.loc.gov/authorities/names/n83138006,human,"Philip Kerr, 11th Marquess of Lothian",Q957575
"Louis XII, King of France, 1462-1515",author,,http://id.loc.gov/authorities/names/n50080620,human,Louis XII of France,Q58514
"Love, Nicholas",author,,,human,Nicholas Love,Q7025802
"Ludwig, Irene",former owner,,http://id.loc.gov/authorities/names/n83034178,human,Irene Ludwig,Q1672539
"Ludwig, Peter, 1925-1996",former owner,,http://id.loc.gov/authorities/names/n50039163,human,Peter Ludwig,Q73991
"Luscinius, Ottmar, 1487-1537",author,,http://id.loc.gov/authorities/names/no93016889,human,Ottmar Luscinius,Q97447
"Luzio, Chaim",scribe,,,human,Chaim Luzio,Q116486393
"Luzzatto, Samuel David, 1800-1865",former owner,,http://id.loc.gov/authorities/names/n79117176,human,Samuel David Luzzatto,Q1391533
"Lyell, James P. R. 1871-1948",former owner,,http://id.loc.gov/authorities/names/nr97040618,human,James Lyell,Q18529888
"Macauley, Francis Campbell",former owner,,,human,Francis Campbell Macauley,Q116453091
"Macclesfield, George Parker, Earl of, approximately 1697-1764",former owner,,http://id.loc.gov/authorities/names/no90024788,human,"George Parker, 2nd Earl of Macclesfield",Q335725
"Madan, Falconer, 1851-1935",former owner,,http://id.loc.gov/authorities/names/n50043614,human,Falconer Madan,Q1237930
"Maffei, Mario, 1463-1537",former owner,,,human,Mario Maffei,Q64761462
"Magno, Pietro, active 1572-1589",author,,http://id.loc.gov/authorities/names/no92033400,human,Pietro Magno,Q55229164
"Maḥmūd bin Nāṣir, active 1665",former owner,محمود بن ناصر، active 1665،,,human,Maḥmūd bin Nāṣir,Q116453003
"Majūsī, ʻAlī ibn al-ʻAbbās, active 10th century-11th century",author,,http://id.loc.gov/authorities/names/n86828307,human,'Ali ibn al-'Abbas al-Majusi,Q543191
Malavolti family,author,,,organization,Malavolti family,Q25410360
"Maliers, Thiebaus de, seigneur de Châtel en Ardenne",author,,,human,Thiebaus de Maliers,Q116452979
"Mandagot, Guillaume de, -1321",author,,http://id.loc.gov/authorities/names/no2009139325,human,Guillaume de Mandagout,Q3120387
"Mannelli, Nicolo",author,,,human,Nicolo Mannelli,Q116453041
"Manozca, Pedro de",scribe,,,human,Pedro de Manozca,Q116453232
"Manṣūr ibn Muḥammad ibn Aḥmad, active 14th century",author,منصور بن محمد بن احمد، active 14th century,http://id.loc.gov/authorities/names/no2008147479,human,Manṣūr Ibn-Muḥammad Ibn-Aḥmad,Q116453013
"Marano, Nicolaus de",author,,,human,Nicolaus de Marano,Q116460029
"Marcaldi, Francesco, active 16th century",scribe,,http://id.loc.gov/authorities/names/no2009086989,human,Francesco Marcaldi,Q116453021
"Marchesi, Giovanni Domenico",author,,,human,Giovanni Domenico Marchesi,Q116250221
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197",author,"مرغيناني، علي بن أبي بکر, -1196 أو 1197",http://id.loc.gov/authorities/names/n84145508,human,Burhan al-Din al-Marghinani,Q4998760
Maria de Urria,author,,,human,Maria de Urria,Q116181785
"Marinari, Bonifazio",scribe,,,human,Bonifazio Marinari,Q116453029
"Marlborough, George Spencer Churchill, Duke of, 1766-1840",former owner,,,human,"George Spencer-Churchill, 5th Duke of Marlborough",Q333347
"Marot, Jean, 1463-1523",author,,http://id.loc.gov/authorities/names/no94022615,human,Jean Marot,Q377324
"Martelli, Bartolomeo di Larione",former owner,,,human,Bartolomeo di Larione Martelli,Q116453214
"Martinellus, Blasius Baronius",author,,,human,Blasius Baronius Martinellus,Q116453053
"Martini, Giuseppe, 1870-1944",former owner,,http://id.loc.gov/authorities/names/nr99009017,human,Giuseppe Martini,Q98834332
"Martinozzi, Benedetto",author,,,human,Benedetto Martinozzi,Q116486407
"Martinuzzi, György, 1482-1551",author,,http://id.loc.gov/authorities/names/n89658086,human,George Martinuzzi,Q524402
"Maskell, William, 1814?-1890",former owner,,http://id.loc.gov/authorities/names/n86848886,human,William Maskell,Q18735927
"Mast, Katherina, 15th century",scribe,,,human,Katherina Mast,Q116453222
"Mawāhidī, Abū ʻAbd al-Raḥmān Yaʻqūb ibn Ayyūb, active 1350-1389",author,مواهدي، ابو عبد الرحمن يعقوب بن ايوب. كان حيا 1350-1389,http://id.loc.gov/authorities/names/no2021032187,human,Abū ʻAbd al-Raḥmān Yaʻqūb ibn Ayyūb Mawāhidī,Q116460016
"Maximilian Heinrich, Archbishop and Elector of Cologne, 1621-1688",former owner,,http://id.loc.gov/authorities/names/n85215184,human,Maximilian Henry of Bavaria,Q76722
"Maximilian II, Holy Roman Emperor, 1527-1576",author,,http://id.loc.gov/authorities/names/n80073725,human,"Maximilian II, Holy Roman Emperor",Q150862
"Mazzolla Vicentino, Calisto",author,,,human,Calisto Mazzolla Vicentino,Q116453188
"Māwardī, ʻAlī ibn Muḥammad, 974?-1058",author,ماوردي، علي بن محمد، 974؟-1058,http://id.loc.gov/authorities/names/n83162975,human,Al-Mawardi,Q335635
"Medici, Alamanno de'",author,,,human,Alamanno de' Medici,Q116181729
"Medici, Bernardo de'",author,,,human,Bernardo Antonio de' Medici,Q3638756
"Medici, Bivigliano de'",author,,,human,Bivigliano de' Medici,Q116454937
"Medici, Carlo de'",author,,,human,Carlo de' Medici,Q2507940
"Medici, Fabrizio de'",author,,,human,Fabrizio de' Medici,Q116453200
"Medici, Francesca de'",author,,,human,Francesca de' Medici,Q116192570
"Medici, Niccolo de'",author,,,human,Niccolo de Medici,Q18289508
"Medico, Alessandro di Nicolo",scribe,,,human,Alessandro di Nicolo Medico,Q116453207
"Meerman, Gerard, 1722-1771",former owner,,http://id.loc.gov/authorities/names/n82032201,human,Gerard Meerman,Q15392399
"Meerman, Johan, 1753-1815",former owner,,http://id.loc.gov/authorities/names/n84077660,human,Johan Meerman,Q3173480
"Mehmed II, Sultan of the Turks, 1432-1481",author,,http://id.loc.gov/authorities/names/n80090247,human,Mehmed the Conqueror,Q34503
"Mela, Pomponius",author,,http://id.loc.gov/authorities/names/n80139084,human,Pomponius Mela,Q297515
"Mellarinus, Johannes",author,,,human,Johannes Mellarinus,Q116460049
"Merles, Francois de",author,,,human,Francois de Merles,Q116486417
"Merz, August, 1873-1970",former owner,,http://id.loc.gov/authorities/names/n87862227,human,August Merz,Q94539425
"Mettler, Arnold",former owner,,,human,Arnold Mettler,Q94278649
"Michael, de Massa, -approximately 1337",author,,http://id.loc.gov/authorities/names/no2006126986,human,Michael of Massa,Q6835563
"Michieli, Gabriel",former owner,,,human,Gabriel Michieli,Q116453275
"Middleton, Henry",former owner,,,human,Henry Middleton,Q116192604
"Middleton, J. J",former owner,,,human,J.J. Middleton,Q116192612
"Mignan, Robert, -1852",former owner,,http://id.loc.gov/authorities/names/no2009069032,human,Robert Mignan,Q61890216
"Mignanellis, Nicolaccio de'",author,,,human,Nicolaccio de' Mignanellis,Q116453345
Milan (Duchy). Officium statutorum,author,,,organization,Duchy of Milan,Q153529
Milan (Duchy). Regia Camera,author,,http://id.loc.gov/authorities/names/n88139864,organization,Regia Camera (Duchy of Milan),Q116041530
"Milet, Jacques, approximately 1425-1466",author,,http://id.loc.gov/authorities/names/n88145820,human,Jacques Millet,Q19721418
"Mocenigo, Alvise I, 1507-1577",author,,http://id.loc.gov/authorities/names/n95010092,human,Alvise I Mocenigo,Q449435
"Mol, Robert de, 16th century",former owner,,,human,Robert de Mol,Q116454897
"Monastero di Santo Spirito (Verona, Italy)",former owner,,,organization,Monastero di Santo Spirito in Verona,Q116707249
"Monmerqué, L.-J.-N. 1780-1860",former owner,,http://id.loc.gov/authorities/names/n88132507,human,Louis-Jean-Nicolas Monmerqué,Q3262727
"Montagnana, Bartolomeo, active 1422-1460",author,,http://id.loc.gov/authorities/names/n85313113,human,Bartholomaeus de Montagna,Q59626496
"Montalais, Mathurin de, seigneur de Chambellay",author,,,human,Mathurin de Montalais,Q116486462
"Montalvo, Antonio",author,,http://id.loc.gov/authorities/names/n85800934,human,Antonio di. Montalvo,Q97066340
Monterubbiano (Italy). Podestà,author,,,organization,Podestà of Monterubbiano (Italy),Q116707680
Monticchiello (Italy). Podestà,author,,,organization,Podestà of Monticchiello (Italy),Q116708144
"Montmorency, Anne, duc de, 1493-1567",author,,http://id.loc.gov/authorities/names/n89629018,human,Anne de Montmorency,Q356952
"Moore, Thomas",former owner,,http://id.loc.gov/authorities/names/n87116199,human,Thomas Moore,Q315346
"Morbio, Carlo",former owner,,http://id.loc.gov/authorities/names/n85175861,human,Carlo Morbio,Q21000836
"More, Thomas, Saint, 1478-1535",author,,,human,Thomas More,Q42544
"Morel de Vindé, Charles Gilbert Terray, vicomte, 1759-1842",former owner,,http://id.loc.gov/authorities/names/n86004990,human,Charles-Gilbert Morel de Vindé,Q8327735
"Mubashshir ibn Fātik, Abū al-Wafāʼ, active 11th century",author,,http://id.loc.gov/authorities/names/n82246422,human,Al-Mubashshir ibn Fātik,Q11904655
"Muggenthal, Eberhard Adolph von, -1668",former owner,,,human,Eberhard Adolph von Muggenthal,Q116460064
Muḥammad Dhará,former owner,محمد ذرى،,,human,Muḥammad Dhará,Q116486527
Muḥammad Nāṣir al-Dawlah,former owner,"محمد ناصر الدولة, ǂe former owner",,human,Muḥammad Nāṣir al-Dawlah,Q116486771
"Muḥammad Riz̤ā, active 1860",former owner,محمد رضا، active 1860،,,human,Muḥammad Riz̤ā,Q116486444
Muḥammad ibn Jaʻfar Yaḥyá,former owner,محمد بن جعفر يحيى,,human,Muḥammad ibn Jaʻfar Yaḥyá,Q116486426
"Muḥammad ibn al-Ḥusayn al-Ḥasan, active 1411",scribe,محمد بن الحسين الحسن، active 1411,,human,Muḥammad ibn al-Ḥusayn al-Ḥasan,Q116486756
Muḥammad ʻĀbid,scribe,محمد عابد،,,human,Muḥammad ʻĀbid,Q116192635
"Munby, A. N. L. 1913-1974",former owner,,http://id.loc.gov/authorities/names/n50031793,human,Alan Noel Latimer Munby,Q3607762
"Muoni, Damiano, 1820-1894",former owner,,http://id.loc.gov/authorities/names/n94077334,human,Damiano Muoni,Q15648540
"Murianus, Hieronymus",scribe,,,human,Hieronymus Murianus,Q116486880
"Mustafa Sıdkı, -1769",former owner,مصطفى صدقي، -1769,http://id.loc.gov/authorities/names/no2020124330,human,Muṣṭafa Ṣidḳī,Q116172276
"Mūsawī, ʻAbd al-Razzāq",former owner,موسوي، عبد الرزاق,,human,ʻAbd al-Razzāq Mūsawī,Q116486724
Naples (Kingdom). Sacro regio consiglio,author,,http://id.loc.gov/authorities/names/n84007219,organization,Sacro Regio Consiglio,Q3944697
Naples (Kingdom). Sovereign (1458-1494 : Ferdinand I),author,,,human,Ferdinand I of Naples,Q437838
"Nardi Galatheo, Giovan Theseo de",author,,,human,Giovan Theseo de Nardi Galatheo,Q116486782
"Nevill, Robert, 1404-1457",former owner,,,human,Robert Neville,Q6013428
"Newcastle, Henry Pelham Fiennes Pelham Clinton, Duke of, 1785-1851",former owner,,http://id.loc.gov/authorities/names/n88108973,human,"Henry Pelham-Clinton, 4th Duke of Newcastle",Q2034202
"Newcastle, Henry Pelham-Clinton, Duke of, 1864-1928",former owner,,http://id.loc.gov/authorities/names/n2021069476,human,"Henry Pelham-Clinton, 7th Duke of Newcastle",Q4348371
"Newman, Edmund, 17th century",former owner,,,human,Edmund Newman,Q116486792
"Nicholas, of Dinkelsbühl, approximately 1360-1433",author,,http://id.loc.gov/authorities/names/n79144829,human,Nikolaus von Dinkelsbühl,Q95506
"Nicolaus, le Sane",scribe,,,human,Nicolaus le Sane,Q116486965
"Nilus, of Ancyra, Saint, -approximately 430",author,,http://id.loc.gov/authorities/names/n84114935,human,Nilus of Sinai,Q770938
"Nīsābūrī, Niẓām al-Dīn al-Ḥasan ibn Muḥammad, -1328 or 1329",author,نيسابوري، نظام الدين الحسن بن محمد، -1328 أو 1329,http://id.loc.gov/authorities/names/n2007003877,human,Nizam al-Din al-Nisaburi,Q4116610
"North, Frederick, Earl of Guilford, 1766-1827",former owner,,http://id.loc.gov/authorities/names/n86067027,human,Frederick North,Q333623
"Northumberland, Algernon Percy, Earl of, 1602-1668",former owner,,http://id.loc.gov/authorities/names/n85088547,human,"Algernon Percy, 10th Earl of Northumberland",Q762507
"Northumberland, Henry Percy, Earl of, 1564-1632",former owner,,http://id.loc.gov/authorities/names/n88122601,human,"Henry Percy, 9th Earl of Northumberland",Q359143
Nūr al-Dīn Arslān Shah,former owner,نور الدين ارسلان شاه،,,human,Nur al-Din Arslan Shah I,Q20101351
"Olinger, Jean Jules, 1883-1956",former owner,,,human,Jean Jules Olinger,Q116486916
"Olivariis, Guillelmus Gilaberti de",author,,,human,Guillelmus Gilaberti de Olivariis,Q116486899
"Oliver, Raymond, 1909-1990",former owner,,http://id.loc.gov/authorities/names/n50025266,human,Raymond Oliver,Q363889
"Olschki, Leo S. 1861-1940",former owner,,http://id.loc.gov/authorities/names/nr99026841,human,Leo Olschki,Q15051199
"Oltremonti, Piccolomo",author,,,human,Piccolomo Oltremonti,Q116486938
Ordre de Saint-Michel,author,,http://id.loc.gov/authorities/names/n96095366,organization,Order of Saint Michael,Q544092
Ordre de la nef,author,,,organization,Order of the Argonauts of Saint Nicholas,Q4789680
"Oricoli, Roberto Celio degli",scribe,,,human,Roberto Celio degli Oricoli,Q116486954
"Orlandi, Gisberto",author,,,human,Gisberto Orlandi,Q116486972
Országos Rabbiképző-Intézet (Hungary),former owner,,http://id.loc.gov/authorities/names/n84235372,organization,Budapest University of Jewish Studies,Q285382
Orthodox Eastern Church,author,,,organization,Eastern Orthodox Church,Q35032
Orthodox Eastern Church,author,,http://id.loc.gov/authorities/names/n50000556,organization,Eastern Orthodox Church,Q35032
"Otho, J",former owner,,,human,Jo. Otho,Q116192665
"Otto III, Holy Roman Emperor, 980-1002",author,,http://id.loc.gov/authorities/names/n84143829,human,Otto III,Q151090
"Ōrmanean, Maghakʻia, 1841-1918",former owner,,http://id.loc.gov/authorities/names/n83302629,human,Maghakia Ormanean,Q114233447
"Pacioli, Luca, approximately 1445-1517",author,,http://id.loc.gov/authorities/names/n81089368,human,Luca Pacioli,Q87620
"Paganthus, L",former owner,,,human,L. Paganthus,Q116486982
"Pandone, Porcelio, approximately 1405-approximately 1485",author,,http://id.loc.gov/authorities/names/no2017149576,human,Porcellio,Q12270006
"Paolo, Veneto, approximately 1370-1428",author,,http://id.loc.gov/authorities/names/n83056270,human,Paul of Venice,Q2064265
"Papino, Girolamo di",author,,,human,Girolamo di Papino,Q116486992
"Paradixo, Chabriello",scribe,,,human,Chabriello Paradixo,Q116486999
"Parenzi, Pietro",author,,,human,Pietro Parenzi,Q116487008
"Parisino, D. Andreas",former owner,,,human,D. Andreas Parisino,Q116487091
Parma and Piacenza (Duchy). Archivio,author,,,organization,Duchy of Parma,Q165040
"Passerat, Jean, 1534-1602",author,,http://id.loc.gov/authorities/names/nr93013937,human,Jean Passerat,Q1394699
"Patetta, Federico, 1867-1945",former owner,,http://id.loc.gov/authorities/names/no2009176411,human,Federico Patetta,Q56708246
"Patrick, Albert M",former owner,,,human,Albert M. Patrick,Q116192893
"Paul III, Pope, 1468-1549",author,,http://id.loc.gov/authorities/names/n82037510,human,Paul III,Q133001
"Paulus, Aegineta",author,,http://id.loc.gov/authorities/names/n86847046,human,Paul of Aegina,Q540679
"Paz, Fernando, 16th century",author,,,human,Fernando Paz,Q116250264
"Penrose, Boies, 1902-1976",former owner,,http://id.loc.gov/authorities/names/n84168469,human,Boies Penrose,Q62681941
"Peregrinus, de Sancto Vito",scribe,,,human,Peregrinus de Sancto Vito,Q116506005
"Peres, Gonzalo, de Cartagena",author,,,human,Gonzalo Peres de Cartagena,Q116519725
"Pergola, Paolo della, -1455",author,,http://id.loc.gov/authorities/names/n88198578,human,Paul of Pergula,Q2050459
Persius,author,,http://id.loc.gov/authorities/names/n79060980,human,Persius,Q332785
Perugia (Italy). Podestà,author,,,organization,Podestà of Perugia,Q87450169
"Perutii, Monterillus, 14th century",scribe,,,human,Monterillus Perutii,Q116519832
"Peter Lombard, Bishop of Paris, approximately 1100-1160",author,,http://id.loc.gov/authorities/names/n50047672,human,Peter Lombard,Q315347
"Peter Riga, approximately 1140-1209",author,,http://id.loc.gov/authorities/names/n87118179,human,Petrus Riga,Q556117
"Petroni, Simone di Nicholo",author,,,human,Simone di Nicolo Petroni,Q116519943
"Petrucci, Alfonso, Cardinal",author,,,human,Alfonso Petrucci,Q2377883
"Petrus, de Luno",scribe,,,human,Petrus de Luno,Q116520092
"Petrus, de Monastero",author,,,human,Petrus de Monastero,Q116192681
"Petrus, de Palude, Patriarch of Jerusalem, -1342",author,,http://id.loc.gov/authorities/names/n82028095,human,Peter Paludanus,Q2081053
"Philippus, Cardinal",author,,,human,Philippus,Q116192866
"Philippus, de Civitadei, -approximately 1340",author,,,human,Philippus Brusserius,Q116041584
"Phillipps, Thomas, Sir, 1792-1872",former owner,,http://id.loc.gov/authorities/names/n50078542,human,Thomas Phillipps,Q2147709
Piaristenkollegium St. Thekla auf der Wieden (Vienna),former owner,,,organization,Sankt Thekla church (Vienna),Q2323339
Piccolomini family,author,,,organization,Piccolomini,Q611733
"Piccolomini, Alessandro, 1508-1578",author,,http://id.loc.gov/authorities/names/n83150548,human,Alessandro Piccolomini,Q250089
"Piccolomini, Alessandro, Bishop of Montalcino and Pienza, 1505-1563",author,,,human,Alessandro Piccolomini,Q25209256
"Piccolomini, Andrea di Nanni Todeschini",author,,,human,Andrea Piccolomini Todeschini,Q60615311
"Piccolomini, Antonia de",author,,,human,Antonia Piccolomini,Q116520212
"Piccolomini, Antonio Maria d'Enea di Giacomo Todeschini",author,,,human,Antonio Maria di Enea di Giacomo Todeschini Piccolomini,Q116520364
"Piccolomini, Batista",author,,,human,Batista Piccolomini,Q116520380
"Piccolomini, Carlo Blasii de",author,,,human,Carlo Blasii de Piccolomini,Q116520396
"Piccolomini, Cristoforo di Guidantonio de",author,,,human,Cristoforo di Guidantonio de Piccolomini,Q116520417
"Piccolomini, Fazio de",author,,,human,Fazio de Piccolomini,Q116520476
"Piccolomini, Giovanni",author,,,human,Giovanni Piccolomini,Q940630
"Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537",former owner,,,human,Giovanni d'Andrea di Nanni Todeschini Piccolomini,Q116520425
"Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537",author,,,human,Giovanni d'Andrea di Nanni Todeschini Piccolomini,Q116520425
"Piccolomini, Giovanni de",author,,,human,Giovanni Piccolomini,Q940630
"Piccolomini, Giovanni di Fatio",author,,,human,Giovanni di Fazio Piccolomini,Q116520516
"Piccolomini, Girolamo",author,,,human,Girolamo Piccolomini,Q25209239
"Piccolomini, Guido di Biagio di Carlo",author,,,human,Guido di Biagio di Carlo Piccolomini,Q116525629
"Piccolomini, Jacobus",author,,,human,Jacopo Piccolomini-Ammannati,Q1361516
"Piccolomini, Jacopo Nannis de",author,,,human,Jacopo Nannis de Piccolomini,Q116524703
"Piccolomini, Jacopo de",author,,,human,Jacopo Piccolomini-Ammannati,Q1361516
"Piccolomini, Matteo",author,,,human,Matteo Piccolomini,Q116192718
"Piccolomini, Matteo d'Alessandro d'Andrea Todeschini",author,,,human,Matteo d'Alessandro d'Andrea Todeschini Piccolomini,Q116569748
"Piccolomini, Niccolò D'Andrea",author,,,human,Niccolò D'Andrea Piccolomini,Q116569984
"Piccolomini, Tengoccio d'Enea de",author,,,human,Tengoccio d'Enea de Piccolomini,Q116520530
"Pichon, Jérôme, baron, 1812-1896",former owner,,http://id.loc.gov/authorities/names/n88244569,human,Jérôme Pichon,Q3191022
"Pinelli, Noel, 1881-1970",former owner,,,human,Noël Pinelli,Q3345869
"Pio da Carpi, Rodolfo, 1500-1564",author,,http://id.loc.gov/authorities/names/nr91024930,human,Rodolfo Pio da Carpi,Q799838
"Piovano, Giuliano Attilio, 1881-",former owner,,,human,Giuliano Attilio Piovano,Q116525749
Pistoia (Italy). Commissari del sale,author,,,organization,Pistoia,Q13376
"Pius II, Pope, 1405-1464",author,,http://id.loc.gov/authorities/names/n50081908,human,Pius II,Q101437
"Pius III, Pope, approximately 1440-1503",author,,http://id.loc.gov/authorities/names/nr97025599,human,Pius III,Q160030
"Pius IV, Pope, 1499-1565",author,,http://id.loc.gov/authorities/names/n84133262,human,Pius IV,Q161983
"Pius XI, Pope, 1857-1939",former owner,,http://id.loc.gov/authorities/names/n50044410,human,Pius XI,Q42323
"Platearius, Matthaeus, -1161",author,,http://id.loc.gov/authorities/names/n84120682,human,Matthaeus Platearius,Q6789787
"Poggio, Giovanni, 1493-1556",scribe,,http://id.loc.gov/authorities/names/no90016425,human,Giovanni Poggio,Q383691
"Poliziano, Angelo, 1454-1494",author,,http://id.loc.gov/authorities/names/n79134158,human,Poliziano,Q250414
Pontificio Collegio germanico ungarico,former owner,,http://id.loc.gov/authorities/names/n84024887,organization,Collegium Germanicum et Hungaricum,Q868294
"Porphyry, approximately 234-approximately 305",author,,http://id.loc.gov/authorities/names/n81124456,human,Porphyry,Q203445
"Portinari, Pier Francesco",author,,,human,Pier Francesco Portinari,Q116570744
"Poulin, George",former owner,,,human,Skinner Poulin,Q940008
"Priscian, active approximately 500-530",author,,http://id.loc.gov/authorities/names/n82249198,human,Priscian,Q356433
Pseudo-Augustinus,author,,,human,Pseudo-Augustine,Q1241114
Pseudo-Phalaris,author,,http://id.loc.gov/authorities/names/n84121461,human,Pseudo-Phalaris,Q101173400
"Pucci, Lorenzo, 1458-1530 or 1531",author,,http://id.loc.gov/authorities/names/n2020025110,human,Lorenzo Pucci,Q745434
"Qalqashandī, Ibrāhīm ibn ʻAlī, -1516 or 1517",author,قلقشندي، ابراهيم بن علي. -1516 or 1517,http://id.loc.gov/authorities/names/no2006084990,human,Ibrāhīm ibn ʻAlī Qalqashandī,Q116570341
"Qāḍīʹzādah, Mūsá ibn Muḥammad, -approximately 1436",author,قاضى‌ز‌اده، موسى بن محمد، -approximately 1436,http://id.loc.gov/authorities/names/nr90001949,human,Qāḍī Zāda al-Rūmī,Q1386256
"Qāḍīʹzādah, Mūsá ibn Muḥammad, -approximately 1436",author,قاضى‌زادة، موسى بن محمد، -approximately 1436,http://id.loc.gov/authorities/names/nr90001949,human,Qāḍī Zāda al-Rūmī,Q1386256
"Qājār, Manūchihr Nukhastīn Āṣaf",former owner,قاجار، منوچهر نخستين آصف،,,human,Manūchihr Nukhastīn Āṣaf Qājār,Q116570983
"Qāsim Anvār, ʻAlī ibn Naṣīr, 1356-1433",author,قاسم انوار، على بن نصير، 1356-1433,http://id.loc.gov/authorities/names/n2003070314,human,Qasem-e Anvar,Q2561764
"Quawden, Francis",former owner,,,human,Francis Quawden,Q116571199
"Qūshjī, ʻAlī ibn Muḥammad, -1474 or 1475",author,"قوشجي، على بن محمد, -1474 or 1475",http://id.loc.gov/authorities/names/nr90029107,human,Ali Qushji,Q423644
Rabanus Anglicus,author,,,human,Bartholomeus Anglicus,Q809312
"Rabbinovicz, Raphael Nathan Nata, 1835-1888",former owner,,http://id.loc.gov/authorities/names/n96039187,human,Raphael Nathan Nata Rabinowitz,Q2131393
"Ragone, Jacopo",author,,,human,Jacopo Ragone,Q116571465
Rapolano Terme (Italy). Consilium,author,,,organization,Rapolano Terme,Q91395
"Ravenoldus, Johannes Betrus",former owner,,,human,Johannes Betrus Ravenoldus,Q116571762
"Raymond, of Sabunde, -1436",author,,http://id.loc.gov/authorities/names/n83215883,human,Raymond of Sabunde,Q947994
"Raymundus, Bernardus",author,,,human,Bernardus Raymundus Maioricensis,Q61472665
"Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925",author,,http://id.loc.gov/authorities/names/n80133010,human,Abu Bakr al-Razi,Q169234
"Rāzī, Fakhr al-Dīn Muḥammad ibn ʻUmar, 1149 or 1150-1210",author,رازي، فخر الدين محمد بن عمر، 1149 or 1150-1210,http://id.loc.gov/authorities/names/n81070765,human,Fakhr al-Din al-Razi,Q333703
"Regiomontanus, Joannes, 1436-1476",author,,http://id.loc.gov/authorities/names/n81002844,human,Regiomontanus,Q76365
Requesens family,author,,,organization,Requesens,Q3933282
Ressani family,author,,,organization,Ressani family,Q116707628
"Rhegius, Urbanus, 1489-1541",author,,http://id.loc.gov/authorities/names/n89622435,human,Urbanus Rhegius,Q72662
"Ricci, Piero de",author,,,human,Piero de Ricci,Q116192722
"Rich, Richard, active 1610",former owner,,http://id.loc.gov/authorities/names/nr94039117,human,Richard Rich,Q21400351
"Richmond, Carleton R",former owner,,,human,Carleton Rubira Richmond,Q116572039
"Ridolfi, Tommaso",author,,,human,Tommaso Ridolfi,Q116572298
"Riegel, Jacob",former owner,,http://id.loc.gov/authorities/names/n94058708,human,Jacob Riegel,Q116572851
