name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"Darker, John",scribe,,http://id.loc.gov/authorities/names/n84121117,human,John Darker,Q116074819
"Daubeney, Amelia",former owner,,,human,Amelia Daubeney,Q116323578
"Davenport, Christopher John",author,,,human,Christopher John Davenport,Q116323885
Daṿid ben Benayah ben Seʻadyah ben Zekharyah,scribe,דוד בן בניה בן זכריה,,human,Daṿid ben Benayah ben Seʻadyah ben Zekharyah,Q116324054
"De Marinis, Tammaro, 1878-1969",former owner,,http://id.loc.gov/authorities/names/nr97038896,human,Tammaro De Marinis,Q3980638
"De' Medici, Luigi, principe di Ottaviano, 1759-1830",author,,http://id.loc.gov/authorities/names/n2001034382,human,Luigi de' Medici,Q3840279
"Decembrius, Umbertus",author,,,human,Umbertus Decembrius,Q116324423
"Dechert, Robert",former owner,,http://id.loc.gov/authorities/names/n86830645,human,Robert Dechert,Q116075255
"Deedes, Cecil, 1843-1920",former owner,,http://id.loc.gov/authorities/names/n2021067131,human,Cecil Deedes,Q25950685
Della Rovere family,author,,,organization,House of della Rovere,Q327194
"Dessauer, M. 1842-1895",former owner,,http://id.loc.gov/authorities/names/nr96042753,human,Moritz Dessauer,Q904363
Detti family,author,,,organization,Detti family,Q116706577
"Dewick, E. S. 1844-1917",former owner,,http://id.loc.gov/authorities/names/no2001080296,human,Edward Samuel Dewick,Q99292943
"Di Nanni, Francesco",author,,,human,Francesco di Domenico di Nanni,Q116172247
"Dietrichstein, Moritz, Graf von, 1775-1864",former owner,,http://id.loc.gov/authorities/names/nr2001025931,human,Moritz Joseph Johann von Dietrichstein,Q1947966
"Dinetus, Jacobus",author,,,human,Jacobus Dinetus,Q116324831
"Dixon, C. W. S",former owner,,,human,C. W. S. Dixon,Q116172571
"Dokeianos, Ioannes",author,,,human,John Dokeianos,Q95795900
"Dominici, Adam Luce",author,,,human,Adam Luce Dominici,Q116325045
"Donatus, Rudolphus Rasser",former owner,,,human,Rudolphus Rasser Donatus,Q116325443
"Dronfeld, Edmund de",author,,,human,Edmund de Dronfeld,Q116325782
Dropsie College for Hebrew and Cognate Learning,former owner,,http://id.loc.gov/authorities/names/n80020436,organization,Dropsie College for Hebrew and Cognate Learning,Q65088719
Dropsie College of Hebrew and Cognate Learning,former owner,,,organization,Dropsie College for Hebrew and Cognate Learning,Q65088719
"Drury, Henry, 1778-1841",former owner,,http://id.loc.gov/authorities/names/no2007116134,human,Henry Drury,Q5720478
"Dudley, John William Ward, Earl of, 1781-1833",former owner,,http://id.loc.gov/authorities/names/n88125059,human,"John Ward, 1st Earl of Dudley",Q334108
"Dunash ibn Tamim, active 10th century",author,"دنش بن تميم, active 10th century",http://id.loc.gov/authorities/names/no92012337,human,Dunash ibn Tamim,Q357940
"Dunn, George, 1864-1912",former owner,,http://id.loc.gov/authorities/names/n2001080791,human,George Dunn,Q112841325
"Dupeireux, Girard",former owner,,,human,Girard Dupeireux,Q116325999
"Durand, Guillaume, approximately 1230-1296",author,,http://id.loc.gov/authorities/names/n87900857,human,Guillaume Durand,Q2329414
"Dénie, Jean Felix",former owner,,,human,Jean Felix Dénie,Q116326188
"Ege, Otto F",former owner,,http://id.loc.gov/authorities/names/no99020371,human,Otto Ege,Q7109575
El monasterio de San Andrés de Fanlo,author,,,organization,Monastery of San Andrés de Fanlo,Q116695050
"Elton, Mary Augusta, 1838-1914",former owner,,http://id.loc.gov/authorities/names/n2001066199,human,Mary Augusta Elton,Q110080248
"Ely, William, Reverend",former owner,,,human,William Ely,Q116172574
England and Wales. Privy Council,author,,http://id.loc.gov/authorities/names/n84233409,organization,Privy Council of the United Kingdom,Q683120
England. Sovereign (1377-1399 : Richard II),author,,http://id.loc.gov/authorities/names/nb2008007351,human,Richard II of England,Q81000
"Epping, Johann",scribe,,,human,Johann Epping,Q116181470
"Ereilter, S",former owner,,,human,S. Ereilter,Q116326394
"Ernst, Archduke of Austria, 1553-1595",author,,http://id.loc.gov/authorities/names/n85160667,human,Archduke Ernest of Austria,Q327156
"Escobar, Andrés de, -approximately 1431",author,,http://id.loc.gov/authorities/names/no2005046107,human,Andreas de Escobar,Q2849009
"Ess, Leander van, 1772-1847",former owner,,http://id.loc.gov/authorities/names/no92013806,human,Johann Heinrich van Ess,Q1810643
Euclid,author,,http://id.loc.gov/authorities/names/n50043341,human,Euclid,Q8747
"Eximeno, Jacobus Benedictus",scribe,,,human,Jacobus Benedictus Eximeno,Q116326479
"Eyr, John",author,,,human,John Eyr,Q116172260
"Falconieri, Pacholo",author,,,human,Pacholo Falconieri,Q116326503
"Faraḍī, Maḥmūd ibn Abī Bakr, 1246 or 1247-1300",author,فرضي، محمود بن ابي بكر، 1246 أو 1247-1300,http://id.loc.gov/authorities/names/n90707313,human,Maḥmūd ibn Abī Bakr Faraḍī,Q116326528
"Farissol, Abraham ben Mordecai, approximately 1451-approximately 1525",author,,http://id.loc.gov/authorities/names/n81021901,human,Abraham ben Mordecai Farissol,Q329975
"Farnese, Alessandro, 1520-1589",author,,http://id.loc.gov/authorities/names/n88647001,human,Alessandro Farnese,Q248459
"Farnese, Ranuccio, Cardinal, 1530-1565",author,,,human,Ranuccio Farnese,Q708666
"Farnham, Henry Maxwell, Baron, 1799-1868",former owner,,,human,"Henry Maxwell, 7th Baron Farnham",Q5725625
"Faucher, Denis, 1487-1562",author,,http://id.loc.gov/authorities/names/n2005029122,human,Denis Faucher,Q116326723
"Faverjon, Franciscus",former owner,,,human,Franciscus Faverjon,Q116250160
"Fayz̤ī, Abū al-Fayz̤ ibn Mubārak, 1547 or 1548-1595",former owner,فيضى، ابو الفيض بن مبارک، 1547 يا 1548-1595،,http://id.loc.gov/authorities/names/nr96002485,human,Faizi,Q336120
"Fazio, Francesco, 1963-",author,,http://id.loc.gov/authorities/names/no2008092094,human,Francesco Fazio,Q116326788
"Fārij al-Karab Yūsuf ibn Ḥusayn ibn Fayyāḍ al-ʻArab, active 1494",scribe,فارج الكرب يوسف بن حسين بن فياض العرب، active 1494،,,human,Fārij al-Karab Yūsuf ibn Ḥusayn ibn Fayyāḍ al-ʻArab,Q116326925
"Fedeli, Vincenzo",author,,,human,Vincenzo Fedeli,Q110161868
"Feiss, Paul Louis, 1875-",former owner,,http://id.loc.gov/authorities/names/no96017538,human,Paul Louis Feiss,Q102427026
"Felton, John",author,,http://id.loc.gov/authorities/names/n2001045210,human,John Felton,Q116075469
"Ferdinand I, King of Naples, 1423-1494",author,,http://id.loc.gov/authorities/names/n98051635,human,Ferdinand I of Naples,Q437838
"Ferdinand II, Archduke of Austria, 1529-1595",author,,http://id.loc.gov/authorities/names/nr96028045,human,"Ferdinand II, Archduke of Austria",Q313426
"Ferdinand V, King of Spain, 1452-1516",author,,http://id.loc.gov/authorities/names/n50002750,human,Ferdinand II of Aragon,Q12860
"Ferdinando I, Grand-Duke of Tuscany, 1549-1609",author,,http://id.loc.gov/authorities/names/n88019319,human,Ferdinando I de' Medici,Q297483
"Ferro, Antonius",author,,,human,Antonius Ferro,Q116181493
"Festetics von Tolna, Gabor, Graf",former owner,,,human,Gabor Fastetics von Tolna,Q116041262
"Fetterolf, Edwin H",former owner,,,human,Edwin H. Fetterolf,Q96312106
"Finzi, Joseph ben Abraham",scribe,,,human,Joseph ben Abraham Finzi,Q116326546
"Finzi, Mazliah",former owner,,,human,Mazliah Finzi,Q116326568
"Fisher, Otto Orren",former owner,,,human,Otto Orren Fisher,Q116326593
"Fīrūzābādī, Muḥammad ibn Yaʻqūb, 1329-1414 or 1415",author,فيروزآبادى، محمد بن يعقوب، 1329-1414 يا 1415,http://id.loc.gov/authorities/names/n83055935,human,Fairuzabadi,Q4115262
Florence (Italy). Priorista,author,,,organization,Priori (Florence),Q116706694
Florence (Italy). Regolatori delle entrate e delle uscite,author,,,organization,Florence,Q2044
Florence (Republic). Signoria,author,,,organization,Signoria of Florence,Q3393334
Florence (Tuscany). Otto di guardia e balia,author,,http://id.loc.gov/authorities/names/n88244718,organization,"Otto di guardia e balia (Florence, Tuscany)",Q3887313
"Flores, Pietro, Bishop",author,,,human,Pietro Flores,Q116327081
"Fontana, Bartolomeo",author,,http://id.loc.gov/authorities/names/n90710726,human,Bartolomeo Fontana,Q109969410
"Foscarari, Egidio, -1289",author,,http://id.loc.gov/authorities/names/no2006063291,human,Egidio Foscarari,Q41569530
"Foscarini, Lodovico",author,,,human,Lodovico Foscarini,Q116327224
"Fowle, Nicolas",former owner,,,human,Nicolas Fowle,Q116327461
"Foyle, William A. 1885-1963",former owner,,http://id.loc.gov/authorities/names/nr00032207,human,William Foyle,Q8009288
"Fraenkel, Pierre, 1923-",former owner,,http://id.loc.gov/authorities/names/n83073172,human,Pierre Fraenkel,Q59530171
"Francesco III Gonzaga, Duke of Mantua, 1540-1550",author,,,human,"Francesco III Gonzaga, Duke of Mantua",Q715234
"Francesco, Ghilo di",author,,,human,Ghilo di Francesco,Q116327741
"Franchini, Giuseppe, 1915-",former owner,,http://id.loc.gov/authorities/names/nr2001009952,human,Giuseppe Franchini,Q116327599
"Francis I, King of France, 1494-1547",author,,,human,Francis I of France,Q129857
Franciscans,author,,http://id.loc.gov/authorities/names/n79015671,organization,Franciscans,Q165005
"Franz Josef II, Prince of Liechtenstein, 1906-1989",former owner,,http://id.loc.gov/authorities/names/nr88008432,human,"Franz Joseph II, Prince of Liechtenstein",Q165674
Fraternità di Santa Maria di Portico di Camollia,author,,,organization,Santa Maria in Portico a Fontegiusta,Q3674136
"Freisleben, Leonhard, active 1523-1540",author,,,human,Leonhard Freisleben,Q94867591
Fucecchio (Italy). Podestà,author,,,organization,Fucecchio,Q82699
"Fürstlich Fürstenbergische Hofbibliothek (Donaueschingen, Germany)",former owner,,http://id.loc.gov/authorities/names/n86126584,organization,Donaueschingen court library,Q176893
"Gabuzzi, conte",author,,,human,Conte Gabuzzi,Q116378063
"Galiotti, Nicolo",author,,,human,Nicolo Galiotti,Q116328052
Gaspar,scribe,,http://id.loc.gov/authorities/names/n89630021,human,Gaspar,Q116075677
"Geigy-Hagenbach, Karl",former owner,,,human,Carl Alphons Geigy-Hagenbach,Q55843904
"Gendreau, Georges",former owner,,,human,Georges Gendreau,Q116328168
Generale consilium partis Guelforum,author,,,organization,General council of Guelfs,Q116731239
"Gentilis Fulginas, -1348",author,,http://id.loc.gov/authorities/names/n86839021,human,Gentile da Foligno,Q524048
"Genua, Marciantonius",author,,,human,Marcantonio Genua,Q3845887
Gerallus,scribe,,,human,Gerallus,Q116328666
"Gerardi, Alamanno",author,,,human,Alamanno Gerardi,Q116328852
"Gerbel, Nicolaus, approximately 1485-1560",author,,http://id.loc.gov/authorities/names/n90605562,human,Nikolaus Gerbel,Q87535
"Gerson, Jean, 1363-1429",author,,http://id.loc.gov/authorities/names/n79108532,human,Jean Gerson,Q281179
"Gervais, Jullien",author,,,human,Jullien Gervais,Q116377214
"Giacomini Tebalducci Malespini, Lorenzo, -1599",author,,http://id.loc.gov/authorities/names/n90605575,human,Lorenzo Giacomini,Q19413034
"Ginori Conti, Piero, 1865-1939",former owner,,http://id.loc.gov/authorities/names/n87132030,human,Piero Ginori Conti,Q3903260
"Giovanni Pietro, da Cemmo, active 15th century-16th century",illuminator,,http://id.loc.gov/authorities/names/nr88004529,human,Giovanni Pietro da Cemmo,Q3107315
"Giovanni, da Bologna, -1314",author,,http://id.loc.gov/authorities/names/nr96044275,human,Giovanni da Bologna,Q116073956
"Giovanni, da Nola, approximately 1488-1558",author,,http://id.loc.gov/authorities/names/no2008026653,human,Giovanni da Nola,Q1352075
"Giovanni, di Ibelin, 13th century",author,,,human,John of Ibelin,Q707909
"Giovio, Paolo, 1483-1552",former owner,,http://id.loc.gov/authorities/names/n82154669,human,Paolo Giovio,Q437543
"Girardi, G",author,,,human,G. Girardi,Q116181454
"Giraud, Petrus",former owner,,,human,Petrus Giraud,Q116377440
"Goix, Jean de",former owner,,,human,Jean de Goix,Q116377559
"Goix, Jeanne de",former owner,,,human,Jeanne de Goix,Q116377667
"Gomes, Rafael",former owner,,,human,Rafael Gomes,Q116172452
Gondi family,author,,,organization,Gondi family,Q2397552
"Gondi, Alfonso",author,,,human,Alfonso Gondi,Q116377812
"Gondi, Lorenzo",author,,,human,Lorenzo Gondi,Q116377921
"Gondi, Simone",author,,,human,Simone Gondi,Q100439898
"Gonzaga, Ferrante, 1507-1557",author,,http://id.loc.gov/authorities/names/n96074230,human,Ferrante Gonzaga,Q693603
"Gougy, Lucien",former owner,,,human,Lucien Gougy,Q89484729
"Goussen, Andrea",author,,,human,Andrea Goussen,Q116378030
"Goyder, George",former owner,,http://id.loc.gov/authorities/names/n82027901,human,George Goyder,Q5539842
"Göbel, Paul",scribe,,,human,Paul Göbel,Q116181546
"Gracia, Pedro de",author,,,human,Pedro de Gracia,Q116181564
"Gregory XI, Pope, 1329-1378",author,,http://id.loc.gov/authorities/names/n79059155,human,Gregory XI,Q169594
"Gregory XIII, Pope, 1502-1585",author,,http://id.loc.gov/authorities/names/n85206079,human,Gregory XIII,Q83029
"Gregory XIV, Pope, 1535-1591",author,,http://id.loc.gov/authorities/names/n90000056,human,Gregory XIV,Q171622
"Grimaldi, Girolamo, Cardinal, -1543",author,,,human,Cardinal Girolamo Grimaldi,Q110422587
"Gritti, Andrea, 1455-1538",author,,http://id.loc.gov/authorities/names/n85354425,human,Andrea Gritti,Q345506
"Gross Sankt Martin (Church : Cologne, Germany)",former owner,,http://id.loc.gov/authorities/names/n92078014,organization,Great St. Martin Church,Q564520
"Gruber, P. Leopold, 1733-1807",former owner,,,human,Leopold Gruber,Q95247210
"Guidiccioni, Bartolomeo, Cardinal, 1470-1549",author,,,human,Bartolomeo Guidiccioni,Q1084729
"Guilelmus Peraldus, approximately 1190-1271",author,,http://id.loc.gov/authorities/names/n89634472,human,William Perault,Q8016774
"Guillaume, de Lanicia, -after 1310",author,,,human,Guillaume de Lanicia,Q64032846
"Guillaume, de Lorris, active 1230",author,,http://id.loc.gov/authorities/names/n50018450,human,Guillaume de Lorris,Q544959
"Guillaume, de Salins",author,,,human,Guillaume de Salins,Q116250186
"Guillelmus Brito, active 13th century",author,,http://id.loc.gov/authorities/names/nr00014579,human,William Brito,Q15430845
"Guillermus, Altissiodorensis, -1231",author,,http://id.loc.gov/authorities/names/n81056691,human,William of Auxerre,Q931898
"Guillermus, Parisiensis",author,,http://id.loc.gov/authorities/names/nr92044758,human,William of Paris,Q104146944
"Gulielmus, de Monte Lauduno, active 1305-1343",author,,http://id.loc.gov/authorities/names/n88071101,human,William of Montlauzun,Q17285004
"Haimo, of Auxerre, -approximately 855",author,,http://id.loc.gov/authorities/names/nr91031750,human,Haimo of Auxerre,Q2934990
"Halberstam, S. J. 1832-1900",former owner,,http://id.loc.gov/authorities/names/nr96043148,human,Solomon Joachim Halberstam,Q2895410
"Halter, Richard",former owner,,http://id.loc.gov/authorities/names/ns2015001542,human,Richard Halter,Q116378479
"Hamdānī, Ḥaydar ibn Shāhī",former owner,همداني، حيدر بن شاهي،,,human,Ḥaydar ibn Shāhī Hamdānī,Q116378126
"Harmsworth, R. Leicester Sir, 1870-1937",former owner,,http://id.loc.gov/authorities/names/n84168033,human,Leicester Harmsworth,Q6519187
"Harshberger, John W. 1869-1929",former owner,,http://id.loc.gov/authorities/names/n88651841,human,John William Harshberger,Q1570981
"Hauck, Cornelius J. 1893-1967",former owner,,http://id.loc.gov/authorities/names/no2008124557,human,Cornelius John Hauck,Q116378285
"Hayniger, Georg",author,,,human,Georg Hayniger,Q116378361
"Hātifī, -1520 or 1521",author,هاتفى، -1520 يا 1521,http://id.loc.gov/authorities/names/nr89008954,human,Hatefi,Q2820926
"Heber, Richard, 1773-1833",former owner,,http://id.loc.gov/authorities/names/nr90022989,human,Richard Heber,Q4502479
"Heinrich, Bishop of Eichstätt, active 1247-1259",author,,,human,Heinrich IV. von Württemberg,Q1597838
"Heinrich, von Friemar, approximately 1245-1340",author,,http://id.loc.gov/authorities/names/nr96016959,human,Heinrich von Friemar,Q1306304
"Heinrich, von Langenstein, approximately 1325-1397",author,,http://id.loc.gov/authorities/names/n79144828,human,Henry of Langenstein,Q71997
"Helm, Franz, approximately 1500-1567",author,,http://id.loc.gov/authorities/names/nr2002017652,human,Franz Helm,Q15994218
"Hélian, Louis",author,,http://id.loc.gov/authorities/names/n90607637,human,Louis Hélian,Q116378630
"Hilton, Walter, -1396",author,,http://id.loc.gov/authorities/names/n79066388,human,Walter Hilton,Q2213072
"Hinely, John",former owner,,,human,John Hinely,Q116181610
"Hirschel, Solomon, 1761-1842",former owner,,http://id.loc.gov/authorities/names/n83220162,human,Solomon Hirschell,Q2299213
"Hodson, Laurence W., 1864-1933",former owner,,http://id.loc.gov/authorities/names/no2017159255,human,Laurence William Hodson,Q116378155
"Holnstein aus Bayern, Franz Ludwig, Graf von",former owner,,,human,Franz Ludwig von Holnstein,Q18411753
"Holtzschuher, Veit Engelhardt, 1581-1656",former owner,,,human,Veit Engelhard Holtzschuher,Q55677510
"Holtzschuher, Veit Georg, 1573-1606",former owner,,,human,Veit Georg Holtzschuher,Q116379020
"Honeyman, Robert B",former owner,,http://id.loc.gov/authorities/names/nr89006834,human,Robert Brodhead Honeyman,Q113864827
"Horblit, Harrison D",former owner,,http://id.loc.gov/authorities/names/n83159551,human,Harrison Horblit,Q18206500
"Humberd, Charles D., 1897-1960",former owner,,,human,Charles D. Humberd,Q116379117
"Hurleston, Charles",former owner,,,human,"Hurleston, Charles",Q116172294
"Hurtado de Mendoza, Diego, 1503-1575",author,,http://id.loc.gov/authorities/names/n86116431,human,Diego Hurtado de Mendoza,Q2297287
"Huzard, J.-B. 1755-1838",former owner,,http://id.loc.gov/authorities/names/n88255469,human,Jean-Baptiste Huzard,Q3164161
"Ḥafiz al-Shirāzī, Maḥmūd ibn Rajab ibn ʻUmar",scribe,حافظ الشرازي، محمود بن رجب بن عمر,,human,Maḥmūd ibn Rajab ibn ʻUmar Ḥafiz al-Shirāzī,Q116379337
"Ḥamawī, Jibrāyil ibn Mikhāyil, active 1710",scribe,حموي، جبرايل بن مخايل، active 1710،,,human,Jibrāyil ibn Mikhāyil Ḥamawī,Q116503144
"Ḥanāshī, Ibrāhīm ibn Aḥmad",scribe,,,human,Ibrāhīm ibn Aḥmad Ḥanāshī,Q116419063
"Ḥusaynī, Ibrāhīm, active 15th century",author,حسيني، ابراهيم، active 15th century,,human,Ibrāhīm al-Ḥusaynī,Q116418786
"Ḥusaynī, Muḥammad, active 14th century-15th century",author,حسيني، محمد، active 14th century-15th century,http://id.loc.gov/authorities/names/no2012003644,human,Muḥammad Ḥusaynī,Q116378848
"Ibn Abī Ṣādiq al-Nīsābūrī, Abū al-Qāsim ʻAbd al-Raḥmān ibn ʻAlī, -approximately 1068",author,ابن ابي صادق النيسابوري، ابو القاسم عبد الرحمن بن علي، -approximately 1068,http://id.loc.gov/authorities/names/n2008049541,human,Abū al-Qāsim ʻAbd al-Raḥmān ibn ʻAlī ibn Abī Ṣādiq al Nīsābūrī,Q116380012
"Ibn Abī al-Rijāl, ʻAlī, 1015 or 1016-1062 or 1063",author,,http://id.loc.gov/authorities/names/no2006074617,human,Haly Abenragel,Q2081331
"Ibn Faḍl Allāh al-ʻUmarī, Aḥmad ibn Yaḥyá, 1301-1349",author,ابن فضل الله العمري، احمد بن يحيى، 1301-1349,http://id.loc.gov/authorities/names/nr89013200,human,Chihab al-Umari,Q2658869
"Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360",author,ابن هشام، عبد الله بن يوسف,http://id.loc.gov/authorities/names/n82220489,human,Ibn Hisham Al-Ansari,Q6538102
"Ibn Luyūn al-Tujībī, Saʻd ibn Aḥmad, 1282 or 1283-1349 or 1350",author,ابن ليون التجيبي، سعد بن احمد، 1282 أو 1283-1349 أو 1350,http://id.loc.gov/authorities/names/nr93014844,human,Ibn Luyun,Q3147449
"Ibn Malak, ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz",author,ابن ملك، عبد اللطيف بن عبد العزيز,http://id.loc.gov/authorities/names/nr94018573,human,ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz ibn Malak,Q116418873
Ibn Serapion,author,,http://id.loc.gov/authorities/names/n90666181,human,Serapion the Younger,Q3479115
"Ibn al-Bahāʼ, Abu ʻAbd Allāh Muḥammad",author,ابن البهاء، ابو عبد الله محمد,,human,Abu ʻAbd Allāh Muḥammad ibn al-Bahāʼ,Q116418950
"Ibn al-Najjār, Taqī al-Dīn Muḥammad ibn Aḥmad, 1492 or 1493-1564 or 1565",author,"ابن النجار، تقي الدين محمد بن احمد, 1492 or 1493-1564 or 1565",http://id.loc.gov/authorities/names/n83066149,human,Taqī al-Dīn Muḥammad ibn Aḥmad Ibn al-Najjār,Q116418436
"Ibn al-Qunfudh, Aḥmad ibn Ḥusayn, -1406 or 1407",author,ابن القنفذ، أحمد بن حسين، -1406 or 1407,http://id.loc.gov/authorities/names/n85235313,human,Aḥmad ibn Ḥusayn Ibn al Qunfudh,Q116418151
"Ibn al-Wardī, Sirāj al-Dīn Abū Ḥafṣ ʻUmar, -1457",author,ابن الوردي، سراج الدين ابو حفص عمر، -1457,http://id.loc.gov/authorities/names/n2013053263,human,Sirāj al-Dīn Abū Ḥafṣ ʻUmar Ibn al-Wardī,Q116418351
Ibrāhīm Ibn al-Ḥusn,scribe,ابراهيم ابن الحسن،,,human,Ibrāhīm Ibn al-Ḥusn,Q116417782
Ildibrandinus,author,,,human,Ildibrandinus,Q116417464
"Ilyās ibn Khamzah ʻAlī Niyat ʻAlī ibn Khamzah, active 1484",scribe,"الياس بن خمزه علي نيت علي بن خمزه, d",,human,Ilyās ibn Khamzah ʻAlī Niyat ʻAlī ibn Khamzah,Q116417213
"Ingilby, William Henry, Sir, 1874-1952",former owner,,,human,"Sir William Henry Ingilby, 4th Bt.",Q75298662
"Innocent IV, Pope, approximately 1200-1254",author,,http://id.loc.gov/authorities/names/nr89012767,human,Innocent IV,Q160609
"Ireland, Gilbert Blackburne",former owner,,,human,Gilbert Ireland Blackburne,Q75971067
"Isidore, Metropolitan of Kiev, -1463",scribe,,,human,Isidore of Kyiv,Q707663
"Ismāʻīl ibn al-Ḥājj ʻĪsá Jurayj al-Muhannā, active 1781",former owner,اسماعيل بن الحاج عيسى جريج المهنى، active 1781,,human,Ismāʻīl ibn al-Ḥājj ʻĪsá Jurayj al-Muhannā,Q116487112
"Israeli, Isaac ben Joseph, active 14th century",author,,http://id.loc.gov/authorities/names/no98095964,human,Isaac Israeli ben Joseph,Q2916353
"Ivo, Saint, Bishop of Chartres, approximately 1040-1116",author,,http://id.loc.gov/authorities/names/n88070664,human,Ivo of Chartres,Q124775
J. Paul Getty Museum,former owner,,http://id.loc.gov/authorities/names/n79046211,organization,J. Paul Getty Museum,Q731126
"Jackson, John C",former owner,,http://id.loc.gov/authorities/names/n77019920,human,John C. Jackson,Q111734155
"Jacob ben Asher, approximately 1269-approximately 1340",author,,http://id.loc.gov/authorities/names/n82247752,human,Jacob ben Asher,Q1376849
"Jacobus, de Voragine, approximately 1229-1298",author,,http://id.loc.gov/authorities/names/n50082383,human,Jacobus de Voragine,Q313460
"Jaghmīnī, Maḥmūd ibn Muḥammad, -1221",author,جغميني، محمود بن محمد، ؟d. -1221,http://id.loc.gov/authorities/names/nr91035882,human,Jaghmini,Q4060361
"Jahn, Otto, 1813-1869",former owner,,http://id.loc.gov/authorities/names/n83062941,human,Otto Jahn,Q66001
"Jaldakī, Aydamar ibn ʻAbd Allāh, active 1349-1361",author,جلدكي، ايدمر بن عبد الله، active 1349-1361,http://id.loc.gov/authorities/names/n88636116,human,Aydamar ibn ʻAbd Allāh Jaldakī,Q116250111
"Jansen op de Haar, G.A",former owner,,,human,Arnold Jansen op de Haar,Q2216274
"Jastrow, Morris, Jr., 1861-1921",former owner,,http://id.loc.gov/authorities/names/n50037841,human,"Morris Jastrow, Jr.",Q635773
"Jawharī, Ismāʻīl ibn Ḥammād, -1003",author,جوهري، اسماعيل بن حماد، -1003؟,http://id.loc.gov/authorities/names/n82085863,human,Ismail ibn Hammad al-Jawhari,Q403498
"Jābir ibn Aflah, Abū Muhammad, 12th cent",author,,,human,Jabir ibn Aflah,Q288111
"Jāmī, 1414-1492",author,جامى، 1414-1492,http://id.loc.gov/authorities/names/n79068673,human,Jami,Q312458
Jesuits,author,,http://id.loc.gov/authorities/names/n79046634,organization,Society of Jesus,Q36380
"Jews' College (London, England)",former owner,,http://id.loc.gov/authorities/names/n50043083,organization,London School of Jewish Studies,Q6670742
"Joan, of Aragon, Queen of Sicily",author,,,human,Juana I of Castile,Q171136
"Joanna I, Queen of Naples, -1382",author,,http://id.loc.gov/authorities/names/n79074514,human,Joanna I of Naples,Q235381
"Joannes Angelus, de Crema",former owner,,,human,Joannes Angelus de Crema,Q116418841
Joannes Dominicus de Marchis,author,,,human,Joannes Dominicus de Marchis,Q116419176
"Johann Friedrich II, Herzog von Sachsen, 1529-1595",author,,http://id.loc.gov/authorities/names/nr2001004817,human,John Frederick II,Q563316
Johannes de Polna,scribe,,,human,Johannes de Polna,Q116419132
"Johannes, de Brauneck",scribe,,,human,Hans von Bruneck,Q1540582
"Johannes, de Novara",scribe,,,human,Johannes de Novara,Q116181638
"Johannes, von Kastl, active 15th century",author,,http://id.loc.gov/authorities/names/no2003000642,human,Johannes von Kastl,Q1564527
"Johanutti, Angelus, de Montegranario",scribe,,,human,Angelus Johanutti de Montegranario,Q116419108
"John Chrysostom, Saint, -407",author,,http://id.loc.gov/authorities/names/n80001460,human,John Chrysostom,Q43706
"Jones, Thomon Simon",former owner,,,human,Thomon Simon Jones,Q116447015
"Jones, W. 1675-1749",former owner,,http://id.loc.gov/authorities/names/n86823433,human,William Jones,Q371877
"Juan II, King of Castile and Leon, 1405-1454",author,,http://id.loc.gov/authorities/names/n84238852,human,John II of Castile,Q297278
"Judah ben Jacob, 15th century",scribe,,,human,Judah ben Jacob,Q116446930
"Judith Montefiore College (Ramsgate, England)",former owner,,http://id.loc.gov/authorities/names/nb2006004953,organization,Judith Lady Montefiore College,Q63149357
"Julius II, Pope, 1443-1513",author,,http://id.loc.gov/authorities/names/n80030746,human,Julius II,Q80516
"Juvaynī, Muḥammad ibn Malikshāh ibn Muḥammad Malikshāh",scribe,جويني، محمد بن ملكشاه بن محمد ملكشاه،,,human,Muḥammad ibn Malikshāh ibn Muḥammad Malikshāh al-Juwaynī,Q116452812
"Kāshānī, Yaḥyá ibn Aḥmad, active 14th century",author,كاشاني، يحيى بن احمد، active 14th century,http://id.loc.gov/authorities/names/n2017034608,human,Yaḥyá ibn Aḥmad Kāshānī,Q116419307
"Keller, Alexandre de",former owner,,,human,Alexandre de Keller,Q116452894
"Kemp, Johannes",scribe,,,human,Johannes van der Kemp,Q88802107
"Ker, John Edgar",former owner,,http://id.loc.gov/authorities/names/nr2006008903,human,John Edgar Ker,Q116452953
"Keysser, Georg",scribe,,,human,Georg Keysser,Q116250320
"Khān, Sharīf, 1725?-1805 or 1806",former owner,"محمد شريف خان, 1725?-1805 or 1806",http://id.loc.gov/authorities/names/n2008205086,human,Sharīf Khān,Q116446986
"Khāzinī, ʻAbd al-Raḥmān, active 1121",author,خازني، عبد الرحمن، active 1121,http://id.loc.gov/authorities/names/n84238034,human,Al-Khazini,Q2991836
"Klein, Eugène, 1898-",former owner,,http://id.loc.gov/authorities/names/no2010124464,human,Eugène Klein,Q116419229
"Kloss, Georg",former owner,,,human,Georg Kloss,Q214047
"Kloss, Georg Franz Burkhard, 1787-1854",former owner,,http://id.loc.gov/authorities/names/n93038985,human,Georg Kloss,Q214047
"Kothen, Charles, 1814-1880",former owner,,,human,Charles Kothen,Q116452817
