row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
1,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Abbadia San Salvatore (Siena, Italy)",author,,http://id.loc.gov/authorities/names/nr87000182,organization,Abbadia San Salvatore,Q91096
2,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Abbey, J. R. 1896-1969",former owner,,http://id.loc.gov/authorities/names/nr94014439,human,John Roland Abbey,Q6255470
3,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Abraham bar Hiyya Savasorda, approximately 1065-approximately 1136",author,,http://id.loc.gov/authorities/names/n50057585,human,Abraham bar Hiyya,Q31439
4,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Abraham ben Meshullam, of Sant'Angelo",scribe,,,human,Abraham ben Meshullam of Sant'Angelo,Q116193103
5,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Abū Bakr al-Ḥaṣṣār, active 12th century",author,ابو بكر الحصار، active 12th century,http://id.loc.gov/authorities/names/no2016124755,human,Abu Bakr al-Hassar,Q4116723
6,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z",Abū al-Ḥasan Sa'ad,scribe,,,human,Abū al-Ḥasan Sa'ad,Q116235219
7,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Abū al-Qāsim Khalaf ibn ʻAbbās al-Zahrāwī, -1013",author,أبو القاسم خلف بن عباس الزهراوي، -1013,http://id.loc.gov/authorities/names/n80103641,human,Abu al-Qasim al-Zahrawi,Q311495
8,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Accademia platonica (Florence, Italy)",author,,http://id.loc.gov/authorities/names/n85068842,organization,Platonic Academy,Q4579791
9,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z",Acciaiuoli family,author,,,human,Acciaioli family,Q339067
10,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Adam, magister, -1408",author,,,human,"Adam, magister",Q116064221
11,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Adimari, Lionardo di Paolo",former owner,,,human,Lionardo di Paolo Adimari,Q116235269
12,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Adrian VI, Pope, 1459-1523",author,,http://id.loc.gov/authorities/names/n80020628,human,Adrian VI,Q57087
13,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-07-28T16:54:28.584356900Z | NAME RECON STEP 3: START HUMAN RECON 2023-07-28T16:54:46.926409900Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-07-28T16:55:06.521117500Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-07-28T16:55:25.689270500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-07-28T16:55:58.387220100Z | NAME RECON STEP 6: START ORG RECON 2023-07-28T16:56:24.834174700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-07-28T16:56:54.453742Z | NAME RECON STEP 9: FINALIZED 2023-07-28T16:57:12.535481600Z","Aga Khan, Sadruddin, Prince, 1933-2003",former owner,,http://id.loc.gov/authorities/names/n78075292,human,Prince Sadruddin Aga Khan,Q123987
