ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,"",Q21578,Princeton University,9936022273506421,N9101/1715 vol.2813-2816,https://catalog.princeton.edu/catalog/9936022273506421,"","","","",Between 1400 and 1850,1400^1850,15;16;17;18;19,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,Poems,"",Chaweng shi : ba juan /,槎翁詩 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Liu, Song, 1321-1381","劉崧, 1321-1381","",Q10899697,human,Liu Song,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 4 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936228353506421,N9101/1715 vol.2825-2826,https://catalog.princeton.edu/catalog/9936228353506421,"","","","",between 1450 and 1800,1450^1800,15;16;17;18,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Bo'an xian sheng wen ji : shi yi juan.,泊菴先生文集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Liang, Qian, 1366-1418","梁潛, 1366-1418","",Q45426199,human,Liang Qian,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 5 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936347753506421,N9101/1715 vol.2831-2832,https://catalog.princeton.edu/catalog/9936347753506421,"","","","",between 1600 and 1850,1600^1850,17;18;19,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,Selections.,"",Fanglu wen ji : shi yi juan /,方麓文集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Wang, Qiao, 1521-1599","王樵, 1521-1599","",Q45427488,human,Wang Qiao,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 4 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936499853506421,N9101/1715 vol.2839-2841,https://catalog.princeton.edu/catalog/9936499853506421,"","","","",between 1524 and 1800,1524^1800,16;17;18,http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Selections.,"",Dongzhou chu gao : shi si juan /,東洲初稿 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Xia, Liangsheng, jin shi 1508","夏良勝, jin shi 1508","",Q45425092,human,Xia Liangsheng,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 6 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936505803506421,N9101/1715 vol.2855-2856,https://catalog.princeton.edu/catalog/9936505803506421,"","","","",between 1621 and 1800,1621^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Tanzhai Liu xian sheng wen ji : er juan /,坦齋劉先生文集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Liu, Sanwu, 1312-approximately 1399","劉三吾, 1312-approximately 1399","",Q10899334,human,Liu Sanwu,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 2 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936536593506421,N9101/1715 vol.2865-2866,https://catalog.princeton.edu/catalog/9936536593506421,"","","","",between 1551 and 1800,1551^1800,16;17;18,http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Works.,"",Huangfu Shaoxuan ji /,皇甫少玄集 /,Works,"","","",Ji bu--Bie ji lei--Ming,"","","Huangfu, Xiao, 1497-1546","皇甫〓, 1497-1546","",Q16076162,human,Huangfu Xiao,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 6 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936538743506421,N9101/1715 vol.2869-2870,https://catalog.princeton.edu/catalog/9936538743506421,"","","","",between 1391 and 1600,1391^1600,14;15;16,http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510,,Works.,"",Banxuan ji /,半軒集 /,Works,"","","",Ji bu--Bie ji lei--Ming,"","","Wang, Xing, active 14th century","王行, 14th cent","",Q123005737,human,Wang Xing,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 4 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936582493506421,N9101/1715 vol.2883-2884,https://catalog.princeton.edu/catalog/9936582493506421,"","","","",between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Poems,"","Taoxuzi shi ji : shi juan, xu ji yi juan /",逃虛子詩集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Yao, Guangxiao, 1335-1419","姚廣孝, 1335-1419","",Q10943311,human,Yao Guangxiao,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 2 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936586703506421,N9101/1715 vol.2889,https://catalog.princeton.edu/catalog/9936586703506421,"","","","",between 1430 and 1630,1630,17,http://vocab.getty.edu/aat/300404511,,Works.,"",Zhexuan ji : wu juan /,柘軒集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Ling, Yunhan, active 14th century","凌雲翰, 14th cent","",Q122949436,human,Ling Yunhan,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 4 v.,Ms.|Title from table of contents.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936628373506421,N9101/1715 vol.2904,https://catalog.princeton.edu/catalog/9936628373506421,"","","","",between 1448 and 1800,1448^1800,15;16;17;18,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Selections.,"",Yin Qiangzhai xian sheng wen ji : shi juan /,殷強齋先生文集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Yin, Kui, 1331-1376","殷奎, 1331-1376","",Q45424247,human,Yin Kui,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 2 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936663133506421,U773 .Z64 1846,https://catalog.princeton.edu/catalog/9936663133506421,"",Japan,http://vocab.getty.edu/tgn/1000120,Japan,1846,1846,19,http://vocab.getty.edu/aat/300404513,,"","",Zōhyō monogatari.,雜兵物語.,Zōhyō monogatari,"","","",Soldiers--Japan|Military art and science--Japan,http://id.worldcat.org/fast/1125233;http://id.worldcat.org/fast/1204082|http://id.worldcat.org/fast/1020874;http://id.worldcat.org/fast/1204082,Soldiers;Japan|Military art and science;Japan,"","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",ill.,"","",Extent: v. : ill. ; 24 cm.,"Ms. (shahon), the copier's name illegible.|Title from cover.|Date from preface.|On double leaves, oriental style (fukurotoji).|Lib. copy: Formerly owned by Gotanda Shoin.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936692783506421,N9101/1715 vol.2932-2933,https://catalog.princeton.edu/catalog/9936692783506421,"","","","",between 1650 and 1800,1650^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Works.,"","Yang Zhongjie ji : shi san juan, fu lu wu juan /",楊忠介集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Yang, Jue, 1493-1549","楊爵, 1493-1549","",Q11101888,human,Yang Jue,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 4 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936724143506421,N9101/1715 vol.2934,https://catalog.princeton.edu/catalog/9936724143506421,"","","","",between 1400 and 1800,1400^1800,15;16;17;18,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Selections.,"",Pu'an ji : liu juan.,蒲菴集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Laifu, shi, 14th cent","來復, shi, 14th cent","",Q45440391,human,Shi Laifu,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 2 v.,Ms.|Title from preface.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936725223506421,N9101/1715 vol.2936,https://catalog.princeton.edu/catalog/9936725223506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","","Zeng ding Taibaishanren man gao : ba juan, fu lu /",增定太白山人漫稿 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Sun, Yiyuan, 1484-1520","孫一元, 1484-1520","",Q45424958,human,Sun Yiyuan,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 2 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936731133506421,N9101/1715 vol.2937,https://catalog.princeton.edu/catalog/9936731133506421,"","","","",Between 1780 and 1880,1780^1880,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,"","",Lou ju za zhu ; Yehang wen gao ; Yehang shi gao.,樓居雜著 ;,"","","","",Ji bu--Bie ji lei--Ming,"","","Zhu, Cunli, 1444-1513","朱存理, 1444-1513","",Q11093823,human,Zhu Cunli,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936732173506421,N9101/1715 vol.2938,https://catalog.princeton.edu/catalog/9936732173506421,"","","","",Between 1410 and 1800,1410^1800,15;16;17;18,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Selections.,"",Zhenggu Xiao xian sheng ji.,正固萧先生集.,Selections,"","","",Ji bu--Bie ji lei--Ming,"","","Xiao, Qi, 1325-1396","萧歧, 1325-1396","",Q45498204,human,Xiao Qi,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.|Title from preface.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936733113506421,N9101/1715 vol.2939,https://catalog.princeton.edu/catalog/9936733113506421,"","","","",Between 1600 and 1850?,1600^1850,17;18;19,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,Selections.,"",Guchuan ji : ba juan /,\|\|川集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Wu, Chen, -1386","吳沉, d.1386","",Q15932258,human,Wu Chen,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 2 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936738203506421,N9101/1715 vol.2942,https://catalog.princeton.edu/catalog/9936738203506421,"","","","",Between 1585 and 1850,1585^1850,16;17;18;19,http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,"","",Wu Wensu gong zhai gao : si juan /,吳文肅公摘稿 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Wu, Yan, 1457-1519","吳儼, 1457-1519","",Q123006967,human,Wu Yan,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936739093506421,N9101/1715 vol.2943,https://catalog.princeton.edu/catalog/9936739093506421,"","","","",Between 1550 and 1850,1550^1850,16;17;18;19,http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,"","",Gao Manshi mu tian qing qi ji : shi si juan.,高漫士木天清氣集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Gao, Bing, 1350-1423","高 \\|\\|, 1350-1423","",Q5521582,human,Gao Bing,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936745403506421,N9101/1715 vol.2945,https://catalog.princeton.edu/catalog/9936745403506421,"","","","",Between 1525 and 1800,1525^1800,16;17;18,http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Poems.,"",Xu zhou ji : wu juan /,虛舟集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Wang, Cheng, 1370-1415","王偁, 1370-1415","",Q45426073,human,Wang Cheng,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936745593506421,N9101/1715 vol.2946,https://catalog.princeton.edu/catalog/9936745593506421,"","","","",Between 1700 and 1850,1700^1850,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,"","",Pan'gu ji : shi juan /,盘古集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Liu, Zhi, 14th/15th cent",劉廌 14th/15th cent,"",Q122949523,human,Liu Zhi,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936746033506421,N9101/1715 vol.2947,https://catalog.princeton.edu/catalog/9936746033506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Selections.,"",Tiantai Lin Gongfu xian sheng wen ji.,天台林公輔先生文集.,Selections,"","","",Ji bu--Bie ji lei--Ming,"","","Lin, You, 14th/15th cent","林右, 14th/15th cent","",Q11105614,human,Lin You,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936747423506421,N9101/1715 vol.2949,https://catalog.princeton.edu/catalog/9936747423506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Poems.,"",Liang yuan yu gao shi ji : jiu juan /,梁園寓藁詩集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Wang, Han, active 14th century","王翰, 14th cent","",Q16906192,human,Wang Han,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936749063506421,N9101/1715 vol.2950,https://catalog.princeton.edu/catalog/9936749063506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Dounanlaoren shi ji : si juan /,斗南老人詩集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Hu, Kui, ca. 1331-ca. 1405","胡奎, ca. 1331-ca. 1405","",Q45414026,human,Hu Kui,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936749253506421,N9101/1715 vol.2951,https://catalog.princeton.edu/catalog/9936749253506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Zi yi ji /,自怡集 /,Zi yi ji,"","","",Ji bu--Bie ji lei--Ming,"","","Liu, Lian, 1348-1379","劉璉, 1348-1379","",Q10900194,human,Liu Lian,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936752083506421,N9101/1715 vol.2952,https://catalog.princeton.edu/catalog/9936752083506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Poems.,"",Xile xian sheng shi ji.,畦樂先生詩集.,Poems,"","","",Ji bu--Bie ji lei--Ming,"","","Liang, Lan, -1410","梁蘭, d. 1410","",Q45426155,human,Liang Lan,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936752793506421,N9101/1715 vol.2953,https://catalog.princeton.edu/catalog/9936752793506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Lin'an ji /,臨安集 /,Lin'an ji,"","","",Ji bu--Bie ji lei--Ming,"","","Qian, Zai, 1299-1394","錢宰, 1299-1394","",Q122946600,human,Qian Zai,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936753013506421,N9101/1715 vol.2954,https://catalog.princeton.edu/catalog/9936753013506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Yin qiao ji : shi juan /,蚓竅集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Guan, Shimin, 1338-1421",管時敏， 14th cent,"",Q30086700,human,Guan Shimin,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936757283506421,N9101/1715 vol.2955,https://catalog.princeton.edu/catalog/9936757283506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Wang yun ji : wu juan /,望雲集 :,"","","","",Ji bu--Bie ji lei--Yuan,"","","Guo, Kui, d. 1365","郭奎, d. 1365","",Q45424337,human,Guo Kui,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936758363506421,N9101/1715 vol.2957,https://catalog.princeton.edu/catalog/9936758363506421,"","","","",between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Selections.,"",Yian wen xuan : er juan /,頤庵文選 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Hu, Yan, 1361-1443","胡儼, 1361-1443","",Q45426240,human,Hu Yan,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 2 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936758573506421,N9101/1715 vol.2958,https://catalog.princeton.edu/catalog/9936758573506421,"","","","",between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Bai yun gao /,白雲稿 /,Bai yun gao,"","","",Ji bu--Bie ji lei--Ming,"","","Zhu, You, 1314-1376","朱右, 1314-1376","",Q10329934,human,Zhu You,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 4 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936758823506421,N9101/1715 vol.2959,https://catalog.princeton.edu/catalog/9936758823506421,"","","","",between 1785 and 1850,1785^1850,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,"","",Mi'an ji : ba juan /,密庵集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Xie, Su, active 1367-1375","謝肅, fl. 1367-1375","",Q122947486,human,Xie Su,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 2 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936767963506421,N9101/1715 vol.2935,https://catalog.princeton.edu/catalog/9936767963506421,"","","","",between 1651 and 1800,1615^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,Selections.,"",Tian ma shan fang yi gao /,天馬山房遺稿 /,Selections,"","","",Ji bu--Bie ji lei--Ming,"","","Zhu, Zhe, 1486-1552","朱淛, 1482-1552","",Q11094356,human,Zhu Zhe,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 2 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936768683506421,N9101/1715 vol.2944,https://catalog.princeton.edu/catalog/9936768683506421,"","","","",Between 1445 and 1800,1445^1800,15;16;17;18,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Xing qian ji.,省愆集.,Xing qian ji,"","","",Ji bu--Bie ji lei--Ming,"","","Huang, Huai, jin shi 1397","黃淮, jin shi 1397","",Q3492957,human,Huang Huai,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936769093506421,N9101/1715 vol.2956,https://catalog.princeton.edu/catalog/9936769093506421,"","","","",between 1650 and 1800,1650^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Dong gao lu : er juan.,東臯錄 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Miaosheng, Shi, active 14th century","妙聲, shi, 14th cent","",Q45424272,human,Shi Miaosheng,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936769233506421,N9101/1715 vol.2960,https://catalog.princeton.edu/catalog/9936769233506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","","Quan shi ji : ba juan, huan shou yi juan, bu yi juan, /",全室集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Zongle, Shi, 1318-1391","宗泐, Shi, 1318-1391","",Q45427954,human,Zongle Shi,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9936772563506421,N9101/1715 vol.2962,https://catalog.princeton.edu/catalog/9936772563506421,"","","","",Between 1600 and 1800,1600^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Guanguang shi ji ; Zhu jiao Hou xian sheng wen ji.,觀光詩集 ;,"","","","",Ji bu--Bie ji lei--Ming,"","","Hou, Fu, 14th/15th cent","侯復, 14th/15th cent","",Q45575747,human,Hou Fu,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v.,Ms.,,2023-11-05 10:32:49 -0500,2023-02-14,20230928-princeton-marcxml-eastasian.xml
