ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,"",Q21578,Princeton University,9938462743506421,Oversize TB52/3974Q,https://catalog.princeton.edu/catalog/9938462743506421,"","","","",Ming i.e. between 1368 and 1644,1368^1644,14;15;16;17,http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511,,"","",Huang Ming su huang wai shi : si shi liu juan /,皇明肅皇外史 :,"","","","","China--History--Ming dynasty, 1368-1644|Shi bu--Bian nian lei--Duan dai",http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235|,China;History|,"Fan, Shouji, jin shi 1574","范守己, jin shi 1574","",Q45624287,human,Fan Shouji,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 16 v. ; 30 cm.,Ms.|In 2 cases.,,2023-11-05 10:32:49 -0500,2023-01-25,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938475253506421,TD33/2981,https://catalog.princeton.edu/catalog/9938475253506421,"",Zhejiang,http://vocab.getty.edu/tgn/7002076,Zhejiang,"Ming Wanli jia shen 12 nian, 1584",1584,16,http://vocab.getty.edu/aat/300404510,,"","","Tianmu xian sheng ji : er shi yi juan, fu lu /",天目先生集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Xu, Zhongxing, 1517-1578","徐中行, 1517-1578","",Q8045165,human,Xu Zhongxing,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 10 v. ; 28 cm.,Library's copy imperfect: juan 2 in manuscript.|In 2 cases.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938491323506421,TC13/3969,https://catalog.princeton.edu/catalog/9938491323506421,"",China,http://vocab.getty.edu/tgn/1000111,China,Ming Chongzhen i.e. between 1628 and 1644,1628^1644,17,http://vocab.getty.edu/aat/300404511,,"","","Huang Ming shi fa lu : jiu shi er juan, juan shou si juan /",皇明世法錄 :,"","","","","China--History--Ming dynasty, 1368-1644|Shi bu--Zheng shu lei--Tong zhi",http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235|,China;History|,"Chen, Renxi, 1581-1636","陳仁錫, 1581-1636","",Q15909844,human,Chen Renxi,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 120 v. ; 27 cm.,Library's copy imperfect: juan 1-2 in manuscript.|In 12 cases.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938492673506421,Oversize TD33/787Q,https://catalog.princeton.edu/catalog/9938492673506421,"",China,http://vocab.getty.edu/tgn/1000111,China,"Ming Jiajing yi mao 34 nian, 1555",1555,16,http://vocab.getty.edu/aat/300404510,,"","",Dafu ji : san shi qi juan /,大復集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","He, Jingming, 1483-1521","何景明, 1483-1521","",Q10886251,human,He Jingming,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 16 v. ; 31 cm.,"Library's copy imperfect: juan 4-7, 20-22 in manuscript.|In 2 cases.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938587063506421,Oversize TD43/343Q,https://catalog.princeton.edu/catalog/9938587063506421,"",China,http://vocab.getty.edu/tgn/1000111,China,Ming Zhengde yuan nian i.e. 1506,1506,16,http://vocab.getty.edu/aat/300404510,,"","",Fu xi wen cui : shi wu juan /,浮溪文粹 :,"","","","",Ji bu--Bie ji lei--Song,"","","Wang, Zao, 1079-1154","汪藻, 1079-1154","",Q11137143,human,Wang Zao,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 2 v. ; 30 cm.,"Library's copy imperfect: juan 1-9 only, some pages in manuscript.|In case.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938591323506421,Oversize TB22/1669Q,https://catalog.princeton.edu/catalog/9938591323506421,"",China,http://vocab.getty.edu/tgn/1000111,China,Ming Zhengde 9 nian i.e. 1514,1514,16,http://vocab.getty.edu/aat/300404510,,"","",Zi zhi tong jian jie yao xu bian : san shi juan /,資治通鑑節要續編 :,"","","","","China--History--Song dynasty, 960-1279|China--History--Yuan dynasty, 1260-1368|Shi bu--Bian nian lei--Tong dai",http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235|http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235|,China;History|China;History|,"","","","","","","","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 20 v. ; 33 cm.,In 4 cases.|Libraryʻs copy imperfect: juan 18 in manuscript.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938592213506421,TB137/1326,https://catalog.princeton.edu/catalog/9938592213506421,"",Shaanxi Sheng,http://vocab.getty.edu/tgn/7002084,Shaanxi,Ming Jiajing 45 nian-Longqing 4 nian i.e. 1566-1570,1566^1570,16,http://vocab.getty.edu/aat/300404510,,"","",Shi qi shi xiang jie : er bai qi shi san juan.,十七史詳節 :,"","","","",China--History|Shi bu--Shi chao lei,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235|,China;History|,"Lü, Zuqian, 1137-1181","呂祖謙, 1137-1181","",Q4272132,human,Lü Zuqian,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","",ill.,"","",Extent: 60 v. : ill. ; 28 cm.,In 10 cases.|Libraryʻs copy imperfect: juan 1 in manuscript.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938614843506421,TC348/2903,https://catalog.princeton.edu/catalog/9938614843506421,"",China,http://vocab.getty.edu/tgn/1000111,China,"Ming Wanli xin si 9 nian, 1581",1581,16,http://vocab.getty.edu/aat/300404510,,"","","Xin kan Tang Jingchuan xian sheng bai bian : yi bai er shi juan, mu lu : san juan /",新刊唐荊川先生稗編 :,"","","","","Encyclopedias and dictionaries, Chinese|Zi bu--Lei shu lei",http://id.worldcat.org/fast/909561|,"Encyclopedias and dictionaries, Chinese|","Tang, Shunzhi, 1507-1560","唐順之, 1507-1560","",Q10923051,human,Tang Shunzhi,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","",ill.,"","",Extent: 48 v. : ill. ; 28 cm.,Library's copy imperfect: some juan and pages in manuscript.|In 8 cases.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938615793506421,TB282/398,https://catalog.princeton.edu/catalog/9938615793506421,"",China,http://vocab.getty.edu/tgn/1000111,China,Ming i.e. between 1368 and 1644,1368^1644,14;15;16;17,http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511,,"","",Tong dian : er bai juan /,通典 :,"","","","",China--Politics and government--To 221 B.C|China--Politics and government--221 B.C.-960 A.D|Shi bu--Zheng shu lei--Tong zhi,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/1919741|http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/1919741|,China;Politics and government|China;Politics and government|,"Du, You, 735-812","杜佑, 735-812","",Q712372,human,Du You,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 40 v. ; 27 cm.,"Libraryʻs copy imperfect: juan 171-176, 197-200 in manuscript.|In 4 cases.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938616203506421,TC328/772,https://catalog.princeton.edu/catalog/9938616203506421,"",Hanshan Xian,http://vocab.getty.edu/tgn/8203227,Hanshan,Ming Longqing yuan nian i.e. 1567,1567,16,http://vocab.getty.edu/aat/300404510,,"","",Bai jia lei zuan : si shi juan /,百家類纂 :,"","","","",Zi bu--Za jia lei--Za zuan,"","","","","","","","","","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 40 v. ; 26 cm.,Library's copy imperfect: juan 3 in manuscript.|In 6 cases.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938619033506421,TC43/2106,https://catalog.princeton.edu/catalog/9938619033506421,"",China,http://vocab.getty.edu/tgn/1000111,China,"Ming Wanli ren zi 40 nian, 1612",1612,17,http://vocab.getty.edu/aat/300404511,,"","",Guanzi que : er shi si juan /,管子榷 :,"","","","","Guan, Zhong, -645 B.C. Guanzi|Zi bu--Fa jia lei",http://id.worldcat.org/fast/1363308|,"Guanzi (Guan, Zhong)|","","","","","","","","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 4 v. ; 27 cm.,"Library's copy imperfect: Juan 19-21 wanting, juan 18 missing pages, some pages in manuscript.|In case.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938619283506421,Oversize TB287/802Q,https://catalog.princeton.edu/catalog/9938619283506421,"",Henan,http://vocab.getty.edu/tgn/7016672,Henan,"Ming Jiajing, between 1531 and 1542",1531^1542,16,http://vocab.getty.edu/aat/300404510,,"","",Da Ming ji li : wu shi san juan /,大明集禮 :,"","","","","Rites and ceremonies--China|China--History--Ming dynasty, 1368-1644|Shi bu--Zheng shu lei--Dian li",http://id.worldcat.org/fast/1098216;http://id.worldcat.org/fast/1206073|http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235|,Rites and ceremonies;China|China;History|,"","","","","","","","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 48 v. ; 33 cm.,"Libraryʻs copy imperfect: juan 2, 7, 8, 27, 37, 38, 53 in manuscript.|In 8 cases.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938619683506421,Oversize TB22/387Q,https://catalog.princeton.edu/catalog/9938619683506421,"",China,http://vocab.getty.edu/tgn/1000111,China,Ming Zhengde 2 nian i.e. 1507,1507,16,http://vocab.getty.edu/aat/300404510,,"","",Li dai Tong jian zuan yao : jiu shi er juan /,歷代通鑑纂要 :,"","","","",China--History--To 221 B.C|China--History--221 B.C.-960 A.D|China--History--960-1644|Shi bu--Bian nian lei--Tong dai,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235|http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235|http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235|,China;History|China;History|China;History|,"","","","","","","","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 60 v. ; 34 cm.,"Libraryʻs copy imperfect: juan 39, 40 in manuscript.|In 8 cases.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9938993263506421,TJ3378/1814,https://catalog.princeton.edu/catalog/9938993263506421,"","","","",1853?,1853,19,http://vocab.getty.edu/aat/300404513,,"","",Amerika shokan utsushi niken.,亜美理駕書翰寫 二件.,Amerika shokan utsushi niken,"","","","United States Naval Expedition to Japan, 1852-1853",http://id.worldcat.org/fast/1410007,United States Naval Expedition to Japan (1852-1854),"","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","","","","",Extent: 2 v. ; 25 cm.,"In case.|Manuscript.|Vol. 1: Translations into Japanese of 2 letters: (1) Pres. Fillmore's letter to the Sovereign of Japan, and (2) Commodore Perry's letter to the Sovereign of Japan.|Vol. 2: Translation into more colloquial Japanese of the two letters, also including an account of disposition of money and men in building up the defenses of the harbor, building cannon bulwerks, etc.|Library has: v.1-2.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9939092923506421,TJ5891.9/4733,https://catalog.princeton.edu/catalog/9939092923506421,"","","","",Hōei 1 1704,1704,18,http://vocab.getty.edu/aat/300404512,,"","",Man'yōshū chōka tanka no setsu,萬葉集長歌短歌之說,Man'yōshū chōka tanka no setsu,"","","","","","","Fujiwara, Sadaie, 1162-1241","藤原定家, 1162-1241","",Q378425,human,Fujiwara no Teika,"","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","","","","",Extent: 1 v. (unpaged; double leaves) in portfolio. 27 cm.,Binder's title.|Manuscript.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9939484523506421,TK5568.32/0415,https://catalog.princeton.edu/catalog/9939484523506421,https://figgy.princeton.edu/concern/scanned_resources/ec5fe67e-bff7-4143-87f0-97fcd493e0ac/manifest,Korea,http://vocab.getty.edu/tgn/7059230,Korea,no earlier than 1606,1606,17,http://vocab.getty.edu/aat/300404511,,"","","Nansŏrhŏn chip,","蘭雪軒 集,",Nansŏrhŏn chip,"","","","","","","Hŏ, Nansŏrhŏn, 1563-1589","許 蘭雪軒, 1563-1589","",Q464558,human,Heo Nanseolheon,"","","","","","","","","","","","",,,,,,,Text in Korean,Q9176,Korean,"","","","","","","","","",Extent: 27 double leaves in case. 25 cm,"P'ilsabon.|""Mallyŏk pyŏngo 1606"" -- preface.|Cover title.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9939559493506421,Oversize G7900 1785 .H39e,https://catalog.princeton.edu/catalog/9939559493506421,"","","","",Bunka 4 1807,1807,19,http://vocab.getty.edu/aat/300404513,,"","",Chōsen hachidō no zu /,朝鮮八道之圖　/,Chōsen hachidō no zu,Manuscript maps,http://id.worldcat.org/fast/1752677,Manuscript maps,"Korea--Maps, Manuscript--Early works to 1800|Manuscript maps",http://id.worldcat.org/fast/1206434;http://id.worldcat.org/fast/1752677;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1752677,Korea;Manuscript maps;Early works|Manuscript maps,"Hayashi, Shihei, 1738-1793","林子平, 1738-1793","",Q382306,human,Hayashi Shihei,"","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","","ms., col.","","","Extent: 1 map : ms., col. ; 50 x 73 cm.","Possibly copied from original manuscript map: Chōsen hachidō no zu by Hayashi Shihei; published by Suharaya Ichibē, Edo, Tenmei 5 1785.|Title on map.|Pen-and-ink and watercolor.|Some errors in the hangul for north, south, east and west.|Relief shown pictorially; latitudes described.",,2023-11-05 10:32:49 -0500,2023-01-25,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9939587933506421,T2261.4/2954,https://catalog.princeton.edu/catalog/9939587933506421,"",China,http://vocab.getty.edu/tgn/1000111,China,Qing Yongzhen 7 nian 1729,1729,18,http://vocab.getty.edu/aat/300404512,,"","",Li dai xun li zhuan : ba juan /,歷代循吏傳:,"","","","",China--Biography|China--Officials and employees|Shi bu--Zhuan ji lei--Zong zhuan,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/1919896|http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/1001438|,China;Biographies|China;Local officials and employees|,"","","","","","","","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 4 v. ; 24 cm.,Libray's copy imperfect: some leaves missing ; juan 8 ff. 2-24 in manuscript.|In case.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9939740763506421,TJ1833/4306,https://catalog.princeton.edu/catalog/9939740763506421,"",n.p,http://vocab.getty.edu/tgn/7544559,undetermined,Jōgan 6 (864),864,9,http://vocab.getty.edu/aat/300404501,,"","","Kanjin ronsho,","觀心論疏,",Kanjin ronsho,"","","","","","","Guanding, 561-632","灌頂, 561-632","",Q11598433,human,Guanding,"","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","","","","",Extent: 2 v. (double leaves) in case. 28 cm.,Edo shoki hisshabon.|Library has: v.1-2.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9939864683506421,Oversize TB22/1524Q,https://catalog.princeton.edu/catalog/9939864683506421,"",China,http://vocab.getty.edu/tgn/1000111,China,Ming Zhengde 9 nian i.e. 1514,1514,16,http://vocab.getty.edu/aat/300404510,,"","",Shaowei Tong jian jie yao : wu shi juan.,少微通鑑節要 :,"","","","","China--History--Warring States, 403-221 B.C|China--History--221 B.C.-960 A.D|Shi bu--Bian nian lei--Tong dai",http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/2010884|http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235|,China;History;403-221 B.C.|China;History|,"Jiang, Zhi, 12th cent","江贄, 12th cent","",Q123005872,human,Jiang Zhi,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 20 v. ; 32 cm.,In 4 cases.|Libraryʻs copy imperfect: juan 44 and 45 in manuscript.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9939909373506421,BX1670.F85 K57 1694,https://catalog.princeton.edu/catalog/9939909373506421,"",Nakagōri-suji Fujimaki-mura,"","",Genroku 7 1694,1694,17,http://vocab.getty.edu/aat/300404511,,"","",Kirishitan shūmon sensaku aratamechō : Genroku 7-nen jutsu 3-gatsu : Nakagōri-suji Fujimaki-mura.,切支丹宗門穿鑿改帳　:,"","","","",Catholics--Japan--Fujimaki-mura--Sources|Buddhist temples--Japan--Fujimaki-mura--Membership--History--Sources|Fujimaki-mura (Japan)--Religion--Sources|Persecution--Japan--Fujimaki-mura--Sources|Christians--Japan--Fujimaki-mura--Sources,http://id.worldcat.org/fast/849297;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/1423900|http://id.worldcat.org/fast/1727657;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900|http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/1354416;http://id.worldcat.org/fast/1423900|http://id.worldcat.org/fast/1058354;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/1423900|http://id.worldcat.org/fast/859760;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/1423900,Catholics;Japan--Fujimaki-mura;Sources|Buddhist temples--Membership;Japan--Fujimaki-mura;History;Sources|Japan--Fujimaki-mura;Religion--Sources;Sources|Persecution;Japan--Fujimaki-mura;Sources|Christians;Japan--Fujimaki-mura;Sources,"","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","","","","",Extent: 132 p. ; 28 cm.,"Ms. (shahon).|Title in English, as given in accompanying letters: The Edict against Christianity in the year 1697 i.e. 1694.|On double leaves, oriental style.|On p. 1: Nakagōri-suji Fujimaki-mura nanushi Yozaemon.|Lib. copy has a ""liberal translation"" (handwritten) into English pasted in on p. 1 of text.|Lib. copy bound in steel-back loose-leaf binder.|Notes in English pencilled in.|Presented Oct. 3, 1920 by ? O. Fryer of Kofu, Japan, to Dr. J. C. Stephenson ""to be used in the missionary work of the Methodist Church of Canada"" (handwritten letter from Fryer pasted in on last page). Presented May 31, 1945 to the Victoria University Library by President W. T. Brown, Victoria College, among other titles from the ""Stephenson collection"" (carbon copy of letter, dated June 5, 1945, from F. Louis Barber, inserted).",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9940472983506421,Oversize TD33/896Q,https://catalog.princeton.edu/catalog/9940472983506421,"",China,http://vocab.getty.edu/tgn/1000111,China,Ming Jiajing 14 nian 1535,1535,16,http://vocab.getty.edu/aat/300404510,,"","",Gao huang di yu zhi wen ji : er shi juan.,高皇帝御製文集 :,"","","","",Ji bu--Bie ji lei--Ming,"","","Ming Taizu, Emperor of China, 1328-1398","明太祖, Emperor of China, 1328-1398","",Q9957,human,Hongwu Emperor,"","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 10 v. ; 30 cm.,Library's copy imperfect: juan 1 and juan 3 in manuscript.|In case.,,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9940554593506421,TJ5926/1320,https://catalog.princeton.edu/catalog/9940554593506421,https://figgy.princeton.edu/concern/scanned_resources/b199cd4f-c325-4147-942a-24ae75237caa/manifest,"","","",between 1650 and 1699?,1650^1699,17,http://vocab.getty.edu/aat/300404511,,Heike monogatari.,平家物語.,Heike monogatari.,平家物語.,Heike monogatari,Fiction,http://id.worldcat.org/fast/1423787,Fiction,"Taira family--Fiction|Japan--History--Gempei Wars, 1180-1185--Fiction",http://id.worldcat.org/fast/220258;http://id.worldcat.org/fast/1423787|http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1353158;http://id.worldcat.org/fast/1423787,Taira family;Fiction|Japan;History;Gempei Wars (Japan : 1180-1185);Fiction,"","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",col. ill.,"","",Extent: 30 v. : col. ill. ; 30 cm.,"Ms. from the late l7th century, probably produced as part of a dowry for a daimyō's daughter.|Caption title.|On double leaves, oriental style.",,2023-11-05 10:32:49 -0500,2020-08-28,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9941646783506421,Q4354/4775,https://catalog.princeton.edu/catalog/9941646783506421,"",n.p,http://vocab.getty.edu/tgn/7544559,undetermined,(Qing) Qianlong 47 1782,1782,18,http://vocab.getty.edu/aat/300404512,,"","",Qianlong 47 nian chu ru yin qian liu shui zhang.,乾隆肆拾柒年出入銀錢流水帳.,Qianlong 47 nian chu ru yin qian liu shui zhang,"","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v. (unpaged) 23 x 35 cm.,Xerox copy of ms.,,2023-11-05 10:32:49 -0500,2022-12-19,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9942322503506421,PL2517 .P37 1707,https://catalog.princeton.edu/catalog/9942322503506421,"","","","",Between 1707 and 1850,1707^1850,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,Pei wen zhai yong wu shi xuan.,佩文齋 詠物 詩選.,P'aemunjae yŏngmul sisŏn.,佩文齋 詠物 詩選.,Pei wen zhai yong wu shi xuan,"","","",Chinese poetry,http://id.worldcat.org/fast/857672,Chinese poetry,"","","","","","","","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 1 v. ; 24 cm.,"Ms.|Edition based on style.|Selections from: Ojŏng P'aemunjae yŏngmul sisŏn.|On double leaves, oriental style.|Library copy damaged by water and markings in red ink.",,2023-11-05 10:32:49 -0500,2020-08-28,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9955783853506421,BJ971.B8 Y3325 1767,https://catalog.princeton.edu/catalog/9955783853506421,"","","","",Meiwa 4 1767,1767,18,http://vocab.getty.edu/aat/300404512,,"","",Hagakure.,葉隱.,Hagakure,"","","",Bushido--Early works to 1800|Conduct of life--Early works to 1800,http://id.worldcat.org/fast/842251;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/874563;http://id.worldcat.org/fast/1411636,Bushido;Early works|Conduct of life;Early works,"Yamamoto, Tsunetomo, 1659-1719","山本常朝, 1659-1719","",Q548162,human,Yamamoto Tsunetomo,"","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",ill.,"","",Extent: v. <1-2 > : ill. ; 26 cm.,"Ms.|Title from title piece of vol. 2.|""Yamamoto Tsunetomo jutsu, Tashiro Tsuramoto ki"" Cf. Kokusho sōmokuroku.|Shahon (hand-written copy), copied by Yamamoto Denzaemon in Meiwa 4 1767.|No border; text in 13 vertical lines.|On double leaves, oriental style (fukurotoji).|Genealogical chart (1 folded leaf) inserted in v. 2.|Library copy wormed with some loss of text.|Library copy imperfect: title piece of v. 1 wanting.",,2023-11-05 10:32:49 -0500,2020-09-25,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9959397313506421,RS131.64 .S42 1829,https://catalog.princeton.edu/catalog/9959397313506421,"","","","",Bunsei 12 1829,1829,19,http://vocab.getty.edu/aat/300404513,,"","",Seiyakuchō hi.,製薬帳秘.,Seiyakuchō hi,"","","",Pharmacy,http://id.worldcat.org/fast/1060285,Pharmacy,"","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",ill.,"","",Extent: 1 v. ill. : 24 cm.,"Ms.|Preface date Bunsei 12 1829|On double leaves, oriental style (fukurotoji).|Within single border (17.6 x 12.6 cm), text in 10 vertical lines.|""Kyūridō kōhon"" -- Each fold (hashira).|Library copy wormed.",,2023-11-05 10:32:49 -0500,2022-12-19,20230928-princeton-marcxml-eastasian.xml
