row_index,workflow_history,language_as_recorded,language_code,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-28T18:58:43.536904300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-11-28T18:59:26.152711100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-11-28T19:00:10.574443700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-11-28T19:07:19.829103200Z",Ancient Greek (to 1453),grc,,,Ancient Greek,Q35497
2,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-28T18:58:43.540598500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-11-28T18:59:26.153711Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-11-28T19:00:10.574443700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-11-28T19:07:19.830102800Z",Anglo-Norman,xno,,,Anglo-Norman,Q35214
3,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-28T18:58:43.540598500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-11-28T18:59:26.153711Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-11-28T19:00:10.574443700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-11-28T19:07:19.830102800Z",Arabic,ara,,,Arabic,Q13955
4,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-28T18:58:43.540598500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-11-28T18:59:26.154709700Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-11-28T19:00:10.574443700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-11-28T19:07:19.830102800Z",Arabic and Coptic,ara;cop,Arabic;Coptic,Q13955;Q36155,,
5,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-28T18:58:43.541602800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-11-28T18:59:26.161708700Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-11-28T19:00:10.574443700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-11-28T19:07:19.830102800Z",Arabic and Coptic,cop;ara,Arabic;Coptic,Q13955;Q36155,,
6,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-28T18:58:43.541602800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-11-28T18:59:26.161708700Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-11-28T19:00:10.574443700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-11-28T19:07:19.830102800Z",Arabic and Persian,ara;per,,,Arabic;Persian,Q13955;Q9168
7,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-28T18:58:43.541602800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-11-28T18:59:26.162707400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-11-28T19:00:10.574443700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-11-28T19:07:19.831103Z",Arabic with Persian commentary and end pages,ara;per,Arabic;Persian,Q13955;Q9168,,
8,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-28T18:58:43.541602800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-11-28T18:59:26.162707400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-11-28T19:00:10.574443700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-11-28T19:07:19.831103Z",Arabic with Persian interlinear translation and marginal commentary,ara;per,Arabic;Persian,Q13955;Q9168,,
9,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-28T18:58:43.541602800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-11-28T18:59:26.162707400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-11-28T19:00:10.574443700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-11-28T19:07:19.831103Z",Arabic with Persian translation and marginal comments,ara;per,Arabic;Persian,Q13955;Q9168,,
10,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-28T18:58:43.541602800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-11-28T18:59:26.163707Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-11-28T19:00:10.574443700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-11-28T19:07:19.831103Z",Arabic with one page in Persian,ara;per,Arabic;Persian,Q13955;Q9168,,
