row_index,workflow_history,language_as_recorded,language_code,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.724917Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.152832Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085195Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.789809Z",Ancient Greek (to 1453),grc,Ancient Greek,Q35497,,
2,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727220Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153317Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085325Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.795750Z",Anglo-Norman,xno,,,Anglo-Norman,Q35214
3,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727234Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153333Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085332Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796217Z",Arabic,ara,,,Arabic,Q13955
4,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727242Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153339Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085337Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796222Z",Armenian,arm,,,Armenian,Q8785
5,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727254Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153344Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085341Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796226Z","Castilian, Spanish",spa,Spanish,Q1321,,
6,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727261Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153636Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085354Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796243Z","Castilian, Spanish; Latin",spa;lat,Spanish;Latin,Q1321;Q397,,
7,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727267Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153660Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085368Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796256Z","Church Slavic, Church Slavonic, Old Bulgarian, Old Church Slavonic, Old Slavonic",chu,Church Slavonic;Old Church Slavonic,Q33251;Q35499,,
8,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727285Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153687Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085390Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796280Z",Coptic,cop,Coptic,Q36155,,
9,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727293Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153692Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085394Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796283Z","Dutch, Flemish",dut,Dutch;Flemish,Q7411;Q34147,,
10,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153744Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085409Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796296Z",Egyptian (Ancient),egy,Egyptian,Q50868,,
11,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727313Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153764Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085413Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796299Z",English,eng,,,English,Q1860
12,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727320Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153774Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085418Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796303Z",French,fre,,,French,Q150
13,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727327Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153779Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085423Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796309Z",German,ger,,,German,Q188
14,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727337Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153784Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085427Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796312Z",Hebrew,heb,,,Hebrew,Q9288
15,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727344Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153792Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085434Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796316Z",Italian,ita,,,Italian,Q652
16,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727350Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153798Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085437Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796321Z",Latin,lat,,,Latin,Q397
17,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153803Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085441Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796324Z",Latin; Ancient Greek (to 1453); Middle French (ca. 1400-1600),lat;grc;frm,Latin;Ancient Greek;Middle French,Q397;Q35497;Q1473289,,
18,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727407Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153820Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085451Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796336Z",Latin; Anglo-Norman; Middle French (ca. 1400-1600),lat;xno;frm,,,Latin;Anglo-Norman;Middle French,Q397;Q35214;Q1473289
19,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727430Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153841Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085463Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796340Z","Latin; Dutch, Flemish",lat;dut,Latin;Dutch;Flemish,Q397;Q7411;Q34147,,
20,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727438Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153858Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085476Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796358Z",Latin; English,lat;eng,,,Latin;English,Q397;Q1860
21,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727444Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153863Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085480Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796364Z",Latin; German,lat;ger,,,Latin;German,Q397;Q188
22,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727458Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153868Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085484Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796367Z",Latin; Italian,lat;ita,,,Latin;Italian,Q397;Q652
23,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727465Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153875Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085490Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796372Z","Latin; Low German, Low Saxon",lat;nds,Latin;Low German;Low Saxon,Q397;Q25433;Q168446,,
24,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727471Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153933Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085504Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796385Z",Latin; Middle Dutch (ca. 1050-1350),lat;dum,Latin;Middle Dutch,Q397;Q178806,,
25,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727482Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153959Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085510Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796392Z",Latin; Middle French (ca. 1400-1600),lat;frm,,,Latin;Middle French,Q397;Q1473289
26,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727489Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153965Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085521Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796400Z",Latin; Middle French (ca. 1400-1600); French,lat;frm;fre,Latin;Middle French;French,Q397;Q1473289;Q150,,
27,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727495Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153983Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085535Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796413Z",Latin; Middle High German (ca. 1050-1500),lat;gmh,Latin;Middle High German,Q397;Q837985,,
28,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727506Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153995Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085542Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796420Z",Middle Dutch (ca. 1050-1350),dum,Middle Dutch,Q178806,,
29,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727513Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.153999Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085548Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796426Z",Middle Dutch (ca. 1050-1350); Latin,dum;lat,Middle Dutch;Latin,Q178806;Q397,,
30,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727519Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154016Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085558Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796433Z",Middle English (1100-1500); Latin,enm;lat,Middle English;Latin,Q36395;Q397,,
31,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727538Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154025Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085569Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796442Z",Middle French (ca. 1400-1600),frm,Middle French,Q1473289,,
32,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727545Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154036Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085577Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796446Z",Middle French (ca. 1400-1600); Latin,frm;lat,,,Middle French;Latin,Q1473289;Q397
33,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727551Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154041Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085581Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796456Z",Middle High German (ca. 1050-1500),gmh,,,Middle High German,Q837985
34,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727563Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154046Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085584Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796460Z","No linguistic content, Not applicable",zxx,,,no linguistic content,Q22282939
35,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727570Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154054Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085589Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796463Z",Old French (842-ca. 1400),fro,,,Old French,Q35222
36,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727576Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154058Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085592Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796468Z",Persian,per,,,Persian,Q9168
37,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727589Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154063Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085596Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796472Z",ara,ara,,,Arabic,Q13955
38,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727596Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154070Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085602Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796475Z",arm,arm,,,Armenian,Q8785
39,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727602Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154075Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085606Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796480Z",chu,chu,,,Church Slavonic,Q33251
40,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727614Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154079Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085609Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796483Z",cop,cop,,,Coptic,Q36155
41,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727621Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154086Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085615Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796486Z",dum,dum,Middle Dutch,Q178806,,
42,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727627Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154095Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085619Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796492Z",dum;lat,dum;lat,Middle Dutch;Latin,Q178806;Q397,,
43,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727650Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154111Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085632Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796499Z",dut,dut,,,Dutch,Q7411
44,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727656Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154116Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085636Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796507Z",egy,egy,Egyptian,Q50868,,
45,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727663Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154121Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085639Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796511Z",eng,eng,,,English,Q1860
46,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727675Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154130Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085646Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796514Z",enm;lat,enm;lat,Middle English;Latin,Q36395;Q397,,
47,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727681Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154139Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085653Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796613Z",fre,fre,,,French,Q150
48,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727688Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154146Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085658Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796617Z",frm,frm,,,Middle French,Q1473289
49,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154151Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085662Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796623Z",frm;lat,frm;lat,,,Middle French;Latin,Q1473289;Q397
50,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727707Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154156Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085665Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796627Z",fro,fro,,,Old French,Q35222
51,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T13:38:27.727713Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-09-14T13:39:09.154166Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-09-14T13:39:16.085673Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-09-14T15:30:52.796630Z",ger,ger,,,German,Q188
