row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.871828700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.487411500Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.175563400Z",,,,undetermined,http://vocab.getty.edu/tgn/7544559
2,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.871828700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.487411500Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.177562300Z","16 Rabīʻ I 1191-20 Rabīʻ I 1191 April 24, 1777-April 28, 1777",,,,
3,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.872828200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.487411500Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.178573400Z",18th century,,,,
4,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.872828200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.488408Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.178573400Z",Aleppo,,,Aleppo,http://vocab.getty.edu/tgn/7002252
5,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.872828200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.488408Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.179562600Z",Amāsīyah,,,,
6,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.872828200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.488408Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.179562600Z","Aquitaine?, France",Aquitaine;France,http://vocab.getty.edu/tgn/7002878;http://vocab.getty.edu/tgn/1000070,,
7,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.872828200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.488408Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.179562600Z",Askidār,,,,
8,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.872828200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.488408Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.179562600Z",Austria,,,Austria,http://vocab.getty.edu/tgn/1000062
9,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.872828200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.488408Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.179562600Z",Baghdād,Baghdad,http://vocab.getty.edu/tgn/7002482,,
10,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.872828200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.488408Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.179562600Z",Bahsanī,,,,
11,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.872828200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.488408Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.179562600Z",Baldat Shām,Syria,http://vocab.getty.edu/tgn/7594765,,
12,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T18:04:39.247439100Z | PLACE RECON, STEP 3: START RECON 2023-08-30T18:04:53.872828200Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-08-30T18:35:09.488408Z | PLACE RECON, STEP 6: FINALIZED 2023-09-01T20:02:39.180563200Z",Bayt al-Faqīh Yemen,Bayt al Faqīh,http://vocab.getty.edu/tgn/1087306,,
