row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,instance_of,authorized_label,structured_value
11,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.452964Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216738Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798741Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596147Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794920Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493644Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778416Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742231Z","Alphonso, Diego",former owner,,,human,Diego Alphonso,Q122873224,,,
12,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.452970Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216740Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798743Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596151Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794922Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493648Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778475Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742234Z",Ambrose of Milan,author,,http://viaf.org/viaf/100227669,,,,human,Ambrose,Q43689
13,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.452973Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216742Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798750Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596165Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794927Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493654Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778485Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742238Z","Amherst, William Amhurst Tyssen-Amherst, Baron, 1835-1909",former owner,,,human,"William Tyssen-Amherst, 1st Baron Amherst of Hackney",Q333839,,,
14,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.452976Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216750Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798754Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596179Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794929Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493658Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778494Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742240Z","Anderdon, Oliver",former owner,,,human,Thomas Oliver Anderdon,Q115556398,,,
15,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.452980Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216752Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798760Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596184Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794931Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493662Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778506Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742243Z","Anne, of Brittany, Queen, consort of Louis XII, King of France, 1476-1514",former owner,,,human,Anne of Brittany,Q201143,,,
16,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.452982Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216754Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798764Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596192Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794934Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493674Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778516Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742246Z","Anselm, Saint, Archbishop of Canterbury, 1033-1109",author,,http://id.loc.gov/authorities/names/n50024763.html,,,,human,Anselm of Canterbury,Q43939
17,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.452984Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216762Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798778Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596200Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794937Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493678Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778526Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742249Z","Anselm, Saint, Archbishop of Canterbury, 1033-1109",author,,http://viaf.org/viaf/100187025,,,,human,Anselm of Canterbury,Q43939
18,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.452994Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216765Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798780Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596204Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794940Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493682Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778536Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742251Z","Antoninus, Saint, Archbishop of Florence, 1389-1459",author,,http://viaf.org/viaf/89209643,,,,human,Antoninus of Florence,Q773822
19,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.452996Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216767Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798784Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596208Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794946Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493688Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778542Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742255Z","Antoninus, Saint, Archbishop of Florence, 1389-1459",author,,http://id.loc.gov/authorities/names/n86859662.html,,,,human,Antoninus of Florence,Q773822
20,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.452998Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216772Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798792Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596218Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794948Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493691Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778555Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742276Z",Antonis Rogiersz uten Broec (Master of the Boston City of God),artist,,,human,Antonnis Rogiersz. Uten Broec,Q2683907,,,
21,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453003Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216775Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798794Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596222Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794951Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493695Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778568Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742278Z",Aristotle,author,,http://id.loc.gov/authorities/names/n79004182.html,,,,human,Aristotle,Q868
22,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453005Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216777Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798799Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596226Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794960Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778575Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742285Z",Aristotle,author,,http://viaf.org/viaf/7524651,,,,human,Aristotle,Q868
23,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453007Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216783Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798803Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596233Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794962Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493704Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778590Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742287Z",Arnaldus de Villanova,author,,http://viaf.org/viaf/100189814,,,,human,Arnaldus de Villa Nova,Q356568
24,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453013Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216785Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798805Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596240Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794964Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493706Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778597Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742289Z","Arrigoni, Luigi",former owner,,,human,Luigi Arrigoni,Q120869119,,,
25,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453015Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216787Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798812Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596246Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794968Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493711Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778611Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742294Z","Ashburner, Walter, 1864-1936",former owner,,,,,,human,Walter Ashburner,Q52155775
26,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453017Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216805Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798816Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596262Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794972Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493714Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778622Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742296Z","Ashburnham, Bertram Ashburnham, Earl of, 1797-1878",former owner,,,,,,human,"Bertram Ashburnham, 4th Earl of Ashburnham",Q21855104
27,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453021Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216808Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798842Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596273Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794974Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493718Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778637Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742299Z","Ashburnham, Bertram Ashburnham, earl of, 1797-1878",former owner,,,,,,human,"Bertram Ashburnham, 4th Earl of Ashburnham",Q21855104
28,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453023Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216810Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798852Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596277Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794977Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778648Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742303Z","Ashworth, Benjamin",former owner,,,,,,human,Benjamin Ashworth,Q114242428
29,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453025Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216821Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798854Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596285Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794979Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493734Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778703Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742305Z","Auchinleck, Alexander Boswell, Lord, 1707-1782",former owner,,,human,"Alexander Boswell, Lord Auchinleck",Q4718398,,,
30,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453034Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216823Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798857Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596289Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794983Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778717Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742307Z","Augustine, Saint, Bishop of Hippo",author,,http://viaf.org/viaf/66806872/,,,,human,Augustine of Hippo,Q8018
31,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453036Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216826Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798866Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596297Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794990Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.778987Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742311Z","Augustine, Saint, Bishop of Hippo",author,,http://id.loc.gov/authorities/names/n80126290.html,,,,human,Augustine of Hippo,Q8018
32,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453039Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216831Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798868Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596304Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794992Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493747Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.779004Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742313Z","Augustine, Saint, Bishop of Hippo",author,,http://id.loc.gov/authorities/names/n80126290,,,,human,Augustine of Hippo,Q8018
33,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-19T17:35:05.453043Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-19T17:38:53.216833Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-19T17:39:16.798871Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-19T17:39:46.596309Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-19T17:40:11.794994Z | NAME RECON STEP 6: START ORG RECON 2023-09-21T19:55:42.493750Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-21T19:56:36.779013Z | NAME RECON STEP 9: FINALIZED 2023-09-26T18:21:01.742316Z","Augustine, of Hippo, Saint, 354-430",author,,http://viaf.org/viaf/66806872,,,,human,Augustine of Hippo,Q8018
