row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.843468Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.633396300Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652013300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Anthropomorphic initials,rbgenr,,Anthropomorphic letters,http://id.loc.gov/vocabulary/rbmscv/cv00943,,
2,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.843468Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652013300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Antiphonaries (Service books),lcgft,,,,Antiphonaries (Service books),http://id.worldcat.org/fast/1920004
3,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.843468Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652013300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Aphorisms and Proverbs,,,,,,
4,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652013300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Autographs (Provenance),rbprov,,Autographs,http://id.loc.gov/vocabulary/rbmscv/cv00177,,
5,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652013300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Bibliographies,fast,,Bibliographies,http://id.worldcat.org/fast/1919895,,
6,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652967300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Biographies,fast,,,,Biographies,http://id.worldcat.org/fast/1919896
7,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652967300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Biographies,lcgft,,,,Biographies,http://id.worldcat.org/fast/1919896
8,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652967300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Biographies,rvmgf,,Biographies,http://id.loc.gov/vocabulary/rbmscv/cv00185,,
9,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652967300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Blind tooled bindings (Binding),rbbin,,,,Blind tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00632
10,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652967300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Blind tooled bindings (Binding) ǂ2 rbbin,,,Blind tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00632,,
11,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652967300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z","Bookbinding, Islamic",lcsh,,Islamic bookbinding,http://id.worldcat.org/fast/1730288,,
12,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652967300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Bosses (Binding),rbbin,,Bosses (Bindings),http://id.loc.gov/vocabulary/rbmscv/cv00444,,
13,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652967300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Centerpiece and cornerpiece bindings (Binding),rbbin,,Centerpiece and cornerpiece bindings,http://id.loc.gov/vocabulary/rbmscv/cv00319,,
14,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-03T16:44:38.343296100Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-03T16:45:41.844503800Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-03T16:48:47.483162900Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-06T00:59:00.636379400Z | GENRE FAST RECON, STEP 3: START FAST RECON 2023-09-06T00:59:20.992333400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-06T00:59:33.652967300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-06T00:59:45.247407100Z | GENRE RECON, STEP 7: FINALIZED 2023-09-06T00:59:57.742563500Z",Certificates,rbgenr,,Certificates,http://id.loc.gov/vocabulary/rbmscv/cv02106,,
