row_index,workflow_history,subject_as_recorded,authorized_label_add,structured_value_add,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value
1,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-05T15:50:42.660813200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-09-05T16:01:51.604668700Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:41:39.598965800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-09-05T19:44:07.146012100Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:57:31.853112700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-09-05T20:05:11.913703Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:06:50.250712700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-09-05T20:08:11.070768500Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:09:12.894575500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-09-06T16:14:04.735849700Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T16:15:16.308498400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-09-06T16:53:01.169844300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T16:53:58.972915400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-09-06T17:01:20.810378600Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:05:26.301200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-09-06T17:07:01.177507Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:07:42.536904200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-09-06T17:30:51.601069300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:32:31.407264200Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-09-06T17:34:10.470256200Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:35:03.583461800Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-09-06T17:35:31.281459500Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:36:19.356199500Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-09-06T17:47:59.522624800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:49:50.996407200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-09-06T17:54:02.727137900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-09-06T17:54:57.113421800Z | SUBJECT RECON, STEP 45: FINALIZED 2023-09-06T17:56:38.303572600Z",Abbasids--Poetry--Early works to 1800.,Abbasids;Poetry;Early works,http://id.worldcat.org/fast/794211;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,a--v--v,0,,,
2,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-05T15:50:42.666811800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-09-05T16:01:51.604668700Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:41:39.598965800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-09-05T19:44:07.146012100Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:57:31.853112700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-09-05T20:05:11.913703Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:06:50.250712700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-09-05T20:08:11.070768500Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:09:12.894575500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-09-06T16:14:04.736848900Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T16:15:16.308498400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-09-06T16:53:01.170843700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T16:53:58.972915400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-09-06T17:01:20.811376800Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:05:26.301200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-09-06T17:07:01.178501400Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:07:42.536904200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-09-06T17:30:51.603070300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:32:31.407264200Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-09-06T17:34:10.470256200Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:35:03.583461800Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-09-06T17:35:31.281459500Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:36:19.356199500Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-09-06T17:47:59.522624800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:49:50.996407200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-09-06T17:54:02.727137900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-09-06T17:54:57.113421800Z | SUBJECT RECON, STEP 45: FINALIZED 2023-09-06T17:56:38.303572600Z",Abbasids.,Abbasids,http://id.worldcat.org/fast/794211,a,fast,(OCoLC)fst00794211,,
3,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-05T15:50:42.666811800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-09-05T16:01:51.604668700Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:41:39.598965800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-09-05T19:44:07.146012100Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:57:31.853112700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-09-05T20:05:11.913703Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:06:50.250712700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-09-05T20:08:11.070768500Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:09:12.894575500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-09-06T16:14:04.736848900Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T16:15:16.308498400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-09-06T16:53:01.170843700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T16:53:58.972915400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-09-06T17:01:20.811376800Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:05:26.301200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-09-06T17:07:01.178501400Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:07:42.536904200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-09-06T17:30:51.603070300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:32:31.408267700Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-09-06T17:34:10.470256200Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:35:03.583461800Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-09-06T17:35:31.281459500Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:36:19.356199500Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-09-06T17:47:59.522624800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:49:50.996407200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-09-06T17:54:02.727137900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-09-06T17:54:57.113421800Z | SUBJECT RECON, STEP 45: FINALIZED 2023-09-06T17:56:38.303572600Z",Ablutions (Islamic law),Ablutions (Islamic law),http://id.worldcat.org/fast/1748813,a,fast,(OCoLC)fst01748813,,
4,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-05T15:50:42.666811800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-09-05T16:01:51.605670800Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:41:39.598965800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-09-05T19:44:07.146012100Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:57:31.853112700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-09-05T20:05:11.913703Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:06:50.250712700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-09-05T20:08:11.070768500Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:09:12.894575500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-09-06T16:14:04.736848900Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T16:15:16.308498400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-09-06T16:53:01.170843700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T16:53:58.972915400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-09-06T17:01:20.811376800Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:05:26.301200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-09-06T17:07:01.178501400Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:07:42.536904200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-09-06T17:30:51.603070300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:32:31.408267700Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-09-06T17:34:10.470256200Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:35:03.583461800Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-09-06T17:35:31.281459500Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:36:19.356199500Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-09-06T17:47:59.522624800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:49:50.996407200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-09-06T17:54:02.727137900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-09-06T17:54:57.113421800Z | SUBJECT RECON, STEP 45: FINALIZED 2023-09-06T17:56:38.303572600Z",Ablutions (Islamic law)--Early works to 1800.,Ablutions (Islamic law);Early works,http://id.worldcat.org/fast/1748813;http://id.worldcat.org/fast/1411636,a--v,0,,,
5,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-05T15:50:42.666811800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-09-05T16:01:51.605670800Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:41:39.598965800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-09-05T19:44:07.146012100Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:57:31.853112700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-09-05T20:05:11.913703Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:06:50.250712700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-09-05T20:08:11.070768500Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:09:12.894575500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-09-06T16:14:04.736848900Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T16:15:16.308498400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-09-06T16:53:01.170843700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T16:53:58.972915400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-09-06T17:01:20.811376800Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:05:26.301200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-09-06T17:07:01.178501400Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:07:42.536904200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-09-06T17:30:51.603070300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:32:31.408267700Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-09-06T17:34:10.470256200Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:35:03.583461800Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-09-06T17:35:31.281459500Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:36:19.356199500Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-09-06T17:47:59.522624800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:49:50.996407200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-09-06T17:54:02.727137900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-09-06T17:54:57.113421800Z | SUBJECT RECON, STEP 45: FINALIZED 2023-09-06T17:56:38.303572600Z",Ablutions (Islamic law)--Early works to 1800.,Ablutions (Islamic law);Early works,http://id.worldcat.org/fast/1748813;http://id.worldcat.org/fast/1411636,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh2009007624,,
6,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-05T15:50:42.666811800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-09-05T16:01:51.605670800Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:41:39.598965800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-09-05T19:44:07.146012100Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:57:31.853112700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-09-05T20:05:11.913703Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:06:50.250712700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-09-05T20:08:11.070768500Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:09:12.894575500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-09-06T16:14:04.736848900Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T16:15:16.308498400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-09-06T16:53:01.170843700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T16:53:58.972915400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-09-06T17:01:20.811376800Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:05:26.301200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-09-06T17:07:01.178501400Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:07:42.536904200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-09-06T17:30:51.603070300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:32:31.408267700Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-09-06T17:34:10.470256200Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:35:03.583461800Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-09-06T17:35:31.281459500Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:36:19.356199500Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-09-06T17:47:59.522624800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:49:50.996407200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-09-06T17:54:02.727137900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-09-06T17:54:57.113421800Z | SUBJECT RECON, STEP 45: FINALIZED 2023-09-06T17:56:38.303572600Z","Acre (Israel)--History--Siege, 1799.","Israel--Acre;History;Siege of Acre (Acre, Israel : 1799)",http://id.worldcat.org/fast/1207296;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1354712,a--x--y,0,,,
7,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-05T15:50:42.666811800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-09-05T16:01:51.605670800Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:41:39.598965800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-09-05T19:44:07.146012100Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:57:31.853112700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-09-05T20:05:11.913703Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:06:50.250712700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-09-05T20:08:11.070768500Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:09:12.894575500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-09-06T16:14:04.736848900Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T16:15:16.308498400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-09-06T16:53:01.170843700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T16:53:58.972915400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-09-06T17:01:20.811376800Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:05:26.301200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-09-06T17:07:01.178501400Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:07:42.536904200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-09-06T17:30:51.603070300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:32:31.408267700Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-09-06T17:34:10.470256200Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:35:03.583461800Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-09-06T17:35:31.281459500Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:36:19.356199500Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-09-06T17:47:59.522624800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:49:50.996407200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-09-06T17:54:02.727137900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-09-06T17:54:57.113421800Z | SUBJECT RECON, STEP 45: FINALIZED 2023-09-06T17:56:38.303572600Z",Adhan--Early works to 1800.,Adhan;Early works,http://id.worldcat.org/fast/1742302;http://id.worldcat.org/fast/1411636,a--v,0,,,
8,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-05T15:50:42.666811800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-09-05T16:01:51.605670800Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:41:39.598965800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-09-05T19:44:07.146012100Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:57:31.853112700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-09-05T20:05:11.913703Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:06:50.250712700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-09-05T20:08:11.070768500Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:09:12.894575500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-09-06T16:14:04.736848900Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T16:15:16.308498400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-09-06T16:53:01.170843700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T16:53:58.972915400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-09-06T17:01:20.811376800Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:05:26.301200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-09-06T17:07:01.178501400Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:07:42.536904200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-09-06T17:30:51.603070300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:32:31.408267700Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-09-06T17:34:10.470256200Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:35:03.583461800Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-09-06T17:35:31.281459500Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:36:19.356199500Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-09-06T17:47:59.522624800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:49:50.996407200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-09-06T17:54:02.727137900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-09-06T17:54:57.113421800Z | SUBJECT RECON, STEP 45: FINALIZED 2023-09-06T17:56:38.303572600Z",Adhan.,Adhan,http://id.worldcat.org/fast/1742302,a,fast,(OCoLC)fst01742302,,
9,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-05T15:50:42.666811800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-09-05T16:01:51.605670800Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:41:39.598965800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-09-05T19:44:07.146012100Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:57:31.853112700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-09-05T20:05:11.913703Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:06:50.250712700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-09-05T20:08:11.070768500Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:09:12.894575500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-09-06T16:14:04.736848900Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T16:15:16.308498400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-09-06T16:53:01.170843700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T16:53:58.972915400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-09-06T17:01:20.811376800Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:05:26.301200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-09-06T17:07:01.178501400Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:07:42.536904200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-09-06T17:30:51.603070300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:32:31.408267700Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-09-06T17:34:10.470256200Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:35:03.583461800Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-09-06T17:35:31.281459500Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:36:19.356199500Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-09-06T17:47:59.522624800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:49:50.996407200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-09-06T17:54:02.727137900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-09-06T17:54:57.113421800Z | SUBJECT RECON, STEP 45: FINALIZED 2023-09-06T17:56:38.303572600Z",Africa--Description and travel--Early works to 1800.,Africa;Voyages and travels;Early works,http://id.worldcat.org/fast/1239509;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636,a--x--v,0,,,
10,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-05T15:50:42.666811800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-09-05T16:01:51.605670800Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:41:39.598965800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-09-05T19:44:07.146012100Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T19:57:31.853112700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-09-05T20:05:11.913703Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:06:50.250712700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-09-05T20:08:11.070768500Z | KNOWN SUBJECT RECON APPLIED 2023-09-05T20:09:12.894575500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-09-06T16:14:04.736848900Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T16:15:16.308498400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-09-06T16:53:01.170843700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T16:53:58.972915400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-09-06T17:01:20.811376800Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:05:26.301200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-09-06T17:07:01.178501400Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:07:42.536904200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-09-06T17:30:51.603070300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:32:31.408267700Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-09-06T17:34:10.470256200Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:35:03.583461800Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-09-06T17:35:31.281459500Z | KNOWN SUBJECT RECON APPLIED 2023-09-06T17:36:19.356199500Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-09-06T17:47:59.522624800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-09-06T17:49:50.996407200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-09-06T17:54:02.727137900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-09-06T17:54:57.113421800Z | SUBJECT RECON, STEP 45: FINALIZED 2023-09-06T17:56:38.303572600Z",Africa.,Africa,http://id.worldcat.org/fast/1239509,a,fast,(OCoLC)fst01239509,,
