row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-23T22:29:14.472969400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-23T22:29:36.272482500Z","[""""]",undetermined,"http://vocab.getty.edu/aat/300379012
",,
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-23T22:29:14.476973200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-23T22:29:36.272482500Z","[""Paper""]",paper,http://vocab.getty.edu/aat/300014109,,
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-23T22:29:14.476973200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-23T22:29:36.272482500Z","[""paper""]",,,paper,http://vocab.getty.edu/aat/300014109
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-23T22:29:14.476973200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-23T22:29:36.272482500Z","[""paper and parchment""]",,,paper;parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-23T22:29:14.477968400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-23T22:29:36.272482500Z","[""paper and parchment, illuminations""]",paper;parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851,,
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-23T22:29:14.477968400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-23T22:29:36.272482500Z","[""paper, charts""]",paper,http://vocab.getty.edu/aat/300014109,,
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-23T22:29:14.477968400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-23T22:29:36.272482500Z","[""paper, illuminations""]",,,paper,http://vocab.getty.edu/aat/300014109
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-23T22:29:14.477968400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-23T22:29:36.272482500Z","[""paper, illuminations, maps, charts""]",paper,http://vocab.getty.edu/aat/300014109,,
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-23T22:29:14.477968400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-23T22:29:36.272482500Z","[""paper, orn: initial with crude profile""]",paper,http://vocab.getty.edu/aat/300014109,,
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-23T22:29:14.477968400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-23T22:29:36.272482500Z","[""paper, parchment""]",paper;parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851,,
