row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:27.999118Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.844791Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.821490Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.383423Z","Abbey of Saint-Amand, France",Saint-Amand;France,http://vocab.getty.edu/tgn/7610229;http://vocab.getty.edu/tgn/1000070,,
2,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000746Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.844914Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822145Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408635Z","Amberg, Bavaria, Germany",,,Amberg;Bavaria;Germany,http://vocab.getty.edu/tgn/7012357;http://vocab.getty.edu/tgn/7003669;http://vocab.getty.edu/tgn/7000084
3,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000761Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.844922Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822154Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408644Z","Amiens?, France",Amiens;France,http://vocab.getty.edu/tgn/7010588;http://vocab.getty.edu/tgn/1000070,,
4,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000766Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.844948Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822171Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408660Z","Augsburg, Germany",Augsburg;Germany,http://vocab.getty.edu/tgn/7004324;http://vocab.getty.edu/tgn/7000084,,
5,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000770Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.844961Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822185Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408684Z","Augsburg?, Germany",Augsburg;Germany,http://vocab.getty.edu/tgn/7004324;http://vocab.getty.edu/tgn/7000084,,
6,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000781Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.844980Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822203Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408695Z",Austria,,,Austria,http://vocab.getty.edu/tgn/1000062
7,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000785Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.844986Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822210Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408702Z",Austria (northern),Austria,http://vocab.getty.edu/tgn/1000062,,
8,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000789Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845002Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822221Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408707Z",Austria ?,,,Austria,http://vocab.getty.edu/tgn/1000062
9,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000803Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845008Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822228Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408712Z",Austria? Hungary?,,,Austria;Hungary,http://vocab.getty.edu/tgn/1000062;http://vocab.getty.edu/tgn/7006278
10,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000808Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845021Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822232Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408721Z",Austro-Bavaria,,,Bavaria,http://vocab.getty.edu/tgn/7003669
11,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000812Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845027Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822239Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408726Z","Avignon?, France",,,Avignon;France,http://vocab.getty.edu/tgn/7008799;http://vocab.getty.edu/tgn/1000070
12,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000819Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845033Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822250Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408731Z","Bavaria, Germany",Bavaria;Germany,http://vocab.getty.edu/tgn/7003669;http://vocab.getty.edu/tgn/7000084,,
13,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000824Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845059Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822261Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408747Z","Bavaria?, Germany",Bavaria;Germany,http://vocab.getty.edu/tgn/7003669;http://vocab.getty.edu/tgn/7000084,,
14,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000828Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845075Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822272Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408768Z","Bavaria?, Southern Germany",Bavaria;South Germany,http://vocab.getty.edu/tgn/7003669;http://vocab.getty.edu/tgn/4004316,,
15,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000837Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845089Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822290Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408779Z",Belgium,,,Belgium,http://vocab.getty.edu/tgn/1000063
16,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000841Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845096Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822294Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408788Z","Belém, Portugal",Belém;Portugal,http://vocab.getty.edu/tgn/7010773;http://vocab.getty.edu/tgn/1000090,,
17,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000845Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845110Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822312Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408798Z","Berkshire, England",Berkshire;England,http://vocab.getty.edu/tgn/7008101;http://vocab.getty.edu/tgn/7002445,,
18,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000855Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845122Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822344Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408815Z","Besançon?, France",Besançon;France,http://vocab.getty.edu/tgn/7008356;http://vocab.getty.edu/tgn/1000070,,
19,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000859Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845141Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822356Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408833Z","Bodensee, Germany",Bodensee;Germany,http://vocab.getty.edu/tgn/7212103;http://vocab.getty.edu/tgn/7000084,,
20,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000864Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845163Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822370Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408844Z","Bodensee?, Germany",Bodensee;Germany,http://vocab.getty.edu/tgn/7212103;http://vocab.getty.edu/tgn/7000084,,
21,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000880Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845175Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822386Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408863Z",Bohemia,,,Bohemia,http://vocab.getty.edu/tgn/7006470
22,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000884Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845188Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822391Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408867Z",Bohemia?,,,Bohemia,http://vocab.getty.edu/tgn/7006470
23,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000888Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845194Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822395Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408878Z","Bologna or Padua?, Italy",Bologna;Padua;Italy,http://vocab.getty.edu/tgn/7004847;http://vocab.getty.edu/tgn/7003085;http://vocab.getty.edu/tgn/1000080,,
24,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000896Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845215Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822414Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408895Z","Bologna, Italy",,,Bologna;Italy,http://vocab.getty.edu/tgn/7004847;http://vocab.getty.edu/tgn/1000080
25,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000901Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845222Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822424Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408900Z","Bologna?, Italy",,,Bologna;Italy,http://vocab.getty.edu/tgn/7004847;http://vocab.getty.edu/tgn/1000080
26,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000905Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845242Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822429Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408905Z","Bourges, France",Bourges;France,http://vocab.getty.edu/tgn/7017415;http://vocab.getty.edu/tgn/1000070,,
27,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000911Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845254Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822444Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408918Z","Bourges?, France",Bourges;France,http://vocab.getty.edu/tgn/7017415;http://vocab.getty.edu/tgn/1000070,,
28,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000916Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845269Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822461Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408928Z","Brabant?, Netherlands",Brabant;Netherlands,http://vocab.getty.edu/tgn/7003463;http://vocab.getty.edu/tgn/7016845,,
29,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000919Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845284Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822472Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408949Z","Brittany?, France",Brittany;France,http://vocab.getty.edu/tgn/7024267;http://vocab.getty.edu/tgn/1000070,,
30,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000927Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845296Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822495Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408965Z","Bruges, Belgium",Bruges;Belgium,http://vocab.getty.edu/tgn/7007867;http://vocab.getty.edu/tgn/1000063,,
31,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000930Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845310Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822508Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408975Z","Bruges, Flanders",Bruges;Flanders,http://vocab.getty.edu/tgn/7007867;http://vocab.getty.edu/tgn/7024097,,
32,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000942Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845330Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822524Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408991Z","Bruges?, Belgium",,,Bruges;Belgium,http://vocab.getty.edu/tgn/7007867;http://vocab.getty.edu/tgn/1000063
33,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000947Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845365Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822533Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.408996Z","Bruges?, Flanders",Bruges;Flanders,http://vocab.getty.edu/tgn/7007867;http://vocab.getty.edu/tgn/7024097,,
34,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000951Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845387Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822541Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409008Z","Brussels, Flanders",Brussels;Flanders,http://vocab.getty.edu/tgn/7007868;http://vocab.getty.edu/tgn/7024097,,
35,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000958Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845403Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822557Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409028Z","Burgundy, France",Burgundy;France,http://vocab.getty.edu/tgn/7029372;http://vocab.getty.edu/tgn/1000070,,
36,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000963Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845415Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822573Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409038Z","Burgundy?, France",Burgundy;France,http://vocab.getty.edu/tgn/7029372;http://vocab.getty.edu/tgn/1000070,,
37,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000967Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845433Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822582Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409054Z","Cambrai, diocese of, France (northeastern)",Cambrai;France,http://vocab.getty.edu/tgn/7008456;http://vocab.getty.edu/tgn/1000070,,
38,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000974Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845464Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822656Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409066Z",Central Italy,Central Italy,http://vocab.getty.edu/tgn/4005361,,
39,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000978Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845478Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822660Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409071Z","Châlons, France",Châlons;France,http://vocab.getty.edu/tgn/7657983;http://vocab.getty.edu/tgn/1000070,,
40,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000983Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845490Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822684Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409086Z","Cirencester?, England",Cirencester;England,http://vocab.getty.edu/tgn/7011127;http://vocab.getty.edu/tgn/7002445,,
41,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000989Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845508Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822693Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409096Z","Cologne, Germany",Cologne;Germany,http://vocab.getty.edu/tgn/7004446;http://vocab.getty.edu/tgn/7000084,,
42,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000994Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845523Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822705Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409119Z",Cologne?,,,Cologne,http://vocab.getty.edu/tgn/7004446
43,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.000998Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845530Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822709Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409124Z","Cologne?, Germany",,,Cologne;Germany,http://vocab.getty.edu/tgn/7004446;http://vocab.getty.edu/tgn/7000084
44,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-14T15:35:28.001011Z | PLACE RECON, STEP 3: START RECON 2023-09-14T15:35:49.845536Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-09-14T15:36:08.822725Z | PLACE RECON, STEP 6: FINALIZED 2023-09-14T18:05:23.409135Z","Constance, Germany",Konstanz;Germany,http://vocab.getty.edu/tgn/7005174;http://vocab.getty.edu/tgn/7000084,,
