row_index,workflow_history,subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
121,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.367384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.908225600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.437154300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Hindu saints,,openn-subjects,,Hindu saints,http://id.worldcat.org/fast/957093,,
122,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.367384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.908225600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Historiated initial,,openn-keywords,,,,Historiated initials,http://id.worldcat.org/fast/957716
123,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.367384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.908225600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",History,,openn-keywords,,,,History,http://id.worldcat.org/fast/958235
124,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.368384900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.908225600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Humanistic,,openn-keywords,,,,humanistic scripts,http://vocab.getty.edu/aat/300210204
125,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.368384900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.908225600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Hymnal,,openn-keywords,,,,Hymnals,http://id.worldcat.org/fast/1920189
126,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.368384900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.908225600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z","Hymns, Syriac--Early works to 1800",,openn-subjects,,"Hymns, Syriac;Early works",http://id.worldcat.org/fast/965649;http://id.worldcat.org/fast/1411636,,
127,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.368384900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.908225600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Illumination,,openn-keywords,,,,illuminations (paintings),http://vocab.getty.edu/aat/300264522
128,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.368384900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.908225600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z","Illumination of books and manuscripts, Gothic",,openn-subjects,http://id.loc.gov/authorities/subjects/sh85064358.html,,,"Illumination of books and manuscripts, Gothic",http://id.worldcat.org/fast/967296
129,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.368384900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.908225600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z","Illumination of books and manuscripts, Gothic--France",,openn-subjects,http://id.loc.gov/authorities/subjects/sh2008123011.html,,,"Illumination of books and manuscripts, Gothic;France",http://id.worldcat.org/fast/967296;http://id.worldcat.org/fast/1204289
130,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.368384900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.908225600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.206714700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z","Illumination of books and manuscripts, Indic",,openn-subjects,,"Illumination of books and manuscripts, Indic",http://id.worldcat.org/fast/967300,,
131,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.368384900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.909224Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.452701600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.206714700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z","Illumination of books and manuscripts, Indic--Specimens",,openn-subjects,,"Illumination of books and manuscripts, Indic;Specimens",http://id.worldcat.org/fast/967300;http://id.worldcat.org/fast/1423861,,
132,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.128564200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.368384900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.318883400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.054839700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.760628800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.909224Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.438154600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.468839900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.376024500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.281594100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.452701600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.956315700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.206714700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.236943900Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.639221200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z","Illumination of books and manuscripts, Iranian",,openn-subjects,,"Illumination of books and manuscripts, Iranian",http://id.worldcat.org/fast/967304,,
