row_index,workflow_history,language_as_recorded,language_code,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:47:18.017129800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-08-30T17:47:55.451130400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-08-30T17:48:56.604898Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-08-30T17:52:31.660122800Z",,,,,,
2,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:47:18.017976500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-08-30T17:47:55.451130400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-08-30T17:48:56.604898Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-08-30T17:52:31.661134100Z",;ara,;ara,Arabic,Q13955,,
3,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:47:18.017976500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-08-30T17:47:55.451130400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-08-30T17:48:56.604898Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-08-30T17:52:31.661134100Z",;ara;ota,;ara;ota,Arabic;Ottoman Turkish,Q13955;Q36730,,
4,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:47:18.017976500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-08-30T17:47:55.451130400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-08-30T17:48:56.605898Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-08-30T17:52:31.661134100Z",;ara;ota;per,;ara;ota;per,Arabic;Ottoman Turkish;Persian,Q13955;Q36730;Q9168,,
5,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:47:18.017976500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-08-30T17:47:55.451130400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-08-30T17:48:56.605898Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-08-30T17:52:31.661134100Z",;ara;per,;ara;per,Arabic;Persian,Q13955;Q9168,,
6,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:47:18.017976500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-08-30T17:47:55.451130400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-08-30T17:48:56.605898Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-08-30T17:52:31.661134100Z",Arabic,,,,Arabic,Q13955
7,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:47:18.017976500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-08-30T17:47:55.451130400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-08-30T17:48:56.605898Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-08-30T17:52:31.661134100Z",Arabic,;ara;per,,,Arabic,Q13955
8,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:47:18.017976500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-08-30T17:47:55.451130400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-08-30T17:48:56.605898Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-08-30T17:52:31.661134100Z",Arabic,;ara,,,Arabic,Q13955
9,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:47:18.017976500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-08-30T17:47:55.451130400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-08-30T17:48:56.605898Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-08-30T17:52:31.661134100Z",Arabic,;ara;ota,,,Arabic,Q13955
10,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:47:18.017976500Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-08-30T17:47:55.451130400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-08-30T17:48:56.605898Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-08-30T17:52:31.661134100Z",Arabic and Ottoman Turkish,;ara;ota,Arabic;Ottoman Turkish,Q13955;Q36730,,
