subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value
"Jacob ben Asher, approximately 1269-approximately 1340. Arbaʻah ṭurim.",a;d;t,0,http://id.loc.gov/authorities/names/n82247743,Arbaʻah ṭurim (Jacob ben Asher),http://id.worldcat.org/fast/1373192
"Jaghmīnī, Maḥmūd ibn Muḥammad, -1221?",a;d,fast,http://id.worldcat.org/fast/1827130,"Jaghmīnī, Maḥmūd ibn Muḥammad, -1221?",http://id.worldcat.org/fast/1827130
"Jaghmīnī, Maḥmūd ibn Muḥammad, -1221? Mulakhkhaṣ fī al-hayʼah.",a;d;t,0,http://id.loc.gov/authorities/names/no00072200,"Mulakhkhaṣ fī al-hayʼah (Jaghmīnī, Maḥmūd ibn Muḥammad)",http://id.worldcat.org/fast/1380591
"James, the Greater, Saint",a;c,fast,http://id.worldcat.org/fast/48588,"James, the Greater, Saint",http://id.worldcat.org/fast/48588
"James, the Greater, Saint--Art.",a;c--v,0,,"James, the Greater, Saint;Art",http://id.worldcat.org/fast/48588;http://id.worldcat.org/fast/1423702
"Jāmī, 1414-1492. Fawāʼid al-Ḍiyāʼīyah.",a;d;t,0,,Fawāʼid al-Ḍiyāʼīyah (Jāmī),http://id.worldcat.org/fast/1913444
"Jāmī, 1414-1492. Fawāʼid al-Ḍiyāʼīyah.",a;d;t,0,,Fawāʼid al-Ḍiyāʼīyah (Jāmī),http://id.worldcat.org/fast/1913444
Jāmiʻ al-ṣaghīr (Suyūṭī),a,fast,(OCoLC)fst01366751,Jāmiʻ al-ṣaghīr (Suyūṭī),http://id.worldcat.org/fast/1366751
"Jāmiʻ al-ṣaḥīḥ (Bukhārī, Muḥammad ibn Ismāʻīl)",a,fast,(OCoLC)fst01362378,"Jāmiʻ al-ṣaḥīḥ (Bukhārī, Muḥammad ibn Ismāʻīl)",http://id.worldcat.org/fast/1362378
"Jāmiʻ al-ṣaḥīḥ (Bukhārī, Muḥammad ibn Ismāʻīl)",a,fast,(OCoLC)fst01362378,"Jāmiʻ al-ṣaḥīḥ (Bukhārī, Muḥammad ibn Ismāʻīl)",http://id.worldcat.org/fast/1362378
Jāmiʻ al-ṣaḥīḥ (Muslim ibn al-Ḥajjāj al-Qushayrī),a,fast,(OCoLC)fst01367524,Jāmiʻ al-ṣaḥīḥ (Muslim ibn al-Ḥajjāj al-Qushayrī),http://id.worldcat.org/fast/1367524
"Jamʻ al-jawāmiʻ fī al-uṣūl (Subkī, Tāj al-Dīn ʻAbd al-Wahhāb ibn
				ʻAlī)",a,fast,(OCoLC)fst01378154,"Jamʻ al-jawāmiʻ fī al-uṣūl (Subkī, Tāj al-Dīn ʻAbd al-Wahhāb ibn ʻAlī)",http://id.worldcat.org/fast/1378154
"János I Zápolya, King of Hungary, 1487-1540.",a;b;c;d,0,http://id.loc.gov/authorities/names/n2002040065,"János I Zápolya, King of Hungary, 1487-1540",http://id.worldcat.org/fast/482354
"János I Zápolya, King of Hungary, 1487-1540.",a;b;c;d,fast,http://id.worldcat.org/fast/482354,"János I Zápolya, King of Hungary, 1487-1540",http://id.worldcat.org/fast/482354
Jesuits.,a,fast,http://id.worldcat.org/fast/532143,Jesuits,http://id.worldcat.org/fast/532143
Jesuits--History--16th century.,a--x--y,0,http://id.loc.gov/authorities/subjects/sh87004991,Jesuits;History;Sixteenth century,http://id.worldcat.org/fast/532143;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1119851
Jesuits--Rules--Early works to 1800.,a--v--v,0,,Jesuits;Rules;Early works,http://id.worldcat.org/fast/532143;http://id.worldcat.org/fast/1423857;http://id.worldcat.org/fast/1411636
Jesus Christ.,a,fast,http://id.worldcat.org/fast/40116,Jesus Christ,http://id.worldcat.org/fast/40116
Jesus Christ.,a,0,http://id.loc.gov/authorities/names/n79084784,Jesus Christ,http://id.worldcat.org/fast/40116
Jesus Christ--Art.,a--v,0,http://id.loc.gov/authorities/subjects/sh85069964,Jesus Christ;Art,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1423702
Jésus-Christ--Art.,a--v,6,,Jesus Christ;Art,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1423702
Jesus Christ--Baptism.,a--x,0,http://id.loc.gov/authorities/subjects/sh85069967,Baptism of Jesus Christ,http://id.worldcat.org/fast/1351993
Jesus Christ--Biography--Apocryphal and legendary literature.,a--v--v,0,http://id.loc.gov/authorities/subjects/sh85069971,Jesus Christ;Biographies;Apocryphal and legendary literature,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1424027
Jesus Christ--Biography--Early works to 1800.,a--v--v,0,,Jesus Christ;Biographies;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
Jesus Christ--Childhood--Poetry.,a--x--v,0,,Childhood of Jesus Christ;Children;Poetry,http://id.worldcat.org/fast/1352277;http://id.worldcat.org/fast/854835;http://id.worldcat.org/fast/1423828
Jesus Christ--Devotional literature--Early works to 1800.,a--v--v,0,,Jesus Christ;Devotional literature;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1423773;http://id.worldcat.org/fast/1411636
Jesus Christ--Divinity--Early works to 1800.,a--x--v,0,,Divinity of Christ;Early works,http://id.worldcat.org/fast/1352802;http://id.worldcat.org/fast/1411636
Jesus Christ--Family--Early works to 1800.,a--x--v,0,,Jesus Christ;Families;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1411636
Jesus Christ--Genealogy--Early works to 1800.,a--v--v,0,,Jesus Christ;Genealogy;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1423818;http://id.worldcat.org/fast/1411636
Jesus Christ--Genealogy--Early works to 1800.,a--v--v,0,,Jesus Christ;Genealogy;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1423818;http://id.worldcat.org/fast/1411636
Jesus Christ--In literature.,a--x,0,http://id.loc.gov/authorities/subjects/sh85070141,Jesus Christ,http://id.worldcat.org/fast/40116
Jesus Christ--Nativity--In art.,a--x--v,0,,Nativity of Jesus Christ;Art,http://id.worldcat.org/fast/1353868;http://id.worldcat.org/fast/1423702
Jesus Christ--Passion.,a--x,0,http://id.loc.gov/authorities/subjects/sh85070073,Passion of Jesus Christ,http://id.worldcat.org/fast/1353950
Jesus Christ--Passion--Drama--Early works to 1800.,a--x--v--v,0,,Passion of Jesus Christ;Drama;Early works,http://id.worldcat.org/fast/1353950;http://id.worldcat.org/fast/1423879;http://id.worldcat.org/fast/1411636
Jesus Christ--Passion--Early works to 1800.,a--x--v,0,,Passion of Jesus Christ;Early works,http://id.worldcat.org/fast/1353950;http://id.worldcat.org/fast/1411636
Jesus Christ--Passion--Poetry--Early works to 1800.,a--x--v--v,0,,Passion of Jesus Christ;Poetry;Early works,http://id.worldcat.org/fast/1353950;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636
Jesus Christ--Poetry.,a--v,0,http://id.loc.gov/authorities/subjects/sh85070087,Jesus Christ;Poetry,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1423828
Jesus Christ--Resurrection.,a--x,0,http://id.loc.gov/authorities/subjects/sh85070108,Resurrection of Jesus Christ,http://id.worldcat.org/fast/1354440
Jesus Christ--Transfiguration--Early works to 1800.,a--x--v,0,,Transfiguration of Jesus Christ;Early works,http://id.worldcat.org/fast/1355154;http://id.worldcat.org/fast/1411636
Jesus Christ--Trial--Apocryphal and legendary literature.,a--x--v,0,http://id.loc.gov/authorities/subjects/sh85070136,Trial of Jesus Christ;Apocryphal and legendary literature,http://id.worldcat.org/fast/1355166;http://id.worldcat.org/fast/1424027
"Jirāʻī, ʻAbd al-Karīm ibn Ismāʻīl, active 18th century--Knowledge and learning--Early works to 1800.",a;d--x--v,0,,Learning and scholarship;Early works,http://id.worldcat.org/fast/994857;http://id.worldcat.org/fast/1411636
"Jiří, z Poděbrad, King of Bohemia, 1420-1471.",a;c;d,0,http://id.loc.gov/authorities/names/n82112990,"Jiří, z Poděbrad, King of Bohemia, 1420-1471",http://id.worldcat.org/fast/97762
"Jiří, z Poděbrad, King of Bohemia, 1420-1471.",a;c;d,fast,http://id.worldcat.org/fast/97762,"Jiří, z Poděbrad, King of Bohemia, 1420-1471",http://id.worldcat.org/fast/97762
"John, the Apostle, Saint",a;c,0,http://id.loc.gov/authorities/names/n79060715,"John, the Apostle, Saint",http://id.worldcat.org/fast/36704
"John, the Apostle, Saint",a;c,fast,http://id.worldcat.org/fast/36704,"John, the Apostle, Saint",http://id.worldcat.org/fast/36704
"John, the Apostle, Saint--Art.",a;c--x,0,,"John, the Apostle, Saint;Art",http://id.worldcat.org/fast/36704;http://id.worldcat.org/fast/815177
"John, the Baptist, Saint",a;c,0,http://id.loc.gov/authorities/names/n78095804,"John, the Baptist, Saint",http://id.worldcat.org/fast/29179
"John, the Baptist, Saint",a;c,fast,http://id.worldcat.org/fast/29179,"John, the Baptist, Saint",http://id.worldcat.org/fast/29179
"John VIII Palaeologus, Emperor of the East, 1392-1448.",a;b;c;d,0,,"John VIII Palaeologus, Emperor of the East, 1392-1448",http://id.worldcat.org/fast/223900
Joseph (Son of Jacob),a;c,0,http://id.loc.gov/authorities/names/n79097427,Joseph (Son of Jacob),http://id.worldcat.org/fast/41708
Joseph (Son of Jacob),a;c,fast,http://id.worldcat.org/fast/41708,Joseph (Son of Jacob),http://id.worldcat.org/fast/41708
Joseph (Son of Jacob)--Poetry.,a;c--v,0,,Joseph (Son of Jacob);Poetry,http://id.worldcat.org/fast/41708;http://id.worldcat.org/fast/1423828
Judas Iscariot--Poetry--Early works to 1800.,a--v--v,0,,Judas Iscariot;Poetry;Early works,http://id.worldcat.org/fast/90737;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636
Jugurthine War (111-105 B.C.),a;d,fast,http://id.worldcat.org/fast/984778,Jugurthine War (111-105 B.C.),http://id.worldcat.org/fast/984778
"Julius III, Pope, 1487-1555.",a;b;c;d,fast,http://id.worldcat.org/fast/165546,"Julius III, Pope, 1487-1555",http://id.worldcat.org/fast/165546
"Julius III, Pope, 1487-1555.",a;b;c;d,0,http://id.loc.gov/authorities/names/n85216481,"Julius III, Pope, 1487-1555",http://id.worldcat.org/fast/165546
Kabāʼir (Muḥammad ibn ʻAbd al-Wahhāb),a,fast,(OCoLC)fst01400055,Kabāʼir (Muḥammad ibn ʻAbd al-Wahhāb),http://id.worldcat.org/fast/1400055
"Kāfiyah (Ibn al-Ḥājib, ʻUthmān ibn ʻUmar)",a,fast,(OCoLC)fst01366739,"Kāfiyah (Ibn al-Ḥājib, ʻUthmān ibn ʻUmar)",http://id.worldcat.org/fast/1366739
"Kashshāf (Zamakhsharī, Maḥmūd ibn ʻUmar)",a,fast,(OCoLC)fst01368611,"Kashshāf (Zamakhsharī, Maḥmūd ibn ʻUmar)",http://id.worldcat.org/fast/1368611
Kaʻb ibn Zuhayr. Qaṣīdat al-Burdah.,a;t,0,http://id.loc.gov/authorities/names/n85231273,Qaṣīdat al-Burdah (Kaʻb ibn Zuhayr),http://id.worldcat.org/fast/1376087
"Khadījah, -approximately 619.",a;d,fast,(OCoLC)fst01828551,"Khadījah, -approximately 619",http://id.worldcat.org/fast/1828551
"Khadījah, -approximately 619--Early works to 1800.",a;d--v,0,(uri) http://id.loc.gov/authorities/names/n82251178--(uri) http://viaf.org/viaf/sourceID/LC%7cn82251178,"Khadījah, -approximately 619;Early works",http://id.worldcat.org/fast/1828551;http://id.worldcat.org/fast/1411636
"Khaṭīb al-Tamartāshī, Muḥammad ibn ʻAbd Allāh, 1532 or 1533-1595 or 1596. Tanwīr al-abṣār.",a;d;t,0,,"Tanwīr al-abṣār (Khaṭīb al-Tamartāshī, Muḥammad ibn ʻAbd Allāh)",http://id.worldcat.org/fast/2057835
"Khayālī, Aḥmad ibn Mūsá, -1457?. Ḥāshiyah ʻalá Sharḥ al-ʻAqāʼid al-Nasafīyah.",a;d;t,0,,"Ḥāshiyah ʻalá Sharḥ al-ʻAqāʼid al-Nasafīyah (Khayālī, Aḥmad ibn Mūsá)",http://id.worldcat.org/fast/2058803
"Khazrajī, ʻAbd Allāh ibn ʻUthmān, active 12th century-13th century. Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah.",a;d;t,0,,"Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah (Khazrajī, ʻAbd Allāh ibn ʻUthmān)",http://id.worldcat.org/fast/2059514
Khiḍr (Legendary character),a;c,fast,(OCoLC)fst00987173,Khiḍr (Legendary character),http://id.worldcat.org/fast/987173
Khiḍr (Legendary character)--Early works to 1800.,a;c--v,0,,Khiḍr (Legendary character);Early works,http://id.worldcat.org/fast/987173;http://id.worldcat.org/fast/1411636
"Kisāʼī, ʻAlī ibn Ḥamzah, -804 or 805.",a;d,0,,"Kisāʼī, ʻAlī ibn Ḥamzah, -804 or 805",http://id.worldcat.org/fast/1828924
Knights of Malta.,a,fast,http://id.worldcat.org/fast/537438,Knights of Malta,http://id.worldcat.org/fast/537438
Knights of Malta--Early works to 1800.,a--v,0,,Knights of Malta;Early works,http://id.worldcat.org/fast/537438;http://id.worldcat.org/fast/1411636
Knights of Malta--Italy--History.,a--z--x,0,,Knights of Malta;Italy;History,http://id.worldcat.org/fast/537438;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411628
Kölner Dom.,a,0,http://id.loc.gov/authorities/names/n80113882,Kölner Dom,http://id.worldcat.org/fast/548583
Kölner Dom.,a,fast,http://id.worldcat.org/fast/548583,Kölner Dom,http://id.worldcat.org/fast/548583
"Lefèvre d'Étaples, Jacques, -1536.",a;d,fast,http://id.worldcat.org/fast/1830400,"Lefèvre d'Étaples, Jacques, -1536",http://id.worldcat.org/fast/1830400
"Lefèvre d'Étaples, Jacques, -1536.",a;d,0,http://id.loc.gov/authorities/names/n83196765,"Lefèvre d'Étaples, Jacques, -1536",http://id.worldcat.org/fast/1830400
"Leicester, Robert Dudley, Earl of, 1532?-1588.",a;c;d,fast,http://id.worldcat.org/fast/16504,"Leicester, Robert Dudley, Earl of, 1532?-1588",http://id.worldcat.org/fast/16504
"Leicester, Robert Dudley, Earl of, 1532?-1588.",a;c;d,0,http://id.loc.gov/authorities/names/n50048266,"Leicester, Robert Dudley, Earl of, 1532?-1588",http://id.worldcat.org/fast/16504
Lenzi family.,a,fast,http://id.worldcat.org/fast/355241,Lenzi family,http://id.worldcat.org/fast/355241
Lenzi family.,a,0,http://id.loc.gov/authorities/subjects/sh95001778,Lenzi family,http://id.worldcat.org/fast/355241
"Leo X, Pope, 1475-1521.",a;b;c;d,0,http://id.loc.gov/authorities/names/n50080601,"Leo X, Pope, 1475-1521",http://id.worldcat.org/fast/19548
"Leo X, Pope, 1475-1521.",a;b;c;d,0,,"Leo X, Pope, 1475-1521",http://id.worldcat.org/fast/19548
"Leo X, Pope, 1475-1521.",a;b;c;d,fast,http://id.worldcat.org/fast/19548,"Leo X, Pope, 1475-1521",http://id.worldcat.org/fast/19548
"Leo XI, Pope, 1535-1605.",a;b;c;d,fast,http://id.worldcat.org/fast/163751,"Leo XI, Pope, 1535-1605",http://id.worldcat.org/fast/163751
"Leo XI, Pope, 1535-1605.",a;b;c;d,0,http://id.loc.gov/authorities/names/n85196665,"Leo XI, Pope, 1535-1605",http://id.worldcat.org/fast/163751
Liber bellorum Domini--Commentaries.,a--v,0,,Commentaries,http://id.worldcat.org/fast/1423723
"Liber bellorum Domini--Criticism, interpretation, etc.",a--x,0,,Criticism and interpretation,http://id.worldcat.org/fast/1198648
Liber sextus decretalium (Catholic Church),a,fast,http://id.worldcat.org/fast/1369655,Liber sextus decretalium (Catholic Church),http://id.worldcat.org/fast/1369655
"Liebfrauenkirche (Halberstadt, Germany)",a,fast,http://id.worldcat.org/fast/716684,"Liebfrauenkirche (Halberstadt, Germany)",http://id.worldcat.org/fast/716684
"Liebfrauenkirche (Halberstadt, Germany)",a,0,http://id.loc.gov/authorities/names/n96041496,"Liebfrauenkirche (Halberstadt, Germany)",http://id.worldcat.org/fast/716684
"Lippomano, Luigi, 1500-1559.",a;d,fast,http://id.worldcat.org/fast/88391,"Lippomano, Luigi, 1500-1559",http://id.worldcat.org/fast/88391
"Lippomano, Luigi, 1500-1559.",a;d,0,http://id.loc.gov/authorities/names/n82032178,"Lippomano, Luigi, 1500-1559",http://id.worldcat.org/fast/88391
Lord's prayer.,a,fast,http://id.worldcat.org/fast/1356166,Lord's prayer,http://id.worldcat.org/fast/1356166
"Lord's prayer--Criticism, interpretation, etc.",a--x,0,,Lord's prayer;Criticism and interpretation,http://id.worldcat.org/fast/1356166;http://id.worldcat.org/fast/1198648
Lord's prayer--Early works to 1800.,a--v,0,,Lord's prayer;Early works,http://id.worldcat.org/fast/1356166;http://id.worldcat.org/fast/1411636
"Louis XII, King of France, 1462-1515.",a;b;c;d,0,http://id.loc.gov/authorities/names/n50080620,"Louis XII, King of France, 1462-1515",http://id.worldcat.org/fast/19560
"Louis XII, King of France, 1462-1515.",a;b;c;d,fast,http://id.worldcat.org/fast/19560,"Louis XII, King of France, 1462-1515",http://id.worldcat.org/fast/19560
"Lubāb al-iʻrāb al-māniʻ min al-laḥn fī al-sunnah wa-al-Kitāb
				(Shaʻrānī, ʻAbd al-Wahhāb ibn Aḥmad)",a,fast,(OCoLC)fst01391140,"Lubāb al-iʻrāb al-māniʻ min al-laḥn fī al-sunnah wa-al-Kitāb (Shaʻrānī, ʻAbd al-Wahhāb ibn Aḥmad)",http://id.worldcat.org/fast/1391140
"Ludwig IV, Holy Roman Emperor, 1282?-1347.",a;b;c;d,0,http://id.loc.gov/authorities/names/n84208500,"Ludwig IV, Holy Roman Emperor, 1282?-1347",http://id.worldcat.org/fast/162215
"Ludwig IV, Holy Roman Emperor, 1282?-1347.",a;b;c;d,fast,http://id.worldcat.org/fast/162215,"Ludwig IV, Holy Roman Emperor, 1282?-1347",http://id.worldcat.org/fast/162215
"Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459. Badr al-ṭāliʻ fī ḥall Jamʻ al-jawāmiʻ.",a;d;t,0,,"Badr al-ṭāliʻ fī ḥall Jamʻ al-jawāmiʻ (Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad)",http://id.worldcat.org/fast/1911741
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Nuqāyah mukhtaṣar al-Wiqāyah fī masāʼil al-Hidāyah.",a;d;t,0,,"Nuqāyah mukhtaṣar al-Wiqāyah fī masāʼil al-Hidāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/2057896
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Sharḥ al-Wiqāyah.",a;d;t,0,http://id.loc.gov/authorities/names/n86108494,"Sharḥ al-Wiqāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/1371415
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Sharḥ al-Wiqāyah.",a;d;t,0,,"Sharḥ al-Wiqāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/1371415
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347. Tanqīḥ al-uṣūl.",a;d;t,0,,"Tanqīḥ al-uṣūl (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/1381675
"Mahomet, le prophète, -632--Biographie.",a;c;d--v,6,,"Muḥammad, Prophet, -632;Biographies",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896
"Mahomet, le prophète, -632--Biographie--Ouvrages avant 1800.",a;c;d--v--v,6,,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468.",a;c;d,fast,http://id.worldcat.org/fast/34249,"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468",http://id.worldcat.org/fast/34249
"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468.",a;c;d,0,http://id.loc.gov/authorities/names/n79043839,"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468",http://id.worldcat.org/fast/34249
Malatesta family.,a,0,http://id.loc.gov/authorities/subjects/sh85080045,Malatesta family,http://id.worldcat.org/fast/216051
Malatesta family.,a,fast,http://id.worldcat.org/fast/216051,Malatesta family,http://id.worldcat.org/fast/216051
"Malik al-Manṣūr, Najm al-Dīn Ghāzī, -1312--Poetry--Early works to 1800.",a;d--v--v,0,,Poetry;Early works,http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636
"Mālik ibn Anas, -795--Early works to 1800.",a;d--v,0,,"Mālik ibn Anas, -795;Early works",http://id.worldcat.org/fast/1832510;http://id.worldcat.org/fast/1411636
"Mancini, Girolamo, 1832-1924.",a;d,fast,http://id.worldcat.org/fast/105158,"Mancini, Girolamo, 1832-1924",http://id.worldcat.org/fast/105158
"Mancini, Girolamo, 1832-1924.",a;d,0,http://id.loc.gov/authorities/names/n82222477,"Mancini, Girolamo, 1832-1924",http://id.worldcat.org/fast/105158
"Maqṣūrah (Ibn Durayd, Muḥammad ibn al-Ḥasan)",a,fast,(OCoLC)fst01372716,"Maqṣūrah (Ibn Durayd, Muḥammad ibn al-Ḥasan)",http://id.worldcat.org/fast/1372716
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197. Bidāyat al-mubtadī.",a;d;t,0,http://id.loc.gov/authorities/names/no2019016998,"Bidāyat al-mubtadī (Marghīnānī, ʻAlī ibn Abī Bakr)",http://id.worldcat.org/fast/2056651
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197. Hidāyah.",a;d;t,0,,"Hidāyah (Marghīnānī, ʻAlī ibn Abī Bakr)",http://id.worldcat.org/fast/1370806
"Marie de Médicis, Queen, consort of Henry IV, King of France, 1573-1642.",a;c;d,0,http://id.loc.gov/authorities/names/n82006848,"Marie de Médicis, Queen, consort of Henry IV, King of France, 1573-1642",http://id.worldcat.org/fast/85623
"Marie de Médicis, Queen, consort of Henry IV, King of France, 1573-1642.",a;c;d,fast,http://id.worldcat.org/fast/85623,"Marie de Médicis, Queen, consort of Henry IV, King of France, 1573-1642",http://id.worldcat.org/fast/85623
"Martini, Giovanni.",a,fast,http://id.worldcat.org/fast/1662204,"Martini, Giovanni",http://id.worldcat.org/fast/1662204
"Martini, Giovanni.",a,0,http://id.loc.gov/authorities/names/no2006132329,"Martini, Giovanni",http://id.worldcat.org/fast/1662204
"Marucelli, Francesco, 1625-1703.",a;d,0,http://id.loc.gov/authorities/names/n84100388,"Marucelli, Francesco, 1625-1703",http://id.worldcat.org/fast/132018
"Marucelli, Francesco, 1625-1703.",a;d,fast,http://id.worldcat.org/fast/132018,"Marucelli, Francesco, 1625-1703",http://id.worldcat.org/fast/132018
"Mary, Blessed Virgin, Saint",a;c,fast,http://id.worldcat.org/fast/68107,"Mary, Blessed Virgin, Saint",http://id.worldcat.org/fast/68107
"Mary, Blessed Virgin, Saint",a;c,0,http://id.loc.gov/authorities/names/n81018544,"Mary, Blessed Virgin, Saint",http://id.worldcat.org/fast/68107
"Mary, Blessed Virgin, Saint--Annunciation--Art.",a;c--x--v,0,,Annunciation to the Blessed Virgin Mary;Art,http://id.worldcat.org/fast/1351679;http://id.worldcat.org/fast/1423702
"Mary, Blessed Virgin, Saint--Art.",a;c--v,0,http://id.loc.gov/authorities/subjects/sh85081698,"Mary, Blessed Virgin, Saint;Art",http://id.worldcat.org/fast/68107;http://id.worldcat.org/fast/1423702
"Mary, Blessed Virgin, Saint--Assumption--Sermons--Early works to 1800.",a;c--x--x--v,0,,Assumption of the Blessed Virgin Mary;Sermons;Early works,http://id.worldcat.org/fast/1351964;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636
"Mary, Blessed Virgin, Saint--In literature.",a;c--x,0,,"Mary, Blessed Virgin, Saint",http://id.worldcat.org/fast/68107
"Mary, Blessed Virgin, Saint--Legends.",a;c--v,0,http://id.loc.gov/authorities/subjects/sh85081717,"Mary, Blessed Virgin, Saint;Legends",http://id.worldcat.org/fast/68107;http://id.worldcat.org/fast/1423803
"Mary, Blessed Virgin, Saint--Poetry.",a;c--v,0,,"Mary, Blessed Virgin, Saint;Poetry",http://id.worldcat.org/fast/68107;http://id.worldcat.org/fast/1423828
"Mary, Blessed Virgin, Saint--Prayers and devotions--Early works to 1800.",a;c--v--v,0,,"Mary, Blessed Virgin, Saint;Prayers and devotions;Early works",http://id.worldcat.org/fast/68107;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636
"Mary, Blessed Virgin, Saint--Sermons.",a;c--v,0,,"Mary, Blessed Virgin, Saint;Sermons",http://id.worldcat.org/fast/68107;http://id.worldcat.org/fast/1423904
"Mary, Blessed Virgin, Saint--Sermons--Early works to 1800.",a;c--x--v,0,,"Mary, Blessed Virgin, Saint;Sermons;Early works",http://id.worldcat.org/fast/68107;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636
"Mary Magdalene, Saint",a;c,fast,http://id.worldcat.org/fast/32964,"Mary Magdalene, Saint",http://id.worldcat.org/fast/32964
"Mary Magdalene, Saint--Art.",a;c--v,0,http://id.loc.gov/authorities/subjects/sh2014100134,"Mary Magdalene, Saint;Art",http://id.worldcat.org/fast/32964;http://id.worldcat.org/fast/1423702
"Mary Magdalene, Saint--Prayers and devotions.",a;c--v,0,,"Mary Magdalene, Saint;Prayers and devotions",http://id.worldcat.org/fast/32964;http://id.worldcat.org/fast/1423909
"Maṣābīḥ al-sunnah (Baghawī, al-Ḥusayn ibn Masʻūd)",a,fast,(OCoLC)fst01360739,"Maṣābīḥ al-sunnah (Baghawī, al-Ḥusayn ibn Masʻūd)",http://id.worldcat.org/fast/1360739
Masjid al-Aqṣá (Jerusalem)--Early works to 1800.,a--v,0,,Masjid al-Aqṣá (Jerusalem);Early works,http://id.worldcat.org/fast/578676;http://id.worldcat.org/fast/1411636
"Maurice, Saint, -approximately 287.",a;c;d,fast,http://id.worldcat.org/fast/1833644,"Maurice, Saint, -approximately 287",http://id.worldcat.org/fast/1833644
"Maurice, Saint, -approximately 287.",a;c;d,0,http://id.loc.gov/authorities/names/n82157435,"Maurice, Saint, -approximately 287",http://id.worldcat.org/fast/1833644
"Maximian, Emperor of Rome, approximately 240-310.",a;c;d,0,http://id.loc.gov/authorities/names/n78022482,"Maximian, Emperor of Rome, approximately 240-310",http://id.worldcat.org/fast/1833681
"Maximian, Emperor of Rome, approximately 240-310.",a;c;d,fast,http://id.worldcat.org/fast/1833681,"Maximian, Emperor of Rome, approximately 240-310",http://id.worldcat.org/fast/1833681
"Maximilian I, Holy Roman Emperor, 1459-1519.",a;b;c;d,fast,http://id.worldcat.org/fast/2577,"Maximilian I, Holy Roman Emperor, 1459-1519",http://id.worldcat.org/fast/2577
"Maximilian I, Holy Roman Emperor, 1459-1519.",a;b;c;d,0,http://id.loc.gov/authorities/names/n50009068,"Maximilian I, Holy Roman Emperor, 1459-1519",http://id.worldcat.org/fast/2577
"Maximus, of Turin, Saint, active 4th century-5th century. Sermons.",a;c;d;t,0,,"Maximus, of Turin, Saint, active 4th century-5th century;Sermons",http://id.worldcat.org/fast/1833687;http://id.worldcat.org/fast/1113216
