language_as_recorded,language_code,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Geez,,Ge'ez,Q35667,Q3664,,,
gez,,,,,Ge'ez,Q35667,Q3664
gez;Amharic,,Ge'ez;Amharic,Q35667;Q28244,Q3664;Q42444,,,
amh,,,,,Amharic,Q28244,Q42444
Amharic,,Amharic,Q28244,Q42444,,,
amh;Geez,,Amharic;Ge'ez,Q28244;Q35667,Q42444;Q3664,,,
