title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Muntakhab Fatḥ al-mannān fī tafsīr al-Qurʼan,,Fatḥ al-mannān fī tafsīr al-Qurʼan,,Tafsir,Q76085,,
Taʼwīlāt al-Qurʼān al-ʻaẓīm,,,,Qurʼan commentary,Q39258,,
al-Mujīd fī iʻrāb al-Qurʼān al-majīd,,,,Qurʼan commentary,Q39258,,
al-Durr al-maṣūn fī ʻilm al-Kitāb al-maknūn,,,,Qurʼan commentary,Q39258,,
Kashf al-tanzīl fī taḥqīq al-taʼwīl,,,,Qurʼan commentary,Q39258,,
ʼUyūn al-tafāsīr,,,,Qurʼan commentary,Q39258,,
Tabṣīr al-raḥmān wa-taysīr al-mannān baʻḍ mā yushīru ilá iʻjāz al-Qurʼān,,,,Qurʼan commentary,Q39258,,
al-Lubāb min ʻulūm al-Kitāb,,,,Qurʼan commentary,Q39258,,
Tafsīr al-Jalālayn,,,,Qurʼan commentary,Q39258,,
al-Futūḥāt al-ilāhīyah bi-tawḍīḥ Tafsīr al-Jalālayn lil-daqāʼiq al-khafīyah,,,,Qurʼan commentary,Q39258,,
al-Fawātiḥ al-ilāhīyah wa-al-mafātīḥ al-ghaybīyah al-mūḍiḥah lil-kalim wa-al-ḥikam al-furqānīyah,,,,Qurʼan commentary,Q39258,,
Fatḥ al-raḥmān bi-tafsīr al-Qurʼān,,,,Qurʼan commentary,Q39258,,
Tafsīr Jamāl al-Dīn,,,,Qurʼan commentary,Q39258,,
Tasʹhīl al-sabīl fī fahm maʻānī al-tanzīl,,,,Qurʼan commentary,Q39258,,
al-ḥaḍrah al-ʻulyā,,,,Qurʼan commentary,Q39258,,
Jāmiʻ al-anwār fī lujaj al-afkār,,,,Qurʼan commentary,Q39258,,
Irshād al-ʻaql al-salīm ilá mazāyā al-Kitāb al-karīm,,,,Qurʼan commentary,Q39258,,
al-Tafsīr al-manẓūm,,,,Qurʼan commentary,Q39258,,
Tafsīr al-Qurʼān,,,,,,Tafsīr al-Qurʼān,Q11674
al-Ṭarīqah al-wāḍiḥah fī asrār al-Fātiḥah,,,,Qurʼan commentary,Q39258,,
Tafsīr al-Fātiḥah,,,,Qurʼan commentary,Q39258,,
Tafsīr Sūrat Āl ʻImrān,,,,Qurʼan commentary,Q39258,,
Tafsīr Sūrat al-Anʻām,,,,Qurʼan commentary,Q39258,,
"Tafsīr Sūrat al-Isrāʼ [al-Kahf, Maryam, Ṭāhā",,,,Qurʼan commentary,Q39258,,
ḥāshiyah ʻalá awwal Sūrat al-Anbiyāʼ,,,,Qurʼan commentary,Q39258,,
Iʻrāb al-juzʼ al-akhīr,,,,Qurʼan commentary,Q39258,,
al-Rawḍ al-azʹhar fīmā taḍammanathu Sūrat al-Kawthar min wujūh al-balāghah wa-funūn al-faṣāḥah wa-al-barāʻah,,,,Qurʼan commentary,Q39258,,
al-Fayḍ al-qudsī fī tafsīr Āyat al-Kursī,,,,Qurʼan commentary,Q39258,,
al-Sirr al-qudsī fī tafsīr Āyat al-Kursī,,,,Qurʼan commentary,Q39258,,
Tafsīr Āyat al-Kursī,,,,Qurʼan commentary,Q39258,,
Risālah fī tafsīr ʻʻinna Allāha lā yaghfiru an yushraka bi-hi...ʼʼ,,,,Qurʼan commentary,Q39258,,
Risālah fī tafsīr ʻʻwa-law ʻalima Allāhu fīhim khayran...ʼʼ,,,,Qurʼan commentary,Q39258,,
Taḥqīq al-ibānah ʻan tadqīq al-amānah,,,,Qurʼan commentary,Q39258,,
Ghurar al-fawāʼid wa-durar al-qalāʼid,,,,Qurʼan commentary,Q39258,,
al-Ṣāfī fī tafsīr kalām Allāh al-wāfī,,,,Qurʼan commentary,Q39258,,
Khawāṣṣ al-Qurʼān,,,,Qur'anic text,Q101335,,
Mishkāt al-anwār,,,,Qurʼan commentary,Q39258,,
Collection of Sufi texts,,,,,,Sufi texts,Q27797
Lawāmiʻ al-anwār fī ḥubb al-sādah al-Anṣār,,,,Qur'anic text,Q101335,,
Iʻjāz al-Qurʼān,,,,Lexicological text,Q67908,,
al-Tibyān fī aymān al-Qurʼān,,,,Qur'anic text,Q101335,,
Taysīr al-bayān li-aḥkām al-Qurʼān,,,,Qurʼan commentary,Q39258,,
al-Fawāʼid al-jamīlah ʻalá al-āyāt al-jalīlah,,,,Qur'anic text,Q101335,,
al-Maṭālib al-ʻāliyah,,,,Qurʼan commentary,Q39258,,
Kitāb al-Nāsikh wa-al-mansūkh,,,,Kitāb al-Nāsikh wa-al-mansūkh,Q11859,,
Lughāt al-Qurʼān,,,,Lexicological text,Q67908,,
Tafsīr gharīb al-Qurʼān (Nuzʹhat al-qulūb fī gharīb al-Qurʼān),,,,Qurʼan commentary,Q39258,,
Kitāb ʻAdad āy al-Qurʻān,,,,Numerological text,Q100810,,
Wujūh al-Qurʻān,,,,Lexicological text,Q67908,,
Mufradāt alfāẓ al-Qurʼān,,,,Lexicological text,Q67908,,
Lawāmiʻ al-badr fī bustān Nāẓimat al-zahr,,,,,,,
al-Madad fī maʻrifat al-ʻadad,,,,Numerological text,Q100810,,
Radd al-āyāt al-mutashābihāt lil-āyāt al-muḥkamāt,,,,Qurʼan commentary,Q39258,,
Anhār al-jinān min yanābīʻ āyāt al-Qurʼān,,,,Qur'an concordance,Q101336,,
Risālah fī mutashābih al-Qurʼān,,,,Qurʼan commentary,Q39258,,
Kitāb fī mutashābih al-Qurʼān,,,,Qurʼan commentary,Q39258,,
Wasīlat al-dākhil,,,,Qur'an concordance,Q101336,,
ʻAqīlat atrāb al-qaṣāʼid fī asná al-maqāṣid,,,,Orthographical text,Q76599,,
Sharḥ al-Shāṭibīyah,,,,Orthographical text,Q76599,,
al-Wasīlah ilá kashf al-ʻAqīlah,,,,Orthographical text,Q76599,,
