File,subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
wmu-marc-named-subjects.csv,"Cicero, Marcus Tullius. De finibus bonorum et malorum",0,a;t,,,,,"De finibus bonorum et malorum (Cicero, Marcus Tullius)",http://id.worldcat.org/fast/1360446,Q100375
wmu-marc-named-subjects.csv,Catholic Church--Prayers and devotions--Early works to 1800,0,a--v--v,,,,,Catholic Church;Prayers and devotions;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q310;Q3052;Q300
wmu-marc-named-subjects.csv,Catholic Church--Liturgy--Early works to 1800,0,a--x--v,,,,,Catholic Church;Liturgics;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1411636,Q310;Q207;Q300
wmu-marc-named-subjects.csv,Qurʼan,0,a,,,,,Qurʼan,http://id.worldcat.org/fast/1842877,Q11441
wmu-marc-named-subjects.csv,Bible. Daniel.--Latin--Manuscripts,0,a;p--l--x,,,,,Bible. Daniel;Latin language;Manuscripts,http://id.worldcat.org/fast/1892893;http://id.worldcat.org/fast/993125;http://id.worldcat.org/fast/1008230,Q38589;Q4170;Q38609
wmu-marc-named-subjects.csv,"Isidore, of Seville, Saint, -636. Etymologiae",0,a;c;d;t,,,,,"Etymologiae (Isidore, of Seville, Saint)",http://id.worldcat.org/fast/1359998,Q100376
wmu-marc-named-subjects.csv,"Caesarius, of Arles, Saint, 470?-542--Sermons.--Selections",0,a;c;d--v--k,,,,,"Caesarius, of Arles, Saint, 470?-542;Sermons;Excerpts",http://id.worldcat.org/fast/200573;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1692837,Q16342;Q180;Q3547
wmu-marc-named-subjects.csv,"Augustine, of Hippo, Saint, 354-430. Regula",0,a;c;d;t,,,,,"Regula (Augustine, of Hippo, Saint)",http://id.worldcat.org/fast/1357235,Q5941
wmu-marc-named-subjects.csv,Bible--Commentaries--Early works to 1800,0,a--v--v,,,,,Bible;Commentaries;Early works,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q4267;Q2812;Q300
wmu-marc-named-subjects.csv,Catholic Church--Prayers and devotions--Early works to 1800,0,a--x--v,,,,,Catholic Church;Prayers and devotions;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q310;Q3052;Q300
wmu-marc-named-subjects.csv,Renaut de Montauban (Chanson de geste),0,a,,,,,Renaut de Montauban (Chanson de geste),http://id.worldcat.org/fast/1360436,Q100377
wmu-marc-named-subjects.csv,Coptic Church--Liturgy--Texts--14th century,0,a--x--v--y,,Coptic Church;Liturgics;Texts;Fourteenth century,http://id.worldcat.org/fast/536919;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/933420,Q4250;Q207;Q3066;Q295,,,
wmu-marc-named-subjects.csv,Catholic Church,fast,a,(OCoLC)fst00531720,,,,Catholic Church,http://id.worldcat.org/fast/531720,Q310
wmu-marc-named-subjects.csv,Catholic Church. Breviary,0,a;t,,,,,Breviary (Catholic Church),http://id.worldcat.org/fast/1357439,Q7404
wmu-marc-named-subjects.csv,Catholic Church--Liturgy--Texts,0,a--x--v,,,,,Catholic Church;Liturgics;Texts,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q310;Q207;Q3066
wmu-marc-named-subjects.csv,Bible. Luke--Manuscripts--Specimens,0,a;p--x--v,,,,,Bible. Luke;Manuscripts;Specimens,http://id.worldcat.org/fast/1892926;http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1423861,Q38604;Q38609;Q239
wmu-marc-named-subjects.csv,"Cambron Abbey (Brugelette, Belgium)--History--Sources",0,a--x--v,,,,,History;Sources,http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q6879;Q2769
wmu-marc-named-subjects.csv,Collégiale Saint-Vincent de Soignies--History--Sources,0,a--x--v,,,,,Collégiale Saint-Vincent de Soignies;History;Sources,http://id.worldcat.org/fast/662537;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q6875;Q6879;Q2769
wmu-marc-named-subjects.csv,Bible. Deuteronomy--Manuscripts--Specimens,0,a;p--x--v,,,,,Bible. Deuteronomy;Manuscripts;Specimens,http://id.worldcat.org/fast/1808024;http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1423861,Q20462;Q38609;Q239
wmu-marc-named-subjects.csv,Catholic Church--Liturgy--Texts--Early works to 1800,0,a--x--v--v,,,,,Catholic Church;Liturgics;Texts;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q310;Q207;Q3066;Q300
wmu-marc-named-subjects.csv,"Abbaye aux Dames (Caen, France)--History--Sources",0,a--x--v,,,,,"Abbaye aux Dames (Caen, France);History;Sources",http://id.worldcat.org/fast/582483;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q5474;Q6879;Q2769
wmu-marc-named-subjects.csv,Aristotle--Criticism and interpretation--Early works to 1800,0,a--x--v,,,,,Aristotle;Criticism and interpretation;Early works,http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q296;Q292;Q300
wmu-marc-named-subjects.csv,Dominican Sisters--Liturgy--Texts--Early works to 1800,0,a--x--v--v,,,,,Dominican sisters;Liturgics;Texts;Early works,http://id.worldcat.org/fast/896774;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q4916;Q207;Q3066;Q300
wmu-marc-named-subjects.csv,Dominicans Sisters--Prayers and devotions--Early works to 1800,0,a--v--v,,,,,Dominican sisters;Prayers and devotions;Early works,http://id.worldcat.org/fast/896774;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q4916;Q3052;Q300
wmu-marc-named-subjects.csv,Église Saint-Martin-et-Saint-Magne de Nangis,0,a,,,,,,,
wmu-marc-named-subjects.csv,Catholic Church--France--Nangis--Prayers and devotions--Early works to 1800,0,a--z--z--v--v,,,,,Catholic Church;France--Nangis;Prayers and devotions;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1235736;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q310;Q26760;Q3052;Q300
wmu-marc-named-subjects.csv,Montmorency family,0,a,,,,,Montmorency family,http://id.worldcat.org/fast/371289,Q66834
wmu-marc-named-subjects.csv,Bouchard family,0,a,,,,,Bouchard family,http://id.worldcat.org/fast/227694,Q66835
wmu-marc-named-subjects.csv,Catholic Church--Sermons--Early works to 1800,0,a--v--v,,,,,Catholic Church;Sermons;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636,Q310;Q180;Q300
wmu-marc-named-subjects.csv,Cistercians--Italy,0,a--z,,,,,Cistercians,http://id.worldcat.org/fast/554661,Q2799
wmu-marc-named-subjects.csv,Dominicans--Prayers and devotions--Early works to 1800,0,a--v--v,,,,,Dominicans;Prayers and devotions;Early works,http://id.worldcat.org/fast/533548;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q181;Q3052;Q300
wmu-marc-named-subjects.csv,Tobias (Biblical figure),0,a;c,,,,,Tobias (Biblical figure),http://id.worldcat.org/fast/183150,Q66848
wmu-marc-named-subjects.csv,Bible. Tobit.--Selections,0,a;p--k,,,,,Bible. Tobit;Excerpts,http://id.worldcat.org/fast/1808020;http://id.worldcat.org/fast/1692837,Q67889;Q3547
wmu-marc-named-subjects.csv,Catholic Church--History--Sources,0,a--x--v,,,,,Catholic Church;History;Sources,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q310;Q6879;Q2769
wmu-marc-named-subjects.csv,Cistercians--France,0,a--z,,,,,Cistercians;France,http://id.worldcat.org/fast/554661;http://id.worldcat.org/fast/1204289,Q2799;Q152
wmu-marc-named-subjects.csv,Catholic Church. Missal,0,a;t,,,,,Missal (Catholic Church),http://id.worldcat.org/fast/1356512,Q100378
wmu-marc-named-subjects.csv,Cistercians--England--History--Sources,0,a--z--x--v,,,,,Cistercians;England;History;Sources,http://id.worldcat.org/fast/554661;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q2799;Q320;Q6879;Q2769
wmu-marc-named-subjects.csv,"Charles, Duke of Burgundy, 1433-1477--Sources",0,a;c;d--v,,,,,"Charles, Duke of Burgundy, 1433-1477;Sources",http://id.worldcat.org/fast/54638;http://id.worldcat.org/fast/1423900,Q7714;Q2769
wmu-marc-named-subjects.csv,"Charles VI, King of France, 1368-1422--Sources",0,a;b;c;d--v,,,,,"Charles VI, King of France, 1368-1422;Sources",http://id.worldcat.org/fast/61233;http://id.worldcat.org/fast/1423900,Q4949;Q2769
wmu-marc-named-subjects.csv,Catholic Church--Liturgy--Calendar,0,a--x--v,,,,,Catholic Church;Liturgics;Calendars,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423764,Q310;Q207;Q5901
wmu-marc-named-subjects.csv,Dominicans--Italy,0,a--z,,,,,Dominicans;Italy,http://id.worldcat.org/fast/533548;http://id.worldcat.org/fast/1204565,Q181;Q249
wmu-marc-named-subjects.csv,Bible. Deuteronomy--Manuscripts,0,a;p--x,,,,,Bible. Deuteronomy;Manuscripts,http://id.worldcat.org/fast/1808024;http://id.worldcat.org/fast/1008230,Q20462;Q38609
