File,signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T201",manuscript containing Grammatical Treatise,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,Grammatical Treatise,Grammatical text,https://catalog.digital-scriptorium.org/entity/Q6010,,,Q3087288,DS5991,Lewis T201,Lewis T201,,https://catalog.digital-scriptorium.org/entity/Q25473,https://search.digital-scriptorium.org/catalog/DS5991,https://openn.library.upenn.edu/Data/0023/html/lewis_t201.html,https://catalog.digital-scriptorium.org/entity/Q25472
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T202",manuscript containing Grammatical Treatise,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,Grammatical Treatise,Grammatical text,https://catalog.digital-scriptorium.org/entity/Q6010,,,Q3087288,DS5992,Lewis T202,Lewis T202,,https://catalog.digital-scriptorium.org/entity/Q25476,https://search.digital-scriptorium.org/catalog/DS5992,https://openn.library.upenn.edu/Data/0023/html/lewis_t202.html,https://catalog.digital-scriptorium.org/entity/Q25475
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T206",manuscript containing Leaf from a scribe's advertising specimen,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1500,https://catalog.digital-scriptorium.org/entity/Q131,,,Script: Gothic,Q397,Leaf from a scribe's advertising specimen,Scribal advertisement,https://catalog.digital-scriptorium.org/entity/Q20469,,,Q3087288,DS5996,Lewis T206,Lewis T206,,https://catalog.digital-scriptorium.org/entity/Q25488,https://search.digital-scriptorium.org/catalog/DS5996,https://openn.library.upenn.edu/Data/0023/html/lewis_t206.html,https://catalog.digital-scriptorium.org/entity/Q25487
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T203","manuscript containing Leaf from a treatise on words, with some etymologies, in verse",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Leaf from a treatise on words, with some etymologies, in verse",Treatise on words,https://catalog.digital-scriptorium.org/entity/Q20405,,,Q3087288,DS5993,Lewis T203,Lewis T203,,https://catalog.digital-scriptorium.org/entity/Q25479,https://search.digital-scriptorium.org/catalog/DS5993,https://openn.library.upenn.edu/Data/0023/html/lewis_t203.html,https://catalog.digital-scriptorium.org/entity/Q25478
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T217",manuscript containing Charter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93|https://catalog.digital-scriptorium.org/entity/Q97,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,Charter,Charter,https://catalog.digital-scriptorium.org/entity/Q8385,,,Q3087288,DS6007,Lewis T217,Lewis T217,,https://catalog.digital-scriptorium.org/entity/Q25521,https://search.digital-scriptorium.org/catalog/DS6007,https://openn.library.upenn.edu/Data/0023/html/lewis_t217.html,https://catalog.digital-scriptorium.org/entity/Q25520
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T230",manuscript containing Charter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93|https://catalog.digital-scriptorium.org/entity/Q97,1000,1500,https://catalog.digital-scriptorium.org/entity/Q133|https://catalog.digital-scriptorium.org/entity/Q20364,,,Script: Court hand,Q397,Charter,Charter,https://catalog.digital-scriptorium.org/entity/Q8385,,,Q3087288,DS6020,Lewis T230,Lewis T230,,https://catalog.digital-scriptorium.org/entity/Q25560,https://search.digital-scriptorium.org/catalog/DS6020,https://openn.library.upenn.edu/Data/0023/html/lewis_t230.html,https://catalog.digital-scriptorium.org/entity/Q25559
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T237",manuscript containing Charter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1500,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Charter,Charter,https://catalog.digital-scriptorium.org/entity/Q8385,,,Q3087288,DS6027,Lewis T237,Lewis T237,,https://catalog.digital-scriptorium.org/entity/Q25581,https://search.digital-scriptorium.org/catalog/DS6027,https://openn.library.upenn.edu/Data/0023/html/lewis_t237.html,https://catalog.digital-scriptorium.org/entity/Q25580
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T277",manuscript containing Grant,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93|https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96,1000,1500,https://catalog.digital-scriptorium.org/entity/Q122,,,,Q397,Grant,Grant,https://catalog.digital-scriptorium.org/entity/Q5982,,,Q3087288,DS6067,Lewis T277,Lewis T277,,https://catalog.digital-scriptorium.org/entity/Q25701,https://search.digital-scriptorium.org/catalog/DS6067,https://openn.library.upenn.edu/Data/0023/html/lewis_t277.html,https://catalog.digital-scriptorium.org/entity/Q25700
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T278",manuscript containing Latin text leaf,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93|https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96,1000,1500,https://catalog.digital-scriptorium.org/entity/Q131,,,,Q397,Latin text leaf,Latin text,https://catalog.digital-scriptorium.org/entity/Q20517,,,Q3087288,DS6068,Lewis T278,Lewis T278,,https://catalog.digital-scriptorium.org/entity/Q25704,https://search.digital-scriptorium.org/catalog/DS6068,https://openn.library.upenn.edu/Data/0023/html/lewis_t278.html,https://catalog.digital-scriptorium.org/entity/Q25703
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T80",manuscript containing Evangelistary Fragment,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93|https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,Evangelistary Fragment,Gospels|Evangeliary,https://catalog.digital-scriptorium.org/entity/Q6034|https://catalog.digital-scriptorium.org/entity/Q20460,,,Q3087288,DS5869,Lewis T80,Lewis T80,,https://catalog.digital-scriptorium.org/entity/Q25107,https://search.digital-scriptorium.org/catalog/DS5869,https://openn.library.upenn.edu/Data/0023/html/lewis_t080.html,https://catalog.digital-scriptorium.org/entity/Q25106
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T81",manuscript containing Document,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,Document,Document,https://catalog.digital-scriptorium.org/entity/Q8301,,,Q3087288,DS5870,Lewis T81,Lewis T81,,https://catalog.digital-scriptorium.org/entity/Q25110,https://search.digital-scriptorium.org/catalog/DS5870,https://openn.library.upenn.edu/Data/0023/html/lewis_t081.html,https://catalog.digital-scriptorium.org/entity/Q25109
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T86","manuscript containing Missal: Ember Saturday, Second Sunday in Lent",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: Ember Saturday, Second Sunday in Lent",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5875,Lewis T86,Lewis T86,,https://catalog.digital-scriptorium.org/entity/Q25125,https://search.digital-scriptorium.org/catalog/DS5875,https://openn.library.upenn.edu/Data/0023/html/lewis_t086.html,https://catalog.digital-scriptorium.org/entity/Q25124
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T82",manuscript containing Missal (Canon),Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,Missal (Canon),Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5871,Lewis T82,Lewis T82,,https://catalog.digital-scriptorium.org/entity/Q25113,https://search.digital-scriptorium.org/catalog/DS5871,https://openn.library.upenn.edu/Data/0023/html/lewis_t082.html,https://catalog.digital-scriptorium.org/entity/Q25112
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T83","manuscript containing Missal (Pater noster), with neumes",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal (Pater noster), with neumes",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5872,Lewis T83,Lewis T83,,https://catalog.digital-scriptorium.org/entity/Q25116,https://search.digital-scriptorium.org/catalog/DS5872,https://openn.library.upenn.edu/Data/0023/html/lewis_t083.html,https://catalog.digital-scriptorium.org/entity/Q25115
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T84","manuscript containing Missal: Ash Wednesday, following Thursday, one other day in Lent",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: Ash Wednesday, following Thursday, one other day in Lent",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5873,Lewis T84,Lewis T84,,https://catalog.digital-scriptorium.org/entity/Q25119,https://search.digital-scriptorium.org/catalog/DS5873,https://openn.library.upenn.edu/Data/0023/html/lewis_t084.html,https://catalog.digital-scriptorium.org/entity/Q25118
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T87","manuscript containing Missal: Ember Saturday, with neumes",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: Ember Saturday, with neumes",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5876,Lewis T87,Lewis T87,,https://catalog.digital-scriptorium.org/entity/Q25128,https://search.digital-scriptorium.org/catalog/DS5876,https://openn.library.upenn.edu/Data/0023/html/lewis_t087.html,https://catalog.digital-scriptorium.org/entity/Q25127
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T88","manuscript containing Missal: Second and Third Feriae after the Second Sunday in Lent, with neumes",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: Second and Third Feriae after the Second Sunday in Lent, with neumes",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5877,Lewis T88,Lewis T88,,https://catalog.digital-scriptorium.org/entity/Q25131,https://search.digital-scriptorium.org/catalog/DS5877,https://openn.library.upenn.edu/Data/0023/html/lewis_t088.html,https://catalog.digital-scriptorium.org/entity/Q25130
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T89","manuscript containing Missal: Monday, Tuesday, and Saturday after the Fourth Sunday in Lent",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: Monday, Tuesday, and Saturday after the Fourth Sunday in Lent",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5878,Lewis T89,Lewis T89,,https://catalog.digital-scriptorium.org/entity/Q25134,https://search.digital-scriptorium.org/catalog/DS5878,https://openn.library.upenn.edu/Data/0023/html/lewis_t089.html,https://catalog.digital-scriptorium.org/entity/Q25133
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T90",manuscript containing Missal: Saturday of Passion Week and Palm Sunday,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,Missal: Saturday of Passion Week and Palm Sunday,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5879,Lewis T90,Lewis T90,,https://catalog.digital-scriptorium.org/entity/Q25137,https://search.digital-scriptorium.org/catalog/DS5879,https://openn.library.upenn.edu/Data/0023/html/lewis_t090.html,https://catalog.digital-scriptorium.org/entity/Q25136
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T91","manuscript containing Missal: Holy Thursday, Good Friday",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: Holy Thursday, Good Friday",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5880,Lewis T91,Lewis T91,,https://catalog.digital-scriptorium.org/entity/Q25140,https://search.digital-scriptorium.org/catalog/DS5880,https://openn.library.upenn.edu/Data/0023/html/lewis_t091.html,https://catalog.digital-scriptorium.org/entity/Q25139
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T92","manuscript containing Missal: Good Friday, with neumes",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: Good Friday, with neumes",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5881,Lewis T92,Lewis T92,,https://catalog.digital-scriptorium.org/entity/Q25143,https://search.digital-scriptorium.org/catalog/DS5881,https://openn.library.upenn.edu/Data/0023/html/lewis_t092.html,https://catalog.digital-scriptorium.org/entity/Q25142
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T93","manuscript containing Missal: Holy Saturday, with neumes",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: Holy Saturday, with neumes",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5882,Lewis T93,Lewis T93,,https://catalog.digital-scriptorium.org/entity/Q25146,https://search.digital-scriptorium.org/catalog/DS5882,https://openn.library.upenn.edu/Data/0023/html/lewis_t093.html,https://catalog.digital-scriptorium.org/entity/Q25145
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T94","manuscript containing Missal: December 27-28, with neumes",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: December 27-28, with neumes",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5883,Lewis T94,Lewis T94,,https://catalog.digital-scriptorium.org/entity/Q25149,https://search.digital-scriptorium.org/catalog/DS5883,https://openn.library.upenn.edu/Data/0023/html/lewis_t094.html,https://catalog.digital-scriptorium.org/entity/Q25148
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T95","manuscript containing Missal: January 18, St. Peter's Chair at Rome",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: January 18, St. Peter's Chair at Rome",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5884,Lewis T95,Lewis T95,,https://catalog.digital-scriptorium.org/entity/Q25152,https://search.digital-scriptorium.org/catalog/DS5884,https://openn.library.upenn.edu/Data/0023/html/lewis_t095.html,https://catalog.digital-scriptorium.org/entity/Q25151
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T96","manuscript containing Missal: Friday, Saturday of the Ember Days after Pentecost, Second Sunday after Pentecost",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: Friday, Saturday of the Ember Days after Pentecost, Second Sunday after Pentecost",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5885,Lewis T96,Lewis T96,,https://catalog.digital-scriptorium.org/entity/Q25155,https://search.digital-scriptorium.org/catalog/DS5885,https://openn.library.upenn.edu/Data/0023/html/lewis_t096.html,https://catalog.digital-scriptorium.org/entity/Q25154
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T97",manuscript containing Missal: Feast of Corpus Christi,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,Missal: Feast of Corpus Christi,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5886,Lewis T97,Lewis T97,,https://catalog.digital-scriptorium.org/entity/Q25158,https://search.digital-scriptorium.org/catalog/DS5886,https://openn.library.upenn.edu/Data/0023/html/lewis_t097.html,https://catalog.digital-scriptorium.org/entity/Q25157
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T98",manuscript containing Missal with neumes,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,Missal with neumes,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5887,Lewis T98,Lewis T98,,https://catalog.digital-scriptorium.org/entity/Q25161,https://search.digital-scriptorium.org/catalog/DS5887,https://openn.library.upenn.edu/Data/0023/html/lewis_t098.html,https://catalog.digital-scriptorium.org/entity/Q25160
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T99","manuscript containing Missal: December 7, Vigil of the Immaculate Conception",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Missal: December 7, Vigil of the Immaculate Conception",Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q3087288,DS5888,Lewis T99,Lewis T99,,https://catalog.digital-scriptorium.org/entity/Q25164,https://search.digital-scriptorium.org/catalog/DS5888,https://openn.library.upenn.edu/Data/0023/html/lewis_t099.html,https://catalog.digital-scriptorium.org/entity/Q25163
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T159","manuscript containing Canon Law Commentary, Chapters 7-8 (examination of candidates for ordination)",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93|https://catalog.digital-scriptorium.org/entity/Q97,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Canon Law Commentary, Chapters 7-8 (examination of candidates for ordination)",Commentary on canon law,https://catalog.digital-scriptorium.org/entity/Q20393,,,Q3087288,DS5949,Lewis T159,Lewis T159,,https://catalog.digital-scriptorium.org/entity/Q25347,https://search.digital-scriptorium.org/catalog/DS5949,https://openn.library.upenn.edu/Data/0023/html/lewis_t159.html,https://catalog.digital-scriptorium.org/entity/Q25346
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T160","manuscript containing Civil Law: Justinian, Digests, Liber XXVII",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Civil Law: Justinian, Digests, Liber XXVII",Digests,https://catalog.digital-scriptorium.org/entity/Q20377,,,Q3087288,DS5950,Lewis T160,Lewis T160,,https://catalog.digital-scriptorium.org/entity/Q25350,https://search.digital-scriptorium.org/catalog/DS5950,https://openn.library.upenn.edu/Data/0023/html/lewis_t160.html,https://catalog.digital-scriptorium.org/entity/Q25349
flp-ds-wikidata-after-1500.csv,"Philadelphia, Pennsylvania, Free Library of Philadelphia, Lewis T162","manuscript containing Lex Salica, Chapters XLVII-XLIX",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1000,1500,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q397,"Lex Salica, Chapters XLVII-XLIX",Lex Salica,https://catalog.digital-scriptorium.org/entity/Q20448,,,Q3087288,DS5952,Lewis T162,Lewis T162,,https://catalog.digital-scriptorium.org/entity/Q25356,https://search.digital-scriptorium.org/catalog/DS5952,https://openn.library.upenn.edu/Data/0023/html/lewis_t162.html,https://catalog.digital-scriptorium.org/entity/Q25355
