signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"Lawrence, Kansas, University of Kansas, MS D71",manuscript containing De natura hominis; Preces; Enarratio in prophetam Isaiam; Dialogus de anima et resurrectione; Greek ms.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q97,1375,1410,,,,,Q9129,De natura hominis|Preces|Enarratio in prophetam Isaiam|Dialogus de anima et resurrectione|Greek ms.,Prayers|Enarratio in prophetam Isaiam,https://catalog.digital-scriptorium.org/entity/Q798|https://catalog.digital-scriptorium.org/entity/Q19985,Q762961|Q960345|Q191734|Q44258,,Q52413,DS30040,2964771,MS D71,,https://catalog.digital-scriptorium.org/entity/Q113335,https://search.digital-scriptorium.org/catalog/DS30040,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/o7r94i/KU_VOYAGER2964771,https://catalog.digital-scriptorium.org/entity/Q113334
"Lawrence, Kansas, University of Kansas, MS D72",manuscript containing Uersus funebres; Paracletice; Greek ms.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q96,1339,1369,,,,,Q9129,Uersus funebres|Paracletice|Greek ms.,Verses,https://catalog.digital-scriptorium.org/entity/Q18551,Q246818,,Q52413,DS30041,2964774,MS D72,,https://catalog.digital-scriptorium.org/entity/Q113338,https://search.digital-scriptorium.org/catalog/DS30041,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/o7r94i/KU_VOYAGER2964774,https://catalog.digital-scriptorium.org/entity/Q113337
"Lawrence, Kansas, University of Kansas, MS P759",manuscript containing Triodium,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q93,1000,1099,https://catalog.digital-scriptorium.org/entity/Q8378|https://catalog.digital-scriptorium.org/entity/Q16421|https://catalog.digital-scriptorium.org/entity/Q19911|https://catalog.digital-scriptorium.org/entity/Q38193,,,,Q9129,Triodium,Triodion,https://catalog.digital-scriptorium.org/entity/Q39850,,,Q52413,DS30042,MS P759,MS P759,,https://catalog.digital-scriptorium.org/entity/Q113341,https://search.digital-scriptorium.org/catalog/DS30042,https://guides.lib.ku.edu/medieval-and-early-modern-manuscripts/handlist,https://catalog.digital-scriptorium.org/entity/Q113340
"Lawrence, Kansas, University of Kansas, MS E39","manuscript containing Opisanīe novyi͡a zemli Sibirskago gosudarstva, v"" kotoroe ono vremi͡a i kakim"" sluchaem"" dostalos' za Moskovskoe gosudarstvo, i kakoe toĭ zemli︠e︡ polozhenīe",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q100,1755,1785,,,,,Q7737,"Opisanīe novyi͡a zemli Sibirskago gosudarstva, v"" kotoroe ono vremi͡a i kakim"" sluchaem"" dostalos' za Moskovskoe gosudarstvo, i kakoe toĭ zemli︠e︡ polozhenīe",,,Q125842857,,Q52413,DS30043,2962611,MS E39,,https://catalog.digital-scriptorium.org/entity/Q113344,https://search.digital-scriptorium.org/catalog/DS30043,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/o7r94i/KU_VOYAGER2962611,https://catalog.digital-scriptorium.org/entity/Q113343
"Lawrence, Kansas, University of Kansas, MS C38","manuscript containing Strasti Khristovy; Extracts from the works of Saint John Chrysostom, in Russian, with some other works; Strasti Gospodni",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101,1800,1899,,,,,Q7737,"Strasti Khristovy|Extracts from the works of Saint John Chrysostom, in Russian, with some other works|Strasti Gospodni",Passion of Jesus Christ|Extracts,https://catalog.digital-scriptorium.org/entity/Q48609|https://catalog.digital-scriptorium.org/entity/Q12725,Q2047944|Q43706,,Q52413,DS30044,2958454,MS C38,,https://catalog.digital-scriptorium.org/entity/Q113347,https://search.digital-scriptorium.org/catalog/DS30044,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/o7r94i/KU_VOYAGER2958454,https://catalog.digital-scriptorium.org/entity/Q113346
"Lawrence, Kansas, University of Kansas, MS P617","manuscript containing Strasti Gospodni; Strasti Khristovy; Extracts from the works of Saint John Chrysostom, in Russian, with some other works",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101,1800,1899,,,,,Q7737,"Strasti Gospodni|Strasti Khristovy|Extracts from the works of Saint John Chrysostom, in Russian, with some other works",Passion of Jesus Christ|Extracts,https://catalog.digital-scriptorium.org/entity/Q48609|https://catalog.digital-scriptorium.org/entity/Q12725,Q2047944|Q43706,,Q52413,DS30045,2990674,MS P617,,https://catalog.digital-scriptorium.org/entity/Q113350,https://search.digital-scriptorium.org/catalog/DS30045,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/o7r94i/KU_VOYAGER2990674,https://catalog.digital-scriptorium.org/entity/Q113349
"Lawrence, Kansas, University of Kansas, MS C74",manuscript containing Letters; Glaphyra in Pentateuchum; Ep. ad Arcadium de exilio Io. Chrysostomi; Ep. ad Arcadium imp. fratrem suum; Ep. ad Basilium Achridenum; Ep. ad sacerdotes et alios clericos; Ep. ad Nicaenos; Ep. ad gregem suum; Epist.synodalis ad Alexium Comnenum Imp.; Rescriptum ad Adrianum IV papam; De synodo aduersus Iohannem Chrysost.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q98,1545,1585,https://catalog.digital-scriptorium.org/entity/Q123,,,,Q9129,Letters|Glaphyra in Pentateuchum|Ep. ad Arcadium de exilio Io. Chrysostomi|Ep. ad Arcadium imp. fratrem suum|Ep. ad Basilium Achridenum|Ep. ad sacerdotes et alios clericos|Ep. ad Nicaenos|Ep. ad gregem suum|Epist.synodalis ad Alexium Comnenum Imp.|Rescriptum ad Adrianum IV papam|De synodo aduersus Iohannem Chrysost.,Letters|Glaphyra on the Pentateuch|Epistulae ad Arcadium,https://catalog.digital-scriptorium.org/entity/Q5068|https://catalog.digital-scriptorium.org/entity/Q110852|https://catalog.digital-scriptorium.org/entity/Q110851,Q159798|Q134694|Q588068|Q132845|Q16327569|Q44079,,Q52413,DS30036,2959553,MS C74,,https://catalog.digital-scriptorium.org/entity/Q113323,https://search.digital-scriptorium.org/catalog/DS30036,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/o7r94i/KU_VOYAGER2959553,https://catalog.digital-scriptorium.org/entity/Q113322
"Lawrence, Kansas, University of Kansas, MS C76","manuscript containing In illud: Vidi Dominum (Is. 6, 1), homilia 1; In Psalm 50, homily 1; Enarratio in prophetam Isaiam; In illud: Vidi Dominum (Is. 6, 1), homilia 4; Ad populum Antiochenum homiliae 1-21; In illud: Vidi Dominum (Is. 6, 1), homilia 2; In dictum Pauli: Nolo uos ignorare (I Cor. 10, 1); In illud: Vidi Dominum (Is. 6, 1), homilia 6; In Matthaeum homiliae 1-90; In Psalm 50, homily 2; Gregorius theologus ep. CP. (S.), Visio de liturgia; Homilies, etc.; In Psalm 95; De fato et prouidentia orationes 1-6; De paenitentia homiliae 1-9; In illud: Habentes eundem spiritum homiliae 1-3; De gloria in tribulationibus; From the church; Ad illuminandos catechesis 1",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q99|https://catalog.digital-scriptorium.org/entity/Q98,1550,1628,https://catalog.digital-scriptorium.org/entity/Q16421,,,,Q9129|Q36387,"In illud: Vidi Dominum (Is. 6, 1), homilia 1|In Psalm 50, homily 1|Enarratio in prophetam Isaiam|In illud: Vidi Dominum (Is. 6, 1), homilia 4|Ad populum Antiochenum homiliae 1-21|In illud: Vidi Dominum (Is. 6, 1), homilia 2|In dictum Pauli: Nolo uos ignorare (I Cor. 10, 1)|In illud: Vidi Dominum (Is. 6, 1), homilia 6|In Matthaeum homiliae 1-90|In Psalm 50, homily 2|Gregorius theologus ep. CP. (S.), Visio de liturgia|Homilies, etc.|In Psalm 95|De fato et prouidentia orationes 1-6|De paenitentia homiliae 1-9|In illud: Habentes eundem spiritum homiliae 1-3|De gloria in tribulationibus|From the church|Ad illuminandos catechesis 1",Homily|Psalms|Enarratio in prophetam Isaiam|Homilies|Commentary on Matthew|Bible commentary|Visio de liturgia|Orations|Sermons,https://catalog.digital-scriptorium.org/entity/Q100791|https://catalog.digital-scriptorium.org/entity/Q5972|https://catalog.digital-scriptorium.org/entity/Q19985|https://catalog.digital-scriptorium.org/entity/Q1246|https://catalog.digital-scriptorium.org/entity/Q1346|https://catalog.digital-scriptorium.org/entity/Q1433|https://catalog.digital-scriptorium.org/entity/Q110853|https://catalog.digital-scriptorium.org/entity/Q38343|https://catalog.digital-scriptorium.org/entity/Q1400,Q722953|Q44258|Q43706,,Q52413,DS30037,2959556,MS C76,,https://catalog.digital-scriptorium.org/entity/Q113326,https://search.digital-scriptorium.org/catalog/DS30037,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/o7r94i/KU_VOYAGER2959556,https://catalog.digital-scriptorium.org/entity/Q113325
"Lawrence, Kansas, University of Kansas, MS C77","manuscript containing Plato m. Ancyrae (S.), Passio metaphrastica; Vita S. Nicolai ep. Myrensis; Eustratius, Auxentius et soc. mm. in Armenia (SS.), Passio (a Metaphrasta in menologium inserta); Vita et miracula S. Basilii Magni; Sermo in Natiuitatem Domini; Homilia 25 in occursum Domini; Commentarius de S. Matthaeo ap.; Gurias, Samonas et Abibus conf. mm. Edessae (SS.), Passio metaphrastica; Euchologion (fragments); Demetrius m. Thessalonicae (S.), Passio metaphrastica; De baptismo Christi",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1415,1455,https://catalog.digital-scriptorium.org/entity/Q650,,,,Q9129|Q36387,"Plato m. Ancyrae (S.), Passio metaphrastica|Vita S. Nicolai ep. Myrensis|Eustratius, Auxentius et soc. mm. in Armenia (SS.), Passio (a Metaphrasta in menologium inserta)|Vita et miracula S. Basilii Magni|Sermo in Natiuitatem Domini|Homilia 25 in occursum Domini|Commentarius de S. Matthaeo ap.|Gurias, Samonas et Abibus conf. mm. Edessae (SS.), Passio metaphrastica|Euchologion (fragments)|Demetrius m. Thessalonicae (S.), Passio metaphrastica|De baptismo Christi",Hagiography|Life of Saint Nicholas|Sermons|Homilies|Commentary on Matthew|Bible commentary|Euchologion,https://catalog.digital-scriptorium.org/entity/Q6022|https://catalog.digital-scriptorium.org/entity/Q68144|https://catalog.digital-scriptorium.org/entity/Q1400|https://catalog.digital-scriptorium.org/entity/Q1246|https://catalog.digital-scriptorium.org/entity/Q1346|https://catalog.digital-scriptorium.org/entity/Q1433|https://catalog.digital-scriptorium.org/entity/Q39377,Q11931360|Q474872|Q439491|Q43706|Q35032|Q51884,,Q52413,DS30038,2959557,MS C77,,https://catalog.digital-scriptorium.org/entity/Q113329,https://search.digital-scriptorium.org/catalog/DS30038,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/o7r94i/KU_VOYAGER2959557,https://catalog.digital-scriptorium.org/entity/Q113328
"Lawrence, Kansas, University of Kansas, MS C130",manuscript containing Theotocarium; Sevcenko,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q99,1605,1605,,,,,Q9129,Theotocarium|Sevcenko,Theotokarion,https://catalog.digital-scriptorium.org/entity/Q39828,,,Q52413,DS30039,2959847,MS C130,,https://catalog.digital-scriptorium.org/entity/Q113332,https://search.digital-scriptorium.org/catalog/DS30039,https://kuprimo.hosted.exlibrisgroup.com/permalink/f/o7r94i/KU_VOYAGER2959847,https://catalog.digital-scriptorium.org/entity/Q113331
