signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"Williamstown, Massachusetts, Williams College, Inc M266 folio",manuscript containing Glosses on the Decretum,Q87167,,https://catalog.digital-scriptorium.org/entity/Q95,1200,1299,https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Gothic script,Q397,Glosses on the Decretum,Decretals|Commentary on decretals,https://catalog.digital-scriptorium.org/entity/Q1447|https://catalog.digital-scriptorium.org/entity/Q20032,,Q262500,Q49166,DS25595,Inc M266 folio Fragment 2,Inc M266 folio,,https://catalog.digital-scriptorium.org/entity/Q98512,https://search.digital-scriptorium.org/catalog/DS25595,,https://catalog.digital-scriptorium.org/entity/Q98511
"Williamstown, Massachusetts, Williams College, Inc T149",manuscript containing ,Q87167,,,,,,,,,,,,,,,Q49166,DS25633,Inc T149 Fragment 5,Inc T149,,https://catalog.digital-scriptorium.org/entity/Q98626,https://search.digital-scriptorium.org/catalog/DS25633,,https://catalog.digital-scriptorium.org/entity/Q98625
"Williamstown, Massachusetts, Williams College, Inc T149",manuscript containing ,Q87167,,,,,,,,,,,,,,,Q49166,DS25634,Inc T149 Fragment 6,Inc T149,,https://catalog.digital-scriptorium.org/entity/Q98629,https://search.digital-scriptorium.org/catalog/DS25634,,https://catalog.digital-scriptorium.org/entity/Q98628
"Williamstown, Massachusetts, Williams College, Gen Mss Arnaud Vault",manuscript containing [Portolan Atlas],Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q99,1635,1685,https://catalog.digital-scriptorium.org/entity/Q129,,,,Q150|Q397,[Portolan Atlas],Portolan atlas,https://catalog.digital-scriptorium.org/entity/Q2828,,Q1356363,Q49166,DS25523,Gen Mss Arnaud Vault,Gen Mss Arnaud Vault,,https://catalog.digital-scriptorium.org/entity/Q98296,https://search.digital-scriptorium.org/catalog/DS25523,https://librarysearch.williams.edu/permalink/01WIL_INST/1pb6e7c/alma991013627689702786,https://catalog.digital-scriptorium.org/entity/Q98295
"Williamstown, Massachusetts, Williams College, Gen Mss Shan",manuscript containing Khun Ho Kham Kap Ping Na,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101,1800,1850,https://catalog.digital-scriptorium.org/entity/Q138|https://catalog.digital-scriptorium.org/entity/Q38257,,,Script: In Khamti Shan script.,Q56482,Khun Ho Kham Kap Ping Na,Thai manuscript,https://catalog.digital-scriptorium.org/entity/Q76618,,Q5756388,Q49166,DS25535,Gen Mss Shan,Gen Mss Shan,,https://catalog.digital-scriptorium.org/entity/Q98332,https://search.digital-scriptorium.org/catalog/DS25535,https://librarysearch.williams.edu/permalink/01WIL_INST/1pb6e7c/alma991013582087202786,https://catalog.digital-scriptorium.org/entity/Q98331
"Williamstown, Massachusetts, Williams College, Gen Mss Esther",manuscript containing [Scroll of Esther]; מגילת אסתר,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98|https://catalog.digital-scriptorium.org/entity/Q97,1475,1550,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Sephardic script,Q9288,[Scroll of Esther]|מגילת אסתר,Scroll of Esther|Book of Esther,https://catalog.digital-scriptorium.org/entity/Q76620|https://catalog.digital-scriptorium.org/entity/Q39133,,Q46483438,Q49166,DS25537,Gen Mss Esther,Gen Mss Esther,,https://catalog.digital-scriptorium.org/entity/Q98338,https://search.digital-scriptorium.org/catalog/DS25537,https://librarysearch.williams.edu/permalink/01WIL_INST/1pb6e7c/alma991013425785902786,https://catalog.digital-scriptorium.org/entity/Q98337
"Williamstown, Massachusetts, Williams College, Gen Mss Palm 01",manuscript containing Upanishad,Q87167,https://catalog.digital-scriptorium.org/entity/Q30,https://catalog.digital-scriptorium.org/entity/Q101,1815,1865,https://catalog.digital-scriptorium.org/entity/Q76343,,,Script: Tamil script,Q5885,Upanishad,Upanishads,https://catalog.digital-scriptorium.org/entity/Q27718,,Q133839473|Q133839474,Q49166,DS25549,Gen Mss Palm 01,Gen Mss Palm 01,,https://catalog.digital-scriptorium.org/entity/Q98374,https://search.digital-scriptorium.org/catalog/DS25549,https://librarysearch.williams.edu/permalink/01WIL_INST/1pb6e7c/alma991013583889302786,https://catalog.digital-scriptorium.org/entity/Q98373
"Williamstown, Massachusetts, Williams College, Gen Mss Archer Magnificat",manuscript containing Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1250,1300,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Gothic bookhand,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,Q109856252,Q49166,DS25551,Gen Mss Archer Magnificat,Gen Mss Archer Magnificat,,https://catalog.digital-scriptorium.org/entity/Q98380,https://search.digital-scriptorium.org/catalog/DS25551,,https://catalog.digital-scriptorium.org/entity/Q98379
"Williamstown, Massachusetts, Williams College, Gen Mss Infirmata est in...",manuscript containing Psalter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1425,1475,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q126,,,Script: Gothic bookhand,Q397,Psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,Q5823132,Q49166,DS25554,Gen Mss Infirmata est in...,Gen Mss Infirmata est in...,,https://catalog.digital-scriptorium.org/entity/Q98389,https://search.digital-scriptorium.org/catalog/DS25554,,https://catalog.digital-scriptorium.org/entity/Q98388
"Williamstown, Massachusetts, Williams College, Gen Mss Weinberger Neumes",manuscript containing Gradual,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1075,1150,https://catalog.digital-scriptorium.org/entity/Q131|https://catalog.digital-scriptorium.org/entity/Q132|https://catalog.digital-scriptorium.org/entity/Q652,,,"Script: Script lacks horizontal compression associated with the transition to Gothic script. The only instance of fusion of opposing bows is ""pp"", characteristic of the earliest part of the transition to Gothic script.|Script: Late Caroline minuscule",Q397,Gradual,Gradual,https://catalog.digital-scriptorium.org/entity/Q1121,,Q133839487,Q49166,DS25557,Gen Mss Weinberger Neumes,Gen Mss Weinberger Neumes,,https://catalog.digital-scriptorium.org/entity/Q98398,https://search.digital-scriptorium.org/catalog/DS25557,,https://catalog.digital-scriptorium.org/entity/Q98397
