signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,check,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"Poughkeepsie, New York, Vassar College, Scheetz MS. 14",manuscript containing Leaf from a Bible,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1250,1275,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in gothic script; ruled.,Q397,Leaf from a Bible,Bible,https://catalog.digital-scriptorium.org/entity/Q661,,,Q2093794,DS29193,,991019342015807396,Scheetz MS. 14,,https://catalog.digital-scriptorium.org/entity/Q110304,https://search.digital-scriptorium.org/catalog/DS29193,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019342015807396,https://catalog.digital-scriptorium.org/entity/Q110303
"Poughkeepsie, New York, Vassar College, Scheetz MS. 16",manuscript containing Leaf from the Franciscan 'Goodspeed' Bible,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1300,1300,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in rounded Italian gothic script.,Q397,Leaf from the Franciscan 'Goodspeed' Bible,Bible,https://catalog.digital-scriptorium.org/entity/Q661,,,Q2093794,DS29194,,991019342115107396,Scheetz MS. 16,,https://catalog.digital-scriptorium.org/entity/Q110307,https://search.digital-scriptorium.org/catalog/DS29194,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019342115107396,https://catalog.digital-scriptorium.org/entity/Q110306
"Poughkeepsie, New York, Vassar College, Scheetz MS. 13",manuscript containing Cutting of an illuminated initial 'S' from a choirbook,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1475,1500,https://catalog.digital-scriptorium.org/entity/Q134,,,"Script: Written originally in gothic textura, erased and rewritten in rounder gothic script; ruled; part of staff in black ink for music.",Q397,Cutting of an illuminated initial 'S' from a choirbook,Choir book,https://catalog.digital-scriptorium.org/entity/Q1449,,,Q2093794,DS29195,,991019342215607396,Scheetz MS. 13,,https://catalog.digital-scriptorium.org/entity/Q110310,https://search.digital-scriptorium.org/catalog/DS29195,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019342215607396,https://catalog.digital-scriptorium.org/entity/Q110309
"Poughkeepsie, New York, Vassar College, Scheetz MS. 18",manuscript containing Leaf from a Breviary,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1400,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in rounded gothic bookhand.,Q397,Leaf from a Breviary,Breviary,https://catalog.digital-scriptorium.org/entity/Q657,,,Q2093794,DS29196,,991019342314007396,Scheetz MS. 18,,https://catalog.digital-scriptorium.org/entity/Q110313,https://search.digital-scriptorium.org/catalog/DS29196,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019342314007396,https://catalog.digital-scriptorium.org/entity/Q110312
"Poughkeepsie, New York, Vassar College, Scheetz MS. 17","manuscript containing Bifolium from Peter Lombard, Great gloss on the Pauline epistles",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1200,1200,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in gothic bookhand.,Q397,"Bifolium from Peter Lombard, Great gloss on the Pauline epistles",Magna glossatura,https://catalog.digital-scriptorium.org/entity/Q1481,Q315347,,Q2093794,DS29197,,991019342314307396,Scheetz MS. 17,,https://catalog.digital-scriptorium.org/entity/Q110316,https://search.digital-scriptorium.org/catalog/DS29197,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019342314307396,https://catalog.digital-scriptorium.org/entity/Q110315
"Poughkeepsie, New York, Vassar College, Scheetz MS. 21A-B",manuscript containing Two leaves from a martyrology,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1150,1200,https://catalog.digital-scriptorium.org/entity/Q129,,,Script: Written in Romanesque Caroline miniscule.,Q397,Two leaves from a martyrology,Martyrology,https://catalog.digital-scriptorium.org/entity/Q19946,,,Q2093794,DS29198,,991019342816007396,Scheetz MS. 21A-B,,https://catalog.digital-scriptorium.org/entity/Q110319,https://search.digital-scriptorium.org/catalog/DS29198,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019342816007396,https://catalog.digital-scriptorium.org/entity/Q110318
"Poughkeepsie, New York, Vassar College, Scheetz MS. 22","manuscript containing Fragment of Martianus Capella, De nuptiis Philologiae et Mercurii, with interlinear and marginal glosses",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1100,1125,https://catalog.digital-scriptorium.org/entity/Q122,,,"Script: Written in a medium grade bookhand; interlinear and marginal text in smaller, more informal script.",Q397,"Fragment of Martianus Capella, De nuptiis Philologiae et Mercurii, with interlinear and marginal glosses",De nuptiis Philologiae et Mercurii,https://catalog.digital-scriptorium.org/entity/Q108699,Q348408,,Q2093794,DS29199,,991019342915707396,Scheetz MS. 22,,https://catalog.digital-scriptorium.org/entity/Q110322,https://search.digital-scriptorium.org/catalog/DS29199,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019342915707396,https://catalog.digital-scriptorium.org/entity/Q110321
"Poughkeepsie, New York, Vassar College, Scheetz MS. 27",manuscript containing Leaf from the 'St. Albans Bible',Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1330,1330,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in formal gothic script.,Q397,Leaf from the 'St. Albans Bible',Bible|St. Albans Bible,https://catalog.digital-scriptorium.org/entity/Q661|https://catalog.digital-scriptorium.org/entity/Q108700,,,Q2093794,DS29200,,991019343615507396,Scheetz MS. 27,,https://catalog.digital-scriptorium.org/entity/Q110325,https://search.digital-scriptorium.org/catalog/DS29200,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019343615507396,https://catalog.digital-scriptorium.org/entity/Q110324
"Poughkeepsie, New York, Vassar College, Scheetz MS. 26A-C",manuscript containing Three leaves from the Summer part of the Sanctorale of a gradual,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q99,1623,1699,https://catalog.digital-scriptorium.org/entity/Q129,,,Script: Written in rounded gothic script.,Q397,Three leaves from the Summer part of the Sanctorale of a gradual,Gradual,https://catalog.digital-scriptorium.org/entity/Q1121,,,Q2093794,DS29201,,991019343615807396,Scheetz MS. 26A-C,,https://catalog.digital-scriptorium.org/entity/Q110328,https://search.digital-scriptorium.org/catalog/DS29201,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019343615807396,https://catalog.digital-scriptorium.org/entity/Q110327
"Poughkeepsie, New York, Vassar College, Scheetz MS. 28",manuscript containing Leaf from the 'Bohun Bible',Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1325,1375,https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Written in formal gothic script.,Q397,Leaf from the 'Bohun Bible',Bible|Bohun Bible,https://catalog.digital-scriptorium.org/entity/Q661|https://catalog.digital-scriptorium.org/entity/Q108701,,,Q2093794,DS29202,,991019343815107396,Scheetz MS. 28,,https://catalog.digital-scriptorium.org/entity/Q110331,https://search.digital-scriptorium.org/catalog/DS29202,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019343815107396,https://catalog.digital-scriptorium.org/entity/Q110330
"Poughkeepsie, New York, Vassar College, Scheetz MS. 24A-C","manuscript containing Two fragments of a register concerning the recruitment and payment of mercenaries, in Latin with some Italian",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q96,1368,1368,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in cursive documentary hand by two scribes.,Q397|Q652,"Two fragments of a register concerning the recruitment and payment of mercenaries, in Latin with some Italian",Register,https://catalog.digital-scriptorium.org/entity/Q67326,,,Q2093794,DS29203,,991019343815507396,Scheetz MS. 24A-C,,https://catalog.digital-scriptorium.org/entity/Q110334,https://search.digital-scriptorium.org/catalog/DS29203,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019343815507396,https://catalog.digital-scriptorium.org/entity/Q110333
"Poughkeepsie, New York, Vassar College, Scheetz MS. 23","manuscript containing Fragment of Seneca the Elder, Controversiae",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q91,850,899,https://catalog.digital-scriptorium.org/entity/Q131,,,Script: Written in Caroline minuscule.,Q397,"Fragment of Seneca the Elder, Controversiae",Controversiae,https://catalog.digital-scriptorium.org/entity/Q108702,Q273671,,Q2093794,DS29204,,991019343815607396,Scheetz MS. 23,,https://catalog.digital-scriptorium.org/entity/Q110337,https://search.digital-scriptorium.org/catalog/DS29204,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/349upj/alma991019343815607396,https://catalog.digital-scriptorium.org/entity/Q110336
"Poughkeepsie, New York, Vassar College, Scheetz MS. 30",manuscript containing Leaf of a choir psalter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q99,1600,1600,https://catalog.digital-scriptorium.org/entity/Q129,,,Script: Written in gothic sine pedibus script.,Q397,Leaf of a choir psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,,Q2093794,DS29205,,991019344878307396,Scheetz MS. 30,,https://catalog.digital-scriptorium.org/entity/Q110340,https://search.digital-scriptorium.org/catalog/DS29205,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019344878307396,https://catalog.digital-scriptorium.org/entity/Q110339
"Poughkeepsie, New York, Vassar College, Scheetz MS. 29A-E","manuscript containing Five leaves from a homiliary, in Armenian",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q99,1671,1672,https://catalog.digital-scriptorium.org/entity/Q18350,Q137363006|Q137363013,,"Script: Written in bolorgir script by two scribes, Astuacapov and the decon Tēron (according to colophon of parent volume)",Q8785,"Five leaves from a homiliary, in Armenian",Homiliary,https://catalog.digital-scriptorium.org/entity/Q1338,,,Q2093794,DS29206,,991019344878607396,Scheetz MS. 29A-E,,https://catalog.digital-scriptorium.org/entity/Q110343,https://search.digital-scriptorium.org/catalog/DS29206,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019344878607396,https://catalog.digital-scriptorium.org/entity/Q110342
"Poughkeepsie, New York, Vassar College, Scheetz MS. 47",manuscript containing Leaf from a Book of hours,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1375,1400,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Written in gothic script.,Q397,Leaf from a Book of hours,Book of hours,https://catalog.digital-scriptorium.org/entity/Q795,,,Q2093794,DS29207,,991019345678307396,Scheetz MS. 47,,https://catalog.digital-scriptorium.org/entity/Q110346,https://search.digital-scriptorium.org/catalog/DS29207,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019345678307396,https://catalog.digital-scriptorium.org/entity/Q110345
"Poughkeepsie, New York, Vassar College, Scheetz MS. 48",manuscript containing Leaf from a psalter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1250,1300,https://catalog.digital-scriptorium.org/entity/Q651,,,Script: Written in gothic script.,Q397,Leaf from a psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,,Q2093794,DS29209,,991019345777007396,Scheetz MS. 48,,https://catalog.digital-scriptorium.org/entity/Q110352,https://search.digital-scriptorium.org/catalog/DS29209,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019345777007396,https://catalog.digital-scriptorium.org/entity/Q110351
"Poughkeepsie, New York, Vassar College, Scheetz MS. 46","manuscript containing Leaf from Seneca the Younger, Epistulae morales",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1470,1470,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Written in humanistic script.,Q397,"Leaf from Seneca the Younger, Epistulae morales",Epistulae morales ad Lucilium,https://catalog.digital-scriptorium.org/entity/Q6025,Q2054,,Q2093794,DS29210,,991019345977307396,Scheetz MS. 46,,https://catalog.digital-scriptorium.org/entity/Q110355,https://search.digital-scriptorium.org/catalog/DS29210,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019345977307396,https://catalog.digital-scriptorium.org/entity/Q110354
"Poughkeepsie, New York, Vassar College, Scheetz MS. 50",manuscript containing Two leaves from the sanctorale of a stenciled gradual,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q99|https://catalog.digital-scriptorium.org/entity/Q100,1600,1799,https://catalog.digital-scriptorium.org/entity/Q129,,,Script: Stenciled text.,Q397,Two leaves from the sanctorale of a stenciled gradual,Gradual,https://catalog.digital-scriptorium.org/entity/Q1121,,,Q2093794,DS29211,,991019346076507396,Scheetz MS. 50,,https://catalog.digital-scriptorium.org/entity/Q110358,https://search.digital-scriptorium.org/catalog/DS29211,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019346076507396,https://catalog.digital-scriptorium.org/entity/Q110357
"Poughkeepsie, New York, Vassar College, Scheetz MS. 45",manuscript containing Confirmation of the legitimacy of Juan Arias Portocarrero,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q98,1581,1585,https://catalog.digital-scriptorium.org/entity/Q123,,,Script: Written in italic script.,Q397,Confirmation of the legitimacy of Juan Arias Portocarrero,Confirmation,https://catalog.digital-scriptorium.org/entity/Q5990,Q1234169,,Q2093794,DS29212,,991019346078407396,Scheetz MS. 45,,https://catalog.digital-scriptorium.org/entity/Q110361,https://search.digital-scriptorium.org/catalog/DS29212,https://vassar.primo.exlibrisgroup.com/permalink/01VAC_INST/al3g85/alma991019346078407396,https://catalog.digital-scriptorium.org/entity/Q110360
