signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"Wellesley, Massachusetts, Wellesley College, MS MELA 1",manuscript containing Koran,Q87167,,https://catalog.digital-scriptorium.org/entity/Q101,1844,1844,,,,,Q13955,Koran,Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,,Q49205,DS30534,in00000641796,MS MELA 1,https://repository.wellesley.edu/node/47162/manifest,https://catalog.digital-scriptorium.org/entity/Q114898,https://search.digital-scriptorium.org/catalog/DS30534,https://libcat.wellesley.edu/Record/in00000641796,https://catalog.digital-scriptorium.org/entity/Q114897
"Wellesley, Massachusetts, Wellesley College, MS MELA 2",manuscript containing Koran,Q87167,,https://catalog.digital-scriptorium.org/entity/Q101,1815,1815,,,,,Q13955,Koran,Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,,Q49205,DS30535,in00000641797,MS MELA 2,https://repository.wellesley.edu/node/47780/manifest,https://catalog.digital-scriptorium.org/entity/Q114901,https://search.digital-scriptorium.org/catalog/DS30535,https://libcat.wellesley.edu/Record/in00000641797,https://catalog.digital-scriptorium.org/entity/Q114900
"Wellesley, Massachusetts, Wellesley College, MS MELA 3",manuscript containing Prayers and stories,Q87167,,https://catalog.digital-scriptorium.org/entity/Q101,1800,1800,,,,,Q13955,Prayers and stories,Devotional texts,https://catalog.digital-scriptorium.org/entity/Q5966,,,Q49205,DS30536,in00000641798,MS MELA 3,,https://catalog.digital-scriptorium.org/entity/Q114904,https://search.digital-scriptorium.org/catalog/DS30536,https://libcat.wellesley.edu/Record/in00000641798,https://catalog.digital-scriptorium.org/entity/Q114903
"Wellesley, Massachusetts, Wellesley College, MS MELA 4",manuscript containing Prayers and ejaculations,Q87167,,https://catalog.digital-scriptorium.org/entity/Q101,1800,1800,https://catalog.digital-scriptorium.org/entity/Q3652|https://catalog.digital-scriptorium.org/entity/Q114387,,,,Q13955,Prayers and ejaculations,Devotional texts,https://catalog.digital-scriptorium.org/entity/Q5966,,,Q49205,DS30537,in00000641799,MS MELA 4,,https://catalog.digital-scriptorium.org/entity/Q114907,https://search.digital-scriptorium.org/catalog/DS30537,https://libcat.wellesley.edu/Record/in00000641799,https://catalog.digital-scriptorium.org/entity/Q114906
"Wellesley, Massachusetts, Wellesley College, MS Arabic 1",manuscript containing Dalāʼil al-khayrāt wa-shawāriq al-anwār,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q102|https://catalog.digital-scriptorium.org/entity/Q101,1800,1999,,,,,Q13955,Dalāʼil al-khayrāt wa-shawāriq al-anwār,Dala'il al-Khayrat,https://catalog.digital-scriptorium.org/entity/Q18568,Q1775944,,Q49205,DS30538,in00000671624,MS Arabic 1,https://repository.wellesley.edu/node/22428/manifest,https://catalog.digital-scriptorium.org/entity/Q114910,https://search.digital-scriptorium.org/catalog/DS30538,https://libcat.wellesley.edu/Record/in00000671624,https://catalog.digital-scriptorium.org/entity/Q114909
"Wellesley, Massachusetts, Wellesley College, MS Arabic 4",manuscript containing Tashrīḥ al-aflāk,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q100,1700,1700,https://catalog.digital-scriptorium.org/entity/Q42470,,,,Q13955,Tashrīḥ al-aflāk,Tashrīḥ al-aflāk,https://catalog.digital-scriptorium.org/entity/Q11935,Q2658411,,Q49205,DS30539,in00000681229,MS Arabic 4,,https://catalog.digital-scriptorium.org/entity/Q114913,https://search.digital-scriptorium.org/catalog/DS30539,https://libcat.wellesley.edu/Record/in00000681229,https://catalog.digital-scriptorium.org/entity/Q114912
"Wellesley, Massachusetts, Wellesley College, MS Arabic 5","manuscript containing Qur'an fragment containing Surah al-'Ankabut, Surah al-Rum, Surah Luqman, Surah As-Sajda, Surah al-Ahzab, Surah Saba, Surah Fatir, Surah Ya-Sin, Surah As-Saffat",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101,1880,1880,https://catalog.digital-scriptorium.org/entity/Q3657,,,,Q13955,"Qur'an fragment containing Surah al-'Ankabut, Surah al-Rum, Surah Luqman, Surah As-Sajda, Surah al-Ahzab, Surah Saba, Surah Fatir, Surah Ya-Sin, Surah As-Saffat",Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,,Q49205,DS30540,in00000699812,MS Arabic 5,,https://catalog.digital-scriptorium.org/entity/Q114916,https://search.digital-scriptorium.org/catalog/DS30540,https://libcat.wellesley.edu/Record/in00000699812,https://catalog.digital-scriptorium.org/entity/Q114915
"Wellesley, Massachusetts, Wellesley College, MS Persian 1",manuscript containing Mas̲navī maʻnavī,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q100,1700,1700,https://catalog.digital-scriptorium.org/entity/Q18345,,,,Q9168,Mas̲navī maʻnavī,Masnavi,https://catalog.digital-scriptorium.org/entity/Q27606,Q43347,,Q49205,DS30541,in00000671149,MS Persian 1,https://repository.wellesley.edu/node/23435/manifest,https://catalog.digital-scriptorium.org/entity/Q114919,https://search.digital-scriptorium.org/catalog/DS30541,https://libcat.wellesley.edu/Record/in00000671149,https://catalog.digital-scriptorium.org/entity/Q114918
"Wellesley, Massachusetts, Wellesley College, MS Persian 2",manuscript containing Kanz al-lughāt,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q99,1653,1653,https://catalog.digital-scriptorium.org/entity/Q138,,,,Q13955|Q9168,Kanz al-lughāt,Kanz al-lughāt,https://catalog.digital-scriptorium.org/entity/Q20030,Q129453417,,Q49205,DS30542,in00000671621,MS Persian 2,https://repository.wellesley.edu/node/24164/manifest,https://catalog.digital-scriptorium.org/entity/Q114922,https://search.digital-scriptorium.org/catalog/DS30542,https://libcat.wellesley.edu/Record/in00000671621,https://catalog.digital-scriptorium.org/entity/Q114921
"Wellesley, Massachusetts, Wellesley College, MS Persian 3",manuscript containing Kitab Gulshan Mahmud,Q87167,,https://catalog.digital-scriptorium.org/entity/Q101,1800,1899,https://catalog.digital-scriptorium.org/entity/Q127|https://catalog.digital-scriptorium.org/entity/Q2822,,,,Q9168,Kitab Gulshan Mahmud,,,,,Q49205,DS30543,in00000699446,MS Persian 3,,https://catalog.digital-scriptorium.org/entity/Q114925,https://search.digital-scriptorium.org/catalog/DS30543,https://libcat.wellesley.edu/Record/in00000699446,https://catalog.digital-scriptorium.org/entity/Q114924
