signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,search,link,dsItemID
"Kalamazoo, Michigan, Western Michigan University, WMU MS 207",manuscript containing Binding fragment,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1300,1399,https://catalog.digital-scriptorium.org/entity/Q131,,,,Q397,Binding fragment,Binding fragment,https://catalog.digital-scriptorium.org/entity/Q10843,Q9592,,Q1546191,DS6457,99509991958402436,WMU MS 207,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222634~162546/manifest,https://catalog.digital-scriptorium.org/entity/Q28708,https://search.digital-scriptorium.org/catalog/DS6457,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21363926300002436,https://catalog.digital-scriptorium.org/entity/Q28707
"Kalamazoo, Michigan, Western Michigan University, WMU MS 206",manuscript containing Leaf from a Missal,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97|https://catalog.digital-scriptorium.org/entity/Q96,1300,1499,https://catalog.digital-scriptorium.org/entity/Q131,,,Script: Written in a small and compressed Southern Textualis style at a libraria level of execution.,Q397,Leaf from a Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,Q9592,,Q1546191,DS6458,99509991958602436,WMU MS 206,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222633~162545/manifest,https://catalog.digital-scriptorium.org/entity/Q28711,https://search.digital-scriptorium.org/catalog/DS6458,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21363926410002436,https://catalog.digital-scriptorium.org/entity/Q28710
"Kalamazoo, Michigan, Western Michigan University, WMU MS 204",manuscript containing Leaf from 13th century French pocket Bible,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1200,1299,https://catalog.digital-scriptorium.org/entity/Q136,,,,Q397,Leaf from 13th century French pocket Bible,Pocket Bible,https://catalog.digital-scriptorium.org/entity/Q27634,,,Q1546191,DS6459,99509992061102436,WMU MS 204,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222631~164270/manifest,https://catalog.digital-scriptorium.org/entity/Q28714,https://search.digital-scriptorium.org/catalog/DS6459,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21363926640002436,https://catalog.digital-scriptorium.org/entity/Q28713
"Kalamazoo, Michigan, Western Michigan University, WMU MS 175","manuscript containing Leaf from the Papal Bull ""Exivi de paradiso"" of Pope Clement V",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1330,1350,https://catalog.digital-scriptorium.org/entity/Q122,,,,Q397,"Leaf from the Papal Bull ""Exivi de paradiso"" of Pope Clement V",Papal bull,https://catalog.digital-scriptorium.org/entity/Q1362,Q131463|Q9592,,Q1546191,DS6460,99509996261402436,WMU MS 175,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222510~160218/manifest,https://catalog.digital-scriptorium.org/entity/Q28717,https://search.digital-scriptorium.org/catalog/DS6460,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21364606890002436,https://catalog.digital-scriptorium.org/entity/Q28716
"Kalamazoo, Michigan, Western Michigan University, WMU MS 174",manuscript containing Prayer book leaf,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1440,1460,https://catalog.digital-scriptorium.org/entity/Q131,,,,Q397,Prayer book leaf,Prayerbook leaf,https://catalog.digital-scriptorium.org/entity/Q27734,,,Q1546191,DS6461,99509996461402436,WMU MS 174,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222509~160217/manifest,https://catalog.digital-scriptorium.org/entity/Q28720,https://search.digital-scriptorium.org/catalog/DS6461,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21364606920002436,https://catalog.digital-scriptorium.org/entity/Q28719
"Kalamazoo, Michigan, Western Michigan University, WMU MS 173",manuscript containing Manuscript in Arabic,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q98,1550,1575,https://catalog.digital-scriptorium.org/entity/Q3657,,,,Q13955,Manuscript in Arabic,Arabic text,https://catalog.digital-scriptorium.org/entity/Q38349,,,Q1546191,DS6462,99509996461502436,WMU MS 173,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222443~159732/manifest,https://catalog.digital-scriptorium.org/entity/Q28723,https://search.digital-scriptorium.org/catalog/DS6462,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21364606950002436,https://catalog.digital-scriptorium.org/entity/Q28722
"Kalamazoo, Michigan, Western Michigan University, WMU MS 178","manuscript containing Bible cutting, Matthew",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q91,800,850,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q131,,,,Q397,"Bible cutting, Matthew",Bible,https://catalog.digital-scriptorium.org/entity/Q661,,,Q1546191,DS6463,99509998461102436,WMU MS 178,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222512~160220/manifest,https://catalog.digital-scriptorium.org/entity/Q28726,https://search.digital-scriptorium.org/catalog/DS6463,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21364826880002436,https://catalog.digital-scriptorium.org/entity/Q28725
"Kalamazoo, Michigan, Western Michigan University, WMU MS 177","manuscript containing Postilla litteralis in vetus testamentum, pars",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1450,1475,https://catalog.digital-scriptorium.org/entity/Q131,,,,Q397,"Postilla litteralis in vetus testamentum, pars",Bible commentary|Commentary on the Old testament,https://catalog.digital-scriptorium.org/entity/Q1433|https://catalog.digital-scriptorium.org/entity/Q27665,Q1969164,,Q1546191,DS6464,99509998461202436,WMU MS 177,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222564~160270/manifest,https://catalog.digital-scriptorium.org/entity/Q28729,https://search.digital-scriptorium.org/catalog/DS6464,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21364826910002436,https://catalog.digital-scriptorium.org/entity/Q28728
"Kalamazoo, Michigan, Western Michigan University, WMU MS 176",manuscript containing Leaf from De finibus bonorum et malorum,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1463,1463,https://catalog.digital-scriptorium.org/entity/Q134,,,,Q397,Leaf from De finibus bonorum et malorum,De finibus bonorum et malorum,https://catalog.digital-scriptorium.org/entity/Q27735,Q1541,,Q1546191,DS6465,99509998461302436,WMU MS 176,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222511~160219/manifest,https://catalog.digital-scriptorium.org/entity/Q28732,https://search.digital-scriptorium.org/catalog/DS6465,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21364826940002436,https://catalog.digital-scriptorium.org/entity/Q28731
"Kalamazoo, Michigan, Western Michigan University, WMU MS 179",manuscript containing Leaf from the Llangattock breviary,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1425,1450,https://catalog.digital-scriptorium.org/entity/Q134|https://catalog.digital-scriptorium.org/entity/Q1299,,Q3106916,,Q397,Leaf from the Llangattock breviary,Breviary|Llangattock Breviary,https://catalog.digital-scriptorium.org/entity/Q657|https://catalog.digital-scriptorium.org/entity/Q44092,,,Q1546191,DS6466,99509998861502436,WMU MS 179,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222513~160221/manifest,https://catalog.digital-scriptorium.org/entity/Q28735,https://search.digital-scriptorium.org/catalog/DS6466,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21364916960002436,https://catalog.digital-scriptorium.org/entity/Q28734
