signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNote,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,link
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 042",manuscript containing Homily,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q95,1190,1210,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Homily,Homilies,https://catalog.digital-scriptorium.org/entity/Q1246,,Q966843|Q72938313|Q2147709,Q579968,DS10115,Fragmenta Manuscripta 042,Fragmenta Manuscripta 042,,https://catalog.digital-scriptorium.org/entity/Q44447,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 044",manuscript containing Bible commentary on the gospel of John,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1250,1299,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Bible commentary on the gospel of John,Bible commentary,https://catalog.digital-scriptorium.org/entity/Q1433,,Q2147709|Q966843|Q72938313,Q579968,DS10117,Fragmenta Manuscripta 044,Fragmenta Manuscripta 044,,https://catalog.digital-scriptorium.org/entity/Q44453,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 045","manuscript containing Psalter, glossed",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1200,1250,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,"Psalter, glossed",Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,Q2147709|Q966843|Q72938313,Q579968,DS10118,Fragmenta Manuscripta 045,Fragmenta Manuscripta 045,,https://catalog.digital-scriptorium.org/entity/Q44456,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 046","manuscript containing Psalter, glossed",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q93,1050,1099,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,"Psalter, glossed",Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,Q2147709|Q966843|Q72938313,Q579968,DS10119,Fragmenta Manuscripta 046,Fragmenta Manuscripta 046,,https://catalog.digital-scriptorium.org/entity/Q44459,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 048","manuscript containing Calendar May, June",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1150,1199,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,"Calendar May, June",Calendar,https://catalog.digital-scriptorium.org/entity/Q1122,,Q2147709|Q966843|Q72938313,Q579968,DS10121,Fragmenta Manuscripta 048,Fragmenta Manuscripta 048,,https://catalog.digital-scriptorium.org/entity/Q44465,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 049","manuscript containing Bible, glossed",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95|https://catalog.digital-scriptorium.org/entity/Q94,1190,1210,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,"Bible, glossed",Bible,https://catalog.digital-scriptorium.org/entity/Q661,,Q2147709|Q966843|Q72938313,Q579968,DS10122,Fragmenta Manuscripta 049,Fragmenta Manuscripta 049,,https://catalog.digital-scriptorium.org/entity/Q44468,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 050",manuscript containing Psalter,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1240,1260,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,Q2147709|Q966843|Q72938313,Q579968,DS10123,Fragmenta Manuscripta 050,Fragmenta Manuscripta 050,,https://catalog.digital-scriptorium.org/entity/Q44471,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 051",manuscript containing Lectionary,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1185,1199,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Lectionary,Lectionary,https://catalog.digital-scriptorium.org/entity/Q663,,Q2147709|Q966843|Q72938313,Q579968,DS10124,Fragmenta Manuscripta 051,Fragmenta Manuscripta 051,,https://catalog.digital-scriptorium.org/entity/Q44474,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 052",manuscript containing Lections on the Blessed Virgin Mary,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1185,1199,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Lections on the Blessed Virgin Mary,Lectionary,https://catalog.digital-scriptorium.org/entity/Q663,,Q2147709|Q966843|Q72938313,Q579968,DS10125,Fragmenta Manuscripta 052,Fragmenta Manuscripta 052,,https://catalog.digital-scriptorium.org/entity/Q44477,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 147",manuscript containing Ordinale,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96|https://catalog.digital-scriptorium.org/entity/Q97,1390,1410,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Ordinale,Ordinal,https://catalog.digital-scriptorium.org/entity/Q40011,,Q966843|Q72938313|Q2147709,Q579968,DS10220,Fragmenta Manuscripta 147,Fragmenta Manuscripta 147,,https://catalog.digital-scriptorium.org/entity/Q44762,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 148",manuscript containing Canon law,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1350,1399,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Canon law,Canon law text,https://catalog.digital-scriptorium.org/entity/Q1415,,Q2147709|Q966843|Q72938313,Q579968,DS10221,Fragmenta Manuscripta 148,Fragmenta Manuscripta 148,,https://catalog.digital-scriptorium.org/entity/Q44765,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 149",manuscript containing Ordinale?,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q96,1300,1350,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Ordinale?,Ordinal,https://catalog.digital-scriptorium.org/entity/Q40011,,Q2147709|Q966843|Q72938313,Q579968,DS10222,Fragmenta Manuscripta 149,Fragmenta Manuscripta 149,,https://catalog.digital-scriptorium.org/entity/Q44768,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 001",manuscript containing Lectionary for the office,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q92,940,960,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q1297,,,,Q397,Lectionary for the office,Lectionary,https://catalog.digital-scriptorium.org/entity/Q663,,Q2147709|Q966843|Q72938313,Q579968,DS10074,Fragmenta Manuscripta 001,Fragmenta Manuscripta 001,,https://catalog.digital-scriptorium.org/entity/Q44324,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 003",manuscript containing Sacramentary,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q93,1000,1015,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Sacramentary,Sacramentary,https://catalog.digital-scriptorium.org/entity/Q653,,Q2147709|Q966843|Q72938313,Q579968,DS10076,Fragmenta Manuscripta 003,Fragmenta Manuscripta 003,,https://catalog.digital-scriptorium.org/entity/Q44330,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 004",manuscript containing Bible,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q93,1000,1050,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,Bible,Bible,https://catalog.digital-scriptorium.org/entity/Q661,,Q2147709|Q966843|Q72938313,Q579968,DS10077,Fragmenta Manuscripta 004,Fragmenta Manuscripta 004,,https://catalog.digital-scriptorium.org/entity/Q44333,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 007",manuscript containing Breviary with neumes,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1140,1160,https://catalog.digital-scriptorium.org/entity/Q122,,,,Q397,Breviary with neumes,Breviary,https://catalog.digital-scriptorium.org/entity/Q657,,Q2147709|Q966843|Q72938313,Q579968,DS10080,Fragmenta Manuscripta 007,Fragmenta Manuscripta 007,,https://catalog.digital-scriptorium.org/entity/Q44342,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 012","manuscript containing Bible, glossed",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1240,1260,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,"Bible, glossed",Bible,https://catalog.digital-scriptorium.org/entity/Q661,,Q2147709|Q966843|Q72938313,Q579968,DS10085,Fragmenta Manuscripta 012,Fragmenta Manuscripta 012,,https://catalog.digital-scriptorium.org/entity/Q44357,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 010",manuscript containing Penitential text,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q94,1140,1160,https://catalog.digital-scriptorium.org/entity/Q122,,,,Q397,Penitential text,Penitential text,https://catalog.digital-scriptorium.org/entity/Q39673,,Q2147709|Q966843|Q72938313,Q579968,DS10083,Fragmenta Manuscripta 010,Fragmenta Manuscripta 010,,https://catalog.digital-scriptorium.org/entity/Q44351,
"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 016","manuscript containing Psalter, glossed",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1240,1260,https://catalog.digital-scriptorium.org/entity/Q133,,,,Q397,"Psalter, glossed",Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,Q2147709|Q966843|Q72938313,Q579968,DS10089,Fragmenta Manuscripta 016,Fragmenta Manuscripta 016,,https://catalog.digital-scriptorium.org/entity/Q44369,
