row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label,structured_value
1,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T03:36:01.159Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-24T03:38:08.322Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-24T03:38:38.730Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-24T03:40:11.684Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-24T12:26:03.401Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-24T12:26:21.969Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-24T12:30:30.222Z | GENRE RECON, STEP 7: FINALIZED 2022-05-24T12:35:04.912Z",Abridgements.,aat,,abridgements,http://vocab.getty.edu/aat/300202489
2,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T03:36:01.159Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-24T03:38:08.322Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-24T03:38:38.730Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-24T03:40:11.684Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-24T12:26:03.402Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-24T12:26:21.970Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-24T12:30:30.223Z | GENRE RECON, STEP 7: FINALIZED 2022-05-24T12:35:04.912Z",Accounts.,aat,,accounts,http://vocab.getty.edu/aat/300145802
3,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T03:36:01.159Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-24T03:38:08.322Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-24T03:38:38.730Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-24T03:40:11.684Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-24T12:26:03.402Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-24T12:26:21.970Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-24T12:30:30.223Z | GENRE RECON, STEP 7: FINALIZED 2022-05-24T12:35:04.912Z",Amulets.,aat,,amulets,http://vocab.getty.edu/aat/300266585
4,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T03:36:01.159Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-24T03:38:08.322Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-24T03:38:38.730Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-24T03:40:11.684Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-24T12:26:03.402Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-24T12:26:21.970Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-24T12:30:30.223Z | GENRE RECON, STEP 7: FINALIZED 2022-05-24T12:35:04.912Z",Annals and chronicles.,lcgft,,Annals and chronicles,http://id.worldcat.org/fast/1919892
5,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T03:36:01.159Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-24T03:38:08.322Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-24T03:38:38.730Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-24T03:40:11.684Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-24T12:26:03.402Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-24T12:26:21.970Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-24T12:30:30.223Z | GENRE RECON, STEP 7: FINALIZED 2022-05-24T12:35:04.912Z",Annotations (Provenance),rbprov,,,
6,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T03:36:01.159Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-24T03:38:08.322Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-24T03:38:38.730Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-24T03:40:11.684Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-24T12:26:03.402Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-24T12:26:21.970Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-24T12:30:30.223Z | GENRE RECON, STEP 7: FINALIZED 2022-05-24T12:35:04.912Z",Annotations.,aat,,annotations,http://vocab.getty.edu/aat/300026100
7,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T03:36:01.159Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-24T03:38:08.322Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-24T03:38:38.730Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-24T03:40:11.684Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-24T12:26:03.402Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-24T12:26:21.970Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-24T12:30:30.223Z | GENRE RECON, STEP 7: FINALIZED 2022-05-24T12:35:04.912Z",Anthologies.,aat,,anthologies,http://vocab.getty.edu/aat/300026037
8,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T03:36:01.159Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-24T03:38:08.322Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-24T03:38:38.730Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-24T03:40:11.684Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-24T12:26:03.402Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-24T12:26:21.970Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-24T12:30:30.223Z | GENRE RECON, STEP 7: FINALIZED 2022-05-24T12:35:04.913Z",Art.,fast,,Art,http://id.worldcat.org/fast/815177
9,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T03:36:01.159Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-24T03:38:08.322Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-24T03:38:38.730Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-24T03:40:11.684Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-24T12:26:03.402Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-24T12:26:21.970Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-24T12:30:30.223Z | GENRE RECON, STEP 7: FINALIZED 2022-05-24T12:35:04.913Z",Artificial grains.,lobt,,,
10,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T03:36:01.159Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-05-24T03:38:08.322Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-05-24T03:38:38.730Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-05-24T03:40:11.684Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-05-24T12:26:03.402Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2022-05-24T12:26:21.970Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-05-24T12:30:30.223Z | GENRE RECON, STEP 7: FINALIZED 2022-05-24T12:35:04.913Z",Blind tooled (decoration),lobt,,,
