row_index,workflow_history,subject_as_recorded,source_authority_uri,authorized_label,structured_value
69,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z","Confession--Catholic Church--Handbooks, manuals, etc.--Early works to 1800",,Confession--Catholic Church;Handbooks and manuals;Early works,http://id.worldcat.org/fast/1750863;http://id.worldcat.org/fast/1423877;http://id.worldcat.org/fast/1411636
70,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Cosmography--Early works to 1800,,Cosmography;Early works,http://id.worldcat.org/fast/880594;http://id.worldcat.org/fast/1411636
71,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Cosmology--Early works to 1800,,Cosmology;Early works,http://id.worldcat.org/fast/880600;http://id.worldcat.org/fast/1411636
72,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Cryptography--Early works to 1800,,Cryptography;Early works,http://id.worldcat.org/fast/884552;http://id.worldcat.org/fast/1411636
73,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Curiosities and wonders,,Curiosities and wonders,http://id.worldcat.org/fast/885285
74,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Divination--Early works to 1800,,Divination;Early works,http://id.worldcat.org/fast/895747;http://id.worldcat.org/fast/1411636
75,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Divination--Religious aspects--Early works to 1800,,Divination--Religious aspects;Early works,http://id.worldcat.org/fast/1425083;http://id.worldcat.org/fast/1411636
76,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Divination--Religious aspects--Islam,,Divination--Religious aspects--Islam,http://id.worldcat.org/fast/895750
77,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Divine office,,Divine office,http://id.worldcat.org/fast/895757
78,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Druzes,,Druzes,http://id.worldcat.org/fast/899110
79,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Druzes--Early works to 1800,,Druzes;Early works,http://id.worldcat.org/fast/899110;http://id.worldcat.org/fast/1411636
80,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Druzes--Sacred books--Early works to 1800,,Druzes;Sacred books;Early works,http://id.worldcat.org/fast/899110;http://id.worldcat.org/fast/1423905;http://id.worldcat.org/fast/1411636
81,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Dyes and dyeing--Early works to 1800,,Dyes and dyeing;Early works,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1411636
82,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Education--Turkey--History--Ottoman Empire, 1288-1918",,Education;Turkey;History;1288-1918,http://id.worldcat.org/fast/902499;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1355456
83,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Encyclopedias and dictionaries--Early works to 1600,,Encyclopedias and dictionaries;Early works,http://id.worldcat.org/fast/909533;http://id.worldcat.org/fast/1411636
84,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Ephemerides--Early works to 1800,,Ephemerides;Early works,http://id.worldcat.org/fast/913680;http://id.worldcat.org/fast/1411636
85,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Epic poetry, Persian",,"Epic poetry, Persian",http://id.worldcat.org/fast/1741636
86,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Epic poetry, Persian--Early works to 1800",,"Epic poetry, Persian;Early works",http://id.worldcat.org/fast/1741636;http://id.worldcat.org/fast/1411636
87,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Erotic literature, Arabic--Early works to 1800",,"Erotic literature, Arabic;Early works",http://id.worldcat.org/fast/914800;http://id.worldcat.org/fast/1411636
88,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Ethics,,Ethics,http://id.worldcat.org/fast/915833
89,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Ethics--Early works to 1800,,Ethics;Early works,http://id.worldcat.org/fast/915833;http://id.worldcat.org/fast/1411636
90,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Explosives--Early works to 1800,,Explosives;Early works,http://id.worldcat.org/fast/918611;http://id.worldcat.org/fast/1411636
91,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Fever--Early works to 1800,,Fever;Early works,http://id.worldcat.org/fast/923528;http://id.worldcat.org/fast/1411636
92,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",France--Kings and rulers--Genealogy--Early works to 1800,,France;Kings and rulers;Genealogy;Early works,http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1423818;http://id.worldcat.org/fast/1411636
93,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Gambling--Religious aspects--Islam--Early works to 1800,,Gambling--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/937414;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
94,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Games--Religious aspects--Islam--Early works to 1800,,Games--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/937550;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
95,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Genealogy,,Genealogy,http://id.worldcat.org/fast/1423818
96,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Geography, Arab",,"Geography, Arab",http://id.worldcat.org/fast/940571
97,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Geography, Arab--Early works to 1800",,"Geography, Arab;Early works",http://id.worldcat.org/fast/940571;http://id.worldcat.org/fast/1411636
98,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Geography, Medieval",,"Geography, Medieval",http://id.worldcat.org/fast/940573
99,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Geography--Early works to 1800,,Geography;Early works,http://id.worldcat.org/fast/940469;http://id.worldcat.org/fast/1411636
100,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Geomancy,,Geomancy,http://id.worldcat.org/fast/940820
101,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Geomancy--Islamic countries--Early works to 1800,,Geomancy;Islamic countries;Early works,http://id.worldcat.org/fast/940820;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411636
102,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Geometry,,Geometry,http://id.worldcat.org/fast/940864
103,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Geometry--Arab countries--History,,Geometry;Arab countries;History,http://id.worldcat.org/fast/940864;http://id.worldcat.org/fast/1240128;http://id.worldcat.org/fast/1411628
104,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Geometry--Early works to 1800,,Geometry;Early works,http://id.worldcat.org/fast/940864;http://id.worldcat.org/fast/1411636
105,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Geometry--Islamic countries--History,,Geometry;Islamic countries;History,http://id.worldcat.org/fast/940864;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411628
106,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Germany,,Germany,http://id.worldcat.org/fast/1210272
107,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Ghazals, Persian--Early works to 1800",,"Ghazals, Persian;Early works",http://id.worldcat.org/fast/942362;http://id.worldcat.org/fast/1411636
108,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Great Britain--Kings and rulers--Genealogy--Early works to 1800,,Great Britain;Kings and rulers;Genealogy;Early works,http://id.worldcat.org/fast/1204623;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1423818;http://id.worldcat.org/fast/1411636
109,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hadith,,Hadith,http://id.worldcat.org/fast/950112
110,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hadith--Commentaries--Early works to 1800,,Hadith--Commentaries;Early works,http://id.worldcat.org/fast/950119;http://id.worldcat.org/fast/1411636
111,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Hadith--Criticism, interpretation, etc.--Early works to 1800",,"Hadith;Criticism, interpretation, etc.;Early works",http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1411636
112,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hagiography,,Hagiography,http://id.worldcat.org/fast/950239
113,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hair--Dyeing and bleaching--Religious aspects--Islam--Early works to 1800,,Hair--Dyeing and bleaching;Islam;Early works,http://id.worldcat.org/fast/950368;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
114,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hair--Religious aspects--Islam--Early works to 1800,,Hair--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/950374;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
115,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hair--Removal--Early works to 1800,,Hair--Removal;Early works,http://id.worldcat.org/fast/950378;http://id.worldcat.org/fast/1411636
116,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hair--Removal--Legal aspects--Islamic law--Early works to 1800,,Hair--Removal;Islamic law;Early works,http://id.worldcat.org/fast/950378;http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1411636
117,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hanafites--Early works to 1800,,Hanafites;Early works,http://id.worldcat.org/fast/950818;http://id.worldcat.org/fast/1411636
118,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Happiness,,Happiness,http://id.worldcat.org/fast/951160
119,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Happiness--Early works to 1800,,Happiness;Early works,http://id.worldcat.org/fast/951160;http://id.worldcat.org/fast/1411636
120,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Headgear--Religious aspects--Islam--Early works to 1800,,Headgear--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/952663;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
121,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hebrew language--Etymology--Early works to 1800,,Hebrew language--Etymology;Early works,http://id.worldcat.org/fast/954220;http://id.worldcat.org/fast/1411636
122,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Heraldry,,Heraldry,http://id.worldcat.org/fast/955273
123,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Hindu hymns, Sanskrit",,"Hindu hymns, Sanskrit",http://id.worldcat.org/fast/957053
124,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hindu mythology,,Hindu mythology,http://id.worldcat.org/fast/1729920
125,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hindu philosophy,,Hindu philosophy,http://id.worldcat.org/fast/1729923
126,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hindu philosophy--Early works to 1800,,Hindu philosophy;Early works,http://id.worldcat.org/fast/1729923;http://id.worldcat.org/fast/1411636
127,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Hinduism--Rituals--Texts,,Hinduism--Rituals;Texts,http://id.worldcat.org/fast/957154;http://id.worldcat.org/fast/1423705
128,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","History, Universal--Early works to 1800",,World history;Early works,http://id.worldcat.org/fast/1181345;http://id.worldcat.org/fast/1411636
129,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Horsemanship--Equipment and supplies,,Horsemanship--Equipment and supplies,http://id.worldcat.org/fast/960566
130,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Horsemanship--Equipment and supplies--Early works to 1800,,Horsemanship--Equipment and supplies;Early works,http://id.worldcat.org/fast/960566;http://id.worldcat.org/fast/1411636
131,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Iceland,,Iceland,http://id.worldcat.org/fast/1210572
132,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Illumination of books and manuscripts, Carolingian",,"Illumination of books and manuscripts, Carolingian",http://id.worldcat.org/fast/967267
133,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Illumination of books and manuscripts, Carolingian--Specimens",,"Illumination of books and manuscripts, Carolingian;Specimens",http://id.worldcat.org/fast/967267;http://id.worldcat.org/fast/1423861
134,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z","Illumination of books and manuscripts, Iranian",,"Illumination of books and manuscripts, Iranian",http://id.worldcat.org/fast/967304
135,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.295Z",Illumination of books and manuscripts--Specimens,,Illumination of books and manuscripts;Specimens,http://id.worldcat.org/fast/967235;http://id.worldcat.org/fast/1423861
