row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_name,instance_of,structured_value
387,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.375Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.452Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Gregory IX, Pope, approximately 1170-1241,",author.,,,Gregory IX,human,Q124831
388,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.375Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.452Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z",Gregory of Tours,author,,,Gregory of Tours,human,Q67841
389,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.375Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.452Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Gregory, of Nyssa, Saint, approximately 335-approximately 394",author,,http://id.loc.gov/authorities/names/n79021401.html,Gregory of Nyssa,human,Q191734
394,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.376Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.452Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z",Guido delle Colonne,author,,,Guido delle Colonne,human,Q1248842
401,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.376Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.452Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Hahn, Franz Joseph Anton von, 1699-1748,",former owner.,,,Franz Josef von Hahn,human,Q55131021
403,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.376Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Halgren, John, of Abbeville.",author,,,John Halgren of Abbeville,human,Q3129519
404,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.376Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Harkness, Edward Stephen, 1874-1940",former owner,,,Edward Harkness,human,Q5343311
407,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.376Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Hawzālī, Muḥammad ibn ʻAlī, -1748 or 1749.",author,هوزالي، محمد بن علي، 1748 أو 1749.,,Mohammed Awzal,human,Q592255
408,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.376Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z",Haymo of Halberstadt,author,,,Haymo of Halberstadt,human,Q472833
410,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.376Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Helm, Franz, approximately 1500-1567.",author,,,Franz Helm,human,Q15994218
411,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.376Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.536Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Henri, Duc de Rohan",author,,,Henri II de Rohan,human,Q701048
414,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.376Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.537Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z",Henry Suso,author,,,Henry Suso,human,Q303435
415,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.376Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.537Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z",Henry VIII,author,,,Henry VIII of England,human,Q38370
420,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.537Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Hill, Dana",former owner,,,Dana Hill,human,Q455947
422,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Hodossy, Imre",former owner,,,Imre Hodossy,human,Q73712054
423,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Hoe, Robert",former owner,,,Robert Hoe III,human,Q3663034
424,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.453Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z","Hoe, Robert, 1839-1909,",former owner.,,,Robert Hoe III,human,Q3663034
428,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z",Horace,author,,,Horace,human,Q6197
429,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z",Horace,author,,https://viaf.org/viaf/100227522/,Horace,human,Q6197
430,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z",Horace,author,,http://id.loc.gov/authorities/names/n79081354.html,Horace,human,Q6197
431,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.184Z",Horace (Quintus Horatius Flaccus),author,,,Horace,human,Q6197
433,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Horblit, Harrison D.,",former owner.,,,Harrison Horblit,human,Q18206500
434,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Horwood, Alfred J. (Alfred John), 1821-1881",former owner,,,Alfred John Horwood,human,Q59630457
436,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Hugh de St Cher,author,,,Hugh of Saint-Cher,human,Q1365254
437,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Hugh of Fouilloi,author,,,Hugh of Fouilloy,human,Q5631
438,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.974Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Hugh of Fouilloy (Hugo de Folieto),author,,,Hugh of Fouilloy,human,Q5631
439,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Hugh of St. Cher (Hugo de Sancto Caro),author,,,Hugh of Saint-Cher,human,Q1365254
440,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Hugh of St. Victor,author,,,Hugh of Saint Victor,human,Q317554
441,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Hugh of St. Victor (Hugo de Sancto Victore),author,,,Hugh of Saint Victor,human,Q317554
442,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Hugh, of Saint-Cher, Cardinal, approximately 1200-1263",author,,http://id.loc.gov/authorities/names/n86113661.html,Hugh of Saint-Cher,human,Q1365254
445,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Humbert of Romans,author,,,Humbert of Romans,human,Q2623954
447,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Ibn Abī al-Dunyā, ʻAbd Allāh ibn Muḥammad, 823-894.",author,,http://id.loc.gov/authorities/names/n85136568,Ibn Abi al-Dunya,human,Q6532706
449,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.538Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Ibn Bashkuwāl, Khalaf ibn ʻAbd al-Malik, 1101-1183.",author,,http://id.loc.gov/authorities/names/n85370056,Ḫalaf Ibn-ʿAbd-al-Malik Ibn-Baškuwāl,human,Q1655886
450,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Ibn Bīrī, Ibrāhīm ibn ḥusayn, 1614-1688.",author,,,Ibrahim ibn Hussein al-Biri,human,Q107328752
451,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Ibn Ghānim, ʻIzz al-Dīn ʻAbd al-Salām ibn Aḥmad, -1279?",author,,http://id.loc.gov/authorities/names/n84077355,Izz al-Din al-Mosadeqi,human,Q15930652
452,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360.",author,"ابن هشام، عبد الله بن يوسف, 1309-1360.",,Ibn Hisham Al-Ansari,human,Q6538102
453,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Ibn Ḥajar al-Haythamī, Aḥmad ibn Muḥammad, approximately 1503-approximately 1566.",author,,http://id.loc.gov/authorities/names/n82165741,Ibn Hajar al-Haytami,human,Q3147445
456,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Ibn Qayyim al-Jawzīyah, Muḥammad ibn Abī Bakr, 1292-1350.",author,,http://id.loc.gov/authorities/names/n80138230,Ibn Qayyim Al-Jawziy,human,Q119679
457,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.454Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Ibn Ṭugharbak, Aḥmad.",author,,http://id.loc.gov/authorities/names/nr92033142,Ahmad ibn Thaqabah,human,Q55418191
