row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
113,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.602Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",Tashelhit / Shilha.,ber,Shilha,Q34152
114,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.602Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",Text in Latin.,,Latin,Q397
115,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.602Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",Text in Old French.,,Old French,Q35222
116,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.603Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",ara,ara,Arabic,Q13955
117,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.603Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",ber,ber,Berber,Q25448
118,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.603Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",chi,chi,Chinese,Q7850
119,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.603Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",dan,dan,Danish,Q9035
120,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.603Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",dut,dut,Dutch,Q7411
121,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.603Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng,eng,English,Q1860
122,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.603Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|dut,eng|dut,Dutch|English,Q7411|Q1860
123,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.603Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.308Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|dut|fre|ita|lat,eng|dut|fre|ita|lat,Dutch|Italian|French|Latin|English,Q7411|Q652|Q150|Q397|Q1860
124,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.603Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.857Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.309Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|dut|lat,eng|dut|lat,Dutch|Latin|English,Q7411|Q397|Q1860
125,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.603Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.858Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.309Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|enm,eng|enm,Middle English|English,Q36395|Q1860
126,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.858Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.309Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|fre,eng|fre,French|English,Q150|Q1860
127,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.858Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.309Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|fre|lat,eng|fre|lat,French|Latin|English,Q150|Q397|Q1860
128,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.858Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.309Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|ger,eng|ger,German|English,Q188|Q1860
129,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.858Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.309Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|ger|lat,eng|ger|lat,German|Latin|English,Q188|Q397|Q1860
130,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.858Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.309Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|gre|heb|lat,eng|gre|heb|lat,Hebrew|Greek|Latin|English,Q9288|Q9129|Q397|Q1860
131,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.858Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|ita,eng|ita,Italian|English,Q652|Q1860
132,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.858Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|ita|lat,eng|ita|lat,Italian|Latin|English,Q652|Q397|Q1860
133,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.858Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|lat,eng|lat,Latin|English,Q397|Q1860
134,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.858Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",eng|spa,eng|spa,Spanish|English,Q1321|Q1860
135,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",enm,enm,Middle English,Q36395
136,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",fre,fre,French,Q150
137,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",frm,frm,Middle French,Q1473289
138,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.604Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",fro,fro,Old French,Q35222
139,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",ger,ger,German,Q188
140,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",gmh,gmh,Middle High German,Q837985
141,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",gre,gre,Greek,Q9129
142,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.950Z",heb,heb,Hebrew,Q9288
143,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.951Z",ita,ita,Italian,Q652
144,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.951Z",lat,lat,Latin,Q397
145,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.951Z",ota,ota,Ottoman Turkish,Q36730
146,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.951Z",per,per,Persian,Q9168
147,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.951Z",san,san,Sanskrit,Q11059
148,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.951Z",spa,spa,Spanish,Q1321
149,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.951Z",xno,xno,Anglo-Norman,Q35214
150,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.605Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.951Z",zxx,zxx,no linguistic content,Q22282939
151,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.606Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.859Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.310Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.951Z",|spa,|spa,Spanish,Q1321
