row_index,workflow_history,subject_as_recorded,source_authority_uri,authorized_label,structured_value
11,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.374269Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.253975100Z",Actions and defenses--Italy--Milan--15th century,,Actions and defenses|Italy|Italy--Milan|Fifteenth century,http://id.worldcat.org/fast/796238|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1208698|http://id.worldcat.org/fast/923962
12,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.374269Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.253975100Z",Administration,,Administration,http://id.worldcat.org/fast/1351613
13,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.374269Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.253975100Z",Agriculture,,Agriculture,http://id.worldcat.org/fast/801355
14,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.374269Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.253975100Z",Agriculture--Early works to 1800,,Agriculture;Early works,http://id.worldcat.org/fast/801355;http://id.worldcat.org/fast/1411636
15,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.374269Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.253975100Z",Agriculture--Economic aspects,,Agriculture--Economic aspects,http://id.worldcat.org/fast/801415
16,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.374269Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Agriculture--Economic aspects--France--History,,Agriculture--Economic aspects|France|History,http://id.worldcat.org/fast/801415|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1411628
17,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Agriculture--Economic aspects--Italy,,Agriculture--Economic aspects|Italy,http://id.worldcat.org/fast/801415|http://id.worldcat.org/fast/1204565
18,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Alassio (Italy),,Italy--Alassio,http://id.worldcat.org/fast/1232716
19,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Albenga (Italy),,Italy--Albenga,http://id.worldcat.org/fast/1207333
20,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Albi (France),,France--Albi,http://id.worldcat.org/fast/1213039
21,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Albigenses,,Albigenses,http://id.worldcat.org/fast/804195
22,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.691734800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.362312300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Alchemy,,Alchemy,http://id.worldcat.org/fast/804245
23,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Alchemy--Bibliography,,Alchemy--Bibliography,http://id.worldcat.org/fast/1424492
24,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Alchemy--Early works to 1800,,Alchemy;Early works,http://id.worldcat.org/fast/804245;http://id.worldcat.org/fast/1411636
25,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Algebra,,Algebra,http://id.worldcat.org/fast/804885
26,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Algebra--Early works to 1800,,Algebra|Early works,http://id.worldcat.org/fast/804885|http://id.worldcat.org/fast/1411636
27,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.948253800Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Allersberg (Germany),,Germany--Allersberg,http://id.worldcat.org/fast/1203587
28,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.949252200Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Alphabets,,Alphabets,http://id.worldcat.org/fast/805974
29,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.949252200Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Alphabets--Specimens,,Alphabets|Specimens,http://id.worldcat.org/fast/805974|http://id.worldcat.org/fast/1423861
30,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.949252200Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Amalfi (Italy)--History--15th century,,Italy--Amalfi|History|Fifteenth century,http://id.worldcat.org/fast/1204570|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
31,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.949252200Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Ambassadors,,Ambassadors,http://id.worldcat.org/fast/806713
32,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.949252200Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Ambassadors--France--16th century,,Ambassadors|France|Sixteenth century,http://id.worldcat.org/fast/806713|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1119851
33,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-17T14:24:24.692737500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-01-17T14:31:08.337389200Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T03:49:13.363311400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-01-18T04:06:52.892652900Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T04:07:06.829888700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-01-18T04:15:39.375269600Z | KNOWN SUBJECT RECON APPLIED 2023-01-18T17:34:21.949252200Z | SUBJECT RECON, STEP 12: FINALIZED 2023-01-24T16:31:42.254976Z",Ambassadors--Italy--Florence--16th century,,Ambassadors|Italy|Italy--Florence|Sixteenth century,http://id.worldcat.org/fast/806713|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699|http://id.worldcat.org/fast/1119851
