subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Catholic Church--Liturgy--Texts.,ds-subject,,,Catholic Church;Liturgics;Texts,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q310;Q207;Q3066,,,
"Manuscripts, Latin (Medieval and modern)--Massachusetts--Northampton.",ds-subject,,,"Manuscripts, Latin (Medieval and modern);Massachusetts--Northampton",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1206054,Q10783;Q7975,,,
Breviary--Texts.,ds-subject,,,Breviary;Texts,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705,Q3593;Q3066,,,
Catholic Church--Prayers and devotions--Latin.,ds-subject,,,Catholic Church;Prayers and devotions;Latin language,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1935484;http://id.worldcat.org/fast/993125,Q310;Q48394;Q4170,,,
Books of hours--France.,ds-subject,,,Books of hours;France,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1204289,Q5889;Q152,,,
"Manuscripts, Medieval--France--15th century.",ds-subject,,,"Manuscripts, Medieval;France;Fifteenth century",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q325;Q152;Q154,,,
Catholic Church.,ds-subject,,,Catholic Church,http://id.worldcat.org/fast/531720,Q310,,,
Books of hours.,ds-subject,,,Books of hours,http://id.worldcat.org/fast/836484,Q5889,,,
France.,ds-subject,,,France,http://id.worldcat.org/fast/1204289,Q152,,,
"Clare, of Assisi, Saint, 1194-1253.",ds-subject,,,"Clare, of Assisi, Saint, 1194-1253",http://id.worldcat.org/fast/109466,Q6947,,,
Christian saints--Italy--Assisi--Biography.,ds-subject,,,Christian saints;Italy--Assisi;Biography,http://id.worldcat.org/fast/859491;http://id.worldcat.org/fast/1206046;http://id.worldcat.org/fast/832149,Q10812;Q4322;Q27365,,,
Christian saints.,ds-subject,,,Christian saints,http://id.worldcat.org/fast/859491,Q10812,,,
Italy--Assisi.,ds-subject,,,Italy--Assisi,http://id.worldcat.org/fast/1206046,Q4322,,,
"Manuscripts, Medieval--Germany--13th century.",ds-subject,,,"Manuscripts, Medieval;Germany;Thirteenth century",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1150138,Q325;Q3032;Q245,,,
"Cibo, Alderano, 1613-1700--Relics.",ds-subject,,,"Cibo, Alderano, 1613-1700;Relics",http://id.worldcat.org/fast/1551617;http://id.worldcat.org/fast/1093664,Q16393;Q39968,,,
"Cibo, Alderano, 1613-1700.",ds-subject,,,"Cibo, Alderano, 1613-1700",http://id.worldcat.org/fast/1551617,Q16393,,,
Relics.,ds-subject,,,Relics,http://id.worldcat.org/fast/1093664,Q39968,,,
"Leo III, Pope--Enchiridion.",ds-subject,,,,,,,,
"Manuscripts, Medieval--Italy--16th century.",ds-subject,,,"Manuscripts, Medieval;Italy;Sixteenth century",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q325;Q249;Q335,,,
