File,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
20240903-titles-indiana-mets-legacy.csv,Bohun Bible,,,,,,Bible,"Q661"
20240903-titles-indiana-mets-legacy.csv,Rhyming verse,,,,,,Poetry,"Q1330"
20240903-titles-indiana-mets-legacy.csv,Psalter of the Virgin,,,,,,Psalter,"Q660"
20240903-titles-indiana-mets-legacy.csv,Gradual,,,,,,Gradual,"Q1121"
20240903-titles-indiana-mets-legacy.csv,Pontifical and Missal,,,,,,Pontifical;Missal,"Q1375;Q662"
20240903-titles-indiana-mets-legacy.csv,Calendar table,,,,,,Calendar,"Q1122"
20240903-titles-indiana-mets-legacy.csv,Calendar,,,,,,Calendar,"Q1122"
20240903-titles-indiana-mets-legacy.csv,Psalms and Canticles,,,,,,Psalter,"Q660"
20240903-titles-indiana-mets-legacy.csv,Here begynneth matins of oure ladi,,,,,,Book of hours,"Q795"
20240903-titles-indiana-mets-legacy.csv,Here bigynneth ye vii P,,,,Seven Penitential Psalms,Q39139,,
20240903-titles-indiana-mets-legacy.csv,Penitential Psalms and fifteen Gradula Psalms,,,,,,Psalter,"Q660"
20240903-titles-indiana-mets-legacy.csv,Here bigynneth ye letanye,,,,Litanies,Q39232,,
20240903-titles-indiana-mets-legacy.csv,Litany,,,,,,Litany,"Q1378"
20240903-titles-indiana-mets-legacy.csv,Capitoli della Scuola di Purificatone della Vergine e di Sancto Zenobiot,,,,,,Capitoli della Scuola di Purificazione della Vergine e di Santo Zenobio,"Q1368"
20240903-titles-indiana-mets-legacy.csv,Statutes of a confraternity,,,,,,Statute,"Q7024"
20240903-titles-indiana-mets-legacy.csv,Ratification,,,,Ratification,Q18448,,
20240903-titles-indiana-mets-legacy.csv,Pattern-book,,,,,,Pattern-book,"Q1341"
20240903-titles-indiana-mets-legacy.csv,Il Filostrato,,,,,,Il Filostrato,"Q1414"
20240903-titles-indiana-mets-legacy.csv,"Chomincia lo libro di lamore di troiolo & da chriseida, Capitulum primum,",,,,,,Il Filostrato,"Q1414"
20240903-titles-indiana-mets-legacy.csv,The romance of Troilus and Criseida,,,,,,Troilus and Criseyde,"Q1392"
20240903-titles-indiana-mets-legacy.csv,Das Amtbuch,,,,,,Office book,"Q1467"
20240903-titles-indiana-mets-legacy.csv,Constitution and rules,,,,,,Constitution and rules,"Q1409"
20240903-titles-indiana-mets-legacy.csv,"Bull of Innocent VIII, 1405",,,,,,Bull,"Q1362"
20240903-titles-indiana-mets-legacy.csv,"Chronicle, Dominican",,,,,,Chronicle,"Q1475"
20240903-titles-indiana-mets-legacy.csv,De Amore Dei,,,,,,De amore Dei,"Q1403"
20240903-titles-indiana-mets-legacy.csv,Incipit tractatus Ricardi Heremite de Ampoll de amore dei contra amatores mundi,,,,,,De amore Dei contra amatores mundi,"Q1423"
20240903-titles-indiana-mets-legacy.csv,Horologium Sapientiae,,,,,,Horologium sapientiae,"Q1394"
20240903-titles-indiana-mets-legacy.csv,Tractatus Ricardi Heremite de hoc nomine Ihesus,,,,,,De nomine Ihesu,"Q1379"
20240903-titles-indiana-mets-legacy.csv,De Emendacione Vite sive Regula Vivendi,,,,,,Emendatio vitae,"Q1459"
20240903-titles-indiana-mets-legacy.csv,Tractatus Ricardi Heremite de emendacione Vite sive Regula vivendi,,,,,,Emendatio vitae,"Q1459"
20240903-titles-indiana-mets-legacy.csv,Rule of Living,,,,,,Rule of living,"Q1335"
20240903-titles-indiana-mets-legacy.csv,Secundum consuetudinem ecclesie yspalensis,,,,,,Book of hours,"Q795"
20240903-titles-indiana-mets-legacy.csv,Missale,,,,,,Missal,"Q662"
20240903-titles-indiana-mets-legacy.csv,Tusculanae disputationes,,,,,,Tusculanae disputationes,"Q1404"
20240903-titles-indiana-mets-legacy.csv,De finibus,,,,,,De finibus,"Q1331"
20240903-titles-indiana-mets-legacy.csv,De legibus,,,,,,De legibus,"Q1397"
20240903-titles-indiana-mets-legacy.csv,De Vita Imperatorum,,,,,,De vita imperatorum,"Q1352"
20240903-titles-indiana-mets-legacy.csv,Lives of the Caesars,,,,,,Lives of the Caesars,"Q1350"
20240903-titles-indiana-mets-legacy.csv,"Familie nobiles Romanorum, Familie eorundem plebeie",,,,,,,
20240903-titles-indiana-mets-legacy.csv,List of noble families of Rome,,,,List,Q3116,,
20240903-titles-indiana-mets-legacy.csv,Epitome historiarum Trogi Pompeii,,,,,,Epitome historiarum Trogi Pompeii,"Q1380"
20240903-titles-indiana-mets-legacy.csv,Epitome,,,,,,Epitome,"Q1478"
20240903-titles-indiana-mets-legacy.csv,Itinerarium,,,,,,Itinerarium,"Q1340"
20240903-titles-indiana-mets-legacy.csv,Nobilis et discretus vir dominus marcuspaulo de veneciis cum xxvi annis continuis,,,,,,Milione,"Q1434"
20240903-titles-indiana-mets-legacy.csv,Travelog,,,,Travel writings,Q48579,,
20240903-titles-indiana-mets-legacy.csv,"Book of Hours, Use of Rome, Heures Mixtes",,,,,,Book of hours,"Q795"
20240903-titles-indiana-mets-legacy.csv,Book of Hours or Psalter,,,,,,Book of hours;Psalter,"Q795;Q660"
20240903-titles-indiana-mets-legacy.csv,Facta et dicta memorabilia,,,,,,Factorum et dictorum memorabilium libri IX,"Q1469"
20240903-titles-indiana-mets-legacy.csv,Sayings,,,,,,Sayings,"Q1334"
20240903-titles-indiana-mets-legacy.csv,Registrum aplphabeticum super octo libros Ptolomei,,,,,,Registrum alphabeticum,"Q1406"
20240903-titles-indiana-mets-legacy.csv,Registrum Alphabeticum super octo libros Ptolomei Incipit feliciter,,,,,,Registrum alphabeticum,"Q1406"
20240903-titles-indiana-mets-legacy.csv,De locis et mirabilibus mundi,,,,,,De locis et mirabilibus mundi,"Q1418"
20240903-titles-indiana-mets-legacy.csv,"Incipit Registrum super Tractactum de tribus orbis partibus, ac variis naturis hominum: portentorum, Transformatorum, Necnon de diversis fluminibus aquarum, Insularum et montium,",,,,,,Tractatus de tribus orbis partibus,"Q1453"
20240903-titles-indiana-mets-legacy.csv,Tabula Moderna,,,,Tabula moderna,Q18493,,
20240903-titles-indiana-mets-legacy.csv,De arte metrica,,,,,,De arte metrica,"Q1402"
20240903-titles-indiana-mets-legacy.csv,"Laurentius Quglielmus Tij, De arte metrica, De pedibus",,,,,,De arte metrica;De pedibus,"Q1402;Q1332"
20240903-titles-indiana-mets-legacy.csv,"Laurentius Quaglielmus Ty Iulio Lutio Mancino, S. P. D.,",,,,,,,
20240903-titles-indiana-mets-legacy.csv,"Choir Book, Gradual",,,,,,Choir book;Gradual,"Q1449;Q1121"
20240903-titles-indiana-mets-legacy.csv,Breviary of Elisabeth von Walmden,,,,,,Breviary,"Q657"
20240903-titles-indiana-mets-legacy.csv,"Inscription: the flyleaf (fol. 1v), ""iIste liber est in custodia Elizabet de wal[m]den quem scribere fecit ad laudem dei si q[uequam] in eo legerit oret pro ea propter deum"", ‘This book is in the keeping of Elisabeth von Walmden who had it written to the praise of God; whoever reads from it, may she pray for her, for the sake of God’, to which another hand (perhaps hers) adds in vita & post mort",,,,Inscription,Q39231,,
20240903-titles-indiana-mets-legacy.csv,Antiphoner,,,,,,Antiphonary,"Q654"
20240903-titles-indiana-mets-legacy.csv,Diurnal,,,,,,Diurnal,"Q1479"
20240903-titles-indiana-mets-legacy.csv,"Antiphoner, Gradual",,,,,,Antiphonary;Gradual,"Q654;Q1121"
20240903-titles-indiana-mets-legacy.csv,Book of Hours; Miniature,,,,,,Book of hours,"Q795"
20240903-titles-indiana-mets-legacy.csv,Royal Writ,,,,,,Writ,"Q1367"
20240903-titles-indiana-mets-legacy.csv,Carmen de nuptiis Pauli Sfortiae et Lucretiae Piae,,,,Wedding poem,Q18364,,
20240903-titles-indiana-mets-legacy.csv,DE NUPTIIS PAULLI SFORTIAE ET LU/ CRETIAE PIAE/ ACHILLIS STATII LUSITANI/ CARMEN,,,,Wedding poem,Q18364,,
20240903-titles-indiana-mets-legacy.csv,Wedding poem,,,,Wedding poem,Q18364,,
20240903-titles-indiana-mets-legacy.csv,Office de la Virège Marie,,,,,,Book of hours,"Q795"
20240903-titles-indiana-mets-legacy.csv,"Escrit Par N. JARRY, M. DC. LI",,,,,,,
20240903-titles-indiana-mets-legacy.csv,Office of the Virgin Mary,,,,,,Hours of the Virgin,"Q8278"
20240903-titles-indiana-mets-legacy.csv,Sententiae,,,,,,Sentences,"Q1119"
20240903-titles-indiana-mets-legacy.csv,Quod visa impiorum pena non minuiit beatorum gloriam.,,,,Religious text,Q1465,,
20240903-titles-nyu-mets-legacy.csv,Commentariorum in Matthaeum Libri Octo,,,,,,Bible commentary;Commentary on Matthew,"Q1433;Q1346"
20240903-titles-nyu-mets-legacy.csv,Codex,,,,,,Codex,"Q1361"
20240903-titles-nyu-mets-legacy.csv,Homeliae de tempore,,,,,,Homiliae de tempore,"Q1470"
20240903-titles-nyu-mets-legacy.csv,"Bible, O. T.",,,,,,Bible;Old Testament,"Q661;Q664"
20240903-titles-nyu-mets-legacy.csv,"Codex, Liber Sextus",,,,,,Codex,"Q1361"
20240903-titles-nyu-mets-legacy.csv,Liber sententiarum,,,,,,Liber sententiarum,"Q1322"
20240903-titles-nyu-mets-legacy.csv,Liber extra,,,,,,,
20240903-titles-nyu-mets-legacy.csv,Sermons,,,,,,Sermons,"Q1400"
20240903-titles-nyu-mets-legacy.csv,"Bible, N. T. , glossed",,,,,,Bible;New Testament,"Q661;Q655"
20240903-titles-nyu-mets-legacy.csv,Scriptum super Sententiis,,,,,,Scriptum super Sententiis,"Q1457"
20240903-titles-nyu-mets-legacy.csv,Decretum,,,,,,Decretals,"Q1447"
20240903-titles-nyu-mets-legacy.csv,Chronicle,,,,,,Chronicle,"Q1475"
20240903-titles-nyu-mets-legacy.csv,Sureties for peaceable behavior,,,,,,Sureties for peaceable behavior,"Q1464"
20240903-titles-nyu-mets-legacy.csv,Notes of fines,,,,Fines,Q18436,,
20240903-titles-nyu-mets-legacy.csv,text 1,,,,,,,
20240903-titles-nyu-mets-legacy.csv,Sermo de spiritu sancto,,,,,,Sermo de spiritu sancto,"Q1411"
20240903-titles-nyu-mets-legacy.csv,Order for peaceable behavior,,,,,,Order for peaceable behavior,"Q1381"
20240903-titles-nyu-mets-legacy.csv,Writ of Praecipe,,,,,,Writ,"Q1367"
20240903-titles-nyu-mets-legacy.csv,Homeliarum in Ezechielem,,,,,,Homilies on Ezekiel,"Q1351"
20240903-titles-nyu-mets-legacy.csv,Graecismus,,,,,,Graecismus,"Q1471"
20240903-titles-nyu-mets-legacy.csv,Theological material,,,,,,Theological text,"Q5950"
20240903-titles-nyu-mets-legacy.csv,De vita christiana,,,,,,De vita Christiana,"Q1358"
20240903-titles-nyu-mets-legacy.csv,Canon law,,,,,,Canon law text,"Q1415"
20240903-titles-nyu-mets-legacy.csv,Recipe against worms,,,,,,Medical texts,"Q817"
20240903-titles-nyu-mets-legacy.csv,For the Wormes,,,,,,,
20240903-titles-nyu-mets-legacy.csv,Ut autem non sillogizetur.,,,,,,,
20240903-titles-nyu-mets-legacy.csv,"Commentary on Aristotle, Analytica Priora (?)",,,,,,Commentary on Aristotle,"Q3120"
20240903-titles-nyu-mets-legacy.csv,Astrological material?,,,,Astrological texts,Q3123,,
20240903-titles-nyu-mets-legacy.csv,Bonum universale de apibus,,,,,,Bonum universale de apibus,"Q1366"
20240903-titles-nyu-mets-legacy.csv,Institutiones grammaticae,,,,,,Institutiones grammaticae,"Q1343"
20240903-titles-nyu-mets-legacy.csv,Digest,,,,,,Digest,"Q39344"
20240903-titles-nyu-mets-legacy.csv,Philosophical material,,,,Philosophical texts,Q20482,,
20240903-titles-nyu-mets-legacy.csv,"Florilegium, here ""Superbia""",,,,,,Florilegium,"Q1326"
20240903-titles-nyu-mets-legacy.csv,Sequentiary with commentary,,,,,,Sequentiary,"Q1390"
20240903-titles-nyu-mets-legacy.csv,Breviary,,,,,,Breviary,"Q657"
20240903-titles-nyu-mets-legacy.csv,Lectio prima,,,,,,Lectio prima,"Q1460"
20240903-titles-nyu-mets-legacy.csv,Breviary or Sequentiary,,,,,,Breviary;Sequentiary,"Q657;Q1390"
20240903-titles-nyu-mets-legacy.csv,Wycliffite material (?),,,,Wycliffite texts,Q39890,,
20240903-titles-nyu-mets-legacy.csv,Poem,,,,,,Poetry,"Q1330"
20240903-titles-nyu-mets-legacy.csv,Psalter,,,,,,Psalter,"Q660"
20240903-titles-nyu-mets-legacy.csv,Postilla super totam Bibliam,,,,,,Bible commentary,"Q1433"
20240903-titles-nyu-mets-legacy.csv,Synonyma,,,,,,Synonyma,"Q1461"
20240903-titles-nyu-mets-legacy.csv,Pro Cluentio,,,,,,Pro Cluentio,"Q1382"
20240903-titles-nyu-mets-legacy.csv,Religious text,,,,,,Religious text,"Q1465"
20240903-titles-nyu-mets-legacy.csv,Canon law (?),,,,,,Canon law text,"Q1415"
20240903-titles-nyu-mets-legacy.csv,Commentarii in Politicorum Aristotelis libris,,,,,,Commentary on Aristotle,"Q3120"
20240903-titles-nyu-mets-legacy.csv,Philosophical material (?),,,,Philosophical texts,Q20482,,
20240903-titles-nyu-mets-legacy.csv,Glossary,,,,,,Glossary,"Q1388"
20240903-titles-nyu-mets-legacy.csv,Elementarium doctrinae rudimentum,,,,,,Elementarium doctrinae rudimentum,"Q1439"
20240903-titles-nyu-mets-legacy.csv,Summa codicis,,,,,,Summa codicis,"Q1344"
20240903-titles-nyu-mets-legacy.csv,Expositio in Job,,,,,,Bible commentary;Commentary on Job,"Q1433;Q1450"
20240903-titles-nyu-mets-legacy.csv,Grammatical text,,,,Grammatical text,Q6010,,
20240903-titles-nyu-mets-legacy.csv,Gospel lectionary,,,,,,Lectionary,"Q663"
20240903-titles-nyu-mets-legacy.csv,[No Title for Display},,,,,,,
20240903-titles-nyu-mets-legacy.csv,Manipulus florum,,,,,,Manipulus florum,"Q1371"
20240903-titles-nyu-mets-legacy.csv,Accounts of William Pawlett in Dorset,,,,,,Account book,"Q1387"
20240903-titles-nyu-mets-legacy.csv,Historia scholastica,,,,,,Historia scholastica,"Q1372"
20240903-titles-nyu-mets-legacy.csv,Writ to require security,,,,,,Writ,"Q1367"
20240903-titles-nyu-mets-legacy.csv,Will of Johanna Girard,,,,,,Will,"Q1422"
20240903-titles-nyu-mets-legacy.csv,Roman law,,,,,,Roman law,"Q1329"
20240903-titles-nyu-mets-legacy.csv,Liber II Meteorum,,,,,,Meteorologica,"Q656"
20240903-titles-nyu-mets-legacy.csv,Viaticum,,,,,,Viaticum,"Q1395"
20240903-titles-nyu-mets-legacy.csv,Peri Hermenias,,,,,,Periermenias,"Q1360"
20240903-titles-nyu-mets-legacy.csv,Distinctiones alphabeticae,,,,,,Distinctiones,"Q1472"
20240903-titles-nyu-mets-legacy.csv,Physica,,,,,,Physics (Aristotle),"Q371"
20240903-titles-nyu-mets-legacy.csv,Homilies on Ezechiel,,,,,,Homilies on Ezekiel,"Q1351"
20240903-titles-nyu-mets-legacy.csv,Isti sunt accusandi in placito christianitatis et in ecclesia quando fuerit necessarium,,,,Religious text,Q1465,,
20240903-titles-nyu-mets-legacy.csv,Biblical concordance,,,,,,Bible concordance,"Q20472"
20240903-titles-nyu-mets-legacy.csv,"Sermon-writing aid, in alphabetical order",,,,,,Sermons,"Q1400"
20240903-titles-nyu-mets-legacy.csv,Tractatus iudiciarii ordinis divisus in octo partes sive subtractatus,,,,,,Tractatus iudiciarii ordinis,"Q1374"
20240903-titles-nyu-mets-legacy.csv,Register of accounts,,,,,,Account book,"Q1387"
20240903-titles-nyu-mets-legacy.csv,"Liber Sextus Decretalium, commentary on",,,,,,Commentary on Liber sextus decretalium,"Q1416"
20240903-titles-nyu-mets-legacy.csv,Medulla Grammatice,,,,,,Medulla grammaticae,"Q1328"
20240903-titles-nyu-mets-legacy.csv,De miseria condicionis humane,,,,,,De miseria condicionis humane,"Q1451"
20240903-titles-nyu-mets-legacy.csv,Decretals,,,,,,Decretals,"Q1447"
20240903-titles-nyu-mets-legacy.csv,Dominica 20 post festum trinitatis,,,,,,,
20240903-titles-nyu-mets-legacy.csv,Summa contra gentiles,,,,,,Summa contra gentiles,"Q1417"
20240903-titles-nyu-mets-legacy.csv,De potentia,,,,,,De potentia,"Q1452"
20240903-titles-nyu-mets-legacy.csv,Alphabetical dictionary (of legal terms?),,,,Dictionary,Q7823,,
20240903-titles-nyu-mets-legacy.csv,Novellae,,,,Novels,Q18442,,
20240903-titles-nyu-mets-legacy.csv,Compendium theologicae veritatis,,,,,,Compendium theologicae veritatis,"Q1426"
20240903-titles-nyu-mets-legacy.csv,Fine for physical injury,,,,Fines,Q18436,,
20240903-titles-rutgers-mets-legacy.csv,Book of Hours,,,,,,Book of hours,"Q795"
20240903-titles-rutgers-mets-legacy.csv,"Book of Hours, use of Dol",,,,,,Book of hours,"Q795"
20240903-titles-rutgers-mets-legacy.csv,Breviary for Augustinian use,,,,,,Breviary,"Q657"
20240903-titles-rutgers-mets-legacy.csv,Gradual,,,,,,Gradual,"Q1121"
20240903-titles-rutgers-mets-legacy.csv,Rules of the Brotherhood of the Archangel Michael,,,,,,Rules of the Brotherhood of the Archangel Michael,"Q1384"
20240903-titles-rutgers-mets-legacy.csv,Grant of arms,,,,,,Arms,"Q1482"
20240903-titles-rutgers-mets-legacy.csv,Bible,,,,,,Bible,"Q661"
20240903-titles-rutgers-mets-legacy.csv,Prayerbook,,,,,,Prayer book,"Q1486"
20240903-titles-rutgers-mets-legacy.csv,In Joannis Evangelium Tractatus,,,,,,Tractates on the Gospel of John,"Q1440"
20240903-titles-rutgers-mets-legacy.csv,Will?,,,,,,Will,"Q1422"
20240903-titles-rutgers-mets-legacy.csv,Receipt,,,,,,Receipt,"Q5981"
20240903-titles-rutgers-mets-legacy.csv,Lease,,,,,,Lease,"Q815"
20240903-titles-rutgers-mets-legacy.csv,Missal,,,,,,Missal,"Q662"
20240903-titles-rutgers-mets-legacy.csv,"Psalter, ferial",,,,,,Psalter,"Q660"
20240903-titles-rutgers-mets-legacy.csv,Deed,,,,,,Deed,"Q1319"
20240903-titles-rutgers-mets-legacy.csv,Decretals,,,,,,Decretals,"Q1447"
20240903-titles-rutgers-mets-legacy.csv,Antiphonal,,,,,,Antiphonary,"Q654"
20240903-titles-rutgers-mets-legacy.csv,Missal for Dominican use,,,,,,Missal,"Q662"
20240903-titles-rutgers-mets-legacy.csv,De finibus,,,,,,De finibus,"Q1331"
20240903-titles-rutgers-mets-legacy.csv,Hecyra,,,,,,Hecyra,"Q1333"
20240903-titles-rutgers-mets-legacy.csv,Ab urbe condita,,,,,,History of Rome,"Q1324"
20240903-titles-rutgers-mets-legacy.csv,Treatise on canon law,,,,,,Canon law text,"Q1415"
20240903-titles-rutgers-mets-legacy.csv,Receipt book,,,,,,Receipt book,"Q1396"
20240903-titles-rutgers-mets-legacy.csv,Writ,,,,,,Writ,"Q1367"
20240903-titles-rutgers-mets-legacy.csv,Processional,,,,,,Processional,"Q1336"
20240903-titles-rutgers-mets-legacy.csv,"Breviary, noted",,,,,,Breviary,"Q657"
20240903-titles-rutgers-mets-legacy.csv,Sacramentary,,,,,,Sacramentary,"Q653"
20240903-titles-rutgers-mets-legacy.csv,Historia ecclesiastica,,,,,,Historia ecclesiastica,"Q864"
20240903-titles-rutgers-mets-legacy.csv,Digestum novumwith gloss,,,,,,Digestum novum,"Q1485"
20240903-titles-rutgers-mets-legacy.csv,Homiliary,,,,,,Homiliary,"Q1338"
20240903-titles-rutgers-mets-legacy.csv,Historia destructionis Troiae,,,,,,Historia destructionis Troiae,"Q1430"
20240903-titles-rutgers-mets-legacy.csv,Sermons,,,,,,Sermons,"Q1400"
20240903-titles-rutgers-mets-legacy.csv,Commentaries on Acts of the Apostles,,,,,,Bible commentary;Commentary on Acts,"Q1433;Q1463"
20240903-titles-rutgers-mets-legacy.csv,Lectionary,,,,,,Lectionary,"Q663"
20240903-titles-rutgers-mets-legacy.csv,Der ordo iudiciarius,,,,,,Ordo judicarius,"Q5038"
