subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Orthodox Eastern Church--Liturgy--Manuscripts,0,a--x--x,,Orthodox Eastern Church;Liturgics;Manuscripts,http://id.worldcat.org/fast/510210;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1008230,Q4266;Q207;Q38609,,,
Orthodox Eastern Church,fast,a,https://id.worldcat.org/fast/510210,,,,Orthodox Eastern Church,http://id.worldcat.org/fast/510210,Q4266
"Qāʼit Bāy, Sultan of Egypt and Syria, -1496",0,a;c;d,https://id.loc.gov/authorities/names/nr92012101,"Qāʼit Bāy, Sultan of Egypt and Syria, -1496",http://id.worldcat.org/fast/1842649,Q7771,,,
"Qāʼit Bāy, Sultan of Egypt and Syria, -1496",fast,a;c;d,https://id.worldcat.org/fast/1842649,"Qāʼit Bāy, Sultan of Egypt and Syria, -1496",http://id.worldcat.org/fast/1842649,Q7771,,,
Virgil. Aeneis,0,a;t,,,,,Aeneis (Virgil),http://id.worldcat.org/fast/1356034,Q48123
Augustinians--Prayers and devotions,0,a--v,,Augustinians;Prayers and devotions,http://id.worldcat.org/fast/549127;http://id.worldcat.org/fast/1423909,Q7391;Q3052,,,
Franciscans--Prayers and devotions,0,a--v,,Franciscans;Prayers and devotions,http://id.worldcat.org/fast/530004;http://id.worldcat.org/fast/1423909,Q5840;Q3052,,,
Catholic Church. Officium pro defunctis--Texts,0,a;t--v,,Officium pro defunctis (Catholic Church);Texts,http://id.worldcat.org/fast/1373569;http://id.worldcat.org/fast/1423705,Q12666;Q3066,,,
Little office of the Immaculate Conception--Texts,0,a--v,,Little office of the Immaculate Conception;Texts,http://id.worldcat.org/fast/1363954;http://id.worldcat.org/fast/1423705,Q12596;Q3066,,,
"Bible. Chronicles, 2nd",0,a;p,,"Bible. Chronicles, 2nd",http://id.worldcat.org/fast/1911925,Q27301,,,
Bible. Matthew,0,a;p,,,,,Bible. Matthew,http://id.worldcat.org/fast/1808086,Q5898
