ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_as_recorded_lcsh,genre_as_recorded_aat,genre_as_recorded_rbprov,genre,named_subject_as_recorded,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1220:19,"",,Italy,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Antiphonal,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Gift in 1975 of Dr. Martin Picker (1929-2005). Earlier call number: Ac. 2834.,"",,"",parchment,Extent: f. 1r-v; 464 x 351 mm.,C.W. Dutschke kindly supplied information that made this description possible.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134046.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1220:20,"",,Italy,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Antiphonal,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Gift in 1975 of Dr. Martin Picker (1929-2005). Earlier call number: Ac. 2834.,"",,"",parchment,Extent: f. 1r-v; 433 x 301 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134047.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1220:21,"",,Spain,"","s. XVI, 1500-1599",1500^1599,16,http://vocab.getty.edu/aat/300404510,false,,"","",Gradual,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Gift in 1975 of Dr. Martin Picker (1929-2005). Earlier call number: Ac. 2834.,"",,"",parchment,Extent: f. 1r-v; 599 x 402 mm.,C.W. Dutschke kindly supplied information that made this description possible.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134048.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:01,"",,Italy,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Bible,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: Fragment; 300 x 203 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134049.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:02,"",,Italy,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Sacramentary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: Fragment; 212 x 203 mm.,C.W. Dutschke kindly supplied information that made this description possible.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134050.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:03,"",,Italy,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Historia ecclesiastica,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: Fragment; 185 x 156 mm.,C.W. Dutschke kindly supplied information that made this description possible.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134051.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:07,"",,Italy,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","","Breviary, noted","","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus,"",,"",parchment,Extent: ff. 1-2v; 206 x 151 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134052.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:05,"",,Italy,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Missal,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: ff. 1-2v; 276 x 234 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134053.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:06,"",,Italy,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Digestum novumwith gloss,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: 3 fragments; 311 x 237 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134054.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:11,"",,Italy,"","s. XII(1), 1100-1150",1100^1150,12,http://vocab.getty.edu/aat/300404504,false,,"","",Homiliary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: ff. 1-2v; 347 x 237 mm.,C.W. Dutschke kindly supplied information that made this description possible.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134055.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:14,"",,Italy,"","s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Historia destructionis Troiae,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: ff. 1-2v; 217 x 160 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134056.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:15,"",,Italy,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Sermons,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: ff. 1-4v; 152 x 110 mm.,C.W. Dutschke kindly supplied information that made this description possible.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134057.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:16,"",,Italy,"","s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Commentaries on Acts of the Apostles,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: ff. 1-18v; 159 x 117 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134058.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:12,"",,Italy,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Sermons,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: ff. 1-2v; 334 x 300 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134059.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:08,"",,Italy,"","s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Bible,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: f. 1r-v; 367 x 249 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134060.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:13,"",,Italy,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Digestum novumwith gloss,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Survived as part of a binding with title ""Bulle unionis fratrum minorum""; acquired in 2000 from H.P. Kraus.","",,"",parchment,Extent: f. 1r-v; 388 x 205 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134061.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:10,"",,Italy,"","s. XIII/XIV, 1290-1310",1290^1310,13;14,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506,false,,"","",Lectionary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,"Extent: ff. 1, 2, 3, 4; 447 x 345 mm.","",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134062.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:09,"",,Italy,"","s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Lectionary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: ff. 1-2v; ca. 355 x 234 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134063.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1231:04,"",,England?,"","s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Der ordo iudiciarius,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"",,"",parchment,Extent: 2 fragments; 213 x 185 mm.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134064.xml
