name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 1204-1276 or 1277",author,قزويني، علي بن عمر,,,,,,,human,Najm al-Dīn al-Qazwīnī al-Kātibī,Q2669359,Q106659
"Abū Nuʻaym al-Iṣbahānī, Aḥmad ibn ʻAbd Allāh, 948-1038",author,ابو نعيم الاصبهاني، احمد بن عبد الله,,,,,,,human,Abu Nu`aym,Q2822174,Q12271
"Bisṭāmī, Muḥammad ibn Aḥmad",author,بسطامي، محمد بن احمد,,human,Muḥammad ibn Aḥmad Bisṭāmī,Q138006061,DSNAME9175,Q110628,,,,
"Iṣfahānī, ʻAbd al-Muʼmin ibn Hibat Allāh, -1203 or 1204",author,اصفهاني، عبد المؤمن بن هبة الله,,,,,,,human,ʻAbd al-Muʼmin ibn Hibat Allāh Iṣfahānī,Q131398879,Q68251
"Birzālī, al-Qāsim ibn Muḥammad, 1267-1339",author,برزالي، القاسم بن محمد,,human,Al-Birzali,Q11904608,DSNAME9081,Q110533,,,,
"Murtaḍá al-Zabīdī, Muḥammad ibn Muḥammad, 1732 or 1733-1791",author,مرتضى الزبيدي، محمد بن محمد,,,,,,,human,Murtaḍá al-Zabīdī,Q4120098,Q12266
"Ghazūlī, ʻAlī ibn ʻAbd Allāh, -1412",author,غزولي، علي بن عبد الله,,,,,,,human,ʻAlī ibn ʻAbd Allāh Ghazūlī,Q135991893,Q106672
Risālah al-dāmighah lil-fāsiq,author,رسالة الدامغة للفاسق,,,,,,,,,,
"İdrîs Bitlîsî, -1520",author,,,,,,,,human,Idris Bitlisi,Q343494,Q49271
Dhikr maʻrifat al-arbaʻah wa-khamsīn farīḍah ... [etc.,author,,,,,,,,,,,
"Ibn Ḥajar al-Haythamī, Aḥmad ibn Muḥammad, approximately 1503-approximately 1566",author,ابن حجر الهيثمي، احمد بن محمد,http://id.loc.gov/authorities/names/n82165741,,,,,,human,Ibn Hajar al-Haytami,Q3147445,Q12334
"Kuzbarī, ʻAbd al-Raḥmān ibn Muḥammad, 1770 or 1771-1845 or 1846",author,كزبري، عبد الرحمن بن محمد,,,,,,,human,ʻAbd al-Raḥmān ibn Muḥammad Kuzbarī,Q105241218,Q12509
"Shibshīrī, Muḥammad ibn ʻAlī, -1581 or 1582",author,شبشيري، محمد بن علي,http://id.loc.gov/authorities/names/nr00023145,,,,,,human,Muḥammad ibn ʻAlī Shibshīrī,Q122946978,Q12449
"Aḥmad Pasha al-Jazzār, approximately 1730-1804",former owner,,,human,Jezzar Pasha,Q2453214,DSNAME9078,Q110530,,,,
Ibn al-Malḥī,author,ابن الملحي,,,,,,,,,,
"Samhūdī, ʻAlī ibn ʻAbd Allāh, 1440-1506",author,سمهودي، علي بن عبد الله,,human,Ali ibn Ahmad al-Samhudi,Q12188541,DSNAME9082,Q110534,,,,
"Iznīqī, Muḥammad ibn Quṭb al-Dīn, -1480 or 1481",author,ازنيقي، محمد بن قطب الدين,,human,Muḥammad ibn Quṭb al-Dīn Iznīqī,Q138006062,DSNAME9176,Q110629,,,,
"Ṣafadī, Khalīl ibn Aybak, approximately 1297-1363",author,صفدي، خليل بن ايبك,,,,,,,human,"Ṣafadī, Khalīl ibn Aybak",Q12220160,Q12336
"Ḥarīrī, 1054-1122",author,حريري,,,,,,,human,Abu al-Hariri,Q286097,Q12288
"Ibn Nubātah, Muḥammad ibn Muḥammad, 1287-1366",author,ابن نباتة، محمد بن محمد,,,,,,,human,Ibn Nubata,Q1655892,Q42694
"Muṭarrizī, Nāṣir ibn ʻAbd al-Sayyid, 1144-1213",author,مطرزي، ناصر بن عبد السيد,,,,,,,human,Abu al-Fath al-Mutarrizi,Q20393522,Q54121
"Ḥarīrī, 1054-1122",author,حريري,,,,,,,human,Abu al-Hariri,Q286097,Q12288
"Itlīdī, Muḥammad Diyāb, active 17th century",author,اتليدي، محمد دياب,,human,Muhammad Diyab al-Atlidi,Q27916951,DSNAME9083,Q110535,,,,
"Arwādī, Aḥmad ibn Sulaymān, -approximately 1858",author,اروادي، احمد بن سليمان,http://id.loc.gov/authorities/names/nr94040455 http://id.loc.gov/authorities/names/nr94040455 http://viaf.org/viaf/sourceID/LC%7cnr94040455,,,,,,human,Aḥmad ibn Sulaymān Arwādī,Q122946946,Q12456
"Ibn al-ʻArabī, 1165-1240",author,ابن العربي,http://id.loc.gov/authorities/names/n50082069,,,,,,human,Ibn Arabi,Q46420,Q40926
"ʻAbd al-Qādir al-Jīlānī, -1166",author,عبد القادر الجيلاني,,,,,,,human,Abdul Qadir Gilani,Q307365,Q54805
"Suhrawardī, ʻUmar ibn Muḥammad, 1145-1234",author,سهروردي، عمر بن محمد,,human,Abu Hafs Umar al-Suhrawardi,Q3180928,DSNAME9046,Q110498,,,,
"Nūr al-Dīn al-Ḥalabī, ʻAlī ibn Ibrāhīm, 1567 or 1568-1635",author,نور الدين الحلبي، علي بن ابراهيم,,,,,,,human,ʻAlī Ḥasan ʻAlī ʻAbd al-Ḥamīd,Q12198098,Q12393
"Qārī al-Harawī, ʻAlī ibn Sulṭān Muḥammad, -1605 or 1606",author,قاري الهروي، علي بن سلطان محمد,http://id.loc.gov/authorities/names/n82091823,,,,,,human,Ali al-Qari,Q2836379,Q12385
"Ḥamawī, ʻAlī ibn ʻAṭīyah, -1530",author,حموي، علي بن عطية,,,,,,,human,ʻAlī ibn ʻAṭīyah Ḥamawī,Q28714889,Q103634
"Shāmil, Imām, 1798?-1871",former owner,,,,,,,,human,Imam Shamil,Q244742,Q54324
"Harawī, ʻUthmān",author,هروي، عثمان,,,,,,,,,,
"Kudālī, Ḥasan",author,كدالي، حسن,,,,,,,,,,
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413",author,جرجاني، علي بن محمد، السيد الشريف,,,,,,,human,Ali ibn Mohammed al-Jurjani,Q3063378,Q12280
"Shaʻrānī, ʻAbd al-Wahhāb ibn Aḥmad, approximately 1493-1565 or 1566",author,شعراني، عبد الوهاب بن احمد,,,,,,,human,Abd Al-Wahhab bin Ahmad Al-Misri Al-Sharani,Q3594808,Q67843
"Mawṣilī, Salīm",author,موصلي، سليم,,human,Salīm Mawṣilī,Q138006109,DSNAME9127,Q110580,,,,
"Mīrzā Jān, Ḥabīb Allāh, -1586?",author,ميرزا جان، حبيب الله,,,,,,,human,Ḥabīb Allāh Mīrzā Jān,Q129951516,Q54169
"ʻĀmir ibn Khamīs, approximately 1067-1157",author,عامر بن خميس,,,,,,,human,ʻĀmir ibn Khamīs,Q55908970,Q68384
"Ibn Ḥamdūn, Bahāʼ al-Dīn Muḥammad ibn al-Ḥasan, 1102-1167",author,ابن حمدون، بهاء الدين محمد بن الحسن,,human,Ibn Hamdun,Q16126408,DSNAME9084,Q110536,,,,
"ʻIyāḍ ibn Mūsá, 1083-1149",author,عياض بن موسى,http://id.loc.gov/authorities/names/n83017679,,,,,,human,Qadi Ayyad,Q3101035,Q3786
"Ḥiṣnī, Taqī al-Dīn Abū Bakr ibn Muḥammad, 1351 or 1352-1426",author,حصني، تقي الدين ابو بكر بن محمد,,,,,,,human,Taqī al-Dīn Abū Bakr ibn Muḥammad al-Ḥiṣnī,Q16118305,Q103627
"Kemalpaşazade, 1468 or 1469-1534",author,,http://id.loc.gov/authorities/names/n85370452 http://id.loc.gov/authorities/names/n85370452 http://viaf.org/viaf/sourceID/LC%7cn85370452,,,,,,human,Ibn Kemal,Q449254,Q12483
"Mīrzā Jān, Ḥabīb Allāh, -1586?",author,ميرزا جان، حبيب الله,,,,,,,human,Ḥabīb Allāh Mīrzā Jān,Q129951516,Q54169
"Sakhāwī, Muḥammad ibn ʻAbd al-Raḥmān, 1427 or 1428-1497",author,سخاوي، محمد بن عبد الرحمن,,,,,,,human,Shams al-Din al-Sakhawi,Q4120128,Q67820
"Rāzī, Fakhr al-Dīn Muḥammad ibn ʻUmar, 1149 or 1150-1210",author,رازي، فخر الدين محمد بن عمر,,,,,,,human,Fakhr al-Din al-Razi,Q333703,Q3207
"Khūyī, Muḥammad ibn Quṭb al-Dīn, active 15th century",author,خويي، محمد بن قطب الدين,,human,Muḥammad ibn Quṭb al-Dīn Khūyī,Q138006063,DSNAME9177,Q110630,,,,
"Tīfāshī, Aḥmad ibn Yūsuf, -1253 or 1254",author,تيفاشي، احمد بن يوسف,,human,Ahmad al-Tifashi,Q2827458,DSNAME9085,Q110537,,,,
"Ibn al-Anbārī, Muḥammad ibn al-Qāsim, 885-940?",author,ابن الانباري، محمد بن القاسم,,human,Ibn-al-Anbārī,Q12240097,DSNAME6604,Q54235,,,,
"Ibn Nāṣir al-Dīn, Muḥammad ibn ʻAbd Allāh, 1375-1438",author,ابن ناصر الدين، محمد بن عبد الله,,,,,,,human,Muḥammad Ibn-ʿAbdallāh Ibn-Nāṣir-ad-Dīn,Q6537956,Q67851
"Surūrī, Muṣliḥ al-Dīn, 1492-1562",author,سروري، مصلح الدين,,,,,,,human,Muslih al-Din Sururi,Q57976282,Q12350
"Ibn al-Athīr, Ismāʻīl ibn Aḥmad, 1254-1299",author,ابن الاثير، اسماعيل بن احمد,,,,,,,human,Ismāʻīl ibn Aḥmad Ibn al-Athīr,Q131575242,Q67857
"Ibn Dāwūd, ʻAbd al-Raḥmān ibn Abī Bakr, 1380 or 1381-1452",author,ابن داوود، عبد الرحمن بن ابي بكر,,human,ʻAbd al-Raḥmān ibn Abī Bakr Ibn Dāwūd,Q138006064,DSNAME9178,Q110631,,,,
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513",author,دواني، محمد بن اسعد,,,,,,,human,Jalal al-Din Davani,Q4116938,Q40510
"Mullā Ḥanafī, Muḥammad",author,ملا حنفي، محمد,,,,,,,human,Muḥammad Mullā Ḥanafī,Q135991823,Q106655
"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389?",author,تفتازاني، مسعود بن عمر,,,,,,,human,Taftazani,Q764947,Q12298
"Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad, -1355?",author,ايجي، عضد الدين عبد الرحمن بن احمد,,,,,,,human,ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad Ījī,Q12227337,Q12467
"Fanārī, Ḥasan ibn Muḥammad Shāh, 1436 or 1437-1481",author,فناري، حسن بن محمد شاه,,,,,,,human,Alfnāry,Q124745958,Q54166
"Adhanī, Muṣṭafá ibn Ibrāhīm, active 17th century",author,اذني، مصطفى بن ابراهيم، active 17th century,,human,Muṣṭafá ibn Ibrāhīm Adhanī,Q138006065,DSNAME9179,Q110632,,,,
"Ibn al-ʻArabī, 1165-1240",author,ابن العربي، 1165-1240,http://id.loc.gov/authorities/names/n50082069,,,,,,human,Ibn Arabi,Q46420,Q40926
"ʻIyāḍ ibn Mūsá, 1083-1149",author,عاياض بن موسى,http://id.loc.gov/authorities/names/n83017679,,,,,,human,Qadi Ayyad,Q3101035,Q3786
"Bukhārī, Muḥammad ibn Ismāʻīl, 810-870",author,بخاري، محمد بن اسماعيل,http://id.loc.gov/authorities/names/n81055666,,,,,,human,Muḥammad ibn Ismaeel al-Bukhārī,Q241026,Q12270
"ʻIyāḍ ibn Mūsá, 1083-1149",author,عياض بن موسى,http://id.loc.gov/authorities/names/n83017679,,,,,,human,Qadi Ayyad,Q3101035,Q3786
"Suhaylī, ʻAbd al-Raḥmān ibn ʻAbd Allāh, 1114 or 1115-1185",author,سهيلي، عبد الرحمن بن عبد الله,http://id.loc.gov/authorities/names/n85230420,,,,,,human,Al-Suhayli,Q4703267,Q12294
"Idrīsī, Muḥammad ibn ʻAbd al-ʻAzīz, 1173-1251",author,ادريسي، محمد بن عبد العزيز,,human,Muḥammad ibn ʻAbd al-ʻAzīz Idrīsī,Q138006066,DSNAME9180,Q110633,,,,
"ʻUlaymī, ʻAbd al-Raḥmān ibn Muḥammad, 1456-approximately 1521",author,عليمي، عبد الرحمن بن محمد,,,,,,,human,Mujir al-Din,Q2916804,Q101351
"Ibn Khallikān, 1211-1282",author,ابن خلكان,,,,,,,human,Ibn Khallikan,Q71394,Q49352
"Ṭāshkubrīʹzādah, Aḥmad ibn Muṣṭafá, 1495-1561",author,طاشكبريزاده، احمد بن مصطفى,,,,,,,human,Taşköprüzade,Q12221519,Q54159
"Shayzarī, ʻAbd al-Raḥmān ibn Naṣr, active 12th century",author,شيزري، عبد الرحمن بن نصر,,human,Al-Nabarawi,Q4703010,DSNAME9034,Q110486,,,,
"ʻUthmānī, Muḥammad ibn ʻAbd al-Raḥmān, active 1378",author,عثماني، محمد بن عبد الرحمن,,,,,,,human,Muḥammad ibn ʻAbd al-Raḥmān ʻUthmānī,Q131398915,Q68387
"Wannūghī, Yūsuf ibn Ibrāhīm, active 15th century",author,ونوغي، يوسف بن ابراهيم,,human,Yūsuf ibn Ibrāhīm Wannūghī,Q138006067,DSNAME9181,Q110634,,,,
"Ibn al-Firkāḥ, Ibrāhīm ibn ʻAbd al-Raḥmān, 1262-1329",author,ابن الفركاح، ابراهيم بن عبد الرحمن,,,,,,,human,al-Fazārī,Q27676974,Q108558
"Suyūṭī, Muḥammad ibn Shihāb al-Dīn, 1413 or 1414-1475",author,سيوطي، محمد بن شهاب الدين,http://id.loc.gov/authorities/names/n83039730 http://id.loc.gov/authorities/names/n83039730 http://viaf.org/viaf/sourceID/LC%7cn83039730,,,,,,human,Muḥammad ibn Shihāb al-Dīn Suyūṭī,Q122946983,Q12496
"Zāhidī al-Ghazmīnī, Mukhtār ibn Maḥmūd, -1259 or 1260",author,زاهدي الغزميني، مختار بن محمود,,,,,,,human,Mukhtār ibn Maḥmūd Zāhidī al-Ghazmīnī,Q54875311,Q63933
"Rajīḥī, Muḥammad ibn ʻUmar, active 16th century",scribe,رجيحي، محمد بن عمر، active 16th century,,,,,,,,,,
"Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731",author,نابلسي، عبد الغني بن اسماعيل، 1641-1731,http://id.loc.gov/authorities/names/n83198301,,,,,,human,Abd al-Ghani al-Nabulsi,Q4164547,Q12278
"Ghazzālī, 1058-1111",author,غزالي,http://id.loc.gov/authorities/names/n82097778,,,,,,human,Al-Ghazali,Q9546,Q12305
"ʻIbrī, ʻUbayd Allāh ibn Muḥammad, -1342 or 1343",author,عبري، عبيد الله بن محمد,,human,ʻUbayd Allāh ibn Muḥammad ʻIbrī,Q138006068,DSNAME9182,Q110635,,,,
"Āqḥisārī Luṭf Allāh ibn Ilyās, active 15th century-16th century",author,آقحصاري، لطف الله بن الياس، 15th/16th cent,,human,Āqḥisārī Luṭf Allāh ibn Ilyās,Q138006069,DSNAME9183,Q110636,,,,
"Zarnūjī, Burhān al-Dīn, active 12th century-13th century",author,زرنوجي، برهان الدين,,,,,,,human,Al-Zarnuji,Q4703373,Q18660
"Ibn al-Akfānī, Muḥammad ibn Ibrāhīm, approximately 1286-1348 or 1349",author,ابن الاكفاني، محمد بن ابراهيم,,human,Muḥammad b. Ibrāhīm b. Saʿīd S̲h̲ams al-dīn Abū ʿAbda al-Anṣārī,Q16846784,DSNAME9074,Q110526,,,,
"Muttaqī, ʻAlī ibn ʻAbd al-Malik, -1567",author,متقي، علي بن عبد الملك,http://id.loc.gov/authorities/names/n88099511,,,,,,human,Ali ibn Abd-al-Malik al-Hindi,Q12192249,Q12461
"Damīrī, Muḥammad ibn Mūsá, 1341?-1405",author,دميري، محمد بن موسى,http://id.loc.gov/authorities/names/nr91003385 http://id.loc.gov/authorities/names/nr91003385 http://viaf.org/viaf/sourceID/LC%7cnr91003385,,,,,,human,Al-Damiri,Q330616,Q12283
"Iskandarānī, Muḥammad ibn Aḥmad, -1888 or 1889",author,اسكندراني، محمد بن احمد,,human,Muḥammad ibn Aḥmad Iskandarānī,Q138006070,DSNAME9184,Q110637,,,,
"Suyūṭī, 1445-1505",author,سيوطي,http://id.loc.gov/authorities/names/n80081636,,,,,,human,Jalal al-Din al-Suyuti,Q468432,Q10868
"Shahrastānī, Muḥammad ibn ʻAbd al-Karīm, 1086?-1153",author,شهرستاني، محمد بن عبد الكريم,http://id.loc.gov/authorities/names/n83043209,,,,,,human,Al-Shahrastani,Q1050887,Q12309
"Arghiyānī, Salmān ibn Nāṣir, -1118 or 1119",author,ارغياني، سلمان بن ناصر,,human,Abu Al-Qasim Al-Ansari,Q28714637,DSNAME9087,Q110539,,,,
"Averroës, 1126-1198",author,ابن رشد,,,,,,,human,Averroes,Q39837,Q3262
"Suhrawardī, Yaḥyá ibn Ḥabash, 1152 or 1153-1191",author,سهروردي، يحيى بن حبش,,,,,,,human,Shihab al-Din Suhrawardi,Q282883,Q106642
"Ṣābūnī, Aḥmad ibn Maḥmūd, -1184",author,صابوني، احمد بن محمود,,,,,,,human,Nur al-Din al-Sabuni,Q25451999,Q12289
"Māwardī, ʻAlī ibn Muḥammad, 974?-1058",author,ماوردي، علي بن محمد,http://id.loc.gov/authorities/names/n83162975,,,,,,human,Al-Mawardi,Q335635,Q3208
"Rāzī, Fakhr al-Dīn Muḥammad ibn ʻUmar, 1149 or 1150-1210",author,رازي، فخر الدين محمد بن عمر,,,,,,,human,Fakhr al-Din al-Razi,Q333703,Q3207
"Sājaqlīzādah, Muḥammad ibn Abī Bakr, -1737",author,ساجقلي زاده، محمد بن ابي بكر,,,,,,,human,Muḥammad ibn Abī Bakr Sājaqlīzādah,Q131398893,Q68323
"Qāḍī Mīr, Ḥusayn ibn Muʻīn al-Dīn, -1504 or 1505",author,قاضي مير، حسين بن معين الدين,,,,,,,human,Qadi Mir Husayn al-Maybudi,Q7265756,Q49041
"Qāḍī Mīr, Ḥusayn ibn Muʻīn al-Dīn, -1504 or 1505",author,قاضي مير، حسين بن معين الدين,,,,,,,human,Qadi Mir Husayn al-Maybudi,Q7265756,Q49041
"Ibn Ḥijjah al-Ḥamawī, Taqī al-Dīn Abū Bakr ibn ʻAlī, -1434",author,ابن حجة الحموي، تقي الدين ابو بكر بن علي، -1434,,,,,,,human,Ibn Hijjah al-Hamawi,Q12202946,Q12337
"Naḥawī, Mīkhāʼīl ibn Jirjis",author,نحوي، ميخائيل بن جرجس،,,,,,,,,,,
"Mahmut Hüdayî, 1543 or 1544-1628",author,محمود هدائي، 1543 or 1544-1628,,,,,,,human,Mahmud Hudayi,Q724488,Q54828
"Ibn Maymūn al-Maghribī, ʻAlī, 1450 or 1451-1511 or 1512",author,ابن ميمون المغربي، علي,http://id.loc.gov/authorities/names/no2005091739,,,,,,human,Ali ibn Maymun,Q109446432,Q12505
"Aḥsāʼī, Aḥmad ibn Zayn al-Dīn, 1753-1826",author,احسائي، احمد بن زين الدين,,,,,,,human,Ahmad ibn Zayn al-Din al-Ahsa'i,Q400887,Q67866
"Ibn Taymīyah, Aḥmad ibn ʻAbd al-Ḥalīm, 1263-1328",author,ابن تيمية، احمد بن عبد الحليم,,,,,,,human,Ibn Taymiyyah,Q491558,Q55361
"Ibn Yazdānyār, Muḥammad ibn Ḥusayn, 11th cent",author,ابن يزدانيار، محمد بن حسين,,human,Muḥammad ibn al-Ḥusayn al-Saʻīdī al-Hamadhānī Qāḍī,Q138006071,DSNAME9185,Q110638,,,,
"Ibn Ḥajar al-Haythamī, Aḥmad ibn Muḥammad, approximately 1503-approximately 1566",author,ابن حجر الهيثمي، احمد بن محمد,http://id.loc.gov/authorities/names/n82165741,,,,,,human,Ibn Hajar al-Haytami,Q3147445,Q12334
"Ḥafīd al-Saʻd, Aḥmad ibn Yaḥyá, -1510 or 1511",author,حفيد السعد، احمد بن يحيى,,,,,,,human,Aḥmad ibn Yaḥyá Ḥafīd al-Saʻd,Q129951730,Q54168
"Ibn Ẓafar, Muḥammad ibn ʻAbd Allāh, 1104-1169",author,ابن ظفر، محمد بن عبد الله,,,,,,,human,Ibn Zafar,Q1299570,Q12395
"Ibn Abī Ḥajalah, Aḥmad ibn Yaḥyá, 1325-1374 or 1375",author,ابن ابي حجلة، احمد بن يحيى,,,,,,,human,Aḥmad Ibn-Yaḥyā Ibn-Abī-Ḥaǧala,Q20398076,Q12351
"Ibn al-Ḥanbalī, Muḥammad ibn Ibrāhīm, 1502 or 1503-1563",author,ابن الحنبلي، محمد بن ابراهيم,,,,,,,human,Razi al-Din ibn al-Hanbali,Q5728875,Q54317
"Ḥalabī, Ibrāhīm ibn Muḥammad, -1549 or 1550",author,حلبي، ابراهيم بن محمد,,,,,,,human,Ibrāhīm al-Ḥalabī,Q4195341,Q12392
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513",author,دواني، محمد بن اسعد، 1426 or 1427-1512 or 1513,,,,,,,human,Jalal al-Din Davani,Q4116938,Q40510
"Samarqandī, Mūsá ibn ʻĪsá, active 16th century",scribe,,,,,,,,,,,
"Karmī, Marʻī ibn Yūsuf, -1623 or 1624",author,كرمي، مرعي بن يوسف,,,,,,,human,Mar'i al-Karmi,Q25451884,Q12383
"Ibn al-Muqrī, Ismāʻīl ibn Abī Bakr, 1354-1433 or 1434",author,ابن المقري، اسماعيل بن ابي بكر,,,,,,,human,Ismāʻīl ibn Abī Bakr Ibn al-Muqrī,Q28753992,Q54117
"Tijānī, Muḥammad ibn Aḥmad, -approximately 1311",author,تجاني، محمد بن احمد,,,,,,,human,Ahmed al-Tijani,Q365797,Q41776
"Shāmil, Imām, 1798?-1871",former owner,شامل، امام، 1798?-1871,,,,,,,human,Imam Shamil,Q244742,Q54324
"Andīrī, ʻUthmān ibn ʻAlī",author,,,,,,,,,,,
"Ibn ʻImrān, ʻAbd al-Raḥmān ibn Muḥammad",author,,,,,,,,,,,
"Ḥaqqī, Ibrāhīm, Imām al-ʻAskar al-Dimashqī",author,,,,,,,,,,,
"ʻAṭṭār, Farīd al-Dīn, -approximately 1230",author,,,,,,,,human,Attar of Nishapur,Q194091,Q18697
"Abū al-Hudá al-Ṣayyādī, Muḥammad ibn Ḥasan Wādī, 1849 or 1850-1910 or 1911",author,,,human,Abu'l-Huda as-Sayyadi,Q12470629,DSNAME9088,Q110540,,,,
"Suḥūlī, Yaḥyá ibn Ṣāliḥ, 1721 or 1722-1794 or 1795",author,سحولي، يحيى بن صالح، 1721 or 1722-1794 or 1795,,human,Yaḥyá ibn Ṣāliḥ Suḥūlī,Q138006072,DSNAME9186,Q110639,,,,
"Hādī ilá al-Ḥaqq, Yaḥyá ibn al-Ḥusayn, 859-910",author,هادي الى الحق، يحيى بن الحسين، 859-910,,human,Al-Hadi ila'l-Haqq Yahya,Q2745413,DSNAME9089,Q110541,,,,
"Kisāʼī, Muḥammad ibn ʻAbd Allāh, active 11th century",author,كسائي، محمد بن عبد الله,,,,,,,human,Muḥammad al-Kisāʾī,Q75863537,Q12401
"Kūmī, Muḥammad ibn Muḥammad, active 15th century",author,كومي، محمد بن محمد,,human,Muḥammad ibn Muḥammad Kūmī,Q138006073,DSNAME9187,Q110640,,,,
