row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, col. illuminations",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, paper, music",,,,parchment;paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109,Q33;Q31
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z",paper,,,,paper,http://vocab.getty.edu/aat/300014109,Q31
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z",parchment,,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, illustrations, music",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, illustrations, illuminations",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, col. ill.",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, ill.",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","paper, col. illuminations ; 220 x 150 (130 x 90) mm bound to 230 x 160 mm",,,,paper,http://vocab.getty.edu/aat/300014109,Q31
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","paper, col. illuminations",,,,paper,http://vocab.getty.edu/aat/300014109,Q31
