row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
11,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, col. ill., illuminations",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
12,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, col. ill., illuminations, music",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
13,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, illustrations",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
14,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","paper, ill., 2 maps",,,,paper,http://vocab.getty.edu/aat/300014109,Q31
15,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","paper, ill., 50 maps",,,,paper,http://vocab.getty.edu/aat/300014109,Q31
16,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","paper, illustrations, illuminations",,,,paper,http://vocab.getty.edu/aat/300014109,Q31
17,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","paper, illuminations",,,,paper,http://vocab.getty.edu/aat/300014109,Q31
18,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","paper, ill.",,,,paper,http://vocab.getty.edu/aat/300014109,Q31
19,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","paper, ill., illuminations",,,,paper,http://vocab.getty.edu/aat/300014109,Q31
20,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","ill., illuminations",,,,,,
21,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","paper, illumination",,,,paper,http://vocab.getty.edu/aat/300014109,Q31
22,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, music",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
23,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, ill., music",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
24,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, illumination, music",parchment,http://vocab.getty.edu/aat/300011851,Q33,,,
25,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, illuminations",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
26,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, ill., illuminations",parchment,http://vocab.getty.edu/aat/300011851,Q33,,,
27,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:31:41.100027800Z | MATERIAL RECON, STEP 3: ADD LABELS AND IDs 2025-12-10T20:32:08.463529Z | MATERIAL RECON, STEP 5: ADD DS QIDs & FINALIZE 2025-12-10T20:32:56.563446300Z","parchment, ill., coats of arms",parchment,http://vocab.getty.edu/aat/300011851,Q33,,,
