name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Juʻaydī, ʻAbd al-Raḥmān ibn Muḥammad Saʻīd, active 19th century",scribe,جعيدي، عبد الرحمن بن محمد سعيد، active 19th century,,,,,,,,,,
"Payāsī, ʻUmar",author,پياسي، عمر,,,,,,,,,,
"Qāḍī al-Shahīd, Ḥumayd ibn Aḥmad, -1254 or 1255",author,قاضي الشهيد، حميد بن احمد، -1254 or 1255,,human,Ḥumayd ibn Aḥmad Qāḍī al-Shahīd,Q138005993,DSNAME9104,Q110557,,,,
"Aḥmad ibn Muḥammad ibn Ṣalāḥ al-Sharafī, -1644?",former owner,احمد بن محمد بن صلاح الشرفي، d. 1644?,,human,Aḥmad ibn Muḥammad ibn Ṣalāḥ al-Sharafī,Q138005994,DSNAME9105,Q110558,,,,
"Būnī, Aḥmad ibn ʻAlī, -1225",author,بوني، احمد بن علي,,,,,,,human,Ahmad al-Buni,Q4695507,Q40369
"Elwood, George",former owner,,,,,,,,,,,
"Altemps, Giovanni Angelo, duca di Gallese, -1620",former owner,,http://id.loc.gov/authorities/names/nr99016327,,,,,,human,Giovanni Angelo Altemps,Q55225064,Q3181
"Markus Sittikus, 1533-1595",former owner,,,human,Mark Sittich von Hohenems Altemps,Q599397,DSNAME9036,Q110488,,,,
"Ibn Zaghdān, Muḥammad ibn Aḥmad, 1417 or 1418-1477 or 1478",author,,,human,Muḥammad ibn Aḥmad Ibn Zaghdān,Q138006115,DSNAME9106,Q110559,,,,
"Abū al-Fidāʼ Ismāʻīl ibn ʻAlī, 1273-1331",author,ابو الفداء اسماعيل بن علي,,human,Abulfeda,Q311462,DSNAME9037,Q110489,,,,
"Fakhr al-Dīn II, Emir of Lebanon, 1572-1635",former owner,,,human,Fakhr-al-Din II,Q579354,DSNAME9038,Q110490,,,,
"Āmidī, ʻAlī ibn Abī ʻAlī, 1156 or 1157-1233",author,آمدي، علي بن ابي علي,,,,,,,human,Sayf al-Din al-Amidi,Q292484,Q106666
"ʻAshmawī, ʻAbd al-Bārī ibn Naṣr, active 18th century",scribe,عشموي، عبد الباري بن نصر، active 18th century,,,,,,,,,,
"Ṭāshkubrīʹzādah, Aḥmad ibn Muṣṭafá, 1495-1561",author,طاشكبري‌زادة، احمد بن مصطفى، 1495-1561,,,,,,,human,Taşköprüzade,Q12221519,Q54159
"Tammān, Saʻīd ibn Aḥmad, active 18th century",scribe,تمان، سعيد بن احمد، active 18th century,,,,,,,,,,
"Hoe, Robert, 1839-1909",former owner,,,,,,,,human,Robert Hoe III,Q3663034,Q438
"Saʻdīʹzādah, ʻAlī, active 18th century",scribe,سعدي‌زادة، علي، active 18th century,,,,,,,,,,
"Anṣārī, Muḥammad ibn Aḥmad, active 19th century",author,انصاري، محمد بن احمد، active 19th century,,human,Muḥammad ibn Aḥmad Anṣārī,Q138005995,DSNAME9107,Q110560,,,,
"Ibn al-Jawzī, Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī, approximately 1116-1201",author,ابن الجوزي، ابو الفرج عبد الرحمن بن علي، approximately 1116-1201,http://id.loc.gov/authorities/names/n84008731,,,,,,human,Abu'l-Faraj ibn al-Jawzi,Q731866,Q12290
"Ibn al-Jawzī, Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī, approximately 1116-1201",author,ابن الجوزي، ابو الفرج عبد الرحمن بن علي، approximately 1116-1201,http://id.loc.gov/authorities/names/n84008731,,,,,,human,Abu'l-Faraj ibn al-Jawzi,Q731866,Q12290
"Ḥubayshī, Muḥammad ibn ʻAbd al-Raḥmān, 1313-1380",author,حبيشي، محمد بن عبد الرحمن، 1313-1380,,human,Muḥammad ibn ʻAbd al-Raḥmān Ḥubayshī,Q138005996,DSNAME9108,Q110561,,,,
"Qūṣūnī, Sirāj al-Dīn ibn Badr al-Dīn, active 17th century",scribe,قوصوني، سراج الدين بن بدر الدين، active 17th century,,,,,,,,,,
"Waqqāṣī, Yāsīn ibn Muḥammad, active 17th century",scribe,وقاصي، ياسين بن محمد، active 17th century,,,,,,,,,,
"Kurdīlī, Muḥammad ibn Muḥammad, active 19th century",scribe,كرديلي، محمد بن محمد، active 19th century,,,,,,,,,,
"Ḥiṣnī, Taqī al-Dīn Abū Bakr ibn Muḥammad, 1351 or 1352-1426",author,حصني، تقي الدين ابو بكر بن محمد، 1351 or 1352-1426,,,,,,,human,Taqī al-Dīn Abū Bakr ibn Muḥammad al-Ḥiṣnī,Q16118305,Q103627
"Khaṭīb Qādā, ʻAbd Allāh ibn Muḥammad, active 15th century",author,خطيب قادا، عبد الله بن محمد، active 15th century,,,,,,,,,,
"Ibn al-Batanūnī, ʻAlī ibn ʻUmar, -approximately 1494",author,ابن البتنوني، علي بن عمر، -approximately 1494,,human,ʻAlī ibn ʻUmar Ibn al-Batanūnī,Q138005997,DSNAME9109,Q110562,,,,
"Sakhāwī, Muḥammad ibn ʻAbd al-Raḥmān, 1427 or 1428-1497",author,سخاوي، محمد بن عبد الرحمن، 1427 or 1428-1497,,,,,,,human,Shams al-Din al-Sakhawi,Q4120128,Q67820
"Būshī, Muḥammad ibn Aḥmad, active 15th century",scribe,بوشي، محمد بن احمد، active 15th century,,,,,,,,,,
"Shirbīnī, Muḥammad ibn Aḥmad, -1570",author,شربيني، محمد بن احمد، -1570,,,,,,,human,Al-Khaṭīb ash-Shirbīniy,Q12187052,Q101373
"Birgivî Mehmet Efendi, approximately 1522-1573",author,بركوي، محمد افندي، approximately 1522-1573,,,,,,,human,Imam Birgivi,Q167660,Q12361
"Siyāwī, Muḥammad ibn Muḥammad, active 16th century",author,سياوي، محمد بن محمد، اتڤ 16ث نتري،,,human,Muḥammad ibn Muḥammad Siyāwī,Q138005998,DSNAME9110,Q110563,,,,
"ʻUsālī, Aḥmad ibn ʻUmar",author,عسالي، احمد بن عمر,,human,Aḥmad ibn ʻUmar ʻUsālī,Q138005999,DSNAME9111,Q110564,,,,
"Iskilibī, Aḥmad ibn Ṣafī al-Dīn, active 18th century",author,اسكلبي، احمد بن صفي الدين، active 18th century,,human,Aḥmad ibn Ṣafī al-Dīn Iskilibī,Q138006000,DSNAME9112,Q110565,,,,
"Qārūṭ, Muḥammad ibn ʻAbd al-Ghanī, active 19th century",author,قاروط، محمد بن عبد الغني، active 19th century,,human,Muḥammad ibn ʻAbd al-Ghanī Qārūṭ,Q138006001,DSNAME9113,Q110566,,,,
"Karāmīʹzādah, ʻAbd al-Ḥamīd, active 19th century",author,كرامي‌زادة، عبد الحميد، active 19th century,,human,ʻAbd al-Ḥamīd Karāmīʹzādah,Q138006002,DSNAME9114,Q110567,,,,
"Sīwāsī, Ismāʻīl ibn Sinān, -1638 or 1639",author,سيواسي، اسماعيل بن سنان، -1638 or 1639,,human,Ismāʻīl ibn Sinān Sīwāsī,Q138006003,DSNAME9115,Q110568,,,,
"Khawājahʹzādah, Aḥmad ibn ʻAbd al-Qādir, active 18th century",scribe,خواجه‌زادة، احمد بن عبد القادر، active 18th century,,,,,,,,,,
"Anṣārī, Muḥammad ibn ʻAlī, active 16th century",author,انصاري، محمد بن علي، active 16th century,,human,Muḥammad ibn ʻAlī Anṣārī,Q138006004,DSNAME9116,Q110569,,,,
"Shahāwī, Muḥammad ibn Muṣṭafá",author,شهاوي، محمد بن مصطفى,,human,Muḥammad ibn Muṣṭafá Shahāwī,Q138006005,DSNAME9117,Q110570,,,,
"Biqāʻī, Muḥammad ibn Faḍl Allāh, active 18th century",scribe,بقاعي، محمد بن فضل الله، active 18th century,,,,,,,,,,
"Rashīdī, Aḥmad Ibrāhīm, active 19th century",scribe,رشيدي، احمد ابراهيم، active 19th century,,,,,,,,,,
"Nawawī, 1233-1277",author,نووي، 1233-1277,http://id.loc.gov/authorities/names/n82009538 http://id.loc.gov/authorities/names/n82009538 http://viaf.org/viaf/sourceID/LC%7cn82009538,,,,,,human,Al-Nawawi,Q293571,Q12416
"Dimyāṭī, ʻAbd al-Muʼmin ibn Khalaf, 1217-1306",author,دمياطي، عبد المؤمن بن خلف، 1217-1306,,human,al-Dimyāṭī,Q68169441,DSNAME9039,Q110491,,,,
"ʻUmarī, ʻĀshūr ibn ʻAbd al-Raḥmān, active 13th century",scribe,عمري، عاشور بن عبد الرحمن، active 13th century,,,,,,,,,,
"Ibn ʻAbbād, Muḥammad ibn Ibrāhīm, 1332 or 1333-1390",author,ابن عباد، محمد بن ابراهيم، 1332 or 1333-1390,,human,Ibn Abbad al-Rundi,Q5293550,DSNAME9040,Q110492,,,,
"Fīrūzābādī, Muḥammad ibn Yaʻqūb, 1329-1414 or 1415",author,فيروزابادي، محمد بن يعقوب، 1329-1414 or 1415,http://id.loc.gov/authorities/names/n83055935,,,,,,human,Firuzabadi,Q4115262,Q3185
"Shabrāwī, ʻAbd al-Fattāḥ al-Ḥasanī, active 17th century",scribe,شبراوي، عبد الفتاح الحسني، active 17th century,,,,,,,,,,
"Ibn al-Jazarī, Muḥammad ibn Muḥammad, 1350-1429",author,ابن الجزري، محمد بن محمد، 1350-1429,,,,,,,human,Ibn al-Jazari,Q4120093,Q12415
"Ibn al-Jazarī, Muḥammad ibn Muḥammad, 1350-1429",author,ابن الجزري، محمد بن محمد، 1350-1429,,,,,,,human,Ibn al-Jazari,Q4120093,Q12415
"Ibn ʻAẓẓūm, ʻAbd al-Jalīl ibn Muḥammad, -1552 or 1553",author,ابن عظوم، عبد الجليل بن محمد، -1552 or 1553,,human,ʻAbd al-Jalīl ibn Muḥammad Ibn ʻAẓẓūm,Q138006006,DSNAME9118,Q110571,,,,
"Tātārī, Muḥammad Ṣādiq, active 17th century",scribe,تاتاري، محمد صادق، active 17th century,,,,,,,,,,
"Jazīrī, Yūsuf ibn ʻAbd Allāh, active 18th century",scribe,جزيري، يوسف بن عبد الله، active 18th century,,,,,,,,,,
"Ibn Ḥajar al-Haythamī, Aḥmad ibn Muḥammad, approximately 1503-approximately 1566",author,ابن حجر الهيثمي، احمد بن محمد، approximately 1503-approximately 1566,http://id.loc.gov/authorities/names/n82165741,,,,,,human,Ibn Hajar al-Haytami,Q3147445,Q12334
"Ṣamādī, Muḥammad ibn Ibrāhīm, active 17th century",scribe,صمادي، محمد بن ابراهيم، active 17th century,,,,,,,,,,
"Shanawānī, Abū Bakr ibn Ismāʻīl, 1551 or 1552-1610 or 1611",author,شنواني، ابو بكر بن اسماعيل، 1551 or 1552-1610 or 1611,,,,,,,human,Abū Bakr ibn Ismāʻīl Shanawānī,Q28715208,Q27920
"Azʹharī, Muslim, active 17th century",scribe,ازهري، مسلم، active 17th century,,,,,,,,,,
"Qārī al-Harawī, ʻAlī ibn Sulṭān Muḥammad, -1605 or 1606",author,قاري الهروي، علي بن سلطان محمد، -1605 or 1606,http://id.loc.gov/authorities/names/n82091823,,,,,,human,Ali al-Qari,Q2836379,Q12385
"Sāqizī, Ibrāhīm, active 1722-1733",author,ساقزي، ابراهيم، active 1722-1733,,human,Ibrāhīm Sāqizī,Q138006007,DSNAME9119,Q110572,,,,
"Ḥuṣrī, Naṣr ibn Aḥmad, active 17th century",author,حصري، نصر بن احمد، active 17th century,,human,Naṣr ibn Aḥmad Ḥuṣrī,Q138006113,DSNAME9120,Q110573,,,,
"Damallījī, ʻAbd Allāh ibn ʻAlī ibn ʻAbd al-Raḥmān ibn Suwaydān",author,دمليجي، عبد الله بن علي بن عبد الرحمن بن سويدان,,human,ʻAbd Allāh ibn ʻAlī ibn ʻAbd al-Raḥmān ibn Suwaydān al-Damallījī,Q137359893,DSNAME9041,Q110493,,,,
"Rawḍī, Ibrāhīm ibn Masʻūd",author,روضي، ابراهيم بن مسعود,,human,Ibrāhīm ibn Masʻūd Rawḍī,Q138006008,DSNAME9121,Q110574,,,,
"Sayyid al-Ṣahrajtī, ʻAbd al-Majīd, active 18th century",scribe,سيد الصهرجتي، عبد المجيد، active 18th century,,,,,,,,,,
"Fashnī, Aḥmad ibn Ḥijāzī",author,فشني، احمد بن حجازي,,,,,,,human,Aḥmad ibn Ḥijāzī Fashnī,Q131575236,Q67845
"Falimbani, Abdu s-Samad, 1700-1789",author,فلمباني، عبد الصمد، 1700-1789,,human,Abd al-Samad ben Abd Allah al-Palimbani,Q11903823,DSNAME9042,Q110494,,,,
"Qāddūsī, ʻAbd al-Dāʼim ibn ʻAbd Allāh, active 17th century",scribe,قادوسي، عبد الدائم بن عبد الله، active 17th century,,,,,,,,,,
"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661",author,علي بن ابي طالب، خليفة، approximately 600-661,,human,Alī ibn Abī Ṭālib,Q39619,DSNAME9043,Q110495,,,,
"Rāshid, Muḥammad Rustam",author,راشد، محمد رستم,,human,Muḥammad Rustam Rāshid,Q138006009,DSNAME9122,Q110575,,,,
"Bandanījī, ʻAlī",author,بندنيجي، علي,,human,ʻAlī Bandanījī,Q138006010,DSNAME9123,Q110576,,,,
"Baghdādī, ʻAbd al-Qādir ibn ʻUmar, 1621-1682",author,بغدادي، عبد القادر بن عمر، 1621-1682,,human,Abd al-Qadir al-Baghdadi,Q6813535,DSNAME9044,Q110496,,,,
"Ṭabarsī, al-Faḍl ibn al-Ḥasan, -1153",author,طبرسي، الفضل بن الحسن، -1153,,,,,,,human,Shaykh Tabarsi,Q1990225,Q49072
"Ibn Khallikān, 1211-1282",author,ابن خلكان، 1211-1282,,,,,,,human,Ibn Khallikan,Q71394,Q49352
"Voulgaris, Eugenios, 1716-1806",author,,,human,Evgenios Voulgaris,Q1373363,DSNAME9045,Q110497,,,,
"Ḥusaynī al-Aḥmadī, Shāh ʻAlī Muḥammad ibn Ibrāhīm",author,حسىنى الاحمدى، شاه على محمد بن ابراهىم,,,,,,,human,Shāh ʻAlī Muḥammad ibn Ibrāhīm Ḥusaynī al-Aḥmadī,Q135991898,Q106681
"Karkī, Muḥammad ibn Abī Ṭālib, active 16th century",author,كركي، محمد بن ابي طالب، active 16th century,,human,Muḥammad ibn Abī Ṭālib Karkī,Q138006011,DSNAME9124,Q110577,,,,
"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661",author,علي بن ابي طالب، خليفة، approximately 600-661,,human,Alī ibn Abī Ṭālib,Q39619,DSNAME9043,Q110495,,,,
"Ḥarīrī, 1054-1122",author,حريري، 1054-1122,,,,,,,human,Abu al-Hariri,Q286097,Q12288
"Ḥarīrī, 1054-1122",author,حريري,,,,,,,human,Abu al-Hariri,Q286097,Q12288
"Ibn al-Wardī, Zayn al-Dīn ʻUmar ibn al-Muẓaffar, -1349",author,ابن الوردي، زين الدين عمر بن المظفر، -1349,,,,,,,human,Ibn al-Wardi,Q5984319,Q54311
"Suhrawardī, ʻUmar ibn Muḥammad, 1145-1234",author,سهروردي، عمر بن محمد، 1145-1234,,human,Abu Hafs Umar al-Suhrawardi,Q3180928,DSNAME9046,Q110498,,,,
"Muḥaqqiq al-Thānī, ʻAlī ibn al-Ḥusayn, 1463 or 1464-1533 or 1534",author,محقق الثاني، علي بن الحسين، 1463 or 1464-1533 or 1534,,,,,,,human,ʻAlī ibn al-Ḥusayn Muḥaqqiq al-Thānī,Q6402302,Q103582
"Ibn Jamāʻah, Muḥammad ibn Ibrāhīm, 1241-1333",author,ابن جماعة، محمد بن ابراهيم,,,,,,,human,Muḥammad Ibn-Ibrāhīm Ibn-Ǧamāʿa,Q5410881,Q67865
"Ḥaydar Aḥmad al-Shihābī, Amīr, 1761?-1835?",author,حيدر احمد الشهابي، امير,,human,Amīr Ḥaydar Aḥmad al-Shihābī,Q22687633,DSNAME9047,Q110499,,,,
"Ṣafadī, Khalīl ibn Aybak, approximately 1297-1363",author,صفدي، خليل بن ايبك,,,,,,,human,"Ṣafadī, Khalīl ibn Aybak",Q12220160,Q12336
"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389?",author,تفتازاني، مسعود بن عمر,,,,,,,human,Taftazani,Q764947,Q12298
"Ibn Shākir, Aḥmad ibn Mūsá, -873",author,ابن شاكر، احمد بن موسى,,human,Aḥmad ibn Mūsá Ibn Shākir,Q138006012,DSNAME9125,Q110578,,,,
"Saudā, Mirzā Muḥammad Rafiʻ, 1713-1781",author,سودا، مرزا محمد رفيع,,human,Mirza Muhammad Rafi Sauda,Q3631204,DSNAME9048,Q110500,,,,
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسي، نصير الدين محمد بن محمد، 1201-1274,http://id.loc.gov/authorities/names/n82136884,,,,,,human,Nasir al-Din al-Tusi,Q302835,Q2837
"Zuḥayf, Muḥammad ibn ʻAlī, Ibn Fand, -approximately 1515",author,ابن فند، محمد بن علي، active 16th century,,human,Muḥammad ibn ʻAlī Ibn Fand Zuḥayf,Q138006013,DSNAME9126,Q110579,,,,
"Ibn al-ʻIrāqī, Aḥmad ibn ʻAbd al-Raḥīm, 1361-1423",author,ابن العراقي، احمد بن عبد الرحيم، 1361-1423,http://id.loc.gov/authorities/names/nr90017336,,,,,,human,Abū Zurʻah al-ʻIrāqī,Q12251239,Q12491
"Ibn Bakhtīshūʻ, ʻUbayd Allāh ibn Jibrāʼīl",author,ابن بختيشوع، عبيد الله بن جبرائيل,,,,,,,human,Abdollah ibn Bukhtishu,Q4665079,Q40927
"Ibn Nubātah al-Khaṭīb, ʻAbd al-Raḥīm ibn Muḥammad, 946 or 947-984 or 985",author,ابن نباتة الخطيب، عبد الرحيم بن محمد,,human,Ibn Nubata,Q111103110,DSNAME9049,Q110501,,,,
Ḥasan Abū Ḥusayn,author,حسن ابو حسين,,,,,,,,,,
"ʻIrāqī, Muḥammad ibn Aḥmad, active 12th century-13th century",author,عراقي، محمد بن احمد,,human,Al-Simawi,Q4703257,DSNAME9050,Q110502,,,,
"Mawṣilī, Salīm",author,موصلي، سليم,,human,Salīm Mawṣilī,Q138006109,DSNAME9127,Q110580,,,,
"Barbarī, Khalaf",author,بربري، خلف,,human,Khalaf Barbarī,Q138006014,DSNAME9128,Q110581,,,,
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513",author,دواني، محمد بن اسعد,,,,,,,human,Jalal al-Din Davani,Q4116938,Q40510
"Abū Nuʻaym al-Iṣbahānī, Aḥmad ibn ʻAbd Allāh, 948-1038",author,ابو نعيم الاصبهاني، احمد بن عبد الله، 948-1038,,,,,,,human,Abu Nu`aym,Q2822174,Q12271
"Ṭawīl, Aḥmad ibn ʻUmar, active 15th century",scribe,طويل، احمد بن عمر، active 15th century,,,,,,,,,,
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413",author,جرجاني، علي بن محمد، السيد الشريف,,,,,,,human,Ali ibn Mohammed al-Jurjani,Q3063378,Q12280
"Ibn al-Habbārīyah, Muḥammad ibn Muḥammad, 1023 or 1024-1115 or 1116",author,ابن الهبارية، محمد بن محمد,,human,Ibn-Al-Habariya,Q6534783,DSNAME8916,Q106694,,,,
"Ẓafīrī, Jaʻfar ibn ʻAlī, d. 1697 or 8",author,ظفيري، جعفر بن علي، d. 1697 or 8,,,,,,,,,,
"Zabārah, Muḥammad ibn Muḥammad, 1883-1961",former owner,زبارة، محمد بن محمد، 1883-1961,,human,Muḥammad ibn Muḥammad Zabārah,Q107168719,DSNAME9097,Q110550,,,,
"Muʼayyad Billāh, Muḥammad ibn Ismāʻīl, 1634 or 1635-1686",author,مؤيد بالله، محمد بن اسماعيل، 1634 or 1635-1686,,human,Muḥammad ibn Ismāʻīl Muʼayyad Billāh,Q138006015,DSNAME9129,Q110582,,,,
"Turkistānī, Hibat Allāh ibn Aḥmad, 1272 or 3 - 1333",author,تركستاني، هبة الله بن احمد,,human,Hibat Allāh ibn Aḥmad Ṭarāzī,Q138006016,DSNAME9130,Q110583,,,,
"Ibn al-Muṭahhar al-Ḥillī, al-Ḥasan ibn Yūsuf, 1250-1325",author,ابن المطهر الحلي، الحسن بن يوسف,,,,,,,human,Al-Hilli,Q290506,Q40924
"Shīmī, Muṣṭafá",author,شيمي، مصطفى,,human,Muṣṭafá Shīmī,Q138006017,DSNAME9131,Q110584,,,,
"ʻAlmawī, ʻAbd al-Bāsiṭ ibn Mūsá, -1573 or 1574",author,علموي، عبد الباسط بن موسى، -1573 or 1574,,human,ʿAbd-al-Bāsiṭ Ibn-Mūsā al- ʿAlmawī,Q113715484,DSNAME9052,Q110504,,,,
"Haythamī, Nūr al-Dīn ʻAlī ibn Abī Bakr, 1335-1405",author,هيثمي، نور الدين علي بن ابي بكر، 1335-1405,,human,Ali ibn Abi Bakr al-Haythami,Q4725309,DSNAME9053,Q110505,,,,
"Irbillī, ʻAlī ibn Muḥammad, -1340 or 1341",author,اربلي، علي بن محمد، -1340 or 1341,,human,ʻAlī ibn Muḥammad Irbillī,Q138006018,DSNAME9132,Q110585,,,,
