row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
1,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:43:15.745510100Z | PLACE RECON, STEP 3: START RECON 2025-12-10T20:43:43.941180900Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-10T20:47:00.563116400Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-10T20:47:31.385859400Z",Genoa?,,,,Genoa,http://vocab.getty.edu/tgn/7008546,Q7800
2,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:43:15.745510100Z | PLACE RECON, STEP 3: START RECON 2025-12-10T20:43:43.941180900Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-10T20:47:00.563116400Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-10T20:47:31.385859400Z",Germany?,,,,Germany,http://vocab.getty.edu/tgn/7000084,Q131
3,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:43:15.746509900Z | PLACE RECON, STEP 3: START RECON 2025-12-10T20:43:43.941180900Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-10T20:47:00.563116400Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-10T20:47:31.385859400Z",Czech Republic,,,,Czech Republic,http://vocab.getty.edu/tgn/1001780,Q38180
4,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:43:15.746509900Z | PLACE RECON, STEP 3: START RECON 2025-12-10T20:43:43.941180900Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-10T20:47:00.563116400Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-10T20:47:31.385859400Z",Oxford?,,,,Oxford,http://vocab.getty.edu/tgn/7011931,Q3654
5,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:43:15.746509900Z | PLACE RECON, STEP 3: START RECON 2025-12-10T20:43:43.941180900Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-10T20:47:00.563116400Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-10T20:47:31.385859400Z",Belgium,,,,Belgium,http://vocab.getty.edu/tgn/1000063,Q1243
6,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:43:15.746509900Z | PLACE RECON, STEP 3: START RECON 2025-12-10T20:43:43.941180900Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-10T20:47:00.563116400Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-10T20:47:31.385859400Z",England,,,,England,http://vocab.getty.edu/tgn/7002445,Q133
7,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:43:15.746509900Z | PLACE RECON, STEP 3: START RECON 2025-12-10T20:43:43.941180900Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-10T20:47:00.563116400Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-10T20:47:31.385859400Z",Paris?,,,,Paris,http://vocab.getty.edu/tgn/7008038,Q136
8,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:43:15.746509900Z | PLACE RECON, STEP 3: START RECON 2025-12-10T20:43:43.941180900Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-10T20:47:00.563116400Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-10T20:47:31.385859400Z",Netherlands,,,,Netherlands,http://vocab.getty.edu/tgn/7016845,Q651
9,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:43:15.746509900Z | PLACE RECON, STEP 3: START RECON 2025-12-10T20:43:43.941180900Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-10T20:47:00.563116400Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-10T20:47:31.385859400Z",France,,,,France,http://vocab.getty.edu/tgn/1000070,Q122
10,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-10T20:43:15.746509900Z | PLACE RECON, STEP 3: START RECON 2025-12-10T20:43:43.941180900Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-10T20:47:00.563116400Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-10T20:47:31.385859400Z",Florence?,,,,Florence,http://vocab.getty.edu/tgn/7000457,Q3084
