title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Hādhā Kitāb al-Mawāhib al-ladunīyah bi-[al-]minaḥ al-Muḥammadīyah /,هذا كتاب المواهب اللدنية بالمنح المحمدية /,Mawāhib al-ladunīyah bi-al-minaḥ al-Muḥammadīyah,مواهب اللدنية بالمنح المحمدية,,,,
Hādhā al-Mawlid al-sharīf /,هذا المولد الشريف /,Mawlid al-sharīf,مولد الشريف,,,,
Anbāʼ nujabāʼ al-abnāʼ,انباء نجباء الابناء,,,,,,
Wafayāt al-aʻyān,وفيات الاعيان,Wafayāt al-aʻyān,وفيات الاعيان,,,,
Kitāb al-Dībāj al-mudhahhab fī maʻrifat aʻyān ʻulamā al-madhhab /,كتاب الديباج المذهب في معرفة اعيان علمآ المذهب /,Dībāj al-mudhahhab fī maʻrifat aʻyān ʻulamāʼ al-madhhab,ديباج المذهب في معرفة اعيان علماء المذهب,,,,
ʻUmdat al-ṭālib fī nasab āI Abī Ṭālib,عمدة الطالب في نسب آل ابي طالب,,,,,,
Kitāb Radd al-ʻuqūl al-ṭāyishah ilá maʻrifat mā ikhtaṣṣat bi-hi Khadījah wa-ʻĀyishah /,كتاب رد العقول الطايشه الي معرفة ما اختصة به خديجه وعايشه /,Radd al-ʻuqūl al-ṭāʼishah ilá maʻrifat mā ikhtaṣṣat bi-hi Khadījah wa-ʻĀʼishah,رد العقول الطائشة الى معرفة ما اختصت به خديجة وعائشة,,,,
al-Shaqāyiq al-Nuʻmānīyah fī ʻulamāʼ al-Dawlah al-ʻUthmānīyah,الشقايق النعمانية في علماء الدولة العثمانية,Shaqāʼiq al-Nuʻmānīyah fī ʻulamāʼ al-Dawlah al-ʻUthmānīyah,شقائق النعمانية في علماء الدولة العثمانية,,,,
Hādhā Kitāb Shaqāyiq al-Nuʻmānīyah / li-Ṭāshkubrīʹzādah. Wa-yalīhi al-dhayl li-ʻAlī al-Manq,هذا كتاب شقايق النعمانية / لطاش‌كبرى‌زادة. ويليه الذيل لعلي المنق,Shaqāʼiq al-Nuʻmānīyah,شقائق النعمانية,,,,
Fī tarājim aʻyān al-Ḥijāz wa-al-Yaman fī al-qarn al-ḥādī ʻashar /,في تراجم اعيان الحجاز واليمن في القرن الحادي عشر /,,,,,,
Kitāb al-Tiqṣār fī jīd zamān ʻallāmat al-aqālīm wa-al-amṣār /,كتاب التقصار في جيد زمان علامة الاقاليم والامصار /,Tiqṣār fī jīd zamān ʻallāmat al-aqālīm wa-al-amṣār,تقصار في جيد زمان علامة الاقاليم والامصار,,,,
Ḥadīth,حديث,Qiṣaṣ al-anbiyāʼ,قصص الانبياء,,,,
Sīrat Ṣāḥib al-Futūḥāt al-Mujāhid al-Ẓāhir Baybars,سيرة صاحب الفتوحات المجاهد الظاهر بيبرس,Sīrat al-Malik al-Ẓāhir Baybars,سيرة الملك الظاهر بيبرس,,,,
Sīrat Abū al-Fawāris ʻAntar,سيرة ابو الفوارس عنتر,ʻAntar (Romance),,,,,
Sīrat ʻAntar,سيرة عنتر,ʻAntar (Romance),,,,,
Sīrat al-Malik al-Iskandar Dhū al-Qarnayn wa-wazīrihi al-Sayyid al-Walī al-Khiḍr wa-mā jará la-hum min al-kalām wa-al-ʻajīb wa-al-amr al-muṭrib al-gharīb,سيرة الملك الاسكندر ذو القرنين ووزيره السيد الولي الخضر وما جرى لهم من الكلام والعجيب والامر المطرب الغريب,Sīrat al-Iskandar,سيرة الاسكندر,,,,
Fragments of Arabic folktales,,,,,,,
Baḥr al-ansāb al-ashrafīyah,بحر الانساب الاشرفية,,,,,,
Hādhihi Riḥlat al-musammāt Maqālat al-istilām li-turbat al-Shām /,هذه رحلة المسمات مقالة الاستلام لتربة الشام /,Maqālat al-istilām li-turbat al-Shām,مقالة الاستلام لتربة الشام,,,,
Kharīdat al-ʻajāʼib wa-farīdat al-gharāʼib,خريدة العجائب وفريدة الغرائب,,,,,,
Daqāʼiq al-akhbār,دقائق الاخبار,,,,,,
Kitāb al-ʻAẓamah min kutub al-dafāyin min kutub Dāniyāl,کتاب العظمه من کتب الدفاين من کتب دانيال,ʻAẓamah min kutub al-dafāʼin min kutub Dāniyāl,عظمة من كتب الدفائن من كتب دانيال,,,,
Hādhā Minḥat al-ṣamad sharḥ Ayyuhā al-walad /,هذا منحة الصمد شرح ايها الولد /,Minḥat al-ṣamad sharḥ Ayyuhā al-walad,منحة الصمد شرح ايها الولد,,,,
Hādhihi Risālah fī ithbāt al-wājib /,هذه رسالة في اثبات الواجب /,Risālah fī ithbāt al-wājib,رسالة في اثبات الواجب,,,,
Munāẓarat Ṭāshʹkubrī ... [etc,مناظرة طاش كبري ... الخ,,,,,,
Kitāb Bidāyat al-hidāyah /,كتاب بداية الهداية /,Bidāyat al-hidāyah,بداية الهداية,,,,
Hādhihi Risālat ʻUmdat al-ḥuqūq al-zawjīyah fī al-waṣāyā al-nabawīyah,هذه رسالة عمدة الحقوق الزوجية في الوصايا النبوية,Risālat ʻUmdat al-ḥuqūq al-zawjīyah fī al-waṣāyā al-nabawīyah,رسالة عمدة الحقوق الزوجية في الوصايا النبوية,,,,
al-Sirr al-maktūm fī mukhāṭabat al-nujūm,السر المکتوم في مخاطبة النجوم,,,,,,
Majmūʻ aqāwīl al-ḥukamāʼ al-munajjimīn al-qudamāʼ minhum wa-al-muḥdathīn fī aḥkām taḥāwīl sinī al-mawālīd,مجموع اقاويل الحکماء المنجمين القدماء منهم والمحدثين في احکام تحاويل سني المواليد,,,,,,
Kitāb Ashkāl al-wasāʼiṭ fī al-munḥarifāt wa-al-basāʼiṭ,كتاب اشكال الوسائط في المنحرفات والبسائط,Ashkāl al-wasāʼiṭ fī al-munḥarifāt wa-al-basāʼiṭ,اشكال الوسائط في المنحرفات والبسائط,,,,
Laqṭ al-jawāhir fī taḥdīd al-khuṭūṭ wa-al-dawāʼir,لقط الجواهر فى تحديد الخطوط والدوائر,,,,,,
Hayʼah al-sanīyah,هيئه السنية,Hayʼah al-sanīyah fī al-hayʼah al-sunnīyah,هيئه السنية في الهيئه السنية,,,,
al-Hayʼah al-sanīyah fī al-hayʼah al-sunnīyah /,الهييه السنية في الهييه السنية /,,,,,,
al-ʻUjālah ʻalá aʻdal ālah /,العجالة على اعدل آله /,,,,,,
Fatḥ al-ʻalīm al-qādir bi-sharḥ Laqṭ al-jawāhir,فتح العليم القادر بشرح لقط الجواهر,,,,,,
Collective volume with texts in Turkish and some Arabic,,,,,,,
Khulasat al-Ansab,,,,,,,
Tārīkh al-Fatḥ al-Qussī fī al-fatḥ al-Qudsī (wa-fī riwāyah al-fīḥ) /,,Fatḥ al-Qussī fī al-fatḥ al-Qudsī,,,,,
al-Sādis min al-Nujūm al-zāhirah fī mulūk Miṣr wa-al-Qāhirah /,السادس من النجوم الزاهرة في ملوك مصر والقاهرة /,Nujūm al-zāhirah fī mulūk Miṣr wa-al-Qāhirah,نجوم الزاهرة في ملوك مصر والقاهرة,,,,
Kitāb al-Siyāsah fī tadbīr al-mamlakah wa-ḥifẓ al-riyāsah,كتاب السياسة في تدبير المملكة وحفظ الرياسة,Secretum secretorum,,,,,
Sharḥ al-Ṣaḥāʼif al-kalāmīyah /,شرح الصحائف الكلامية /,Sharḥ al-Ṣaḥāʼif,شرح الصحائف,,,,
Kitāb al-ʻIqd al-farīd lil-Malik al-Saʻīd,كتاب العقد الفريد للملك السعيد,ʻIqd al-farīd lil-Malik al-Saʻīd,عقد الفريد للملك السعيد,,,,
Kitāb Bahjat al-asrār fī manāqib sayyidī al-shaykh al-imām al-zāhid ʻAbd al-Qādir al-Kīlānī al-Jīlī,كتاب بهجة الاسرار في مناقب سيدي الشيخ الامام الزاهد عبد القادر الكيلاني الجيلي,Bahjat al-asrār wa-maʻdin al-anwār,بهجة الاسرار ومعدن الانوار,,,,
Kitāb Ḥayāt al-ḥayawān al-kubrá /,كتاب حيات الحيوان الكبرى /,Ḥayāt al-ḥayawān,حياة الحيوان,,,,
al-Ḥawāshī li-Sharḥ al-Tajrīd,الحواشي لشرح التجريد,Ḥāshiyah ʻalá Sharḥ al-Iṣfahānī,حاشية على شرح الاصفهاني,,,,
Risālah-i namāz-i Jumʻah va ghayruh,رساله نماز جمعه و غيره,,,,,,
al-Kitāb al-sādis ʻashar min sīrat al-Malik al-Ẓāhir,الكتاب السادس عشر من سيرة الملك الظاهر,Sīrat al-Malik al-Ẓāhir,سيرة الملك الظاهر,,,,
Kitāb Rūḥ al-maʻārif fī al-ḥikam wa-al-laṭāʼif,کتاب روح المعارف في الحکم واللطائف,Rūḥ al-maʻārif fī al-ḥikam wa-al-laṭāʼif,روح المعارف في الحكم واللطائف,,,,
Kitāb Mawrid al-laṭāf[ah] fī dhikr man waliya al-salṭanah wa-al-khilāf[ah,كتاب مورد اللطافة في ذكر من ولى السلطنة والخلافة,Mawrid al-laṭāfah fī dhikr man waliya al-salṭanah wa-al-khilāfah,مورد اللطافة في ذکر من ولي السلطنة والخلافة,,,,
al-Āyāt al-maqṣūrah ʻalá al-abyāt al-maqṣūrah /,الايات المقصورة على الابيات /,,,,,,
Kitāb Mukhtaṣar al-Tibyān li-mā yaḥullu wa-yaḥrumu min al-ḥayawān /,,Tibyān li-mā yaḥullu wa-yaḥrumu min al-ḥayawān,تبيان لما يحل ويحرم من الحيوان,,,,
Kitāb Irshād al-qāṣid ilá asná al-maqāṣid /,كتاب ارشاد القاصد الى اسنى المقاصد /,Irshād al-qāṣid ilá asná al-maqāṣid,ارشاد القاصد الى اسنى المقاصد,,,,
Irshād al-murīdīn fī ḥikāyāt al-ṣāliḥīn /,ارشاد المريدين في حكايات الصالحين /,,,,,,
Hādhā Kitāb al-Sayr wa-al-sulūk ilá malik al-mulūk /,هذا كتاب السير والسلوك الى ملك الملوك /,Sayr wa-al-sulūk ilá malik al-mulūk,سير والسلوك الى ملك الملوك,,,,
Al-Kitāb al-Sayr wa-al-sulūk ilá malik al-mulūk /,الكتاب السير والسلوك الى ملك الملوك /,,,,,,
Kitāb al-Sayr wa-al-sulūk ilá malik al-mulūk fī kayfīyat ittibāʻ al-qawm al-sādah al-ṣūfīyah wa-mā yataʻalaqu bi-tahdhīb al-nafs wa-riyāḍatihā /,كتاب السير والسلوك الى ملك الملوك في كيفية اتباع القوم السادة الصوفية وما يتعلق بتهذيب النفس ورياضتها /,Sayr wa-al-sulūk ilá malik al-mulūk,سير والسلوك الى ملك الملوك,,,,
Kitāb al-Qawāʻid al-kashfīyah al-mūḍiḥah li-maʻānī al-ṣifāt al-ilāhīyah /,كتاب القواعد الكشفية الموضحة لمعاني الصفات الالهية /,Qawāʻid al-kashfīyah al-mūḍiḥah li-maʻānī al-ṣifāt al-ilāhīyah,قواعد الكشفية الموضحة لمعاني الصفات الالهية,,,,
Hādhā Kitāb Sharḥ al-Ḥikam /,هذا كتاب شرح الحكم /,Sharḥ al-Ḥikam al-ʻAṭāʼīyah,شرح الحكم العطائية,,,,
al-Insān al-kāmil fī maʻrifat al-awākhir wa-al-awāʼil,الانسان الكامل في معرفة الاواخر والاوائل,,,,,,
Kitāb al-Rawḍah al-anīqah fī bayān al-sharīʻah wa-al-ḥaqīqah /,كتاب الروضة الانيقة في بيان الشريعة والحقيقة /,Rawḍah al-anīqah fī bayān al-sharīʻah wa-al-ḥaqīqah,روضة الانيقة في بيان الشريعة والحقيقة,,,,
Kitāb al-Baḥr al-mawrūd fī al-mawāthīq wa-al-ʻuhūd /,كتاب البحر المورود في المواثيق والعهود /,Baḥr al-mawrūd fī al-mawāthīq wa-al-ʻuhūd,بحر المورود في المواثيق والعهود,,,,
Hādhā Kitāb Madārij al-sālikīn ilá rusūm ṭarīq al-ʻārifīn /,هذا كتاب مدارج السالين الى رسوم طريق العارفين /,,,,,,
Hādhihi Risālah li-shaykh al-imām al-ʻālim al-ʻallāmah Abū ʻAbd Allāh Muḥammad ibn Sulaymān al-Jazūlī ...,هذه رسالة لشيخ الامام العال العلامة ابو عبد الله محمد بن سليمان الجزولي ...,,,,,,
Kitāb Ḥādi al-qulūb ilá liqāʼ al-maḥbūb /,كتاب حادي القلوب الى لقاء المحبوب /,Ḥādi al-qulūb ilá liqāʼ al-maḥbūb,حادي القلوب الى لقاء المحبوب,,,,
Kitāb al-jawhar al-khāṣṣ fī ajwibat masāʼil kalimat al-ikhlāṣ /,كتاب الجوهر الخاص في اجوبة مسائل كلمة الاخلاص /,,,,,,
al-ʻUnwān al-ʻajīb fī ruʼyā al-ḥabīb,,,,,,,
Kitāb Ghālī Afandī,كتاب غالي افندي,,,,,,
Taqvīyat al-īmān /,تقوية الايمان /,,,,,,
al-Arab min Ghayth al-adab,الارب من غيث الادب,,,,,,
Kitāb al-alfī /,كتاب الالفي /,,,,,,
Kitāb Kashf daqāyiq al-ḥaqāyiq wa-īḍāḥ al-ṭarāyiq,كتاب كشف دقايق الحقايق وايضاح الطرايق,Kashf daqāʼiq al-ḥaqāʼiq wa-īḍāḥ al-ṭarāʼiq,كشف دقائق الحقائق وايضاح الطرائق,,,,
Khazāʼin al-jawāhir wa-makhāzin al-zawāhir,خزائن الجواهر ومخازن الزواهر,Risālat al-basmalah,رسالة البسملة,,,,
Kitāb Dhakhīrat al-maʻād bi-sharḥ Rātib al-quṭb al-Ḥaddād /,كتاب ذخيرة المعاد بشرح راتب القطب الحداد /,Dhakhīrat al-maʻād bi-sharḥ Rātib al-quṭb al-Ḥaddād,ذخيرة المعاد بشرح راتب القطب الحداد,,,,
Muẓhirah li-ʻarāyis al-mukhabbaʼāt bi-al-lisān al-ʻArabī ʻalá ṣalāt al-imām al-muḥaqqiq Muḥyī al-Dīn ibn al-ʻArabī /,مظهرة لعرايس المخبآت باللسان العربي على صلاة الامام المحقق محيي الدين بن العربي /,Muẓhirah li-ʻarāʼis al-mukhabbaʼāt bi-al-lisān al-ʻArabī ʻalá ṣalāt al-imām al-muḥaqqiq Muḥyī al-Dīn ibn al-ʻArabī,مظهرة لعرائس المخبأت باللسان العربي على صلاة الامام المحقق محيي الدين بن العربي,,,,
Kitāb Kawkab al-fajr fī sharḥ Ḥizb al-baḥr /,كتاب كوكب الفجر في شرح حزب البحر /,Kawkab al-fajr fī sharḥ Ḥizb al-baḥr,كوكب الفجر في شرح حزب البحر,,,,
al-Futuḥāt al-ṣamadīyah fī ajwibat al-asʼilah al-Aḥmadīyah /,الفتحات الصمدية في اجوبة الاسئلة الاحمدية /,,,,,,
Sharḥ Bānat Suʻād,شرح بانت سعاد,,,,,,
Kitāb Akhlaṣ al-Khāliṣah /,كتاب اخلص الخالصة /,Akhlaṣ al-Khāliṣah,اخلص الخالصة,,,,
Hādhā Kitāb al-ṭibb al-rūḥānī fī al-ʻālam al-insānī ... [etc,هذا كتاب الطب الروحاني في العالم الانساني ... الخ,,,,,,
Risālah fī bayān ṭarīq al-sādah al-Saʻdīyah,رسالة في بيان طريق السادة السعدية,,,,,,
Fatḥ al-raḥmān fī suhūlat al-tawwajuh wa-itmām al-arkān ... [etc,فتح الرحمن في سهولة التوجه واتمام الاركان ... الخ,,,,,,
Kitāb al-Ṭīb]. Kitāb Yūḥannā Ibn Māsawayh fī jawāhir al-ṭīb al-mufradah bi-asmāʼihā wa-ṣifātihā wa-maʻādinihā,كتاب الطيب. كتاب يوحنا ابن ماسويه في جواهر الطيب المفردة باسمائها وصفاتها ومعادنها,,,,,,
al-Shāmil fī al-baḥr al-kāmil fī al-dawr al-ʻāmil fī uṣūl al-taʻzīm wa-qawāʻid al-tanjīm,الشامل في البحر الكامل في الدور العامل في اصول التعزيم وقواعد التنجيم,,,,,,
