title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Kitāb Itḥāf al-akhiṣṣā bi-faḍāʼil al-Masjid al-Aqṣá,كتاب اتحاف الاخصا بفضائل المسجد الاقصى,,,,,,
Qunyat al-muniyah,قنية المنية,Qunyat al-munyah li-tatmīm al-ghunyah,قنية المنية لتتميم الغنية,,,,
Munabbihāt ʻalá al-istiʻdād li-yawm al-maʻād ... [etc,منبهات على الاستعداد ليوم المعاد ... الخ,,,,,,
ʻIqd al-naḍīd fī sharḥ ʻaqīdat Ibn Daqīq al-ʻĪd ... [etc,عقد النضيد في شرح عقيدة ابن دقيق العيد ... الخ,,,,,,
al-Qaṣīdah al-hamzīyah ... [etc,القصيدة الهمزية ... الخ,,,,,,
Miftāḥ al-jafr al-jāmiʻ ... [etc,مفتاح الجفر الجامع ... الخ,,,,,,
Sharḥ Risālat al-maslak al-jalī fī ḥukm shaṭḥ al-walī ... [etc,شرح رسالة المسلك الجلي في حكم شطح الولي ... الخ,,,,,,
Ḥāshiyah ʻalá sharḥ al-Dawwānī ... [etc,حاشية على شرح الدواني ... الخ,,,,,,
Sharḥ al-ʻAḍudīyah ... [etc,شرح العضدية ... الخ,,,,,,
ʻUdhr al-aʼimmah fī nuṣḥ al-ummah ... [etc,عذر الائمة في نصح الامة ... الخ,Works,اعمال,,,,
al-Awrād al-Bahāʼīyah ... [etc,الاوراد البهائية ... الخ,,,,,,
Taqrīr al-qawānīn al-mutadāwalah min ʻilm al-munāẓarah ... [etc,تقرير القوانين المتداولة من علم المناظرة ... الخ,,,,,,
Ḥāshiyah ʻalá ḥāshiyat Mīr Abī al-Fatḥ ... [etc,حاشية على حاشية مير ابي الفتح ... الخ,,,,,,
Ḥāshiyah ʻalá Ḥāshiyat Mīr Abī al-Fatḥ ... [etc,حاشية على حاشية مير ابي الفتح ... الخ,,,,,,
Sabīl al-khayrāt wa-dalīl al-saʻādāt ... [etc,سبيل الخيرات ودليل السعادات ... الخ,,,,,,
Risālah al-Ḥanafīyah ... [etc,رسالة الحنفية ... الخ,,,,,,
Sharḥ al-Mawāqif /,شرح المواقف /,,,,,,
Sharḥ Mawāqif,شرح مواقف,Sharḥ al-Mawāqif,شرح المواقف,,,,
Kitāb al-Maqāṣid fī uṣūl al-dīn,كتاب المقاصد في اصول الدين,,,,,,
Kitāb al-Lubāb min al-Iḥyāʼ /,كتاب اللباب من الاحياء /,Lubāb min al-Iḥyāʼ,لباب من الاحياء,,,,
Kitāb al-Lubāb mukhtaṣaran min Iḥyāʼ ʻulūm al-dīn /,كتاب اللباب مختصراً من احياء علوم الدين /,Lubāb min al-Iḥyāʼ,لباب من الاحياء,,,,
Sharḥ Ṭawāliʻ al-Bayḍawī,شرح طوالع البيضوي,Sharḥ Ṭawāliʻ al-anwār,شرح طوالع الانوار,,,,
Kitāb Sharḥ al-Ṭawāliʻ /,كتاب شرح الطوالع /,Sharḥ Ṭawāliʻ al-anwār,شرح طوالع الانوار,,,,
Kitāb Sharḥ Ṭawāliʻ al-Bayḍawī fī fann al-kalām /,كتاب شرح طوالع البيضوي في فن الكلام /,Sharḥ Ṭawāliʻ al-anwār,شرح طوالع الانوار,,,,
Ḥāshiyat Luṭf Allāh ibn Shujāʻ al-Dīn ... [etc.,حاشية لطف الله بن شجاع الدين,,,,,,
Taʻlīm al-mutaʻallim ṭarīq al-taʻlīm,تعليم المتعلم طريق التعليم,,,,,,
Fātiḥat al-ʻulūm /,فاتحة العلوم /,,,,,,
Kitāb Irshād al-qāṣid ilá asná al-maqāṣid /,,Irshād al-qāṣid,ارشاد القاصد,,,,
ʻAyn al-ḥayāh,عين الحياة,,,,,,
Ghāyat al-Kamāl fī afḍal al-aʻmāl /,غاية الكمال في افضل الاعمال /,,,,,,
Kitāb Ḥayāt al-ḥayawān /,كتاب حياة الحيوان /,Ḥayāt al-ḥayawān al-kubrá,حياة الحيوان الكبرى,,,,
Kitāb Talkhīṣ al-khawāṣṣ wa-bayān al-ḥikam fīhā wa-ṭarīq al-khalāṣ mustakhraj min Kitāb Ḥayāt al-ḥayawān wa-huwa mukhtaṣar min Kitāb Ḥayāt al-ḥayawān al-madhkūr lil-Shaykh al-imām al-awḥad al-ʻallāmah Kamāl al-Dīn al-Damīrī ikhtiṣār al-Shaykh al-imām al-ʻālim al-ḥāfiẓ al-awḥad aqḍá al-quḍāh Abū ʻAbd Allāh Muḥammad Badr al-Dīn Ibn Abī Bakr ibn ʻUmar al-QRshī al-Makhzūmī al-Damāmīnī al-Mālikī,كتاب تلخيص الخواص وبيان الحكم فيها وطريق الخلاص مستخرج من كتاب حياة الحيوان وهو مختصر من كتاب حياة الحيوان المذكور للشيخ الامام الاوحد العلامة كمال الدين الدميري اختصار الشيخ الامام العالم الحافظ الاوحد اقضى القضاة ابو عبد الله محمد بدر الدين ابن ابي بكر بن عمر القرشي المخزومي الدماميني المالكي,ʻAyn al-ḥayāh,عين الحياة,,,,
Kitāb al-Barāhīn al-bayyināt fī bayān ḥaqāʼiq al-ḥayawānāt / li-muʼallifihi al-ʻālim al-ʻallāmah wa-al-mudaqqiq al-fahhāmah al-shaykh Muḥammad Afandī al-Iskandarānī,كتاب البراهين البينات في بيان حقائق الحيوانات / لمؤلفه العالم العلامة والمدقق الفهامة الشيخ محمد افندي الاسكندراني,Barāhin al-bayyināt fī bayān ḥaqāʼiq al-ḥayawānāt,براهن البينات في بيان حقائق الحيوانات,,,,
Kitāb Ḥayāt al-ḥayawān al-wusṭá /,كتاب حياة الحيوان الوسطى /,Ḥayāt al-ḥayawān,حياة الحيوان,,,,
al-Arbaʻūn fī uṣūl al-dīn,الاربعين في اصول الدين,,,,,,
Tashyīd al-arkān min laysa fī al-imkān abdaʻ mimmā kān /,تشييد الاركان من ليس في الامكان ابدع مما كان /,Tashyīd al-arkān min laysa fī al-imkān abdaʻ mimmā kān,تشييد الاركان من ليس في الامكان ابدع مما كان,,,,
Kitāb al-Arbaʻīn fī uṣūl al-dīn /,كتاب الاربعن في اصول الدين /,Arbaʻūn fī uṣūl al-dīn,اربعين في اصول الدين,,,,
Nihāyat al-iqdām fī ʻilm al-kalām,,Nihāyat al-iqdām fī ʻilm al-kalām,نهاية الاقدام في علم الكلام,,,,
al-Juzʼ al-awwal min Sharḥ al-Irshād li-Imām al-Ḥaramayn /,الجزء الاول من شرح الارشاد لامام الحرمين /,Sharḥ al-Irshād li-Imām al-Ḥaramayn,شرح الارشاد لامام الحرمين,,,,
Jawāmiʻ al-ṭabīʻīyāt ... etc.,جوامع الطبيعيات,,,,,,
Mukhtaṣar al-Alwāḥ,مختصر الالواح,Alwāḥ al-ʻImādīyah,الواح العمادية,,,,
Kifāyah fī al-hidāyah lil-Ṣābūnī fī al-ʻaqāʼid,كفاية في الهداية للصابوني في العقائد,,,,,,
Mukhtaṣar uṣūl al-Dīn li-Fakhr wa-Ithbāt al-wājib lil-Khalkhālī,مختصر اصول الدين لفخر واثبات الواجب للخلخالي,,,,,,
Kitāb Adab al-dīn wa-al-dunyā /,كتاب ادب الدين والدنيا /,Adab al-dunyā wa-al-dīn,ادب الدنيا والدين,,,,
al-Arbaʻūn fī uṣūl al-dīn /; al-Arbaʻīn fī imāmat al-Ṭāhirīn / Muḥammad Ṭāhir ibn Muḥammad Ṭāhir ibn Muḥammad Ḥusayn al-Shīrāzī thumma al-Najafī,الاربعون في اصول الدين / فخر الدين الرازي,,,,,,
Nashr al-Ṭawāliʻ,نشر الطوالع,,,,,,
Sharḥ Hidāyat al-ḥikmah,شرح هداية الحكمة,,,,,,
Sharḥ Hidāyat al-ḥikmah,,,,,,,
Kitāb al-Mayāmir,كتاب الميامر,Mayāmir,ميامر,,,,
Majmūʻat mukātabāt,مجموعة مكاتبات,Works,,,,,
Mirʼāt al-ʻibrah fī ʻajāʼib al-qidrah,مرآة العبرة في عجائب القدرة,,,,,,
Ḥāwī al-mukhtaṣarāt fī al-ʻamal bi-rubʻ al-muqanṭarāt ... [etc.,حاوي المختصرات في العمل بربع المقنطرات ... الخ,,,,,,
al-Ghayth al-musajjam fī sharḥ Lāmīyat al-ʻAjam ... [etc,الغيث المسجم في شرح لامية العجم ... الخ,,,,,,
Manẓūmat al-siyar ... [etc,منظومة السير ... الخ,,,,,,
ʻAnqāʼ mughrib fī maʻrifat khatm al-awliyāʼ wa-shams al-maghrib ... [etc,عنقاء مغرب في معرفة ختم الاولاء وشمس المغرب ... الخ,,,,,,
Jāmiʻ al-faḍāʼil wa-qāmiʻ al-radhāʼil ... [etc,جامع الفضائل وقامع الرذائل ... الخ,Works,,,,,
Farāʼid al-durar ... [etc,فرائد الدرر ... الخ,,,,,,
Jawāhir al-rafīʻah fī ḥaqqīyat madhhab ahl al-sunnah wa-radd shubah al-Shīʻah ... [etc,جواهر الرفيعة في حقية مذهب اهل السنة ورد شبة الشيعة ... الخ,,,,,,
Badīʻ al-maʻānī fī sharḥ ʻAqīdat al-Shaybānī ... [etc,بديع المعاني في شرح عقيدة الشيباني ... الخ,,,,,,
Baḥr al-kalām ... [etc,بحر الكلام ... الخ,,,,,,
al-Maqṣad al-asná fī sharḥ asmāʼ Allāh al-ḥusná. ... [etc,المقصد الاسنى في شرح اسماء الله الحسنى. ... الخ,,,,,,
Muqaddimah fī maʻrifat al-ayyām wa-al-shuhūr ʻalá madd al-sinīn wa-al-duhūr ... [etc,مقدمة في معرفة الايام والشهور على مد السنين والدهور ... الخ,,,,,,
Çedavil al-muqasimah al-matarak] ... [etc,,,,,,,
Manāqib al-Shaykh Abī Bakr ibn Qiwām al-Bālisī ... [etc,مناقب الشيخ ابي بكر بن قوام البالي ... الخ,,,,,,
al-ʻAḍudīyah ... [etc,العضدية ... الخ,,,,,,
al-Asʼilah al-sabʻah wa-ajwibatuhā ... [etc,الاسئلة السبعة واجوبتها ... الخ,,,,,,
Kitāb Bayān al-aḥkām fī al-khirqah wa-al-sajjādah wa-al-aʻlām,بيان الاحكام في الخرقة والسجادة والاعلام,Bayān al-aḥkām fī al-khirqah wa-al-sajjādah wa-al-aʻlām,بيان الاحكام في الخرقة والسجادة والاعلام,,,,
Kitāb Madārij al-sālikīn ilá rusūm ṭarīq al-ʻārifīn /,كتاب مدارج السالكين الى رسوم طريق العارفين /,Madārij al-sālikīn ilá rusūm ṭarīq al-ʻārifīn,مدارج السالكين الى رسوم طريق العارفين,,,,
Kitāb Tanbīh al-mughtarrīn awākhir al-qarn al-ʻāshir taʼlīf al-Quṭb al-rabbānī sayyidī ʻAbd al-Wahhāb ibn Aḥmad ibn ʻAlī al-Shaʻrānī al-Shāfiʻī ʻafá Allāhu ʻanhu wa-naffaʻanā bi-barakātihi ʻalá mā khālafū fīhi salafuhum al-ṭāhir fī al-bāṭin wa-al-ẓāhir,كتاب تنبيه المغترين اواخر القرن العاشر تأليف القطب الرباني سيدي عبد الوهاب بن احمد بن علي الشعراني الشافعي عفى الله عنه ونفعنا ببركاته على ما خالفوا فيه سلفهم الطاهر في الباطن والظاهر,Tanbīh al-mughtarrīn fī al-qarn al-ʻāshir ʻalá mā khālafū fī-hi salafahum al-ṭāhir,تنبيه المغترين في القرن العاشر على ما خالفوا فيه سلفهم الطاهر,,,,
al-Baḥr al-mawrūd fī al-mawāthīq wa-al-ʻuhūd,البحر المورود في المواثيق والعهود,Baḥr al-mawrūd fī al-mawāthīq wa-al-ʻuhūd,بحر المورود في المواثيق والعهود,,,,
Ḥayāt al-nafs fī ḥaḍrat al-quds,حياة النفس في حضرة القدس,,,,,,
Qāʻidah fī al-ṣifāt wa-al-qadar /,قاعدة في الصفات والقدر /,ʻAqīdah al-Tadmurīyah,عقيدة التدمرية,,,,
Kitāb Rawḍat al-murīdīn /,كتاب روضة المريدين /,Rawḍat al-murīdīn,روضة المريدين,,,,
Taḥrīr al-maqāl fī ādāb wa-aḥkām wa-fawāʾid yaḥtāj ilayhā muʻaddibī al-aṭfāl /,تحرير المقال في آداب واحكام وفوائد يحتاج اليها معدبي الاطفال /,Taḥrīr al-maqāl fī adāb wa-aḥkām wa-fawāʾid yaḥtāju ilayhā muʾaddibū al-aṭfāl,تحرير المقال في اداب واحكام وفوائد يحتاج اليها مؤدبو الاطفال,,,,
Majmūʻat al-Ḥafīd,مجموعة الحفيد,Majmūʻat Ḥafīd,مجموعة حفيد,,,,
Kitāb Sulwān al-muṭāʻ fī ʻudwān al-atbāʻ /,كتاب سلوان المطاع في عدوان الاتباع /,Sulwān al-muṭāʻ fī ʻudwān al-atbāʻ,سلوان المطاع في عدوان الاتباع,,,,
Kitāb Sukkardān al-Sulṭān al-Malik al-Nāṣir Ḥasan ibn al-Malik al-Nāṣir [---] /,كتاب سكردان السلطان الملك الناصر حسن بن الملك الناصر --- /,Sukkardān al-Sulṭān,سكردان السلطان,,,,
Ḥadāʼiq aḥdāq al-azhār wa-maṣābīḥ anwār al-anwār,حدايق احداق الازهار ومصابيح انوار الانوار,,,,,,
Dīwān ḥujjat al-ʻāshiqīn wa-manhaj al-sālikīn al-ʻālim al-ʻāmil ... al-shaykh ʻUmar ibn al-Fāriḍ maʻa sharḥihi li-... ʻAbd al-Ghanī al-Nābulusī raḍiya Allāhu ʻanhumā wa-ʻan jamīʻ al-muslimīn amīn,ديوان حجة العاشقين ومنهج السالكين العالم العامل ... الشيخ عمر بن الفارض مع شرحه ل... عبد الغني النابلسي رضي الله عنهما وعن جميع المسلمين امين,Kashf al-sirr al-ghāmiḍ fī sharḥ Dīwān ibn al-Fāriḍ,كشف السر الغامض في شرح ديوان بن الفارض,,,,
Kashf al-sirr al-ghāmiḍ fī sharḥ Dīwān ibn al-Fāriḍ,كشف السر الغامض في شرح ديوان بن الفارض,,,,,,
Sharḥ al-Qaṣīdah al-tāʼīyah,شرح القصيدة التائية,,,,,,
Kitāb Ḥusn al-muḥāḍarah fī akhbār Miṣr wa-al-Qāhirah /,,,,,,,
Kitāb Hāshiyat al-Sayyid al-Sharīf,,,,,,,
Sharḥ Rubāʻīyāt mawlānā ʻAbd al-Raḥmān al-Jāmī ; Risālah-i ṣayḥah va-ṣadā ... [etc.,شرح رباعيات مولانا عبد الرحمن الجامي ؛ رساله صيحه وصدا ... الخ,Works,,,,,
Kitāb Badīʻ al-inshāʼ wa-al-ṣifāt fī al-mukātabāt wa-al-murāsalāt /,كتاب بديع الانشاء والصفات في المكاتبات والمراسلات /,,,,,,
Rawḍ al-ṭālib,روض الطالب,,,,,,
Tuḥfat al-ʻarūs,تحفة العروس,,,,,,
Asrār al-ḥurūf fī arbaʻīn asmāʼ al-ḥusná] ... [etc,اسرار الحروف في اربعين اسماء الحسنى ... الخ,,,,,,
Risālah fī asmāʼ al-rusūm al-marsūmah ʻalá al-ālah al-musammāt bi-al-asṭurlāb al-shamālī dhāt al-ṣafāʼiḥ ... [etc,رسالة في اسماء الرسوم المرسومة على الالة المسمات بالاسطرلاب الشمالي ذات الصفائح ... الخ,,,,,,
Ḥāshiyah ʻalá al-ʻAḍudīyah ... [etc,حاشية على العضدية ... الخ,,,,,,
Qabs al-anwār wa-jāmiʻ al-asrār ... [etc,قبس الانوار وجامع الاسرار ... الخ,,,,,,
Badr al-munīr fī yanbūʻ al-iksīr ... [etc,بدر المنير في ينبوع الاكسير ... الخ,,,,,,
Dawr al-aʻlá ... [etc,دور الاعلى ... الخ,,,,,,
Ashkāl al-wasāʼiṭ fī al-munḥarifāt wa-al-basāʼiṭ ... [etc,اشكال الوسائط في المنحرفات والبسائط ... الخ,,,,,,
Qarah ḥāshiyah ... [etc,قرة حاشية ... الخ,,,,,,
Adhkār al-Adhkār ... [etc,اذكار الاذكار ... الخ,,,,,,
Amr al-muḥkam al-marbūṭ fīmā yalzamu ahl ṭarīq Allāh min al-shurūṭ ... [etc,امر المحكم المربوط فيما يلزم اهل طريق الله من الشروط ... الخ,,,,,,
Wird al-mukhtār ... [etc,ورد المختار ... الخ,,,,,,
al-Durr al-aghlá bi-sharḥ al-Dawr al-aʻlá ... [etc,الدر الاغلى بشرح الدور الاعلى ... الخ,,,,,,
al-Ṭibb al-rūḥānī fī al-ʻālam al-insānī ... [etc,الطب الروحاني في العالم الانساني ... الخ,,,,,,
Fihris rasāʼil ... [etc,فهرس رسائل ... الخ,,,,,,
ʻUddat al-Ḥiṣn al-ḥaṣīn ... [etc,عدة الحصن الحصين ... الخ,,,,,,
Majmūʻah fī aḥwāl al-barzakh,,,,,,,
Baʻḍ masāʼil,,,,,,,
Collection of prayers and selections from the Qurʼan,,,,Qurʼan;Prayers,Q3697;Q798,,
al-Fuʼād al-muʻallam bi-jawdat taḥīyat Sayyid al-Aʻdam,,,,,,,
Risālah fī khawāṣṣ asmāʼ al-ḥusná,,,,,,,
Mant̤iq al-t̤ayr,,Manṭiq al-ṭayr,,,,,
Treatise on Sufism,,,,,,,
Majmūʻat al-rasāʼil al-imtiḥānīyah fī ʻulūm al-balāghah,,,,,,,
Majmūʻah fī al-qawāʻid mabnīyah ʻalá al-takhmīn,,,,,,,
Kitāb al-Fuyūḍ fī rasm al-qirāʼāt,,Fuyūḍ fī rasm al-qirāʼāt,,,,,
Nubdhah yasīrah min fatāwá /,نبذة يسيرة من فتاوى /,Fatāwá,فتاوى,,,,
al-Ādāb al-Hādawīyah wa-al-ḥikam al-Yaḥyawīyah fī al-diyānāt wa-al-uṣūl wa-ghayrihā,الاداب الهادوية والحكم اليحيوية في الديانات والاصول وغيرها,,,,,,
Kitāb Faḍāʾil ahl al-bayt,كتاب فضائل اهل البيت,Faḍāʾil ahl al-bayt,فضائل اهل البيت,,,,
Kitāb al-Mubtadaʼāt fī khalq al-araḍīn wa-al-samawāt wa-aḥwāl al-nabīyīn wa-al-mursalīn /,كتاب المبتدات في خلق الارضين والسموات واحوال النبيين والمرسلين /,Qiṣaṣ al-anbīyāʼ,قصص الانبياء,,,,
Kitāb Taysīr al-maṭālib,كتاب تيسير المطالب,,,,,,
Kitāb Taysīr al-maṭālib fī asrār al-ḥurūf /,كتاب تيسير المطالب في اسرار الحروف /,,,,,,
Nūr al-lumʻah fī khuṣūṣīyat yawm al-Jumʻah; Sharḥ al-ṣudūr bi-sharḥ ḥāl al-mawt wa-al-qubūr,نور اللمعة في خصوصية يوم الجمعة ؛,,,,,,
Alfāẓ al-kufr. Fiqh Kaydānī ... [etc.,الفاظ الكفر. فقه كيداني,,,,,,
Kitāb ʻAwārif al-maʻārif /,كتاب عوارف المعارف /,ʻAwārif al-maʻārif,عوارف المعارف,,,,
Kitāb Tahdhīb al-asmāʼ wa-al-lughāt /,كتاب تهذيب الاسماء واللغات /,Tahdhīb al-asmāʼ wa-al-lughāt,تهذيب الاسماء واللغات,,,,
al-Thānī min Tahdhīb al-asmāʼ wa-al-lughāt,الثاني من تهذيب الاسماء واللغات,Tahdhīb al-asmāʼ wa-al-lughāt,تهذيب الاسماء واللغات,,,,
Kitāb al-maʻrifah /,كتاب المعرفة /,,,,,,
Hādhā Kitāb Īḍāḥ al-dalālāt fī samāʻ al-ālāt /,هذا كتاب ايضاح الدلالات في سماع الآلات /,Īḍāḥ al-dalālāt fī samāʻ al-ālāt,ايضاح الدلالات في سماع الآلات,,,,
Kitāb Faraḥ al-asmāʻ bi-rukhṣ al-samāʻ/,كتاب فرح الاسماع برخص السماع/,Faraḥ al-asmāʻ bi-rukhṣ al-samāʻ,فرح الاسماع برخص السماع,,,,
Hādhā Kitāb Sharḥ Ḥikam Ibn ʻAṭāʼ Allāh al-[I]skandarī li-Mawlānā al-ʻAllāmah al-mutqan al-muftann Sayyidī Muḥammad ibn Ibrāhīm ibn ʻAbbād al-Nafzāwī al-Rundī ...,هذا كتاب شرح حكم ابن عطاء الله السكندري لمولانا العلامة المتقن المفتن سيدي محمد بن ابراهيم بن عباد النفزاوي الرندي ...,Sharḥ al-Ḥikam al-ʻAṭāʼīyah,شرح الحكم العطائية,,,,
Sharḥ al-Ḥikam al-ʻAṭāʼīyah,شرح الحكم العطائية,,,,,,
Kitāb Sharḥ al-Ḥikam al-ʻAṭāʼīyah /,كتاب شرح الحكم العطائية /,Sharḥ al-Ḥikam al-ʻAṭāʼīyah,شرح الحكم العطائية,,,,
Ḥāshiyat al-Tajrīd /,حاشية التجريد /,Ḥāshiyah ʻalá Sharḥ al-Iṣfahānī,حاشية على شرح الاصفهاني,,,,
Kitāb al-Iʻlām bi-qawāṭiʻ al-Islām /,كتاب الاعلام بقواطع الاسلام /,Iʻlām bi-qawāṭiʻ al-Islām,اعلام بقواطع الاسلام,,,,
Sharḥ al-Hidāyah,,Sharḥ Hidāyat al-ḥikmah,شرح هداية الحكمة,,,,
Kitāb fīhi al-Radd ʻalá al-zanādiqah wa-al-Jahmīyah /,كتاب فيه الرد على الزنادقة والجهمية /,Radd ʻalá al-zanādiqah wa-al-Jahmīyah,رد على الزنادقة والجهمية,,,,
Kitāb al-Maqāṣid /,كتاب المقاصد /,Maqāṣid al-falāsifah,مقاصد الفلاسفة,,,,
Ḥikmat al-ʻārif bi-wajhi yanfaʻu li-masʼalat Laysa fī al-imkān abdaʻ /,حكمة العارف بوجه ينفع لمسألة ليس في الامكان ابدع /,,,,,,
Kitāb al-maʻārif fī sharḥ al-Ṣaḥāʼif,كتاب المعارف في شرح الصحائف,Sharḥ al-Ṣaḥāʼif,,,,,
al-Ajwibah al-fākhirah ʻan al-asʼilah al-fājirah,الاجوبة الفاخرة عن الاسئلة الفاجرة,,,,,,
Iqtiḍāʼ al-ṣirāṭ al-mustaqīm wa-mukhālafat aṣḥāb al-jaḥīm,اقتضاء الصراط المستقيم ومخالفة اصحاب الجحيم,,,,,,
Iqtiḍāʼ al-ṣirāṭ al-mustaqīm fī mukhālafat ahl al-jaḥīm /,اقتضاء الصراط المستقيم في مخالفة اهل الجحيم /,,,,,,
al-Ṣawāʼiq,الصوائق,,,,,,
Nashwat al-mudām fī al-ʻawd ilá Madīnat al-Salām,نشوة المدام في العود الى مدينة السلام,,,,,,
Sharḥ al-Qūshjī ʻalá Tajrīd al-ʻaqāʻid lil-Ṭūsī,شرح القوشجي على تجريد العقاعد للطوسي,Sharḥ al-Qūshjī ʻalá Tajrīd al-ʻaqāʻid lil-Ṭūsī,,,,,
Kitāb Sharḥ Tajrīd al-ʻaqāʻid,كتاب شرح تجريد العقاعد,Sharḥ al-Qūshjī ʻalá Tajrīd al-ʻaqāʻid lil-Ṭūsī,شرح القوشجي على تجريد العقاعد للطوسي,,,,
Sharḥ al-Tajrīd /,شرح التجريد /,Sharḥ al-Qūshjī ʻalá Tajrīd al-ʻaqāʻid lil-Ṭūsī,شرح القوشجي على تجريد العقاعد للطوسي,,,,
Kitāb al-asʼilah al-sabʻah ; Shadd al-athwāb fī sadd al-abwāb ... [etc.,كتاب الاسئلة السبعة ؛ شد الاثواب في سد الابواب,Selections,,,,,
Sharḥ Ḥikmat al-ʻayn,شرح حكمة العين,,,,,,
Kitāb Mubārakʹshāh ʻalá Ḥikmat-i ʻayn. Ḥāshiyat Mīrzā Jān ʻalá Sharḥ Ḥikmat al-ʻayn,كتاب مباركشاه على حكمت عين. حاشية ميرزا جان على شرح حكمة العين,,,,,,
Ḥāshiyat al-Mawlá Mīrzā Jān ʻalá al-Ḥawāshī al-Sharīfīyah ʻalá Sharḥ al-mawlá al-muḥaqqiq Mubārak Shāh al-manṭiqī al-Bukhārī. Sharḥ al-Mawlá Mubārak Shāh al-Bukhārī ʻalá Ḥikmat al-ʻayn,حاشية المولى ميرزا جان على الحواشي الشريفية على شرح المولى المحقق مبارك شاه المنطقي البخاري. شرح المولى مبارك شاه البخاري على حكمة العين,,,,,,
Kitāb al-Nuqāyah maʻa sharḥihi Itmām al-Dirāyah /,كتاب النقاية مع شرحه اتمام الدراية /,Nuqāyah,نقاية,,,,
Kitāb Itmām al-dirāyah li-qurrāʼ al-Nuqāyah ... [etc.] /,كتاب اتمام الدراية لقراء النقاية ... /,Itmām al-dirāyah li-qurrāʼ al-Nuqāyah,اتمام الدراية لقراء النقاية,,,,
Itmām al-dirāyah li-qirāʼat al-Nuqāyah,اتمام الدراية لقراءة النقاية,Itmām al-dirāyah li-qurrāʼ al-Nuqāyah,اتمام الدراية لقراء النقاية,,,,
Rasāʼil al-Suyūṭī,رسائل السيوطي,,,,,,
Jamʻ al-Jawāmiʻ,جمع الجوامع,Jāmiʻ al-kabīr,جمع الجوامع,,,,
Mawāqiʻ al-nujūm wa-maṭāliʻ ahillat al-asrār wa-al-ʻulūm /,مواقع النجوم ومطالع اهلة الاسرار والعلوم /,,,,,,
Kitāb Laṭāʼif al-minan fī manāqib al-Shaykh Abū al-ʻAbbās al-Mursī al-Shādhilī,كتاب لطائف المنن في مناقب الشيخ ابو العباس المرسي الشاذلي,Laṭāʼif al-minan,لطائف المنن,,,,
Hādhā kitāb mawāqiʻ al-nujūm /,هذا كتاب مواقع النجوم /,Mawāqiʻ al-nujūm wa-maṭāliʻ ahillat al-asrār wa-al-ʻulūm,مواقع النجوم ومطالع اهلة الاسرار والعلوم,,,,
Kitāb Laṭāʼif al-minan fī tarjamat Sayyidī Abī al-ʻAbbās al-Mursī wa-shaykhihi Abī al-Ḥasan /,كتاب لطائف المنن في ترجمة سيدي ابي العباس المرسي وشيخه ابي الحسن /,Laṭāʼif al-minan,لطائف المنن,,,,
Kitab-i fütüvvet,كتاب فتوة,,,,,,
Tuḥfat al-ʻarūs wa-nuzʹhat al-nufūs /,تحفة العروس ونزهة النفوس /,,,,,,
Mukhtaṣar Gharīb al-ḥadīth,مختصر غريب الحديث,Gharīb al-ḥadīth,غريب الحديث,,,,
Hādhā al-Jawāb al-musammá bi-al-Ṣirāṭ al-mustaqīm /,هذا الجواب المسمى بالصراط المستقيم /,Ṣirāṭ al-mustaqīm,صراط المستقيم,,,,
Kitāb Shumūs al-anwār wa-kunūz al-asrār /,كتاب شموس الانوار وكنوز الاسرار /,Shumūs al-anwār,شموس الانوار,,,,
Sharḥ Maqāmāt al-Ḥarīrī /,شرح مقامات الحريري /,,,,,,
Kitāb al-Insān al-kāmil fī maʻrifat al-awākhir wa-al-awāʼil /,كتاب الانسان الكامل في معرفة الاواخر والاوائل /,Insān al-kāmil fī maʻrifat al-awākhir wa-al-awāʼil,انسان الكامل في معرفة الاواخر والاوائل,,,,
Ḥāshiyah-ʼi Jalāl-i Dawwānī ʻalá Sharḥ al-Tajrīd li-ʻAlī al-Qushjī,حاشيه جلال دواني على شرح التجريد لعلي القشجي,Ḥāshīyah al-qadīmah al-Jalālīyah,حاشية القديمة الجلالية,,,,
Khulāṣat al-ḥaqāʼiq fī anwāʻ al-ʻulūm wa-al-daqāʼiq,خلاصة الحقائق في انواع العلوم والدقائق,Khāliṣat al-ḥaqāʼiq,خالصة الحقائق,,,,
Khāliṣat al-ḥaqāʼiq /,خالصة الحقائق /,,,,,,
Kitāb al-ʻUmr wa-al-shayb /,كتاب العمر والشيب /,ʻUmr wa-al-shayb,عمر والشيب,,,,
Kitāb Nukhbat al-akhbār fī manāqib ʻalam al-diyār /,كتاب نخبة الاخبار في مناقب علم الديار /,,,,,,
Nukhbat al-akhbār fī manāqib ʻalam al-diyār /,نخبة الاخبار في مناقب علم الديار /,,,,,,
Muntahá al-ʻibārāt fī baʻḍ mā li-shaykhī min al-manāqib wa-al-karāmāt,منتهى العبارات في بعض ما لشيخي من المناقب والكرامات,,,,,,
al-Awwal min Ibrāz al-maʻānī min ḥirz al-amānī /,الاول من ابراز المعاني من حرز الاماني /,Ibrāz al-maʻānī min Ḥirz al-amānī,ابراز المعاني من حرز الاماني,,,,
Kitāb al-Kāfī fī al-ʻaqd al-ṣāfī ; al-Qusṭās al-mustaqīm ... [etc.,,,,,,,
