row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
1,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-23T13:25:49.560746300Z | PLACE RECON, STEP 3: START RECON 2025-12-23T13:26:10.838868600Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-23T13:36:10.812576800Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-23T13:36:46.399258700Z",Ṣaydā,Sidon,http://vocab.getty.edu/tgn/7002861,,,,
2,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-23T13:25:49.560746300Z | PLACE RECON, STEP 3: START RECON 2025-12-23T13:26:10.838868600Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-23T13:36:10.812576800Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-23T13:36:46.399258700Z",betweeen 1700 and 1725,,,,,,
3,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-23T13:25:49.560746300Z | PLACE RECON, STEP 3: START RECON 2025-12-23T13:26:10.838868600Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-23T13:36:10.812576800Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-23T13:36:46.399258700Z",Egypt,,,,Egypt,http://vocab.getty.edu/tgn/7016833,Q3086
4,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-23T13:25:49.560746300Z | PLACE RECON, STEP 3: START RECON 2025-12-23T13:26:10.838868600Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-23T13:36:10.812576800Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-23T13:36:46.399258700Z",between 15--? and 16--?,,,,,,
5,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-23T13:25:49.560746300Z | PLACE RECON, STEP 3: START RECON 2025-12-23T13:26:10.838868600Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-23T13:36:10.812576800Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-23T13:36:46.399258700Z",Dayr al-Qamar,,,,,,
6,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-23T13:25:49.560746300Z | PLACE RECON, STEP 3: START RECON 2025-12-23T13:26:10.838868600Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-23T13:36:10.812576800Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-23T13:36:46.399258700Z",Egypt?,,,,Egypt,http://vocab.getty.edu/tgn/7016833,Q3086
7,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-23T13:25:49.560746300Z | PLACE RECON, STEP 3: START RECON 2025-12-23T13:26:10.838868600Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-23T13:36:10.812576800Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-23T13:36:46.399258700Z",Yemen,,,,Yemen,http://vocab.getty.edu/tgn/7000261,Q2825
8,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-23T13:25:49.560746300Z | PLACE RECON, STEP 3: START RECON 2025-12-23T13:26:10.838868600Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-23T13:36:10.812576800Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-23T13:36:46.399258700Z",Lebanon?,,,,Lebanon,http://vocab.getty.edu/tgn/1000126,Q11611
9,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-23T13:25:49.560746300Z | PLACE RECON, STEP 3: START RECON 2025-12-23T13:26:10.838868600Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-23T13:36:10.812576800Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-23T13:36:46.399258700Z",,,,,,,
10,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2025-12-23T13:25:49.560746300Z | PLACE RECON, STEP 3: START RECON 2025-12-23T13:26:10.838868600Z | PLACE RECON, STEP 4: ADD LABELS AND IDs 2025-12-23T13:36:10.812576800Z | PLACE RECON, STEP 6: ADD DS QIDs & FINALIZE 2025-12-23T13:36:46.399258700Z",Kashmīr,,,,Kashmir,http://vocab.getty.edu/tgn/7029388,Q18345
