ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,amremm,Q1546191,Western Michigan University,99509918732402436,WMU MS 128,https://primo-pmtna01.hosted.exlibrisgroup.com/permalink/f/4dvb3u/01WMU_ALMA21346751050002436,https://luna.library.wmich.edu/luna/servlet/iiif/m/WMUwmu~77~77~1222576~160283/manifest,Netherlands,http://vocab.getty.edu/tgn/7016845,Netherlands,1755,1755,18,http://vocab.getty.edu/aat/300404512,,"","",Dutch calligraphic aphorism,"",Dutch calligraphic aphorism,Sayings,http://id.worldcat.org/fast/1920779,Sayings,"Calligraphy--Netherlands--18th century|Manuscripts, Dutch--Michigan--Kalamazoo|Aphorisms and apothegms|Watermarks",http://id.worldcat.org/fast/844368;http://id.worldcat.org/fast/1204034;http://id.worldcat.org/fast/904058|http://id.worldcat.org/fast/1008323;http://id.worldcat.org/fast/1204469|http://id.worldcat.org/fast/811330|http://id.worldcat.org/fast/1172695,"Calligraphy;Netherlands;Eighteenth century|Manuscripts, Dutch;Michigan--Kalamazoo|Aphorisms and apothegms|Watermarks","","","","","","","","","","","","","","","","","","",,,,,,,Dutch,Q7411,Dutch,"","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,"Extent: 1 sheet : paper, 373 x 473 mm","Title supplied by cataloger.|Religious quotation or aphorism, in Dutch, from an unknown author regarding perseverance in the Christian life.|Laid paper, single sheet; watermark of L.V. Gerrevink (Churchill, no. 318). 373 x 473 mm. Written in an affected cursive script. Housed in an archival barrier board frame, 445 x 550 mm; visible one side only.|Produced in Holland (based on watermark) and dated May 2, 1755. Signed by ""P.V. Winter."" Related to MS 129. Purchased by Barry Scott in the 1980s. Purchased by Special Collections, Western Michigan University Libraries from Barry Scott, in 2001.",,2024-02-01 16:05:28 -0500,2023-10-17,20231214-wmu-marcxml.xml
