ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution_ds_qid,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_ds_qid,production_date_as_recorded,production_date,century,century_aat,dated,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_agr,standard_title_ds_qid,genre_as_recorded,genre_ds_qid,subject_as_recorded,subject_ds_qid,author_as_recorded,author_as_recorded_agr,author_ds_qid,artist_as_recorded,artist_as_recorded_agr,artist_ds_qid,scribe_as_recorded,scribe_as_recorded_agr,scribe_ds_qid,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent_ds_qid,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner_ds_qid,language_as_recorded,language_ds_qid,material_as_recorded,material_ds_qid,physical_description,note,acknowledgments,data_processed_at,data_source_modified,source_file
,"","",marc-xml,"",Q110503,Pepperdine University,on1572973243,BM657.T6,https://pepperdine.on.worldcat.org/oclc/1572973243,"",Place of publication unknown,Q650,date of publication unknown,"",,,false,Manuscript Torah scroll,"",Sefer ha-Torah,"",Q42434,"","","Bible. Pentateuch--Manuscripts, Hebrew|Bible. Pentateuch.--Hebrew|Bible. Pentateuque--Manuscrits hébraïques|Bible. Pentateuch|Torah scrolls (Jewish law)|Manuscripts, Hebrew|Manuscrits hébraïques|Manuscripts, Hebrew|Torah scrolls (Jewish law)",Q7949;Q150|Q7949;Q38720|Q7949;Q150|Q7949|Q74999|Q150|Q150|Q150|Q74999,"","","","","","","","","","","","","","","",heb,Q117,parchment,Q33,Extent: 1 roll : parchment 46 cm x 2134 cm [21.3 m,Title supplied by cataloger.|Manuscript Torah scroll housed in a red velvet mantle. Mantle features gold-thread embroidery depicting floral design and lions flanking a tablet inscribed with Hebrew letters. Includes decorative metallic fringe and sequin accents. Mounted on carved wooden rollers.,"",2026-03-25 09:16:10 -0400,20260213,20260216-pepperdine-marc.xml
,"","",marc-xml,amremm,Q110503,Pepperdine University,on1294314294,ML3082.T449 1442,https://pepperdine.on.worldcat.org/oclc/1294314294,"","Valencia, Spain?",Q1298;Q129,1442,1430,15,http://vocab.getty.edu/aat/300404465,false,"Text of the Gregorian chant, Spain, 1442","","","",Q7862,"","",Gregorian chants--Europe--15th century|Chant grégorien--Europe--15e siècle|Gregorian chants|Europe|1400-1499,Q3070;Q4878;Q154|Q3070;Q4878;Q154|Q3070|Q4878|Q154,"","","","","","","","","","","","","","","",Latin,Q113,parchment ; 153 x 216 mm,Q33,Extent: 1 leaf (4 pages) : parchment ; 153 x 216 mm.,"Title derived by cataloger.|""Library of S. S. Slotkin""--note written in margins on first page of manuscript. Stanley S. Slotkin was a Los Angeles businessman and rare book collector, who donated leaves from rare books to local historical and cultural institutions.","",2026-03-25 09:16:10 -0400,20240316,20260216-pepperdine-marc.xml
,"","",marc-xml,"",Q110503,Pepperdine University,on1572256814,M2148.L1S7,https://pepperdine.on.worldcat.org/oclc/1572256814,"","Valencia, Spain",Q1298;Q129,15th or 16th century,1400^1600,15;16,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510,false,Valencia gradual single leaf,"","","",Q1121,Illuminations,Q225,"Catholic Church--Liturgy--Texts--Illustrations|Catholic Church|Illumination of books and manuscripts, Renaissance--Spain|Graduals (Chants)--Spain|Graduels (Musique)--Espagne|Graduals (Chants)|Illumination of books and manuscripts, Renaissance|Liturgics--Texts",Q310;Q207;Q3066;Q294|Q310|Q48375;Q343|Q4137;Q343|Q4137;Q343|Q4137|Q48375|Q48418,Catholic Church,"",Q425,"","","","","","","","","","","","",Latin,Q113,"parchment, illustrations",Q33,"Extent: 1 detached leaf (from a gradual) : parchment, illustrations ; 521 x 695 mm","Ms. leaf.|Title supplied by cataloger.|A 15th or 16th century manuscript parchment leaf from a Spanish gradual; script is rotunda in black ink with rubrication in red.|Layout: faint vertical lead lines ; textblock: 362 x 572 mm.|Decoration: One leaf with pen flourished border; square musical notation on 4-line red staff (staff height: 63 mm.).|""LXXVI"" written in red ink in upper right-hand corner of recto.|Recto transcribed as: ""...sunt a domino, quos redemit de manu inimici de regionibus congregavit."" Verso is transcribed as: ""eos. Alleluya V. Surre xit domin' et occur...""","",2026-03-25 09:16:10 -0400,20260212,20260216-pepperdine-marc.xml
,"","",marc-xml,rda,Q110503,Pepperdine University,on1573056635,Ege 2,https://pepperdine.on.worldcat.org/oclc/1573056635,"",France,Q122,1240,1240,13,http://vocab.getty.edu/aat/300404505,false,Miniature manuscript Bible leaf,"","","",Q661,manuscripts (documents),Q10789,"Manuscripts, Latin (Medieval and modern)",Q10783,"","","","","","","","","","","","","Ege, Otto F","",Q808,lat,Q113,parchment,Q33,Extent: 1 fol : parchment ; 195 x 125 mm,"Manuscript.|Otto F. Ege 1888-1951.|MS Ege 2.|Typical Ege label, ""Leaf from a Miniature Manuscript Bible: circa 1240 A.D. The Latin Vulgate version, usually attributed to St. Jerome, is here executed in angular Gothic script, eleven lines to the inch, on finest vellum. These small portable Bibles were produced in great numbers by the Dominicans (1250-1275) in the early days of the Sorbonne. It has been calculated that in the year 1250, it would have taken the earnings of a day laborer for fifteen years to purchase a manuscript Bible of this type.""","",2026-03-25 09:16:10 -0400,20260213,20260216-pepperdine-marc.xml
,"","",marc-xml,rda,Q110503,Pepperdine University,on1573055307,Ege 1,https://pepperdine.on.worldcat.org/oclc/1573055307,"",Armenia,Q791,1671.,1671,17,http://vocab.getty.edu/aat/300404511,false,Armenian manuscript Bible leaf,"","","",Q661,manuscripts (documents)|detached leaves,Q10789|Q2954,"Manuscripts, Armenian",Q2964,"","","","","","","","","","","","","Ege, Otto F","",Q808,arm,Q792,paper,Q31,Extent: 1 fol : paper ; 381 x 250 mm,"Manuscript.|Single leaf.|Otto F. Ege (1888-1951).|Title devised by cataloger.|MS Ege 1.|Layout: Written in 2 columns of 33 lines; ruled in red and drypoint.|Foliation ""236"" in light purple ink on recto, first line, between columns.|Typical Ege label, ""Leaf from an Armenian Manuscript Bible 1121 A.D. Fifth century translation by Mesrop written in the Haikian alphabet of thirty-eight characters (Iron writing) on early paper of the Near East. The Monophysitic doctrine and many other ""heresies"" in the Armenian translation were a source of continual controversy with Greek and Roman churches.""|Ege had marked the manuscript on its sleeve as if it were from 1121 A.D.","",2026-03-25 09:16:10 -0400,20260213,20260216-pepperdine-marc.xml
,"","",marc-xml,rda,Q110503,Pepperdine University,on1573359699,Ege 3,https://pepperdine.on.worldcat.org/oclc/1573359699,"",France,Q122,1310,1310,14,http://vocab.getty.edu/aat/300404506,false,Paris manuscript Bible leaf,"","","",Q661,manuscripts (documents),Q10789,"Manuscripts, Latin (Medieval and modern)",Q10783,"","","","","","","","","","","","","Ege, Otto F","",Q808,lat,Q113,parchment,Q33,Extent: 1 fol : parchment ; 190 x 125 mm,"Manuscript.|Otto F. Ege 1888-1951.|MS Ege 3.|Typical Ege label, ""Leaf from a Paris Manuscript Bible: circa 1310 A.D. Latin Vulgate version written in Gothic script, seven lines to the inch, on fine vellum. The calligraphy and ornamentation on this page deserve close inspection. this form of writing is in marked contrast to the minute, much abbreviated and angular text of the preceding century.""","",2026-03-25 09:16:10 -0400,20260216,20260216-pepperdine-marc.xml
,"","",marc-xml,amremm,Q110503,Pepperdine University,on1285975530,CS429.G46,https://pepperdine.on.worldcat.org/oclc/1285975530,"",England,Q133,between 1590 and 1600,1590^1600,16,http://vocab.getty.edu/aat/300404510,false,"The Genealogie Royall and lineall discent of all the Kinges and Queenes of England since the Conquest together with their issue, unto the most happie and blessed raigne of Queene Elizabeth of ever blessed memorie; truly collected out of the best, and most authentique authors whatsoever","","","",Q4350,"","",Kings and rulers--Genealogy--16th century|Kings and rulers--Genealogy--17th century|Armorial bindings--England--16th century|Armorial bindings--England--17th century|Heraldry--England--16th century|Heraldry--England--17th century|Rois et souverains--Généalogies--16e siècle|Rois et souverains--Généalogies--17e siècle|Reliures armoriées--Angleterre--16e siècle|Reliures armoriées--Angleterre--17e siècle|Héraldique--Angleterre--16e siècle|Héraldique--Angleterre--17e siècle|Armorial bindings|Heraldry|Kings and rulers--Genealogy|England|1500-1699,Q8333;Q335|Q8333;Q2771|Q110761;Q320;Q335|Q110761;Q320;Q2771|Q4275;Q320;Q335|Q4275;Q320;Q2771|Q8333;Q335|Q8333;Q2771|Q110761;Q320;Q335|Q110761;Q320;Q2771|Q4275;Q320;Q335|Q4275;Q320;Q2771|Q110761|Q4275|Q8333|Q320|Q335;Q2771,"","","","","","","","","","","","","","","",English,Q109,"paper, ill.",Q31,"Extent: 98 leaves : paper, ill. ; 430 x 280 mm","Ms. leaves|Title derived from first leaf.|49 ff., preceded by 3 paper flyleaves, apparently complete.|Collation i¹⁶, ii⁸, iii⁸, iv⁸, v⁸, vi² (with ii used as lower pastedown).|On paper. Watermark as found in Briquet, no. 2291, ""Ecartélé au 1 à la Tour, au 2 à l'aigle, aux 3 et 4 au lion, et brochant sur le tout, l'écu d'Autriche."" Paper from the Netherlands, Utrecht, 1592-1594; Amsterdam, 1592-1596; Rotterdam, 1596; Bruxelles, 1601. Watermarks of first three flyleaves differ, close to Briquet 13152, ""Raisin et initiales"", Lyon (1563-1564); Bretagne, 1580; Narbonne, 1580-1596, hence French paper stock).|No foliation or catchwords, written in a bastard Secretary bookhand, in brown ink, justification in double horizontal and double vertical lines in pale pink (only some leaves, most leaves with no justification). Opening words in a larger display script, title copied between lines traced in bright red, numerous illuminated heraldic shields on every page (except blanks), all finely painted in bright colors, explanatory captions referring to heraldic shields copied in roundels lined in green paint, marital alliances between spouses are sometimes indicated by stylized arms shaking hands (ff. 1, 8, 8v, 9v, 13v), some shields left unfinished (e.g. f. 10), two paper flaps, one pasted, the other pinned on f. 14v correcting an erroneous roundel.|Bound in contemporary full limp vellum, smooth spine (with faded inscription in brown ink: "" ... et armes regum et reginarum angliae ..."" (Binding stained and worn, parchment lifting at top of spine; some staining and soiling to paper, but generally in clean condition; important water stain generally simply affecting upper portion of flyleaves).|Copied in England, but on paper imported from the Netherlands. The script, linguistic features, and content all point towards an English production for these Rolls of Arms. The dating of the manuscript is suggested also by the presence of a last page (f. 10) in the first ""Genealogie Royall and Descent ..."" dedicated to Elizabeth I, Queen of England (1558-1603), apparently the reigning monarch when this manuscript was copied. The unfinished aspect of the shields surrounding the main arms of Elizabeth suggests that the entire manuscript was probably copied during the reign of the Queen, likely circa 1600, just before the end of her reign (a much earlier origin is impossible because of watermarks and general style of script). Had the present manuscript been copied later, it is likely a page would have been reserved and announced for James I, King of England, Scotland and Ireland as of 1603 until 1625. Indeed there are a few blanks after Elizabeth left aside, but no shield for Elizabeth's successor|Inscription in brown ink on the upper pastedown, reads: ""G. Edwards. 1753.""|European Continental Collection.|More information can be found at: https://www.textmanuscripts.com/medieval/genealogie-royal-england-60882","",2026-03-25 09:16:10 -0400,20231213,20260216-pepperdine-marc.xml
,"","",marc-xml,dcrmm,Q110503,Pepperdine University,on1277087026,M2147.H563 1572,https://pepperdine.on.worldcat.org/oclc/1277087026,https://iiif.quartexcollections.com/pepperdine/iiif/8ed180e9-9d1e-4ca4-98ea-f6c4e16d1cae/manifest,"Seville, Spain",Q3102;Q129,1572.,1572,16,http://vocab.getty.edu/aat/300404510,true,"Untitled Franciscan antiphonal, 1572, with additions from 1662 and 1798] /","","","",Q654,antiphonaries|Manuscripts|Antiphons (Music)|Antiphonaries (Service books)|Antiphonaries (Service books)|Antiphons (Music)|Antiphonaires|Antiennes,Q6845|Q331|Q38426|Q4297|Q4297|Q38426|Q4297|Q38426,Antiphonaries--Spain--Seville--Manuscripts|Antiphonaires--Espagne--Séville--Manuscrits|Antiphonaries|Spain--Seville,Q4306;Q39028;Q38609|Q4306;Q39028;Q38609|Q4306|Q39028,"","","","","","","","","","","","","","","",Text in Latin,Q113,parchment,Q33,Extent: 1 choir book (162 p.) : parchment ; 49 x 32 cm,"First page has inscription that reads: ""Hic est sanctorale secundumconsuetudinem ordinis fra[trum] franciscus. In festo sancti Andre ad vesperas a.,"" followed by statement of responsibility. Translates roughly to: ""This is the sanctuary, according to the custom of the order of Brother Francis. On the feast of St. Andre in the evenings a.""|Page numbers appear only on right-sided pages.|Black, blue, red and gold ink.|Pastedown leaf from the 17th-century manuscript also used as the back pastedown.|First leaf folded in half length-wise and pasted down on the original pastedown; with another paper leaf pasted on the verso of the second leaf.|18th-century foliation, 1-163 (including the missing f. 56 in the count), missing two leaves.|Includes index, added on front pastedown in 1798.|Signature: i-vi8vii2viii8[-6, f. 56, with loss of text] ix-x8xi3 [beginning f. 75, added leaves] xii4xiii8[-1, before f. 82, with loss of text] xiv6xv-xvii8 xviii8[-7, one leaf following f. 124, cancelled no loss] xix8xx8[-8, one leaf following f. 140, cancelled with no loss of text] xxi3xxii4xxiii2xxiv4 [quires 25-28, ff. 154-163v, are added leaves]: xxv2xxvi4xxvii2xxviii2)|Ruled in lead with the top and bottom horizontal rules full across, double full-length vertical bounding lines. Written in a large formal rounded liturgical gothic script, square musical notation on red five-line staves, red rubrics, numerous decorative cadel initials (equivalent to one-line of text and a stave). Numerous large red or blue initials with very refined pen work in the opposite color in the distinctive Spanish style.|Decorative frontispiece with a large 122 mm.-high parted red and blue initial with decorative infilling of vine scrolls, flowers, and leaves (in white with shading) and pen work in red and blue, and an 'L'-shaped pen work border extending the full length of the outer and lower margins, with a circular medallion in the middle with a coat of arms (possibly added, not the Ribera family arms), added leaves from at least two different manuscripts 154v-163v: some with astonishingly large script and a rastrum of 77 mm.: [1] and with large gold decorative initials in colors, with green and pink flowers and fruit, in silver frames, and [2] ff. 156, 156v; ff. 158,160, 162v [and also inside front and back covers], red initials, with vines and birds on a stippled purple background, ff. 140v and 118v are trimmed with some loss in the outer margin, spotting and thumbing (lower outer corners consistently dirty), occasional wax stains, several marginal defects with old patches, and other folios, slight rubbing to text in places, some text sections painted over and revised, three lines of text rewritten on a white gesso, lower margin of ff. 54-55, 58v patched and partially re-written.|Massive early binding of brown leather over heavy wooden boards, dating from 1798 with seven brass fittings on each board (brass corner pieces, two on fore edge, and large center ornament with a cross and an arm, remnants of two clasps and straps (fastened front to back), spine with six raised bands, remarkable short decoratively-shaped metal rod with three ribbon place markers sewn into the vellum repair at the top of spine, inner covers with vellum from another liturgical manuscript, binding somewhat rubbed and worn, head of spine with early vellum repair, some splits and flaws restored, inner hinges cracked, but holding, spine cracking along back board.|Title derived by cataloger.|Made for an Andalusian noblewoman of the Ribera family, a Franciscan Abbess, Catalinade Ribera, signed by the scribe Alonso Ruiz in 1572. Catalina's convent is not mentioned, but two of the oldest convents in Seville were founded especially for the daughters of the nobility, and are likely possibilities: Santa Clara, founded in 1289 by King Sancho IV of Castille, and Santa Inés, founded in 1376. Our Catalina de Ribera was almost certainly was a descendant of Catalina de Ribera (d.1505), benefactor of Seville, founder of the Hospital de las Cinco Llagas, and patron of the arts. Our manuscript was used for centuries and underwent several major revisions, inparticular in 1798 when the volume was rebound, foliated, an index was added on a paper sheet, now glued to the verso of the second flyleaf, and changes were made to the text, including the addition of leaves, as described here in a detailed note at the end ofthe index: ""Se en quaderno este libro el año de 1798 siendo Abb[addes] tercera vez la RaM. S. Antonia Morales, y Vicaria de Choro, la M. S. Maria Dolores Cordero, quien locosteo: y lo compuso, y se le añadieron algunos officious, el P. F. Antonio de Cordova, Predicador, y Vicario de Choro Jub[ilado] en el Conv[ento] Casa Grande de N.S.P.S.Fran[cisco] de Sevilla"" (This book was bound in the year 1798, when the Abbess for the third time was the Reverend Mother Superior Antonia Morales, and Vicar of the Choir, the Mother Superior Maria Dolores Cordero, who paid for it; and it was made with some added offices, by the Franciscan Father Antonio de Cordova, Preacher and former Vicar of the Choir in the Convent of the Casa Grande de N.S.P.S. Francisco de Sevilla."" The added Offices mentioned above are almost certainly those found on ff. 74v-81v where the original leaves and initials were scraped off, and new, revised text was added.Ten leaves were also added at the end of the volume, perhaps at this time; these leaves are from two sources, a Choir Book dated 1662, also used for the front pastedown, where an inscription was copied within the frame of the initial, mentioning Margarita de la Vega with the date 1662, and another much larger book. Two nuns are named, the Abbess, Antonia Morales, and the choir director, Maria Dolores Cordero; the Friar mentioned here, Antonio de Cordovo is described as a preacher and former choir director of the Casa Grande Convent of St. Francis, the most important Franciscan foundation in Seville, evidence of the role the Friars played in the life of these Clarissan nuns. Belonged to Antonio Capucho, small engraved bookplate pasted on f. ii verso, with an engraved date, 1958.|Provenance information provided by bookseller, Les Enluminures. Additional information can be found here: https://drive.google.com/file/d/1v1FDrh3ualY1eC-qOf8ok6PIu7M6mQpG/view?usp=sharing","",2026-03-25 09:16:10 -0400,20231213,20260216-pepperdine-marc.xml
,"","",marc-xml,amremm,Q110503,Pepperdine University,on1280428293,BX2000.6.A2 1500z,https://pepperdine.on.worldcat.org/oclc/1280428293,"",Bavaria?|Austria?,Q1303|Q132,between 1475 and 1500,1475^1500,15,http://vocab.getty.edu/aat/300404465,false,"Matutinal breviary from Easter to Pentecost for Dominican use, 1475-1500","","","",Q657,"","",Breviaries--Germany--Bavaria--15th century|Breviaries--Germany--Bavaria--16th century|Breviaries--Austria--15th century|Breviaries--Austria--16th century|Bréviaires--Allemagne--Bavière--15e siècle|Bréviaires--Allemagne--Bavière--16e siècle|Bréviaires--Autriche--15e siècle|Bréviaires--Autriche--16e siècle|Breviaries|Germany--Bavaria|Austria|1400-1599,Q3593;Q4855;Q154|Q3593;Q4855;Q335|Q3593;Q2798;Q154|Q3593;Q2798;Q335|Q3593;Q4855;Q154|Q3593;Q4855;Q335|Q3593;Q2798;Q154|Q3593;Q2798;Q335|Q3593|Q4855|Q2798|Q154;Q335,"","","","","","","","","","","","","","","",Latin,Q113,"parchment, ill.",Q33,"Extent: 125 leaves : parchment, ill. ; 280 x 190 mm.","Title supplied by cataloger from bookseller information and notes.|Ms. leaves|Fol. i + 129 on parchment, incorrect modern foliation in pencil top outer corner recto, 1-12, *14-130 (cited). Original structure is impossible to determine, now constructed with numerous glued-together singletons and missing an undetermined number of folios.|Collation i-vi¹⁰vii¹⁰ [-10, final folio cancelled with no text loss] viii-x¹⁰ xi⁸ [-8, final folio with loss of text] xii⁹ [+8, f. 115, one folio added in eighth position] xiii⁸ [-4, one folio cancelled in fourth position with no text loss] xiv⁸ [-8, final blank folio used as pastedown]), catchwords in black or red ink at bottom inner margins, sometimes trimmed, on all but quires i, xi, and xiv, small alphabetical quire signatures and Arabic numeral leaf signatures in faint black ink recto bottom outer corners, ruling in black ink (justification 200 x 125 mm.).|Origin: Written in Bavaria or Austria, late 15th and early 16th century. Written by three scribes (ff. 1-12, ff. 16-129, and ff. 129v-130v, with ff. 12v-15v and ff. 69v-70v blank) in a German Gothic bookhand in two columns of 31 lines, red rubrics, alternating red and blue one- and two-line initials, occasionally extending vertically in the margin alongside additional lines, two faces (ff. 59 and 105v) doodled between columns, one seven-line red initial on f. 1 inhabited by a bear-like drollery, a flower, and leaves.|Some original holes in the parchment, small stains (ex. f. 87 and ff. 93-98) not affecting text, minor staining at bottom outer corners from use.|Binding: Original late Gothic binding, probably slightly later than the book-block but before 1516, brown calf leather over wooden boards with slightly cushioned edges, five double-cord sewing supports, burgundy fabric spine lining, decorative endbands in white, green, and brown (probably once red) thread, mitered turn-ins covered by intact parchment pastedowns, front and back tooled with same panel layout but with single-tool blind stamps arranged in different order, on front: triple-fillet outer border, around alternating stamps of a ten-petal blossom and an imperial eagle in a lozenge, triple-fillet zigzag pattern on top and bottom edges, around inset triple-fillet frame containing individual stamps of a wavy vine with two opposing leaves and fleur-de-lis, three corners contain fleur-de-lis while lower right corner holds a blossom, innermost panel divided into a diamond grid with triple-fillet lines, with an imperial eagle or fleur-de-lis; on back: triple-fillet outer border, around wavy vine stamp repeated along top, spine, and opening edges, alternating blossom and eagle stamps along bottom edge, around inset triple-fillet frame containing alternating vine and blossom stamps on sides, alternating eagle and blossom stamps at top, and vines at bottom, three corners contain blossoms while lower right corner holds a vine, innermost panel on back mirrors that of front but features small five-petal blossoms, leather strap fasteners (one now missing), fastening back to front, back cover is worn with abrasion through its leather to the wooden board in some areas (±20%), spine covering cracked at joints, front cover abraded, especially at spine edge, discrete restorations.|Purchased from Les Enluminures, 2019.|As indicated by the script, this manuscript was copied by three scribes in the last quarter of the fifteenth century. It probably originated in Bavaria, as demonstrated by certain saints in the Sanctorale, but could conceivably be Austrian due to the shared script style and veneration of some of the same saints. It is unquestionably Dominican, as it contains several specifically Dominican saints. In addition to its ""fractured"" appearance, specific letter forms and abbreviations employed by one or both scribes point to Germanic origins.|On the front pastedown near the top are two inscriptions. The first reports - not quite correctly - the volume's contents: ""Hymnarion complens Psalmos, cantilena, et orationes varia."" The second, probably by the same hand but in old German cursive (Kurrentschrift) reads: ""Burgundt Purcklin im 1516 jar."" Burgundt Purcklin was almost certainly an early owner of this manuscript, perhaps even the first or second, and may have commissioned its intact late Gothic German binding (for contemporary bindings, see Szirmai, 1999, pp. 173-275, especially pp. 243-247). While nothing further is presently known of this man, his distinctly German name, script, and German-language inscription are consistent with production in Germany or a bordering German-speaking region|More information can be found at: https://www.textmanuscripts.com/medieval/breviary-matutinal-141361","",2026-03-25 09:16:10 -0400,20231213,20260216-pepperdine-marc.xml
,"","",marc-xml,rda,Q110503,Pepperdine University,on1561532828,PK6455.A2 1700z,https://pepperdine.on.worldcat.org/oclc/1561532828,"",Kashmir?,Q18345,approximately 1800-1850].,"",,,false,Manuscript copy of part of the Shahnama [the Book of Kings] /,"",Shahnama,"",Q18627,History|Poetry|Watermarks|Blind tooled bindings,Q279|Q247|Q5815|Q5877,"Manuscripts--India--18th century|Manuscripts--India--19th century|Iran--History--Poetry|Epic poetry, Persian|Iran--Histoire--Poésie|Poésie épique persane|Manuscrits--Inde--18e siècle|Manuscrits--Inde--19e siècle|Epic poetry, Persian|Iran",Q38609;Q26595;Q3024|Q38609;Q26595;Q3538|Q16384;Q6879;Q247|Q18334|Q16384;Q6879;Q247|Q18334|Q38609;Q26595;Q3024|Q38609;Q26595;Q3538|Q18334|Q16384,Firdawsī,"",Q18691,"","","","","","","","","","","","",In Persian,Q120,illustrations,"","Extent: 1 volume (344 leaves), illustrations ; 38 x 28.5 cm","Title devised by cataloger.|Probable place of production: South Asia, likely Kashmir, based on the style of the illustrations and other codicological evidence. Date of creation likely 18th or 19th century. Scribe of manuscript unknown.|The manuscript is incomplete, containing only the sections conventionally categorized by modern scholars as 'mythic' and 'legendary.' The third section, traditionally identified as 'historical' (beginning with the reign of Alexander the Great), is absent. On f. 270, a closing formula in the shape of a small triangle contains the word &#x2018;tamām&#x2019; (meaning finished or explicit), marking the conclusion of the reign of Lohrasp. As the text continues thereafter with the reign of Goshtasp, it suggests the codex was originally intended as a two-volume set, with the second volume being unfinished or only partially preserved here. Folios are occasionally transposed or out of chronological order|Written in Nastaʻliq script, the main text is in black ink. Headings and column rulings are rubricated (in red ink), and the text is distributed into four columns, typical for Persian epic poetry. Marginalia throughout.|Binding. Original manuscript leaves have been mounted onto new paper supports and subsequently rebound, possibly in England in the 19th century, in full tan calfskin with blind tooling. Doublures and free endpapers are watermarked with the text ""Imperator Parchment"" and a symbol of a crown.|Illuminations: Demon King Zahhak with serpents emerging from his shoulders as his men murder a Persian man in front of him (f. 7v); Zahhak hangs upside down after being defeated by Feridun who wields his ox-headed mace in this image (f. 13r); King Manuchehr sits on the throne (f. 27r); Zal in Rudabeh&#x2019;s pavilion (f. 33v); Sam sits with his grandson Rostam (f.45v); Rostam lifts Afrasayib, the king of Turan, by his belt (f. 55v); Kay Kavus ascends to the sky (f. 72r); Sohrab faces his father, Rostam, in battle (f. 85r); Rostam kneels over a slain Sohrab (f. 87v); Seyavash rides his horse through flames (f. 95v); Seyavash&#x2019;s throat is cut, his blood collecting in a basin (f. 116r); Kay Khosrow crosses the Jihun River with Giv and Farigis (f. 129v); Kay Khosrow and his grandfather discuss the avenging of Seyavash (f. 133v); Battle between Iran and Turan (f. 156v); Battle between Rostam and Ashkabus (f. 167r); Rostam lassos the Khan of Chin (f. 177r); Bijan hunts boars (f. 189r); Rostam pulls Bijan out of a pit (f. 200v); Bijan slays Forud (f. 213r); Gudarz is read a letter from Piran (f. 217v); Shideh is killed by Kay Khosrow (f. 240v); Afrasayab and Garsēvas are beheaded in front of Kay Khosrow (f. 261r); Lohrasp on his throne (f. 271r full page); Goshtasp speaks to his father, Lohrasp (f. 272r); Goshtasp fights a wild wolf (f. 276r); Goshtasp slays a dragon (f. 278v); Goshtasp shackles Esfandyar (f. 295r); Esfandyar battles two wolves (f. 303r); Esfandyar battles two lions (f. 303v); Esfandyar slays a dragon (f. 304r); Esfandyar shackles a sorceress (f. 305r); Esfandyar battles a simorgh (f. 306v); Esfandyar and Rostam stand on either side of a river (f. 318v); Rostam dies in a spear-laden ditch dug by his half-brother Shaghad who stands to the right of this scene (f. 335v); Rostam battles the arjang div (f. 337r); Rostam shoots an arrow through Esfandyar&#x2019;s eye (f. 338v full page); Rostam meets with Bahman (f. 341v full page); Rostam kills the div sepid (the white demon) (f. 342v); Rostam in a hunting scene (f. 343v full page)","",2026-03-25 09:16:10 -0400,20251216,20260216-pepperdine-marc.xml
