record,recordLabel,dateString,earliestDate,latestDate,languages,genres,subjects
https://catalog.digital-scriptorium.org/entity/Q42864,"Antiphonal, leaf (DS9620)",between 1590 and 1610,1590,1610,,,
https://catalog.digital-scriptorium.org/entity/Q43578,"Cato, Distichs, in English (DS9858)",between 1590 and 1610,1590,1610,,,
https://catalog.digital-scriptorium.org/entity/Q23379,Choir book (DS5293),1590-1610,1590,1610,no linguistic content,,fragments (object portions)|Italy|Musical notation|illustrations (layout features)|Italian (culture or style)|Songbooks
https://catalog.digital-scriptorium.org/entity/Q43386,Derrotero (DS9794),between 1590 and 1610,1590,1610,Spanish,,Early works|Nautical charts|Maps|Coasts
https://catalog.digital-scriptorium.org/entity/Q43875,"Discours de la Foy, copied by Esther Inglis (DS9957)",1591,1590,1610,French|Latin,,Early works|Faith
https://catalog.digital-scriptorium.org/entity/Q59662,Divan-ı Baki (DS14193),between 1550 and 1610?,1550,1610,Ottoman Turkish,,"Manuscripts, Turkish|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q43305,Dogali and Antiphonal fragments (DS9767),Between 1400 and 1610,1400,1610,,,
https://catalog.digital-scriptorium.org/entity/Q42861,"Gradual, leaf (DS9619)",between 1590 and 1610,1590,1610,,,
https://catalog.digital-scriptorium.org/entity/Q48089,Iesu [Chris]ti passionis et resurrectionis ære signatæ monume[n]ta; Ad modu[m] Ill[ust]ri[simi] et R.P.D. Euangelista Ballato Montis Oliueti Abbati meretissimo / Mattheus Florimus D. D. (DS11329),ca. 1580-1610,1580,1610,German|Latin,,Pictorial works|Passion of Jesus Christ
https://catalog.digital-scriptorium.org/entity/Q111529,Kharīdat al-ʻajāʼib wa-farīdat al-gharāʼib (DS29438),"12 Rabīʻ al-Awwal 1019 [June 4, 1610",1610,1610,Arabic,,"Geography, Medieval|Manuscripts, Arabic|Early works|Islamic cosmology|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q110932,Kitāb al-Baḥr al-mawrūd fī al-mawāthīq wa-al-ʻuhūd / (DS29239),1610,1610,1610,Arabic,,"Manuscripts, Arabic|Early works|Conduct of life|Sufism--Doctrines|New Jersey--Princeton|Dervishes|Sufism--Customs and practices|Sufism--Rituals"
https://catalog.digital-scriptorium.org/entity/Q44915,Legal document (DS10271),1605; s. XVI/XVII; 1590-1610,1590,1610,,,
https://catalog.digital-scriptorium.org/entity/Q43659,Life of Cardinal Wolsey (DS9885),between 1590 and 1610,1590,1610,English,,"England|Biographies|Wolsey, Thomas, 1475?-1530|Cardinals|Statesmen"
https://catalog.digital-scriptorium.org/entity/Q44798,Memoriall to serve God (DS10232),s. XVI/XVII; 1590-1610,1590,1610,,,
https://catalog.digital-scriptorium.org/entity/Q6448,Opera omnia (DS1196),1590-1610,1590,1610,Latin,,"Manuscripts, Latin|Manuscripts, Medieval|Kansas--Lawrence"
https://catalog.digital-scriptorium.org/entity/Q55705,Persian treatise on logic (DS12874),1609 or 1610,1609,1610,Arabic|Persian,,"Manuscripts, Persian|Manuscripts, Arabic|Early works|Logic|Islam--Doctrines|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q43338,"Portolan atlas, French; cartographic material (DS9778)",between 1590 and 1610,1590,1610,,,
https://catalog.digital-scriptorium.org/entity/Q43380,Portolan chart; cartographic material (DS9792),between 1590 and 1610].,1590,1610,Latin,,Early works|Nautical charts|World maps
https://catalog.digital-scriptorium.org/entity/Q17824,"Relation of France, together with his negotiations : (DS3831)",1610,1610,1610,English,,Kings and rulers
https://catalog.digital-scriptorium.org/entity/Q57619,Risālah-ʾi Javāhirʹnāmah (DS13512),1610,1610,1610,Persian,,"Manuscripts, Persian|Early works|Precious stones|New Jersey--Princeton|Mineralogy"
https://catalog.digital-scriptorium.org/entity/Q74422,Specimens of calligraphy (DS18243),1610?,1610,1610,English,,Copybooks
https://catalog.digital-scriptorium.org/entity/Q70294,Sumaria relacion del recebimiento que se ha hecho a la Md. del Rey don Phelipe en la ciudad de Caragoca (DS16867),1600?,1590,1610,Spanish,,"Manuscripts, Spanish|Sources|Spain--Zaragoza|History"
https://catalog.digital-scriptorium.org/entity/Q35581,Tithinirṇaya (DS8748),1610.,1610,1610,Sanskrit,,Early works|Mathematics|Rites and ceremonies|India|Hindu astrology|Hindu law|Dharma|Hindu astronomy
https://catalog.digital-scriptorium.org/entity/Q44945,Untitled (DS10281),s. XVI/XVII; 1590-1610,1590,1610,,,
https://catalog.digital-scriptorium.org/entity/Q53316,Varios (DS12502),approximately 1610?,1610,1610,Spanish,,"Manuscripts, Spanish|Poetry|Early works|Augustine, of Hippo, Saint, 354-430|León, Luis de, 1527-1591|California--Berkeley"
https://catalog.digital-scriptorium.org/entity/Q83795,9 Elizabeth - 6 James I; William Smythe's Bill allowed by Sir Nicholas Bacon Walsham or Black burn Hundred (DS20690),1567-1611,1567,1611,,,
https://catalog.digital-scriptorium.org/entity/Q52989,Discurso cerca de los cuentos de la brujas ; Suma de las relaciones de Logroño a cerca de las brujas (DS12393),1611 Apr. 20.,1611,1611,Latin|Spanish,,"Manuscripts, Spanish|Magic|Manuscripts, Renaissance|Spain|Seventeenth century|Inquisition|History|Witchcraft|California--Berkeley|Spain--Logroño"
https://catalog.digital-scriptorium.org/entity/Q28591,"English court roll, 1603-1611 (DS6418)",1603-1611,1603,1611,English,,"Manuscripts, English|England|Sources|Seventeenth century|England--Essex|History|Court records|Michigan--Kalamazoo"
https://catalog.digital-scriptorium.org/entity/Q61606,Fawāʾid wāfīyah bi-ḥall mushkilāt al-Kāfīyah (DS14841),1611,1611,1611,Arabic,,"Manuscripts, Arabic|Early works|Arabic language--Grammar|Arabic language--Syntax|Kāfiyah (Ibn al-Ḥājib, ʻUthmān ibn ʻUmar)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q60406,Haza Kitab-ı Şerh-i Hafız (DS14441),1611,1611,1611,Ottoman Turkish,,"Manuscripts, Turkish|New Jersey--Princeton|Dīvān (Ḥāfiẓ)"
https://catalog.digital-scriptorium.org/entity/Q35116,Kumārasambhavalaghuṭīlā sarga 8 (DS8593),1611.,1611,1611,Sanskrit,,Early works|Kārttikeya (Hindu deity)|Hindu mythology|Kumārasambhava (Kālidāsa)
https://catalog.digital-scriptorium.org/entity/Q91374,"Undated, last of April; 1. Edward Coke later Chief Justicefrom Hatsfeldhall 2. Sir Nicholas Bacon Knight at Redgrave; Re: his drawing a feoffment in trust to JohnWelles for land in Shipmeadow... (DS23216)",1586 circa,1561,1611,,,
https://catalog.digital-scriptorium.org/entity/Q18244,Untitled French translation of A discourse touching a marriage between Prince Henrie of England and a daughter of Savoye : (DS3971),after 1611,1611,1611,,,
https://catalog.digital-scriptorium.org/entity/Q87824,"29 Elizabeth 25 March?; 1. John Forres, undersheriff of George Colte, Esq, Suff 2. Sir Nicholas Bacon; £34-5-5; Rents due from Manor of Walsham assigned Lady Anne de Cleve for term of her life... (DS22033)",1587 circa,1562,1612,,,
https://catalog.digital-scriptorium.org/entity/Q16835,"Arms of Kings and Nobles of England, from Brut to King James I (DS3351)",ca. 1612,1612,1612,English,,"Manuscripts, English|Pictorial works|Early works|Manuscripts, Renaissance|England|Manuscripts, Medieval|Heraldry|Massachusetts--Boston"
https://catalog.digital-scriptorium.org/entity/Q74494,Book of magical charms (DS18267),approximately 1612.,1612,1612,English|Latin,,"Manuscripts, English|Magic|Early works|Medicine, Magic, mystic, and spagiric|Manuscripts, Latin (Medieval and modern)"
https://catalog.digital-scriptorium.org/entity/Q18082,"Del bene de la vechiezza, Italian translation of De bono senectutis, made by Anchise Straccha of Bolzano (fl. 17th century) : (DS3917)","1612, completed February 16",1612,1612,English|Italian,,Saints
https://catalog.digital-scriptorium.org/entity/Q17791,Du loup garou : (DS3820),"not before 1603, not after 1650",1609,1612,French,,Beards--Religious aspects--Islam|Trials (Witchcraft)|Witchcraft|Werewolves
https://catalog.digital-scriptorium.org/entity/Q56740,Dīvān / (DS13219),1528-1612,1528,1612,,,
https://catalog.digital-scriptorium.org/entity/Q9495,Epistolae latinae (DS1695),1598-1612.,1598,1612,Latin|Italian|Greek,,"Early works|Italian letters|Latin letters, Medieval and modern|Letter writing"
https://catalog.digital-scriptorium.org/entity/Q59311,Fetava-yı Müeyyedzade (DS14076),"11 Dhū al-Qaʻdah 1020 [January 15, 1612].",1612,1612,Turkish,,"Early works|Manuscripts, Turkish|Islamic law|Islam--Doctrines|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q16140,Guanzi que; er shi si juan / (DS3275),"Ming Wanli ren zi [40 nian, 1612",1612,1612,Chinese,,"Guanzi (Guan, Zhong)"
https://catalog.digital-scriptorium.org/entity/Q111259,Kitāb Ādāb al-ʻālim wa-al-mutaʻallim / (DS29348),1612,1612,1612,Arabic,,"Thirteenth century|Manuscripts, Arabic|Fourteenth century|Education|Islamic education|Islamic Empire|Islamic learning and scholarship|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q5588,Ledger of Medici debtors and creditors (DS1028),1579-1612.,1579,1612,Italian,,"Italy|Accounting|Early works|Sixteenth century|Medici, House of|Archives|Earthquakes"
https://catalog.digital-scriptorium.org/entity/Q5705,Ledger of Medici debtors and creditors and memoranda (DS1067),1579-1612.,1579,1612,Italian,,"Italy|Accounting|Sixteenth century|Seventeenth century|Medici, House of|Archives"
https://catalog.digital-scriptorium.org/entity/Q53232,Morte dell'illustrissimo Signor Troilo Savelli; Rome (DS12474),between 1592 and 1612].,1592,1612,Italian,,"Manuscripts, Italian|Italy--Rome|Early works|Manuscripts, Renaissance|History|Savelli, Troilo, -1592|California--Berkeley"
https://catalog.digital-scriptorium.org/entity/Q70630,Rezeptbücher (DS16979),1561 or 1612?].,1561,1612,German,,"Manuscripts, German|Medicine--Formulae, receipts, prescriptions|Medicine|Early works|Prescriptions, formulae, receipts, etc."
https://catalog.digital-scriptorium.org/entity/Q111361,Sharḥ Bānat Suʻād (DS29382),1612,1612,1612,Arabic,,"Manuscripts, Arabic|Early works|Muḥammad, Prophet, -632|Qaṣīdat al-Burdah (Kaʻb ibn Zuhayr)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q84761,39 Elizabeth - 11 James I (DS21012),1597-1613,1597,1613,,,
