record,recordLabel,dateString,earliestDate,latestDate,languages,genres,subjects
https://catalog.digital-scriptorium.org/entity/Q58876,Dīvān-i Naʻīmī (DS13931),1627,1627,1627,Persian,,"Manuscripts, Persian|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q29512,Gulistān (DS6725),1627.,1627,1627,Persian,,"Manuscripts, Persian|Persian literature"
https://catalog.digital-scriptorium.org/entity/Q18118,Harangue de Monsieur l'Evêque de Chartres prononcée devant le Roy : (DS3929),1627 February 3,1627,1627,English|French,,France. Marine
https://catalog.digital-scriptorium.org/entity/Q60175,Hâzâ Lûgat-ı müntahab (DS14364),1627,1627,1627,Arabic|Ottoman Turkish,,Early works|Arabic language|Dictionaries|Turkish language
https://catalog.digital-scriptorium.org/entity/Q5180,"Juramentbuech, darinnen aller Beambten alsz Burgermaister, Ratsherinn, Stattschreiber, neuen Burger und anderer Aide, den sie in Antrettung ihrer Dienst und Pflichten publice laysten müssen, zu... (DS910)",1597-1627.,1597,1627,German|Latin,,"Sources|Germany|Oaths|Germany--Pfreimd|Germany--Bavaria|Letter writing, German|History"
https://catalog.digital-scriptorium.org/entity/Q56680,Kitāb-i Fārsī-i hayʾat (DS13199),1627,1627,1627,,,
https://catalog.digital-scriptorium.org/entity/Q60040,Miniature of Mecca (DS14319),1627,1627,1627,Ottoman Turkish,,"Manuscripts, Turkish|Saudi Arabia--Mecca|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q30583,Prattadivākarapaṇḍita (DS7082),1627.,1627,1627,Sanskrit|Urdu,,Real property|Seventeenth century|India|Property (Hindu law)
https://catalog.digital-scriptorium.org/entity/Q57874,Sharḥ-i Gulshan-i rāz (DS13597),1626?,1626,1627,Persian,,"Criticism, interpretation, etc.|Manuscripts, Persian|Early works|New Jersey--Princeton|Sufi poetry, Persian|Gulshan-i rāz (Shabistarī, Maḥmūd ibn ʻAbd al-Karīm)"
https://catalog.digital-scriptorium.org/entity/Q53175,Varios (DS12455),1600s.,1600,1627,Latin|Spanish,,"Poetry|Early works|Clergy|Penance|Spanish poetry|Mary, of Bethany, Saint|Beards|Manuscripts, Spanish|Geography, Ancient|Oratory|Manuscripts, Latin (Medieval and modern)|California--Berkeley"
https://catalog.digital-scriptorium.org/entity/Q56452,Volume 4 of Rawz̤at al-ṣafā (DS13123),1626 or 7,1626,1627,,,
https://catalog.digital-scriptorium.org/entity/Q113326,"Homilies, etc.; Ad populum Antiochenum homiliae 1-21; Ad illuminandos catechesis 1; From the church; Gregorius theologus ep. CP. (S.), Visio de liturgia; De fato et prouidentia orationes 1-6; In... (DS30037)",1550 ca-1613,1550,1628,Greek|Medieval Greek,,Questions and answers|Hagiography
https://catalog.digital-scriptorium.org/entity/Q64455,al-Tawḍīḥ ʻalá al-Tanqīḥ fī al-uṣūl / (DS15639),1628,1628,1628,Arabic,,"Manuscripts, Arabic|Fourteenth century|Hanafites|Islamic law--Interpretation and construction|Tanqīḥ al-uṣūl (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q60532,Ahsen ül-hadis (DS14483),1629 or 1630,1629,1629,Ottoman Turkish,,"Early works|Texts|Manuscripts, Turkish|Hadith|Sunna|New Jersey--Princeton|Criticism, interpretation, etc."
https://catalog.digital-scriptorium.org/entity/Q59923,Fetava-yı Üskübî ... [etc. (DS14280),1629,1629,1629,Arabic|Ottoman Turkish,,"Manuscripts, Arabic|Early works|Seventeenth century|Manuscripts, Turkish|Islamic law|Turkey|Fatwas|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q107667,Javāhir-i asrār Allāh (DS28389),1629,1629,1629,Urdu,,"New Jersey--Princeton|Manuscripts, Urdu"
https://catalog.digital-scriptorium.org/entity/Q14463,Kitāb Bahjat al-Shaykh ʻAbd al-Qādir al-Kīlānī (DS2716),Muḥarram 1039 [August/September 1629,1629,1629,Arabic,,"Manuscripts, Arabic|Early works|Biographies|ʻAbd al-Qādir al-Jīlānī, -1166|New Jersey--Princeton|Sufis"
https://catalog.digital-scriptorium.org/entity/Q109340,Kitāb Taḥrīr Uqlīdis / (DS28884),1629,1629,1629,Arabic,,"Geometry|Manuscripts, Arabic|Early works|Mathematics, Arab|Islamic Empire|New Jersey--Princeton|Euclid's Elements"
https://catalog.digital-scriptorium.org/entity/Q13647,Majmūʻ ḥuwiyá kitābayn ʻaẓīmayn; al-Badīʻīyah lil-Shammāʻ al-Miṣrī wa-al-Durrah al-muḍīyah ʻalá al-Kawākib al-durrīyah (DS2444),not after 1629,1000,1629,Arabic,,"Poetry|Manuscripts, Arabic|Early works|Muḥammad, Prophet, -632|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q105988,North African texts on law and doctrine (DS27886),between 159-? and 162-?,1590,1629,Arabic,,Early works|Spain|Sources|Islamic law|Legal forms|Contracts|Malikites|Islam--Doctrines|Contracts (Islamic law)|Satellites--Phases|Sales (Islamic law)|Blood money (Islamic law)
https://catalog.digital-scriptorium.org/entity/Q17821,"Speeches, petitions, reports, etc. from the Third Parliament of Charles I : (DS3830)",1628-1629,1628,1629,,,
https://catalog.digital-scriptorium.org/entity/Q58909,Şerh-i Bustan-i Sadi (DS13942),1629,1629,1629,Ottoman Turkish,,"Early works|Manuscripts, Turkish|Criticism, Textual|New Jersey--Princeton|Sufi poetry, Persian|Būstān (Saʻdī)"
https://catalog.digital-scriptorium.org/entity/Q5234,Alchemical miscellany (DS928),between 1582 and 1630,1582,1630,English|Latin,,Early works|Alchemy|Chemistry|History
https://catalog.digital-scriptorium.org/entity/Q102241,Jalāʼ al-ʻuyūn wa-al-abṣār li-iḥḍār al-akhbār bi-mā huwa al-mukhtār min aqwāl al-ʻulamāʼ al-ashrāf fī al-kalām ʻalá al-istikhlāf ... [etc (DS26722),"Jumādá I, 1003-1040 [1595-1630 or 1631",1595,1630,Arabic,,"Manuscripts, Arabic|Early works|Hanafites|Islamic law|New Jersey--Princeton|Qurʼan. Sūrat al-Fātiḥah|Recitations|Shafiites"
https://catalog.digital-scriptorium.org/entity/Q13881,Kitāb Aṭbāq al-dhahab / (DS2522),"6 Rajab 1039 [February 19, 1630",1630,1630,Arabic,,"Sermons|Manuscripts, Arabic|Early works|Islamic sermons, Arabic|Muslims--Conduct of life|Shīʻah|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q17815,"Miscellany, 1610-1630 : (DS3828)",1610-1630,1610,1630,,,
https://catalog.digital-scriptorium.org/entity/Q64533,Niṣāb al-iḥtisāb / (DS15665),1630,1630,1630,Arabic,,"Manuscripts, Arabic|Hanafites|Islamic law|New Jersey--Princeton|Muḥtasib"
https://catalog.digital-scriptorium.org/entity/Q72856,Proces d'amour (DS17721),between 1610 and 1630?,1610,1630,French,,"Early works|Manuscripts, French|Seventeenth century|French poetry|Love poetry|Pastoral poetry, French"
https://catalog.digital-scriptorium.org/entity/Q18064,Treatise of forest law : (DS3911),approximately 1630,1630,1630,English|Latin,,Law
https://catalog.digital-scriptorium.org/entity/Q16023,Zhexuan ji; wu juan / (DS3236),between 1430 and 1630,1630,1630,,,
https://catalog.digital-scriptorium.org/entity/Q111100,al-Durr al-manḍūd fī al-ṣalāh ʻalá al-maqām al-maḥmūd / (DS29295),"26 Rajab 1039 [March 11, 1630",1630,1630,Arabic,,"Manuscripts, Arabic|Early works|Prayers and devotions|Muḥammad, Prophet, -632|Prayer--Islam|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q58903,Şerh-i sübhet ül-ebrâr (DS13940),1630,1630,1630,Ottoman Turkish,,"Early works|Manuscripts, Turkish|Sufi literature, Persian|Excerpts|Criticism, Textual|Haft awrang (Jāmī)|New Jersey--Princeton|Sufi poetry, Persian"
https://catalog.digital-scriptorium.org/entity/Q9525,Book of deeds to various territorial acquisitions (DS1705),1598-1631.,1598,1631,Latin|Italian,,Early works|Sixteenth century|Seventeenth century|Economic conditions|History|Italy--Monselice
https://catalog.digital-scriptorium.org/entity/Q9078,Capitolario de le parte et ordeni del officio di magistri signori tre savii areveder le raxon dela Illustrissima Signoria per conto del cancello de le 30 e 40 per cento (DS1556),1519-1631.,1519,1631,Latin|Italian,,Taxation|Italy--Venice|History
https://catalog.digital-scriptorium.org/entity/Q111046,Hādhā Kitāb al-Nūrayn fī iṣlāḥ al-dārayn / (DS29277),"14 Dhū al-Ḥijjah 1040 [July 14, 1631",1631,1631,Arabic,,"Manuscripts, Arabic|Early works|Religious life--Islam|Islam--Customs and practices|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q112084,Kitāb Taqwīm al-buldān / (DS29623),1631,1631,1631,Arabic,,"Thirteenth century|Manuscripts, Arabic|Fourteenth century|New Jersey--Princeton|Geography, Arab|Libraries|Fakhr al-Dīn II, Emir of Lebanon, 1572-1635"
https://catalog.digital-scriptorium.org/entity/Q72448,Majmūʻah min muʾallafāt / (DS17585),between 1600 and 1631?,1600,1631,Arabic,,"Manuscripts, Arabic|Early works|Hadith|Islamic calendar|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q113821,Miftāḥ al-Falāḥ (DS30202),between 1600 and 1631?,1600,1631,Arabic,,Early works|Religious life--Islam|Islam--Customs and practices|Shīʻah--Customs and practices|Shiites
https://catalog.digital-scriptorium.org/entity/Q14904,Tafsīr al-Mawlá Abū al-Saʻūd ʻalá Sūrat al-Baqarah (DS2863),1041 [1631 or 1632,1631,1631,Arabic,,"Manuscripts, Arabic|Early works|Commentaries|Qurʼan|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q63421,al-Juzʼ al-awwal [al-thānī] min Kitāb Najm al-Dīn ʻalá Kāfiyat Ibn al-Ḥājib fī al-naḥw / (DS15446),1606-1631,1606,1631,Arabic,,"Thirteenth century|Manuscripts, Arabic|Early works|Sources|Arabic language--Grammar|Arabic language--Syntax|History|Kāfiyah (Ibn al-Ḥājib, ʻUthmān ibn ʻUmar)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q14160,al-Lumʻah al-sanīyah fī ḥall alfāẓ al-Ājurrūmīyah (DS2615),1041 [1631 or 1632,1631,1631,Arabic,,"Manuscripts, Arabic|Early works|Arabic language--Grammar|Ajurrūmīyah (Ibn Ājurrūm, Muḥammad ibn Muḥammad)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q107964,Collection of Arabic poetry and other texts (DS28488),1631 or 1632?,1631,1632,Arabic,,"Manuscripts, Arabic|Early works|Arabic poetry|Prayers and devotions|Arabic language--Grammar|Islam|New Jersey--Princeton|Daylamites"
https://catalog.digital-scriptorium.org/entity/Q32074,Dīpavyākaraṇa (DS7579),1632.,1632,1632,Sanskrit,,Early works|Sanskrit language--Grammar
https://catalog.digital-scriptorium.org/entity/Q8949,"Istromenti di quittanze, ed altri contratti a favore del Sr.[?] Cesare Ressano &[?] suoi interessi particolari (DS1513)",1568-1632.,1568,1632,Italian,,Italy--Pinerolo|History
https://catalog.digital-scriptorium.org/entity/Q111457,Kitāb Bidāyat al-hidāyah / (DS29414),"10 Ramaḍān 1041 [March 31, 1632",1632,1632,Arabic,,"Manuscripts, Arabic|Early works|Religious life--Islam|Islam--Customs and practices|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q78992,Libro della peste che fu in Padova nel an[n]o 5391 (DS19089),1632?,1632,1632,Italian,,"Italy|Manuscripts, Italian|Plague|Early works|Jews|Sources|Seventeenth century|History|Italy--Padua"
https://catalog.digital-scriptorium.org/entity/Q15270,Mīrʼāt (DS2985),"29?] Dhū al-Ḥijjah 1032 [October 24, 1632?",1632,1632,Arabic,,"Manuscripts, Arabic|Early works|Hanafites|Islamic law--Interpretation and construction|Mirqāt al-wuṣūl (Hüsrev, Molla)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q47534,Regla y establecimientos de los hermanos y coffrades de la coffradia de n[uest]ra señora de las nieves; la qual de vocacion se ha de celebrar en la iglesia de señor sant Andre desta villade de... (DS11144),1551-1632.,1551,1632,Spanish,,Catholic Church|Spain|Monasticism and religious orders|Rules
https://catalog.digital-scriptorium.org/entity/Q73495,Certificate of award issued to Orazio Angelio upon his election into the Ordine de Cavalieri di Santo Stefano (DS17934),1633.,1633,1633,,,
https://catalog.digital-scriptorium.org/entity/Q15873,Gospel book (DS3186),1627-1633,1627,1633,Armenian,,"Manuscripts, Armenian|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q99127,Meditational verses for the High Holidays (DS25800),between 1600 and 1633,1600,1633,Hebrew|Aramaic,,Cabala|Early works|Prayers and devotions|Judaism|Messiah--Judaism|Judaism--Prayers and devotions
https://catalog.digital-scriptorium.org/entity/Q53061,"Papal letter, 1632, from Urban VIII (DS12417)",1632?,1632,1633,Latin,,"Italy--Bergamo|Manuscripts, Latin|Early works|California--Berkeley"
https://catalog.digital-scriptorium.org/entity/Q106077,Zubdat fī ʻilm uṣūl al-fiqh / (DS27916),1633,1633,1633,Arabic,,"Manuscripts, Arabic|Early works|Seventeenth century|Islamic law--Interpretation and construction|Shīʻah|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q33160,Aurdhvadehikapaddhati (DS7941),1634.,1634,1634,Sanskrit,,Rites and ceremonies|India|Hindu law|Dharma|Death--Religious aspects--Hinduism
https://catalog.digital-scriptorium.org/entity/Q59359,Divan-ı rubaiyat-ı̂ ʻAzmīʹzādah Haletı̂ rahmatullah ... [etc (DS14092),17th century,1600,1634,Turkish,,"Early works|Manuscripts, Turkish|New Jersey--Princeton|Turkish poetry"
https://catalog.digital-scriptorium.org/entity/Q101773,Kitāb Maʻālim al-tanzīl fī tafsīr al-Qurʼān / (DS26566),1634 or 1635,1634,1634,Arabic,,"Manuscripts, Arabic|Twelfth century|Sources|Commentaries|History|Qurʼan|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q54048,Varios (DS12746),between approximately 1550 and 1634.,1550,1634,Latin|Spanish,,"Manuscripts, Spanish|Sixteenth century|Spain|Wills|Manuscripts, Latin (Medieval and modern)|Trials, litigation, etc.|Charles IV, Duke of Lorraine, 1604-1675|California--Berkeley|France--Nancy"
https://catalog.digital-scriptorium.org/entity/Q28564,"Will and probate, 1626-1634, of Richard Lake (DS6409)",1626-1634,1626,1634,English|Latin,,"Manuscripts, English|Sources|Seventeenth century|England--Essex|History|Michigan--Kalamazoo|England|Probate records"
https://catalog.digital-scriptorium.org/entity/Q17848,A carrier to a kinge and three poems by Francis Quarles : (DS3839),1635,1635,1635,,,
https://catalog.digital-scriptorium.org/entity/Q53946,"Catalonian documents; third collection, Catalonia (DS12712)",1282-1635.,1282,1635,Latin|Catalan,,"Manuscripts, Renaissance|Manuscripts, Medieval|Spain--Catalonia|History|Manuscripts, Catalan|Manuscripts, Latin (Medieval and modern)|California--Berkeley|Civilization"
https://catalog.digital-scriptorium.org/entity/Q28570,"Conveyance of lands to Thomas Jackson, 1635 April 18 (DS6411)",1635,1635,1635,English,,"Great Britain|Manuscripts, English|England|Sources|Seventeenth century|Conveyancing|History|Michigan--Kalamazoo|1603-1714|Seals (Numismatics)"
https://catalog.digital-scriptorium.org/entity/Q53910,"Indenture, 1635 Dec. 29, between John Skyrrow and Thomas Awcocke above Wray, Lancashire, England (DS12700)",1635,1635,1635,English,,"Manuscripts, English|Sources|England--Lancashire|History|California--Berkeley"
https://catalog.digital-scriptorium.org/entity/Q102340,Jalāʼ ʻuyūn al-ʻarāʼis al-mukhaddarah ... [etc. (DS26755),1635,1635,1635,Arabic|Turkish,,"Early works|Commentaries|Manuscripts, Turkish|New Jersey--Princeton|Qurʼan. Sūrat al-Rūm|Manuscripts, Arabic|Sufism"
https://catalog.digital-scriptorium.org/entity/Q70762,Kitāb Bahjat al-maḥāfil wa-ajmal al-wasāʼil bi-al-taʻrīf bi-ruwāt al-shamāʼil / (DS17023),1635,1635,1635,Arabic,,"Criticism, interpretation, etc.|Manuscripts, Arabic|Early works|Commentaries|Biographies|Hadith|Muḥammad, Prophet, -632|Shamāʼil (Tirmidhī, Muḥammad ibn ʻĪsá)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q64569,Kitāb al-Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ / (DS15677),1635 or 1636?,1635,1635,Arabic,,"Fifteenth century|Manuscripts, Arabic|Fourteenth century|Sixteenth century|Sources|Seventeenth century|Eighteenth century|Nineteenth century|Hanafites|Islamic law--Interpretation and construction|History|Education|Islamic education|Tanqīḥ al-uṣūl (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)|New Jersey--Princeton|Muslims"
https://catalog.digital-scriptorium.org/entity/Q105727,al-Mukhtaṣar al-nāfiʻ / (DS27799),1635,1635,1635,Arabic,,"Manuscripts, Arabic|Early works|Islamic law|Shīʻah|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q14799,Hādhā Kitāb Tuḥfat al-anām (DS2828),"4 Rajab 1046 [December 2, 1636",1636,1636,Arabic,,"Manuscripts, Arabic|Early works|Qurʼan|New Jersey--Princeton|Recitations"
https://catalog.digital-scriptorium.org/entity/Q105295,Majmūʻ fīhi Sharḥ al-Risālah al-Raslānīyah (DS27655),1605-1636,1605,1636,Arabic,,"Manuscripts, Arabic|Early works|Inheritance and succession (Islamic law)|Islamic law|Conduct of life|Sufism--Doctrines|Arabic alphabet|New Jersey--Princeton|Sufis|Symbolism|Fasting--Religious aspects--Islam"
https://catalog.digital-scriptorium.org/entity/Q80237,Pelaḥ ha-rimon; mahadura batra ḥeleḳ rishon / (DS19504),1636.,1636,1636,Hebrew,,Cabala|Early works|Mysticism--Judaism
https://catalog.digital-scriptorium.org/entity/Q77375,Perush ha-tefilot ṿeha-berakhot; ʻal derekh ha-emet / (DS18550),1636.,1636,1636,Hebrew,,Cabala|Early works|Commentaries|Prayer--Judaism|Mysticism--Judaism
https://catalog.digital-scriptorium.org/entity/Q57004,Risālah dar hayʾat (DS13307),1635 or 6,1635,1636,Persian,,"Fifteenth century|Manuscripts, Persian|Sources|Astronomy, Arab|History|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q80234,Sefer ʻasis rimonim (DS19503),1636.,1636,1636,Hebrew,,Cabala|Early works|Mysticism--Judaism
https://catalog.digital-scriptorium.org/entity/Q80438,Ḥozeḳ yad; ṿe-hu ha-yad ha-ḥazaḳah asher ʻasʹah Mosheh ben Maimon ṿe-ḥibarti...be-mahut ha-shir / (DS19571),1636.,1636,1636,Hebrew,,Early works|Jewish law|Hebrew poetry
https://catalog.digital-scriptorium.org/entity/Q57088,Durj-i durar va ganj-i guhar; tārīkh-i ḥabīb al-siyar (DS13335),1626-1637,1626,1637,Persian,,"Manuscripts, Persian|Early works|History|Islamic Empire|New Jersey--Princeton|Iran"
https://catalog.digital-scriptorium.org/entity/Q59644,Gülistan şerhi / (DS14187),1636 or 1637,1636,1637,Ottoman Turkish,,"Manuscripts, Turkish|Gulistān (Saʻdī)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q102967,Hījdah risālah dar maʻqūlāt (DS26964),1636-1637,1636,1637,Arabic|Persian,,"Manuscripts, Arabic|Metaphysics|Early works|Texts|Hadith|Religious life--Islam|Calendars|Ḥikmat al-ʻayn (Qazwīnī, ʻAlī ibn ʻUmar)|Qurʼan. Sūrat al-Shuʻarāʼ|Islamic Empire|Islam--Doctrines|Timekeeping|Anwār al-tanzīl wa-asrār al-taʼwīl (Bayḍāwī, ʻAbd Allāh ibn ʻUmar)|New Jersey--Princeton|Free will and determinism--Religious aspects--Islam|Gulshan-i rāz (Shabistarī, Maḥmūd ibn ʻAbd al-Karīm)|Dīvān (Ḥāfiẓ)|Commentaries|Islamic philosophy|Astronomy, Arab|Sufism|Theological anthropology--Islam|Manuscripts, Persian|Logic|Qurʼan. Sūrat al-Fatḥ"
https://catalog.digital-scriptorium.org/entity/Q71083,Khulāṣat al-aqwāl fī maʻrifat al-rijāl (DS17130),1637,1637,1637,Arabic,,"Manuscripts, Arabic|Early works|New Jersey--Princeton|Hadith--Authorities|Hadith (Shiites)"
https://catalog.digital-scriptorium.org/entity/Q5708,Ledger of Medici accounts (DS1068),1594-1637.,1594,1637,Italian,,"Italy|Sixteenth century|Farm management|Medici, House of|Accounting|Seventeenth century|Archives|Farm life|Rural conditions|History"
https://catalog.digital-scriptorium.org/entity/Q70945,Majālis al-abrār wa-masālik al-akhyār wa-maḥāʼiq al-bidaʻ wa-maqāmiʻ al-ashrār (DS17084),1637,1637,1637,Arabic,,"Manuscripts, Arabic|Texts|Hadith|Maṣābīḥ al-sunnah (Baghawī, al-Ḥusayn ibn Masʻūd)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q13155,Sharḥ al-Risālah fī ādāb al-baḥth ... [etc (DS2280),"before 1624]-Rabīʻ I, 1047 [before 1624-July/August 1637",1600,1637,Arabic,,"Manuscripts, Arabic|Early works|Dialectic|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q29059,Taʻlīq al-durrah al-Shanawānīyah ʻalá Sharḥ al-Ajurrūmīyah fī ʻilm al-ʻArabīyah (DS6574),1637.,1637,1637,Arabic,,"Manuscripts, Arabic|Early works|Arabic language--Grammar|Sharḥ al-Ājurrūmīyah (Azharī, Khālid ibn ʻAbd Allāh)|Ajurrūmīyah (Ibn Ājurrūm, Muḥammad ibn Muḥammad)"
https://catalog.digital-scriptorium.org/entity/Q58297,Z̲ākhirah-ʼi Khvārazmshāhī (DS13738),1637,1637,1637,Persian,,"Medicine, Persian|Manuscripts, Persian|Early works|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q105811,Ḥāshiyat Sharāʼiʻ al-Islām wa-al-muslimīn (DS27827),1637,1637,1637,Arabic,,"Manuscripts, Arabic|Early works|Islamic law|Shīʻah|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q110986,Hādhā Minḥat al-ṣamad sharḥ Ayyuhā al-walad / (DS29257),"17 Dhū al-Ḥijjah 1047 [May 2, 1638",1638,1638,Arabic,,"Manuscripts, Arabic|Early works|Religious life--Islam|Ayyuhā al-walad (Ghazzālī)|Sufism|Islamic ethics|Muslims--Conduct of life|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q13131,Kitāb al-Kāfī fī ʻilmay al-arūḍ wa-al-qawāfī ... [etc (DS2272),"25 Rajab 989-19 Rajab 1048 [September 4, 1581-November 26, 1638",1581,1638,Arabic,,"Manuscripts, Arabic|Early works|Inheritance and succession (Islamic law)|Arabic language--Grammar|Arabic language--Rhyme|Urjūzah al-Raḥbīyah (Ibn al-Mutafanninah, Muḥammad ibn ʻAlī)|Alfīyah (Ibn Mālik, Muḥammad ibn ʻAbd Allāh)|Arabic language--Versification|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q58750,Rawz̤at al-ṣafā (DS13889),1638,1638,1638,Persian,,"Manuscripts, Persian|Early works|History|Islamic Empire|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q28888,Uṣūl al-handasah wa-al-ḥisāb. Fī bayān al-murabbaʻāt (DS6517),1638.,1638,1638,Arabic,,"Arab countries|Geometry|Manuscripts, Arabic|Early works|History"
https://catalog.digital-scriptorium.org/entity/Q14208,Kitāb Abniyat al-abwāb wa-al-ʻalāmāt] ... [etc (DS2631),1049 [1639,1639,1639,Arabic,,"Manuscripts, Arabic|Early works|Arabic language--Grammar|Arabic language--Verb|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q58291,Kitāb-i mustaṭāb-i Majālis al-muʼminīn (DS13736),1639,1639,1639,Persian,,"Criticism, interpretation, etc.|Manuscripts, Persian|Early works|New Jersey--Princeton|Islamic literature|Shiite literature|Shiites--Biography"
https://catalog.digital-scriptorium.org/entity/Q30046,Mahābhārataśāntiparvatṛtīyapaṭala (DS6903),1639.,1639,1639,,,
https://catalog.digital-scriptorium.org/entity/Q64560,al-Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ (DS15674),1639,1639,1639,Arabic,,"Manuscripts, Arabic|Fourteenth century|Sources|Nineteenth century|Hanafites|Islamic law--Interpretation and construction|History|Islamic education|Tanqīḥ al-uṣūl (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q58762,Ḥadīqat al-ḥaqīqah wa-sharīʻat al-ṭarīqah (DS13893),1639,1639,1639,Persian,,"Manuscripts, Persian|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q98287,Bālabodhinī (DS25520),1500-1640,1500,1640,,,
https://catalog.digital-scriptorium.org/entity/Q54003,Cria[do] dela casa real (DS12731),approximately 1603-1640.,1603,1640,Spanish,,"Manuscripts, Spanish|Specimens|Spain|Seventeenth century|Philip III, King of Spain, 1578-1621|History|Manuscripts|Courts and courtiers|California--Berkeley|Monarchy|Margarita, de Austria, Queen, consort of Philip III, King of Spain, 1584-1611|1598-1621"
https://catalog.digital-scriptorium.org/entity/Q18073,Life and Miracles of St. Simeon of Padolirone : (DS3914),approximately 1640?,1640,1640,English|Latin,,Saints
https://catalog.digital-scriptorium.org/entity/Q58570,Mihr va Mushtarī (DS13829),1640 or 1641,1640,1640,,,
https://catalog.digital-scriptorium.org/entity/Q62062,Mukhtaṣar fī al-maʻānī (DS14993),1640,1640,1640,Arabic,,"Manuscripts, Arabic|Fourteenth century|Talkhīṣ Miftāḥ al-ʻulūm (Qazwīnī, Jalāl al-Dīn Muḥammad ibn ʻAbd al-Raḥmān)|New Jersey--Princeton|Arabic language--Rhetoric"
https://catalog.digital-scriptorium.org/entity/Q106006,Mukhtār al-fatāwá (DS27892),1640,1640,1640,Arabic,,Early works|Islamic law--Interpretation and construction|Fatwas
https://catalog.digital-scriptorium.org/entity/Q59470,Poetry collection (DS14129),between 15--? and 1640,1500,1640,Persian|Ottoman Turkish,,"Manuscripts, Persian|Early works|Manuscripts, Turkish|Persian poetry|New Jersey--Princeton|Turkish poetry"
https://catalog.digital-scriptorium.org/entity/Q106021,al-Mukhtaṣar al-musammá bi-Kanz al-durar (DS27897),1640,1640,1640,Arabic,,Early works|Islamic law|Malikites
https://catalog.digital-scriptorium.org/entity/Q98248,Farraggine astronomica. (DS25507),1641,1641,1641,Italian,,"Astronomy|Specimens|Astrology|Manuscripts, Italian|Early works|Massachusetts--Williamstown"
https://catalog.digital-scriptorium.org/entity/Q33589,Kauṣītakibrāhmaṇāraṇyaka (DS8084),1641.,1641,1641,Sanskrit,,"Early works|Rites and ceremonies|India|Philosophy, Indic|Hindu philosophy|India--Vārānasi (Uttar Pradesh)"
https://catalog.digital-scriptorium.org/entity/Q110959,Kitāb al-Rawḍah al-anīqah fī bayān al-sharīʻah wa-al-ḥaqīqah / (DS29248),before 1641,1500,1641,Arabic,,"Manuscripts, Arabic|Early works|Sufism--Doctrines|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q64584,Kitāb-i Zāhidī sharḥ-i Qudhūrī. Sharīf Sharḥ ʻalá al-ʻIzzī (DS15682),1641?,1641,1641,Arabic,,"Thirteenth century|Manuscripts, Arabic|Fourteenth century|Sources|Arabic language--Grammar|Nineteenth century|Hanafites|History|New Jersey--Princeton|Fifteenth century|Sixteenth century|Seventeenth century|Eighteenth century|Islamic law|Waqf|Books|Turkey--Erzurum|Mukhtaṣar al-Qudūrī (Qudūrī, Aḥmad ibn Muḥammad)"
